year,six_DET ailes_NOUN,six_DET selles_NOUN
1879,5.437299321897626e-08,1.221865097988939e-08
1880,3.5298153511220676e-08,2.6313168977054602e-08
1881,3.834879280795178e-08,2.5798277791810875e-08
1882,3.3276926103553706e-08,1.1979693237407218e-08
1883,3.728409936343269e-08,1.2006744043446815e-08
1884,3.564916273290919e-08,2.2445770575529878e-08
1885,4.383032248256313e-08,1.3535834730848961e-08
1886,5.3563748991791726e-08,1.613365974151293e-08
1887,3.395040970577412e-08,1.3710741986194819e-08
1888,4.2482119155806686e-08,1.268122939990235e-08
1889,6.077182790331648e-08,1.1277245803853475e-08
1890,5.964491833765351e-08,2.0318598359381213e-08
1891,4.2707275382802834e-08,2.358461426155145e-08
1892,5.0148097896496324e-08,5.641661138255927e-09
1893,8.991288247273133e-08,1.662772453059347e-08
1894,4.7891697274593525e-08,7.561847148451761e-09
1895,3.7315409429083957e-08,1.8657704714541978e-08
1896,3.597187614445829e-08,1.4742572718162705e-08
1897,2.155884004650943e-08,1.4566784223291052e-08
1898,3.451596475301244e-08,7.355861253444118e-09
1899,3.205995469102163e-08,6.080336234504102e-09
1900,2.9069897267142153e-08,1.0901211489056095e-08
1901,5.0298649023616804e-08,8.38310842965484e-09
1902,4.026432809389746e-08,1.0802624406114347e-08
1903,3.67214987306852e-08,1.6200660812870638e-08
1904,3.117282609821359e-08,2.20359632763234e-08
1905,3.044847929345451e-08,1.3934049913899571e-08
1906,5.761486576716379e-08,2.0576738091193647e-08
1907,3.9599894363639976e-08,1.9542804707839423e-08
1908,3.536200066101003e-08,1.5225305460830896e-08
1909,4.400786934866119e-08,1.4302557360679202e-08
1910,3.3668149046484075e-08,1.7635697346918278e-08
1911,3.458243114096149e-08,1.2768897716952665e-08
1912,2.344239469209697e-08,1.3023552625224255e-08
1913,3.075734078539227e-08,1.4318072172336826e-08
1914,2.3438602447800605e-08,1.205413840965619e-08
1915,3.062998032987707e-08,1.64930663570928e-08
1916,1.4283700444650549e-08,1.3184954461564757e-08
1917,2.8512703309502285e-08,8.773139548168274e-09
1918,1.9526840588923733e-08,1.722956355365568e-08
1919,1.8415697411455767e-08,1.012863304339362e-08
1920,2.4988365154854364e-08,3.028892692213958e-09
1921,2.499006690470651e-08,3.786373714564917e-09
1922,3.9840852394945614e-08,1.2542490324118916e-08
1923,2.866305948145964e-08,9.554353752605493e-09
1924,3.867487285980076e-08,3.867487219366694e-09
1925,5.49908882874206e-08,7.698724546756353e-09
1926,5.238685218955652e-08,1.3375366592072169e-08
1927,3.3447673075670536e-08,4.4596899506643695e-09
1928,2.5137290915466792e-08,3.4278122562625413e-09
1929,5.570203143179242e-08,4.4561625500705304e-09
1930,2.6259009189288918e-08,5.2518016602221e-09
1931,1.596749932275543e-08,2.2810712430043623e-08
1932,2.6302887090601246e-08,2.1919073223131136e-09
1933,2.1794258620033702e-08,3.4411986593596566e-09
1934,2.6359476379411717e-08,1.5576054224197833e-08
1935,2.2739738980703805e-08,1.196828414151696e-09
1936,2.182448710641438e-08,8.487299751891442e-09
1937,3.273690651894867e-08,1.0072894407464617e-08
1938,3.5006078036303734e-08,5.186085783037697e-09
1939,1.988226472349197e-08,7.647025235257843e-09
1940,4.057252667166722e-08,5.0715658339584024e-09
1941,1.4757512545315876e-08,2.9515025978810172e-09
1942,2.730790527039062e-08,6.068423541449874e-09
1943,1.1612940653549231e-07,5.806470415592457e-09
1944,4.4984606262232774e-08,0.0
1945,2.6142048525912287e-08,6.535512131478072e-09
1946,2.5057987684817817e-08,1.3921104269343232e-09
1947,2.3841742802233057e-08,5.960435700558264e-09
1948,2.5005341797168512e-08,3.2615663503321457e-09
1949,4.810334042204545e-08,0.0
1950,2.7651939404904624e-08,3.190608444114673e-09
1951,3.0918066329377325e-08,9.595261474260042e-09
1952,3.057992969957013e-08,8.435843135146115e-09
1953,2.1547654327491728e-08,1.0773827385790469e-09
1954,4.69081733456278e-08,1.9545072227344917e-09
1955,4.129667274810345e-08,6.569925492527773e-09
1956,4.098936523533325e-08,2.616342476002842e-09
1957,2.2971098467827744e-08,5.301022731885041e-09
1958,4.3015667472445784e-08,1.6544486891589827e-09
1959,1.9376869220266713e-08,8.525822714489095e-09
1960,2.906750040665429e-08,4.844583401109048e-09
1961,4.099413997149526e-08,5.55852741612739e-09
1962,3.9320129818776195e-08,4.43936931660005e-09
1963,2.0691370394843034e-08,2.5864212993553792e-09
1964,4.806335057727651e-08,3.041984220075733e-09
1965,3.009623894545399e-08,1.6416130677043839e-09
1966,4.431259659209985e-08,3.8773522170743036e-09
1967,4.58521223212216e-08,2.9582012395223956e-09
1968,3.997360242813386e-08,2.245707841908029e-09
1969,2.7250546708046386e-08,9.083515606356229e-10
1970,3.2650948611490094e-08,3.219107425067591e-09
1971,3.3913423180820246e-08,1.0276794970565106e-09
1972,2.8215808356435446e-08,0.0
1973,2.260413545229767e-08,5.513203782392395e-10
1974,2.5315072704756858e-08,0.0
1975,2.798625331479343e-08,0.0
1976,2.3425460682346966e-08,5.713526873840635e-10
1977,1.116588582705802e-08,5.876781838942691e-10
1978,3.326731246033887e-08,1.1881182704343018e-09
1979,3.394144487689488e-08,5.851973350345929e-10
1980,3.581644847372445e-08,1.7055452605774235e-09
1981,4.4911403263014904e-08,0.0
1982,2.9796011546956436e-08,0.0
1983,1.9577480414589843e-08,0.0
1984,3.36342509399401e-08,2.8995041922996734e-09
1985,2.947623478632977e-08,6.015558051686298e-10
1986,2.2779045372178786e-08,0.0
1987,2.3221103262471843e-08,1.2221633705067347e-09
1988,2.758414818782029e-08,1.1993107618124554e-09
1989,3.292873429483478e-08,1.0976244357863152e-09
1990,2.1794603677349755e-08,1.6345953479657283e-09
1991,2.6962739596569918e-08,1.1722930404189924e-09
1992,2.2039776226279173e-08,0.0
1993,2.271075000281897e-08,2.7696036575264316e-09
1994,2.7957110293463927e-08,2.1099705871385765e-09
1995,2.3858783393393423e-08,5.422450821690461e-10
1996,2.7758080278772468e-08,2.135236876199542e-09
1997,2.6851409984374186e-08,4.79489448146353e-10
1998,3.862184494440868e-08,9.536258449571733e-10
1999,2.3308025398627308e-08,1.8280804925385752e-09
2000,2.2973763336153752e-08,4.4180314962005696e-10
2001,3.680217836032895e-08,1.3143635069212678e-09
2002,2.93541845830525e-08,8.76244299341522e-10
2003,2.375146124222738e-08,8.333845835650777e-10
2004,3.523832958762796e-08,2.2023955992267474e-09
2005,2.7022497239848065e-08,1.3511248786457486e-09
2006,3.5002065579270436e-08,2.4707338397433887e-09
2007,3.3154180567596114e-08,4.393927444112933e-09
2008,2.809910171208685e-08,2.1287198670449925e-09
2009,4.005281795116389e-08,1.430457752249481e-09
2010,3.8262721879789297e-08,4.723793023408973e-10
2011,2.7150200254677515e-08,7.64794394481072e-10
2012,3.199997491987183e-08,1.702126356528666e-09
2013,2.565995121939224e-08,2.5102125378317908e-09
2014,3.118241065358518e-08,8.661780737106994e-10
2015,2.8150508257773765e-08,6.649726325136385e-10
2016,3.8941192048724815e-08,2.6927420293532123e-09
2017,5.4337203181376026e-08,5.031222660711876e-10
2018,3.7431266364240656e-08,7.744400121190154e-10
2019,3.086695143927898e-08,5.1019755087367e-10
