year,deux_DET antennes_NOUN,deux_DET centaines_NOUN
1888,2.916682695364159e-08,8.242799331981132e-09
1889,2.0674951528576457e-08,1.1903759755682586e-08
1890,4.129263331265065e-08,1.4419650362640368e-08
1891,3.1871099537283953e-08,1.211101796627645e-08
1892,2.2566645441202127e-08,2.570090096298827e-08
1893,3.695049954899332e-08,3.510297474917934e-08
1894,3.213785193523222e-08,3.150769645188234e-09
1895,3.7315409429083957e-08,3.611168697403855e-09
1896,6.427761434224522e-08,2.0049897742069334e-08
1897,2.796822473616345e-08,1.2236098356765979e-08
1898,5.65835487353894e-08,1.0750874301912461e-08
1899,3.2612712530522003e-08,1.7688250864011934e-08
1900,5.969711236453179e-08,2.4917054974871178e-08
1901,4.806315345717849e-08,2.179608182828474e-08
1902,8.151071084760986e-08,8.838511256215043e-09
1903,3.9961630449170116e-08,2.754112360392469e-08
1904,6.987012746151322e-08,1.289910045443321e-08
1905,4.335037573355294e-08,2.4771644291377015e-08
1906,1.306622836594329e-07,1.5432553013283723e-08
1907,6.531411234078632e-08,2.3142794347563722e-08
1908,8.791386640893961e-08,2.9959473124563374e-08
1909,1.8648333632853564e-07,1.870334465081669e-08
1910,8.604082946117586e-08,2.137660359835536e-08
1911,1.1172785763235993e-07,1.5429085564733214e-08
1912,6.720153500339165e-08,2.448428010337622e-08
1913,1.1454457871096224e-07,1.5378670781274195e-08
1914,1.0982659537361883e-07,2.0090231700464756e-08
1915,9.306801729280778e-08,4.5944972271172446e-08
1916,5.273981784625903e-08,2.197492321442951e-08
1917,6.031533406058998e-08,2.52227767560953e-08
1918,5.85805173258791e-08,2.6418664589300533e-08
1919,5.893023047320867e-08,4.1435317399418636e-08
1920,8.783788585375873e-08,2.1202249733676126e-08
1921,8.330022449598573e-08,2.9533715528717863e-08
1922,6.640142302671848e-08,1.4018077365562931e-08
1923,1.1677543154675618e-07,2.866305948145964e-08
1924,8.25063998233233e-08,2.0626599095407983e-08
1925,3.959344208048776e-08,3.409435223034052e-08
1926,1.0254447246893506e-07,2.7865345586519652e-08
1927,1.1706685798529293e-07,2.5643217327342427e-08
1928,7.312666294723158e-08,2.2852082892654835e-08
1929,5.7930112706827686e-08,2.116677166874581e-08
1930,7.142450408892387e-08,1.9956847396862543e-08
1931,1.4826963834480011e-07,2.3951248095954725e-08
1932,5.918149970085551e-08,3.1782654730250215e-08
1933,5.850037698706956e-08,2.867665571670841e-08
1934,5.870974462141021e-08,2.995395043114968e-08
1935,6.103825089809334e-08,2.2739739868882225e-08
1936,6.426098764222843e-08,4.849885870683579e-08
1937,7.806493040884988e-08,4.0291578073947676e-08
1938,7.649476785331899e-08,4.148868626430158e-08
1939,1.1623478268774079e-07,3.211750509990452e-08
1940,5.578722350740861e-08,3.0429394115571995e-08
1941,4.427253985639368e-08,2.066051862925633e-08
1942,5.158160121254696e-08,4.2478965012193726e-08
1943,4.935499875458049e-08,2.6129116648121453e-08
1944,7.390327994016843e-08,2.2492303131116387e-08
1945,7.189063344625879e-08,1.9606536838523425e-08
1946,4.31554223467856e-08,2.645009722357372e-08
1947,6.198853030880969e-08,1.7881305991451768e-08
1948,7.392883905055214e-08,2.6092530802657166e-08
1949,7.853606831531579e-08,3.435952899977224e-08
1950,1.2230665813461883e-07,3.6160229699433444e-08
1951,7.143138880394417e-08,3.518262503554581e-08
1952,7.065018436946957e-08,4.5342655852209646e-08
1953,7.541679369893473e-08,9.69644453618912e-09
1954,7.231676502073014e-08,2.9317607896928166e-08
1955,1.0887305368356692e-07,4.129667274810345e-08
1956,1.62213233068087e-07,3.488456457034772e-08
1957,1.2369053070671043e-07,3.268963910674216e-08
1958,1.579998452072573e-07,2.7298403537656668e-08
1959,1.1703628866044369e-07,2.8677766494844548e-08
1960,1.508741620526166e-07,3.737250153790228e-08
1961,1.271513188072504e-07,4.7247483425660874e-08
1962,1.249365459976559e-07,3.6783347923119436e-08
1963,6.918676609402041e-08,3.814971449855875e-08
1964,1.0646944259562474e-07,3.285342842218597e-08
1965,6.128688401219051e-08,3.502107759345563e-08
1966,8.364003001304354e-08,2.5479743426259915e-08
1967,7.54341364928024e-08,2.5144711202074177e-08
1968,6.422724752042086e-08,3.458390279709178e-08
1969,9.94644988594473e-08,3.7696589627600474e-08
1970,7.311972449741688e-08,2.851209579546321e-08
1971,9.19773146534908e-08,2.1067430466814585e-08
1972,1.0722006882346591e-07,3.0780881121739156e-08
1973,7.38769307950804e-08,2.701469825616698e-08
1974,1.1082376349946799e-07,2.7002743263615514e-08
1975,9.366827491419372e-08,3.4268879289811593e-08
1976,6.51342086932516e-08,3.142439908287997e-08
1977,3.819908234170555e-08,3.408533544302372e-08
1978,7.960392411909822e-08,3.2673251770809486e-08
1979,6.027532473140695e-08,2.6919077855680484e-08
1980,5.628299115656432e-08,2.9562784220615868e-08
1981,5.629739086021601e-08,3.6055632757214795e-08
1982,6.083352122043806e-08,5.0901518222623565e-08
1983,6.946847719291327e-08,4.799640274111283e-08
1984,6.320919210267562e-08,4.3492563550628915e-08
1985,6.436647415064556e-08,3.609334664478325e-08
1986,5.035367867112228e-08,4.495864169840047e-08
1987,7.944061908293776e-08,4.0331389783432314e-08
1988,5.8766228994144853e-08,4.1376221338040864e-08
1989,5.4332408350177275e-08,4.555141230877524e-08
1990,6.211462078020702e-08,4.086488147869716e-08
1991,5.0994746203514296e-08,3.0479617330048114e-08
1992,4.848750823072123e-08,5.069148545366886e-08
1993,3.822052985213986e-08,4.099013334313284e-08
1994,4.483687687795168e-08,4.483687726652974e-08
1995,6.181594081056119e-08,4.337960540778951e-08
1996,5.3914730457904625e-08,4.217092786085175e-08
1997,4.4592519121700036e-08,4.5072006571444945e-08
1998,5.435667160824664e-08,3.48073421196915e-08
1999,5.8041553119281275e-08,3.3819488459707614e-08
2000,3.1368023178934834e-08,3.932047953902895e-08
2001,3.592593555978851e-08,3.1982846593336944e-08
2002,4.468845737903848e-08,4.600282410560652e-08
2003,3.875238197004194e-08,3.5835538092499064e-08
2004,3.611928978131118e-08,3.127401826397147e-08
2005,3.7831496824125566e-08,2.9274373147814003e-08
2006,4.8591099477413024e-08,3.8296375848290154e-08
2007,3.595031405900784e-08,3.3154179179817334e-08
2008,3.8316957162720655e-08,3.5336748804848384e-08
2009,4.91123837154106e-08,4.7681923964759676e-08
2010,3.448369040315313e-08,4.393127606139302e-08
2011,4.5887663002730505e-08,3.2503760349911204e-08
2012,6.638292804339585e-08,5.6170168072355864e-08
2013,3.597971276469991e-08,3.3748411842893233e-08
2014,4.6773617201623097e-08,4.3308902464289645e-08
2015,4.4109851771167996e-08,3.568686446353553e-08
2016,3.541991366873276e-08,3.3969976276360114e-08
2017,3.999821918121427e-08,3.421231298261773e-08
2018,4.027087985303268e-08,3.898014699910135e-08
2019,3.367303780255071e-08,3.979540763587863e-08
