year,pas_ADV eu_VERB,pas_ADV su_VERB
1909,2.4386410586885177e-05,4.153792815486668e-06
1910,2.4151286197593436e-05,4.094688392797252e-06
1911,2.340858191018924e-05,4.198307124170242e-06
1912,2.350334580114577e-05,4.153992449573707e-06
1913,2.2921642084838822e-05,4.365421318652807e-06
1914,2.4128366931108758e-05,4.287925094104139e-06
1915,2.7030957426177338e-05,4.131513378524687e-06
1916,2.694015893212054e-05,4.923481810692465e-06
1917,2.6286519641871564e-05,5.180539119464811e-06
1918,2.4879491320461966e-05,5.020694970880868e-06
1919,2.4569302695454098e-05,5.258602413960034e-06
1920,2.3614004021510482e-05,5.092325864097802e-06
1921,2.3516409783042036e-05,4.542133865470532e-06
1922,2.3708995286142454e-05,4.6008804019948e-06
1923,2.3796708774170838e-05,4.645538865588605e-06
1924,2.4705508621991612e-05,4.740250460599782e-06
1925,2.3816553948563524e-05,4.501554030866828e-06
1926,2.268685057060793e-05,4.414985596667975e-06
1927,2.4869461412890814e-05,4.63473270428949e-06
1928,2.3196005713543855e-05,4.195642304694047e-06
1929,2.3902855900814757e-05,4.471758984436747e-06
1930,2.3310647520702332e-05,4.223498763167299e-06
1931,2.3117518139770254e-05,4.1697985579958186e-06
1932,2.271363882755395e-05,4.326825091993669e-06
1933,2.2199172235559672e-05,4.070937848155154e-06
1934,2.14949541259557e-05,4.414014256326482e-06
1935,2.1290381482685916e-05,3.883708359353477e-06
1936,2.128736196027603e-05,3.9126452975324355e-06
1937,2.184936784033198e-05,3.909542101609986e-06
1938,2.0969937395420857e-05,3.816959178948309e-06
1939,2.1348965674405918e-05,4.063629148731707e-06
1940,1.9761357179959305e-05,3.8112816582724918e-06
1941,2.0935007341904566e-05,4.16752163800993e-06
1942,2.124251659552101e-05,4.281272595108021e-06
1943,2.1359101083362475e-05,4.950015863869339e-06
1944,2.2498728867503814e-05,4.649480160878738e-06
1945,2.395918818365317e-05,5.346048965293448e-06
1946,2.3086759028956294e-05,4.9419918468629476e-06
1947,2.409446460660547e-05,5.232070179772563e-06
1948,2.156873779313173e-05,4.594459824147634e-06
1949,2.0943605704815127e-05,4.301813078200212e-06
1950,2.17429333133623e-05,4.096741122339154e-06
1951,2.2511549104820006e-05,4.377571713121142e-06
1952,2.1100153389852494e-05,3.893141638400266e-06
1953,2.1344028937164694e-05,4.256738975527696e-06
1954,2.290878001076635e-05,4.359528247732669e-06
1955,2.1391677364590578e-05,3.979497705586255e-06
1956,2.145139114873018e-05,4.234986135998042e-06
1957,2.04221887543099e-05,3.859144271700643e-06
1958,2.082537321257405e-05,4.134467417316046e-06
1959,2.0315485016908497e-05,4.135024028073531e-06
1960,2.063515603367705e-05,3.991244739154354e-06
1961,2.09084009838989e-05,4.191129846731201e-06
1962,2.077942008327227e-05,4.141931640333496e-06
1963,1.978482941922266e-05,4.169311068835668e-06
1964,2.1115629351697862e-05,4.186378646409139e-06
1965,1.994997546717059e-05,4.044934485136764e-06
1966,2.039708851953037e-05,4.119963705306873e-06
1967,2.0927302102791145e-05,4.084290139871882e-06
1968,2.0972665879526176e-05,4.658496436604764e-06
1969,2.053419484582264e-05,3.969042154494673e-06
1970,2.0312569176894613e-05,3.97329858969897e-06
1971,1.9351718947291374e-05,4.045974037580891e-06
1972,1.9020531908608973e-05,3.909684892278165e-06
1973,1.8959908629767597e-05,3.7831605368410237e-06
1974,1.8663959053810686e-05,3.4766032968036598e-06
1975,1.7639906218391843e-05,3.4754357329802588e-06
1976,1.8913488020189106e-05,3.765214160011965e-06
1977,1.866348429757636e-05,3.70824932360847e-06
1978,1.9030683688470162e-05,3.930295406462392e-06
1979,1.9392855392652564e-05,4.1297375901194755e-06
1980,1.9475621229503304e-05,3.947768618672853e-06
1981,1.9886261725332588e-05,4.023049314128002e-06
1982,1.980503657250665e-05,4.223584710416617e-06
1983,1.9389282897464e-05,4.018435447505908e-06
1984,1.980419438041281e-05,4.121355232200585e-06
1985,1.9112028894596733e-05,4.072532647114713e-06
1986,2.1014267986174673e-05,4.308836196287302e-06
1987,1.988154326681979e-05,4.041694410261698e-06
1988,2.0351704733911902e-05,4.3361078496673144e-06
1989,2.106780266331043e-05,4.077674930158537e-06
1990,1.981619789148681e-05,4.172032276983373e-06
1991,2.0682180547737516e-05,4.346862624515779e-06
1992,1.9746537873288617e-05,4.454789632291067e-06
1993,2.0493405827437527e-05,4.411424924910534e-06
1994,2.0406581825227477e-05,4.464697667572182e-06
1995,2.0239298464730382e-05,4.2403567022120114e-06
1996,2.0586352547979914e-05,4.317982984503033e-06
1997,2.0445429981919006e-05,4.449182597454637e-06
1998,2.0963556380593218e-05,4.466306563699618e-06
1999,2.029854840657208e-05,4.2310921344324015e-06
2000,1.9715465896297246e-05,4.427309249876998e-06
2001,1.9777666238951497e-05,4.484608325583395e-06
2002,2.0048908481840044e-05,4.319446361478185e-06
2003,2.080669582937844e-05,4.560697107081069e-06
2004,2.0349694750620984e-05,4.383207851788029e-06
2005,1.985883318411652e-05,4.286669081920991e-06
2006,2.0740164472954348e-05,4.533384981186828e-06
2007,2.228320408903528e-05,4.629202067008009e-06
2008,2.2800717488280497e-05,4.749173967866227e-06
2009,2.369410140090622e-05,4.8521128519496415e-06
2010,2.7026710085920058e-05,5.269391294859815e-06
2011,2.6375082597951405e-05,5.192189291847171e-06
2012,3.016780647158157e-05,5.538719051401131e-06
2013,3.1728530302643776e-05,5.761216471000807e-06
2014,3.4291340853087604e-05,6.299713277257979e-06
2015,3.265813575126231e-05,5.712336587748723e-06
2016,3.281499812146649e-05,5.887577117391629e-06
2017,3.3377633371856064e-05,5.751442131440854e-06
2018,3.522798579069786e-05,6.1343394008872565e-06
2019,3.4485528885852545e-05,5.91293473917176e-06
