year,mais_CONJ avoir_VERB,mais_CONJ savoir_VERB
1948,1.4785767277203377e-07,9.45854274903013e-08
1949,1.4823682192854903e-07,6.184715228840787e-08
1950,1.9569065301539013e-07,8.933703732338927e-08
1951,1.3220138228575706e-07,9.27541954354183e-08
1952,1.381369294506385e-07,8.224947123380844e-08
1953,1.4760143507430712e-07,6.248819950371853e-08
1954,1.4561078742758582e-07,1.0945240447313154e-07
1955,1.4266124281903103e-07,6.006789199375362e-08
1956,1.5959689037003955e-07,9.767678932348645e-08
1957,1.7493374571131426e-07,8.216585101195051e-08
1958,1.6213596865100044e-07,8.189521061297e-08
1959,1.1393599663733767e-07,6.433120880444676e-08
1960,1.6748416697964785e-07,9.619958163398223e-08
1961,1.4938542491904627e-07,9.657941646423751e-08
1962,1.7757478332214305e-07,1.1098423868816099e-07
1963,1.4742601628370267e-07,7.56528208967211e-08
1964,1.7765186655083198e-07,9.004273238133464e-08
1965,1.8659667233578148e-07,9.849678050954935e-08
1966,1.5343237080855943e-07,7.533141754834105e-08
1967,1.6763141275077942e-07,9.614154450332535e-08
1968,1.7067379687318862e-07,8.35403319854322e-08
1969,1.5214888193781917e-07,7.539317969929016e-08
1970,1.6049551021524167e-07,8.78356480882303e-08
1971,1.407920890983405e-07,8.118668048950894e-08
1972,1.3953999200566614e-07,7.84912455031872e-08
1973,1.4775386247833922e-07,7.994145612144621e-08
1974,1.5920368312549726e-07,8.494613190634936e-08
1975,1.513542216002861e-07,6.968005550334055e-08
1976,1.456949370037819e-07,6.741961833256482e-08
1977,1.369290192343442e-07,8.521333505484563e-08
1978,1.5623755089677616e-07,8.019798158898084e-08
1979,1.5800328867499047e-07,9.714275961414387e-08
1980,1.5634164185485133e-07,1.0346973766672818e-07
1981,1.3093887218929012e-07,9.108791232392832e-08
1982,1.4587630303708465e-07,8.255977945736959e-08
1983,1.6167209793138682e-07,1.0041352638268108e-07
1984,1.7802955554202526e-07,1.0264244743041218e-07
1985,1.7144340347385878e-07,9.203803408297517e-08
1986,1.510610339039431e-07,8.751948854524016e-08
1987,1.429931160146225e-07,9.777307141689562e-08
1988,1.7629868054314102e-07,7.915450872530982e-08
1989,1.7232703442005004e-07,8.506589566081857e-08
1990,1.6400438695995945e-07,9.753085450370236e-08
1991,1.570872640854759e-07,1.0023105190271053e-07
1992,1.3719760616481835e-07,8.154717257013999e-08
1993,1.5675957598659807e-07,1.185390416935661e-07
1994,1.5824779708850656e-07,1.0708101072509635e-07
1995,1.5779331974385968e-07,9.651962784573698e-08
1996,1.8683321911794337e-07,1.0622803614523946e-07
1997,1.663828435027881e-07,1.0740563638478307e-07
1998,1.8404978874286826e-07,1.0442202835747594e-07
1999,1.5721492374609625e-07,1.1654013221118475e-07
2000,2.1427452523425927e-07,1.0249832627096112e-07
2001,1.7349598735449945e-07,9.726289817990619e-08
2002,1.892687748750177e-07,1.222360808128542e-07
2003,1.8751153518792307e-07,1.083400000823076e-07
2004,2.0217991902882204e-07,9.646492671322449e-08
2005,2.12126604282048e-07,1.1799823695923806e-07
2006,2.0136481992949484e-07,1.2806637528228748e-07
2007,2.2209306393961015e-07,1.3141837484909047e-07
2008,2.030798746943674e-07,1.3921827957119604e-07
2009,2.3697916873288705e-07,1.506748859014806e-07
2010,2.4752675642503164e-07,1.7383558059691495e-07
2011,2.7838515137545983e-07,1.7590270928735663e-07
2012,2.726806371811108e-07,1.9744665280541085e-07
2013,2.850485785188539e-07,2.0221155949684544e-07
2014,2.977487199018469e-07,2.3819896455279377e-07
2015,2.797318146008365e-07,2.1966261698480594e-07
2016,3.038655833620396e-07,2.2225478346626915e-07
2017,3.3206069360858237e-07,2.7747192632432416e-07
2018,3.5753313198938486e-07,2.9945013579890656e-07
2019,3.3775078378539547e-07,3.038226381590903e-07
