year,vos_DET âges_NOUN,vos_DET sages_ADJ
1845,7.254296274794569e-09,3.1249276777334245e-08
1846,4.0981511517657054e-09,2.2247105491146613e-08
1847,6.310071398729633e-08,2.1033572217277197e-08
1848,1.448139919091318e-08,4.82713291560799e-09
1849,8.379414939696517e-10,4.189707469848258e-09
1850,2.5798184921654865e-08,1.3577992064028876e-08
1851,5.159551008659946e-09,2.579775504329973e-08
1852,3.1250618093281446e-08,2.604218107826739e-08
1853,1.2541057081705276e-08,2.92624660058749e-08
1854,1.714569253241649e-08,1.0910894965299178e-08
1855,1.539011762474729e-08,1.4859423913549108e-08
1856,1.9155599773057475e-08,2.0708757375587084e-08
1857,7.322263739784063e-09,2.1478640421790374e-08
1858,2.300027723833864e-08,1.565976281980852e-08
1859,8.147477359443656e-09,2.342399785248972e-08
1860,3.204028820036342e-09,1.2816114558500402e-08
1861,1.2733101534267988e-07,1.55626805886655e-08
1862,1.400575744270327e-08,1.5361154154236445e-08
1863,7.991393324857654e-09,1.1987089820753027e-08
1864,3.020678673859578e-08,7.671564494771133e-09
1865,1.8827377434860182e-08,1.0825742191578058e-08
1866,2.6274309505858184e-08,2.1408697592484316e-08
1867,1.552899675516528e-08,1.067618526917613e-08
1868,1.0867722832763604e-08,2.5193357400254968e-08
1869,2.3440891894210836e-08,1.8557372083449764e-08
1870,9.17447806614291e-09,8.601073187008978e-09
1871,6.37270636261178e-09,1.5931766128574054e-08
1872,4.23313739617015e-09,1.0280476914203973e-08
1873,6.584604750337064e-09,2.573981916498269e-08
1874,1.1351757756017378e-08,8.364453130127458e-09
1875,1.716458131184595e-08,3.089624678320746e-08
1876,7.859819017852487e-09,2.5997863417615008e-08
1877,5.566334504436554e-09,2.040989288687456e-08
1878,1.2078177347163432e-09,7.246906519320362e-09
1879,2.443730107160036e-09,2.3826368433788048e-08
1880,3.2089231272180996e-09,2.759673911612026e-08
1881,1.3945015142624584e-09,1.3945014920579979e-08
1882,3.9932310791357395e-09,1.7304001342921538e-08
1883,9.479008689083912e-09,2.0853818505361943e-08
1884,9.242375753615306e-09,2.0465259709112615e-08
1885,7.7347630522695e-09,1.546952566044979e-08
1886,2.774989432685615e-08,6.4534639854230136e-09
1887,3.2644623670918804e-09,9.140494583448344e-09
1888,3.1703073499755874e-09,1.6485597775783845e-08
1889,5.6386229019267375e-09,1.50363277384713e-08
1890,7.865263773609854e-09,1.4419649918551158e-08
1891,1.0198751843049081e-08,3.824531802365527e-09
1892,5.641661360300532e-09,1.191017329205124e-08
1893,1.2316833108982905e-09,4.926733243593162e-09
1894,1.2603078580752936e-09,1.2603078580752936e-09
1895,3.0093072478365457e-09,1.685212125401847e-08
1896,1.0614652268259306e-08,2.9485144326102386e-09
1897,9.905413378419325e-09,1.1653427112179315e-09
1898,4.52668391659472e-09,4.52668391659472e-09
1899,1.3818945987509323e-08,4.9748205555033564e-09
1900,5.710158568206225e-09,5.71015834616162e-09
1901,4.470991132876634e-09,6.706486921359556e-09
1902,5.401312119790447e-09,3.437198747846537e-09
1903,1.296052865029651e-08,5.400220048912274e-09
1904,1.0749250378694342e-09,1.0749250378694342e-09
1905,3.6125313851442797e-09,6.192911072844254e-09
1906,5.144184356264958e-09,4.629765903985117e-09
1907,1.337139288182243e-08,3.0857059130084963e-09
1908,1.0313917053750288e-08,7.858222517143076e-09
1909,1.595285298305882e-08,1.5952852372436155e-08
1910,8.01622590529405e-09,4.809735720812114e-09
1911,8.51259862599818e-09,7.448523575703803e-09
1912,3.6465947483854677e-09,9.89790061023399e-09
1913,2.121195885607108e-09,6.363587545799021e-09
1914,3.348371913070025e-09,4.0180461735594974e-09
1915,2.3561523843085297e-09,1.0602685729388384e-08
1916,1.867868548721674e-08,7.691223435912775e-09
1917,1.0966424435210342e-09,4.3865698851064394e-09
1918,2.2972752589112133e-09,5.743188147278033e-09
1919,9.207848372660976e-10,0.0
1920,9.086677632552664e-09,1.1358347151713133e-08
1921,5.300923255902035e-09,3.7863738810983705e-09
1922,1.4755870969551665e-09,5.164555005876537e-09
1923,5.307974060286824e-09,6.369568872344189e-09
1924,9.02413699321869e-09,2.5783249313349188e-08
1925,5.499089184013428e-09,4.399271169575059e-09
1926,5.57306911730393e-09,2.229227691330493e-09
1927,7.804457635707251e-09,1.1149224876660924e-09
1928,1.1426041224282812e-09,2.2852082448565625e-09
1929,3.342121912552898e-09,7.798284462623428e-09
1930,1.0503603542488804e-09,7.352522701786768e-09
1931,1.1405356659111021e-09,1.1405356659111021e-09
1932,3.287861094491973e-09,6.575721855917038e-09
1933,2.2941324395731044e-09,2.2941324395731044e-09
1934,8.38710612072191e-09,0.0
1935,4.787313656606784e-09,2.393656828303392e-09
1936,4.849885826274658e-09,8.487300195980652e-09
1937,1.2591118148108649e-09,5.0364472592434595e-09
1938,1.0372171899142302e-08,7.779128452511941e-09
1939,0.0,3.058810094103137e-09
1940,2.5357829169792012e-09,2.5357829169792012e-09
1941,0.0,0.0
1942,0.0,3.034211770724937e-09
1943,8.709705845433291e-09,2.9032352077962287e-09
1944,3.2131861615880553e-09,6.4263723231761105e-09
1945,2.178504043826024e-09,2.178504043826024e-09
1946,2.7842208538686464e-09,1.1136883415474585e-08
1947,2.3841741914054637e-09,2.3841741914054637e-09
1948,6.523132922708896e-09,2.174377566888097e-09
1949,3.9268033269479474e-09,2.9451024952109606e-09
1950,6.381216888229346e-09,8.508289184305795e-09
1951,1.3859822733941485e-08,1.4925962910083967e-08
1952,1.1599284199803606e-08,6.326882129314981e-09
1953,9.696444647211422e-09,6.464296653518886e-09
1954,3.9090144454689835e-09,5.863521668203475e-09
1955,1.220129064449793e-08,1.8771215692936494e-09
1956,1.744228317335228e-09,2.616342476002842e-09
1957,1.3252556385623393e-08,8.835037701437898e-10
1958,4.9633461784992505e-09,7.445019101215422e-09
1959,2.325224457422337e-09,4.650448914844674e-09
1960,4.152500121534786e-09,3.4604166754270693e-09
1961,5.55852741612739e-09,4.16889545107324e-09
1962,6.976152100435229e-09,1.2049717001971771e-08
1963,8.405868889838075e-09,6.4660533594107505e-09
1964,7.909158661334459e-09,1.2167936880302932e-08
1965,5.472043373977442e-10,1.860494691641179e-08
1966,7.200797291773142e-09,3.877352328096606e-09
1967,5.423369309198733e-09,5.916402479044791e-09
1968,3.5931326802796093e-09,7.186265360559219e-09
1969,8.629339909305145e-09,2.134626109207005e-08
1970,4.598724956395017e-09,4.1388523719376735e-09
1971,6.679916730867319e-09,7.707596449968435e-09
1972,3.5911027485013847e-09,5.130146696341598e-09
1973,4.9618833486420044e-09,6.615844538870874e-09
1974,2.025205780853412e-08,2.812785782069227e-09
1975,1.4849848462006321e-08,6.282628195464213e-09
1976,9.712995741040231e-09,3.4281160132820787e-09
1977,7.639816612670103e-09,2.938390863960194e-09
1978,2.970295565063452e-09,4.158414057542359e-09
1979,3.5111840102075575e-09,8.777959914496591e-09
1980,6.253665585376211e-09,4.548120546843393e-09
1981,4.427884725544118e-09,5.69299452024552e-09
1982,5.586751949948621e-09,2.483000915987077e-09
1983,6.946847541655643e-09,1.8945948143667124e-09
1984,5.219107812592938e-09,4.639206796497319e-09
1985,2.4062232206745193e-09,6.617113967877231e-09
1986,1.1988970927134801e-09,2.3977941854269602e-09
1987,2.4443267410134695e-09,3.055408481777988e-09
1988,8.395175221664886e-09,2.99827696004229e-09
1989,2.1952488715726304e-09,1.6464366536794728e-09
1990,2.179460389939436e-09,1.6345953479657283e-09
1991,9.964490843561435e-09,3.516879065745826e-09
1992,4.958949695321735e-09,2.754972083796048e-09
1993,0.0,6.647049133334804e-09
1994,4.747434001473039e-09,6.329912038971486e-09
1995,3.79571546416102e-09,5.4224509327127635e-09
1996,3.736664311304594e-09,4.80428297144897e-09
1997,4.794894259418925e-09,3.835915585170824e-09
1998,1.0013071261028017e-08,9.536258449571733e-10
1999,6.398281460207045e-09,5.484241505371301e-09
2000,3.97622823555821e-09,4.4180314962005696e-09
2001,5.257454027685071e-09,3.5049694258049158e-09
2002,7.009954394732176e-09,8.76244299341522e-10
2003,1.0000615113803235e-08,6.250384210204629e-09
2004,5.726228824443069e-09,4.404791253964646e-09
2005,2.251874686720612e-09,4.954124332989807e-09
2006,4.529678854225949e-09,4.529678965248252e-09
2007,3.994479413904628e-09,1.5977917877663117e-09
2008,6.3861596011349775e-09,1.7029758436759579e-09
2009,1.0490023072406984e-08,6.198650259747751e-09
2010,1.0864724231396394e-08,4.251413721068076e-09
2011,1.3001504761689375e-08,6.5007523253335364e-09
2012,1.4638286832679981e-08,4.085103200157647e-09
2013,1.2829975304384789e-08,3.346950105953539e-09
2014,1.9922095972901843e-08,5.197068511653136e-09
2015,1.5959342292148904e-08,5.541438599654391e-09
2016,1.3256576558706712e-08,1.18066384446891e-08
2017,1.6099912514278003e-08,4.2765391228272165e-09
2018,1.7553973608031015e-08,9.29327992338358e-09
2019,2.2193594240160763e-08,5.101975619759003e-09
