year,devez_VERB avoir_VERB,devez_VERB savoir_VERB
1878,4.958091608386894e-07,3.7321566992432054e-07
1879,5.889389740332263e-07,3.0852092436362e-07
1880,7.502462153752276e-07,3.6902616784573183e-07
1881,6.826085154898465e-07,2.9354256980695936e-07
1882,7.713591116953467e-07,3.0614771162618126e-07
1883,5.112345320412714e-07,2.616206415950728e-07
1884,5.063501475888188e-07,2.7859161377818964e-07
1885,5.414333941189398e-07,2.5395803504579817e-07
1886,4.1947515683204983e-07,2.052201466540282e-07
1887,5.732395607083163e-07,1.82156995265359e-07
1888,4.413067813402449e-07,1.8387783029538696e-07
1889,5.181267965781444e-07,2.769190530216292e-07
1890,4.0637195297676953e-07,2.071186173679962e-07
1891,4.149617325310828e-07,2.441326216739981e-07
1892,4.431838362961571e-07,2.375766143813962e-07
1893,4.267782571787393e-07,2.081544749898967e-07
1894,4.0581912230663875e-07,1.6951140935361764e-07
1895,4.622295932676934e-07,2.0704034398022486e-07
1896,3.420276755150553e-07,2.158312639721771e-07
1897,4.643890747502155e-07,2.1092702695568732e-07
1898,4.1815243889686826e-07,2.2350501183154847e-07
1899,4.720552055914595e-07,2.3105278046386957e-07
1900,4.324147369061393e-07,2.263299165861099e-07
1901,3.4929618664136797e-07,2.274616690556286e-07
1902,3.1671331157667737e-07,1.4779953971810755e-07
1903,3.5371442663745256e-07,1.8900770726304472e-07
1904,3.724615282862942e-07,1.5317681345550227e-07
1905,4.0253920019495126e-07,1.7546581432270614e-07
1906,3.986743024597672e-07,1.4352275456985808e-07
1907,3.687418654862995e-07,1.7434238941405056e-07
1908,4.719844923783967e-07,2.470428626111243e-07
1909,4.5163073991716374e-07,2.0848727899647201e-07
1910,4.2806647115867236e-07,1.881141002968434e-07
1911,4.0381638655162533e-07,1.6280344539154612e-07
1912,4.308191421387164e-07,2.1931663241048227e-07
1913,3.685577780743188e-07,2.2378615938123403e-07
1914,3.9845625110501715e-07,1.9018752084321022e-07
1915,3.769843885947921e-07,2.1676602557363367e-07
1916,3.4610505394994107e-07,1.8129311740722187e-07
1917,3.8711479533048987e-07,2.2700498902850086e-07
1918,3.239157990719832e-07,1.4932288650015835e-07
1919,3.637100007836125e-07,1.5100872019502276e-07
1920,3.831549122423894e-07,1.6128853985719616e-07
1921,3.5364729455977795e-07,1.688722619519467e-07
1922,4.198045360226388e-07,1.7116809658546117e-07
1923,3.991596599917102e-07,1.8577908633687912e-07
1924,3.790137554915418e-07,1.9724186017811007e-07
1925,4.685223871092603e-07,2.397602827386436e-07
1926,3.990317622992734e-07,2.7976807359664235e-07
1927,5.451971105685516e-07,2.82075376389912e-07
1928,3.542072875006852e-07,2.4565989065195026e-07
1929,4.600987892899866e-07,1.9495711001127347e-07
1930,3.928347780401964e-07,1.91165582918984e-07
1931,3.0452301302830165e-07,1.9046944998990512e-07
1932,3.112508295544103e-07,1.501456523556044e-07
1933,3.028254695891519e-07,1.5485393589642626e-07
1934,3.3308793945252546e-07,1.7732739365783345e-07
1935,3.8298509252854274e-07,1.8790206013363786e-07
1936,2.837183217252459e-07,1.7944577734851919e-07
1937,2.883365937123017e-07,1.6746187725402706e-07
1938,3.37095571012469e-07,1.8410604241125839e-07
1939,3.4258673053955135e-07,1.9270503059942712e-07
1940,2.0286263691104978e-07,1.4453962648985907e-07
1941,4.0435585901832383e-07,2.2136269706152234e-07
1942,4.065843768330524e-07,1.5474479653221351e-07
1943,3.512914474868012e-07,1.9161352327046188e-07
1944,3.920087010556017e-07,1.702988612350964e-07
1945,3.267756198965799e-07,2.2002890887051763e-07
1946,4.1624102209425473e-07,2.1160079199944448e-07
1947,4.649139668799762e-07,2.884850687223661e-07
1948,3.739929468338232e-07,2.1743775846516655e-07
1949,3.386867888366396e-07,2.0321206761764188e-07
1950,3.488398476747534e-07,2.3929564463287534e-07
1951,4.339190411428717e-07,2.462783754708653e-07
1952,3.15289639729599e-07,3.5325092540006153e-07
1953,3.436850875004893e-07,2.4456588221255515e-07
1954,4.2217357076879125e-07,2.1108678538439563e-07
1955,3.6322302321423194e-07,2.0554480784085172e-07
1956,4.5262726189321256e-07,2.520409907447174e-07
1957,3.7990662349329796e-07,2.7653666734295257e-07
1958,4.4835559265266056e-07,2.539578645155416e-07
1959,3.72810973203741e-07,2.0694496072337643e-07
1960,3.868745750423841e-07,2.311558375822642e-07
1961,4.175843741904828e-07,2.431855818940676e-07
1962,4.3061882593065093e-07,2.543124537623953e-07
1963,3.569261366465071e-07,3.420542213916633e-07
1964,5.694594165106537e-07,3.20625133554131e-07
1965,4.071200407906872e-07,2.7469658903100935e-07
1966,3.511773343234381e-07,3.040952094579552e-07
1967,4.521117773492733e-07,2.415864344129659e-07
1968,3.7099096061865566e-07,2.2816392686308973e-07
1969,3.4880699217865185e-07,2.3253799952271947e-07
1970,3.030559696526325e-07,2.2073879790696083e-07
1971,3.339958425385703e-07,2.2711716951562266e-07
1972,3.103738777099352e-07,2.231613933645349e-07
1973,3.2252242476715764e-07,2.4533756004530005e-07
1974,2.8802926976823073e-07,2.739653268690745e-07
1975,2.627280935030285e-07,3.175582889980433e-07
1976,2.611081697523332e-07,2.62250893001692e-07
1977,2.1920396875430015e-07,2.5799073455345933e-07
1978,3.0653450266981963e-07,2.0316822713084548e-07
1979,3.7745229519714485e-07,2.3290853334856365e-07
1980,2.888056656047411e-07,2.319541465567454e-07
1981,2.960357221581944e-07,2.5049175178537553e-07
1982,2.774753511403105e-07,2.247115844511427e-07
1983,2.848207429906324e-07,2.7534778723747877e-07
1984,2.615352912016533e-07,2.215221286405722e-07
1985,2.676923429589806e-07,2.0513053300419415e-07
1986,3.081165402818442e-07,2.7214963438382256e-07
1987,2.499324125437852e-07,2.3954402195158764e-07
1988,2.614497418562678e-07,2.1467663202656695e-07
1989,3.0404197559619206e-07,2.9800503398291767e-07
1990,2.462790291701822e-07,2.0486928065110988e-07
1991,2.954178341951774e-07,2.3035558172068704e-07
1992,2.2756069029128412e-07,2.0772489506271086e-07
1993,2.8249957040316076e-07,2.459408108279604e-07
1994,3.0119829830255185e-07,2.405366501534445e-07
1995,2.581086562258861e-07,2.407568047146924e-07
1996,2.6316794787817344e-07,2.322070145055477e-07
1997,2.3063442711190874e-07,1.8460343653714517e-07
1998,2.536644672090915e-07,3.042066509806318e-07
1999,2.605014799428318e-07,2.303381450019515e-07
2000,2.3813190352939273e-07,2.2620321260546916e-07
2001,2.3702355633758998e-07,2.1511749537239666e-07
2002,2.672545065252052e-07,2.576158237843629e-07
2003,3.3377051522620604e-07,2.8668429763456516e-07
2004,3.440142108956934e-07,3.1274018397198233e-07
2005,3.8236834143390297e-07,2.990489633702964e-07
2006,3.60727170800601e-07,3.220189910280169e-07
2007,4.921198524243664e-07,3.674921060792258e-07
2008,5.257937800706713e-07,5.07912545799627e-07
2009,5.988849807181396e-07,4.0100499631989805e-07
2010,6.830604775132088e-07,5.163105925021227e-07
2011,8.600113119427988e-07,7.242603032864281e-07
2012,1.0658715154931997e-06,8.503823210048722e-07
2013,1.0395068557045306e-06,8.015945240913425e-07
2014,1.0506739727134118e-06,7.830249728613126e-07
2015,1.0794722129503498e-06,8.055034754761436e-07
2016,1.143586814578157e-06,7.881448595981055e-07
2017,9.164372158920742e-07,7.000946311563894e-07
2018,1.087571945390664e-06,8.735683536542638e-07
2019,1.0805983947648201e-06,8.448871540167602e-07
