year,les_DET ombres_NOUN,les_DET sombres_ADJ
1838,3.2160464833452806e-06,6.899192950271527e-07
1839,3.377581577979072e-06,7.396980468143965e-07
1840,3.1580916157736283e-06,7.159529786804342e-07
1841,3.0921362466074243e-06,7.422154126857095e-07
1842,3.0931810677259364e-06,8.915284031019155e-07
1843,3.2157224296724962e-06,9.303385155590149e-07
1844,3.1905005641874595e-06,7.59068004896335e-07
1845,3.1187893796413846e-06,8.30895956482891e-07
1846,2.5426098986258694e-06,7.26543589735229e-07
1847,3.0757554299043477e-06,6.396363101401903e-07
1848,3.0821245431411626e-06,6.299408781273996e-07
1849,2.933633242108158e-06,7.826373469299597e-07
1850,3.28044295372365e-06,7.250647939827104e-07
1851,2.764874423633046e-06,7.513596234076658e-07
1852,3.2402984047052996e-06,6.601692987828756e-07
1853,2.955508975333032e-06,7.554493883787927e-07
1854,3.868691685227077e-06,7.788301203959236e-07
1855,3.882024390833294e-06,8.867891878594492e-07
1856,3.877197109147801e-06,7.201470015871791e-07
1857,3.6533213929601516e-06,7.839703357603867e-07
1858,3.6482354204281364e-06,8.329036376153454e-07
1859,4.356354082801772e-06,9.985751709962187e-07
1860,3.815540392082539e-06,9.223025827509446e-07
1861,3.7025030401593995e-06,9.554542685918932e-07
1862,4.0996206962518045e-06,8.819108945345988e-07
1863,3.8078988779943757e-06,8.276086447267517e-07
1864,3.733654729387581e-06,8.6640736540744e-07
1865,3.4628254184099205e-06,7.427400348092306e-07
1866,3.540220053110943e-06,7.872561518240673e-07
1867,3.5978744747922065e-06,8.254632071214019e-07
1868,3.2400633287466007e-06,7.686444103427448e-07
1869,3.395022574181894e-06,8.468022159036082e-07
1870,3.4719665897853247e-06,7.035677604960711e-07
1871,2.451367812739136e-06,6.776311209932828e-07
1872,3.2093229833662917e-06,7.456369424119202e-07
1873,3.124095648843195e-06,6.704325166140279e-07
1874,2.892905840212734e-06,7.354743942755704e-07
1875,2.7388950556428426e-06,6.951655500131437e-07
1876,3.5804500271297e-06,6.644570476055378e-07
1877,3.3620660104816125e-06,7.267159034540782e-07
1878,3.616810154483119e-06,6.027010712728043e-07
1879,3.2953699786730795e-06,6.756913819572219e-07
1880,2.92717973593426e-06,7.48962630581218e-07
1881,2.768782678685966e-06,6.791222482149806e-07
1882,3.126034322065152e-06,6.335926769907019e-07
1883,3.2070645090698235e-06,5.59261494004204e-07
1884,2.900785652570903e-06,7.143035887224869e-07
1885,2.6175726617339024e-06,5.820409221257705e-07
1886,2.649147027966592e-06,6.58253291874189e-07
1887,2.710809425821026e-06,6.679089850081255e-07
1888,3.0174984715358733e-06,6.346955530034393e-07
1889,2.3914026741067573e-06,6.321522896257648e-07
1890,2.569975031008198e-06,5.545010903773573e-07
1891,2.2532868868552214e-06,5.233234432466816e-07
1892,2.3713783079415407e-06,5.49748524036886e-07
1893,2.7004655649420783e-06,4.840515295256864e-07
1894,2.735498199513131e-06,5.268086944454353e-07
1895,2.507354906811088e-06,5.380641106000894e-07
1896,2.4289861642046162e-06,4.823769579331838e-07
1897,2.8166333976287206e-06,4.7487715626459703e-07
1898,2.6430175381619847e-06,4.685117822589291e-07
1899,2.492937824172259e-06,4.6155278354831353e-07
1900,2.781366340798286e-06,5.310447530604279e-07
1901,2.6663872674248523e-06,4.985155115377893e-07
1902,2.19980712756751e-06,4.301408758067282e-07
1903,2.5278432147501917e-06,4.7197925745479097e-07
1904,2.556709119971856e-06,4.4501896212523206e-07
1905,2.704753740090382e-06,4.902721073563043e-07
1906,2.8653108472553868e-06,5.360240429297392e-07
1907,2.6624499085414755e-06,5.127414750560888e-07
1908,2.7557804713751466e-06,5.427085003617549e-07
1909,2.730688137830839e-06,4.7583508866466673e-07
1910,3.095866418334481e-06,5.728929259873894e-07
1911,2.964512475500669e-06,5.19268505527748e-07
1912,2.9313412142073503e-06,5.324028684583482e-07
1913,2.993537705719973e-06,4.905265491572663e-07
1914,2.8119626875877657e-06,5.022557871825484e-07
1915,2.2265639501029e-06,4.900796994888879e-07
1916,2.331539448618969e-06,5.39484384276534e-07
1917,2.6878706336219693e-06,5.702540732954731e-07
1918,3.0048359889178755e-06,5.754674674562921e-07
1919,3.263261476149637e-06,6.2337131900847e-07
1920,3.168221766713941e-06,5.959346580652891e-07
1921,3.3282225757602646e-06,5.717424063078624e-07
1922,3.474269760772586e-06,5.636742734793643e-07
1923,3.4937084905095617e-06,5.382285834798495e-07
1924,3.523281037587367e-06,5.762556209987224e-07
1925,3.568908724105313e-06,5.59807276090396e-07
1926,3.597973460500725e-06,4.893154788021548e-07
1927,3.907803289848744e-06,5.719552333971478e-07
1928,3.1467316716771165e-06,4.6732508351965407e-07
1929,3.5838687324485363e-06,5.291692950493143e-07
1930,3.2382609020942255e-06,4.915686577788847e-07
1931,3.179813433007439e-06,5.086789052199947e-07
1932,3.5070517725444006e-06,5.403051446251084e-07
1933,2.931901292413386e-06,5.494447172793571e-07
1934,2.629956810551448e-06,4.0617557317546016e-07
1935,2.9860868693276643e-06,4.679599037160642e-07
1936,2.8735572499272166e-06,4.874135370869226e-07
1937,2.795228269292238e-06,4.5453935726413874e-07
1938,2.806968822710587e-06,4.7063729624596817e-07
1939,2.6871647804682652e-06,4.817625907094225e-07
1940,2.1148428928086105e-06,3.6261696578776537e-07
1941,2.7744123372031027e-06,6.050580410033035e-07
1942,3.459001362671188e-06,5.734660497580535e-07
1943,3.5361405252842815e-06,5.864535133071058e-07
1944,3.3642058809846276e-06,6.844086470891853e-07
1945,3.6947429720157743e-06,7.036568057117165e-07
1946,3.7183269228080462e-06,5.429230753861702e-07
1947,3.6203686164526516e-06,5.841226666802868e-07
1948,3.5377123026592017e-06,5.120658954638202e-07
1949,2.9313586651369405e-06,4.7219809928833456e-07
1950,3.117224565585275e-06,5.477211146853733e-07
1951,2.7559722894920924e-06,4.328529072950005e-07
1952,2.9219651622724996e-06,4.2706456326868647e-07
1953,2.872302289347317e-06,3.6415535653588904e-07
1954,3.231777782275458e-06,4.1631004243924963e-07
1955,2.8748117841814746e-06,3.8762561160865516e-07
1956,3.1195523320093344e-06,4.1425421670737705e-07
1957,2.9729901172004247e-06,3.9315918876070555e-07
1958,2.8332434141020713e-06,4.4421946654438216e-07
1959,2.660831768253047e-06,3.8366201238204667e-07
1960,2.993952463725691e-06,3.8687458570052513e-07
1961,3.1106909830214136e-06,4.724748183804195e-07
1962,2.9857931167498464e-06,4.528156836158814e-07
1963,3.0843074085851185e-06,4.6749564397430277e-07
1964,3.342532167494028e-06,4.7515791479213476e-07
1965,3.205522943972028e-06,4.0985605664900504e-07
1966,2.859270423982707e-06,3.772110037658649e-07
1967,3.153442577286114e-06,4.08231771942269e-07
1968,3.43099250699197e-06,5.245973575540575e-07
1969,2.684633074068188e-06,4.196584111326729e-07
1970,2.6939330979303122e-06,3.5640119477875487e-07
1971,2.9669108130292443e-06,4.223762744004489e-07
1972,2.997031813833928e-06,4.1656791971433904e-07
1973,2.6000269954806754e-06,3.74346528886349e-07
1974,2.2896077567224893e-06,3.364091760715837e-07
1975,2.289161216140201e-06,2.730087516056301e-07
1976,2.4019665900709697e-06,3.348126789148864e-07
1977,2.3089876179938074e-06,3.273367337186528e-07
1978,2.628711555985319e-06,4.05742380138463e-07
1979,2.693663404329527e-06,3.792078757669515e-07
1980,2.6549652929475087e-06,3.7237736094652973e-07
1981,2.6542006850149846e-06,3.934491683565966e-07
1982,2.5221081614290597e-06,3.612766299454506e-07
1983,2.7932643718031613e-06,3.6249913648589427e-07
1984,2.846733387684708e-06,3.7983506828709324e-07
1985,2.9704825976750726e-06,3.4890237721185713e-07
1986,2.845582216082221e-06,3.6026858651894145e-07
1987,2.641706160488866e-06,3.4403899284995987e-07
1988,2.6162963813192164e-06,3.094221758814797e-07
1989,2.5349636558757993e-06,3.402635755378469e-07
1990,2.6534930626098685e-06,3.895785418706055e-07
1991,2.7507856970032663e-06,3.399649735058574e-07
1992,2.7847258650126605e-06,2.9643500454312743e-07
1993,2.716981278183539e-06,3.522935863031762e-07
1994,2.953431312846533e-06,3.386502918090173e-07
1995,2.9026380161667475e-06,3.5191705194392853e-07
1996,2.9060574533446015e-06,3.3363076568093675e-07
1997,2.7920671641368244e-06,3.57699141417811e-07
1998,2.8208251876549184e-06,3.585633141511835e-07
1999,2.789650864087889e-06,3.3682383282496176e-07
2000,2.9485943286999827e-06,3.7199825264622177e-07
2001,2.7356287262136902e-06,3.0843730236540523e-07
2002,3.0287383765426057e-06,3.259628833518491e-07
2003,3.006851585496406e-06,3.5335507142519873e-07
2004,2.7604826584592956e-06,3.5590712599287144e-07
2005,2.8400645675219494e-06,3.206669720867694e-07
2006,3.3457855224128252e-06,3.7761050641904603e-07
2007,3.3154178993299865e-06,3.579053551305833e-07
2008,3.256089883052482e-06,3.5805066644911676e-07
2009,3.52035649342497e-06,4.043427370703512e-07
2010,4.205120468725454e-06,3.9160243403557615e-07
2011,4.745166947373036e-06,4.217841080844664e-07
2012,5.643570204938442e-06,4.844251719759995e-07
2013,5.9079247591853346e-06,5.776277767211013e-07
2014,5.615215926013661e-06,5.861860117306605e-07
2015,5.447677253300753e-06,5.995836325212167e-07
2016,5.880741383634813e-06,7.24969044796353e-07
2017,5.312468175588947e-06,4.6413028087499697e-07
2018,6.2910343388011825e-06,5.896070085498195e-07
2019,5.4795215618241855e-06,5.803497167278238e-07
