year,nous_PRON aurons_VERB,nous_PRON saurons_VERB
1906,1.5167113133429666e-05,8.770834654114879e-07
1907,1.571961524859944e-05,9.19026135193235e-07
1908,1.5639826870028628e-05,8.815943175477514e-07
1909,1.6023264834075235e-05,8.427506656971673e-07
1910,1.59346536747762e-05,9.304166184165297e-07
1911,1.5480692127312068e-05,9.097839495098015e-07
1912,1.5020845239632763e-05,1.0173999811513568e-06
1913,1.541685196571052e-05,9.232505107092948e-07
1914,1.5732659676359617e-05,1.1444735150689667e-06
1915,1.7097419458877994e-05,1.6127862636494683e-06
1916,1.7101984667533543e-05,1.414086398199288e-06
1917,1.806718455554801e-05,1.3938325196249934e-06
1918,1.762814190442441e-05,1.374919293084531e-06
1919,1.687246094661532e-05,1.2375348319437762e-06
1920,1.6041016124290763e-05,1.1078174964040954e-06
1921,1.4748682815479697e-05,9.003996694900707e-07
1922,1.5177150999079458e-05,9.347844098783753e-07
1923,1.4273141914600274e-05,9.034171739585872e-07
1924,1.5353924709415878e-05,9.617152016971886e-07
1925,1.4487899989035213e-05,8.985511215087172e-07
1926,1.4724049378855852e-05,7.902612395582764e-07
1927,1.4116033071331913e-05,8.016292980528306e-07
1928,1.3320478501555044e-05,7.209832091348289e-07
1929,1.3003082585782977e-05,8.021092554599818e-07
1930,1.3548598190027406e-05,7.36302595782945e-07
1931,1.3475429341269773e-05,9.090069283956836e-07
1932,1.3210625184001401e-05,7.123698679833979e-07
1933,1.2386020898702554e-05,7.845932685768275e-07
1934,1.3418171647572308e-05,7.85991687735077e-07
1935,1.2650476492126472e-05,7.839226299211077e-07
1936,1.3196538930060342e-05,6.826214331567826e-07
1937,1.1879719977514469e-05,6.748839354031588e-07
1938,1.2707206451523234e-05,8.194015350682093e-07
1939,1.235912259289762e-05,7.754083526378963e-07
1940,1.2405050483721425e-05,8.951313930083415e-07
1941,1.2405165080053848e-05,9.887533565233753e-07
1942,1.3535618791138404e-05,9.98255643480661e-07
1943,1.3921012396167498e-05,8.94196432454919e-07
1944,1.4854559367449838e-05,9.093317032693449e-07
1945,1.4683117342428886e-05,1.0195398658652266e-06
1946,1.517261171102291e-05,9.410666450548888e-07
1947,1.530401414129301e-05,8.928732171398224e-07
1948,1.313650227530161e-05,9.208488904732803e-07
1949,1.2732659797620727e-05,8.904026742584392e-07
1950,1.2951742746736272e-05,8.827349944340313e-07
1951,1.1891727808688302e-05,7.633563399167542e-07
1952,1.2177139296909445e-05,7.349728008421152e-07
1953,1.2492252608353738e-05,8.177334933634484e-07
1954,1.2056377499902737e-05,6.918955648416159e-07
1955,1.1687897313095164e-05,7.855753949570499e-07
1956,1.113689813792007e-05,7.622277848895465e-07
1957,1.172762927126314e-05,7.068030356549571e-07
1958,1.1262659882049775e-05,7.602191942623904e-07
1959,1.1516060794747318e-05,7.634486536289842e-07
1960,1.1177837677678326e-05,7.45373753829881e-07
1961,1.4534159390677814e-05,7.94174610518894e-07
1962,1.1127596735605039e-05,8.130387953997342e-07
1963,1.0821586556630791e-05,7.222581643873127e-07
1964,1.1948305655096192e-05,7.6414643501721e-07
1965,1.076898115570657e-05,7.551419543005977e-07
1966,1.0436171123728855e-05,7.178640686333893e-07
1967,1.043702764036425e-05,7.109543673777807e-07
1968,1.0743467100837734e-05,8.969357736532402e-07
1969,1.0482831157787587e-05,8.54758837931513e-07
1970,1.0378862043580739e-05,6.470405935488088e-07
1971,9.80868685473979e-06,7.20917142871258e-07
1972,9.16346812118718e-06,7.192466000560671e-07
1973,9.229654551745625e-06,6.334671240892931e-07
1974,8.877152140485123e-06,6.604421258771254e-07
1975,8.042335139180068e-06,6.025611298809963e-07
1976,8.43602242639463e-06,6.33058760968197e-07
1977,8.097030104181613e-06,5.982563848760947e-07
1978,8.147520929924212e-06,6.392075988514989e-07
1979,8.207977771235164e-06,6.290871112923924e-07
1980,8.297477279484156e-06,5.707891261863551e-07
1981,7.592557153657253e-06,5.781552374628518e-07
1982,7.5414947104945895e-06,6.350274759370222e-07
1983,7.600483058922691e-06,5.961658118280866e-07
1984,7.532332119808416e-06,6.32091939678503e-07
1985,6.830666393398133e-06,5.714780115795293e-07
1986,7.2964875243997085e-06,6.060424624365623e-07
1987,6.85633654029516e-06,5.212526659192918e-07
1988,6.513456810353091e-06,4.941160440807835e-07
1989,7.211941351670248e-06,6.069863331958913e-07
1990,6.257775794438203e-06,5.252499448715753e-07
1991,6.9059781253599795e-06,5.369102069607834e-07
1992,6.049367584637366e-06,4.529173978085055e-07
1993,6.434897386498051e-06,4.985286778946829e-07
1994,6.9929702704030205e-06,5.554497732873642e-07
1995,6.7227545059722615e-06,5.406183589684588e-07
1996,5.885780296921439e-06,5.103216125235122e-07
1997,6.263090995162202e-06,4.895587366604559e-07
1998,6.136105753284937e-06,5.149579607177657e-07
1999,6.341154062283749e-06,5.159756994999043e-07
2000,6.502458518298226e-06,5.407670471413439e-07
2001,5.901492045268242e-06,4.714183745591072e-07
2002,5.771383257524576e-06,4.359315397550745e-07
2003,5.692433205695124e-06,4.550279726345252e-07
2004,5.6271206858582445e-06,4.3695530393961235e-07
2005,5.519345222637639e-06,4.7289371707393e-07
2006,6.07429944921023e-06,4.966175239928816e-07
2007,5.932601084168709e-06,5.124917166199339e-07
2008,6.1179408703537774e-06,5.402690916866959e-07
2009,6.5696156070771394e-06,5.073356703633181e-07
2010,6.865560635560541e-06,6.499939217974315e-07
2011,7.1871552336233435e-06,6.603999480603306e-07
2012,7.705526172685495e-06,7.714036769357335e-07
2013,8.319959874825145e-06,8.027101756624688e-07
2014,8.621936558483867e-06,8.71591680606798e-07
2015,8.683877240400761e-06,8.806453877241438e-07
2016,9.737990922076278e-06,9.528164355288027e-07
2017,7.851977557038481e-06,7.652489415477248e-07
2018,8.78679645666125e-06,8.627261820493004e-07
2019,8.556778425372613e-06,8.724378233182506e-07
