year,voudrez_VERB avoir_VERB,voudrez_VERB savoir_VERB
1872,6.652073114565837e-09,7.256807155187062e-09
1873,2.095101514498765e-08,1.1972009161809183e-08
1874,2.9873046258899194e-09,8.961913877669758e-09
1875,1.0870901512305409e-08,9.7265964171811e-09
1876,1.0882827083946722e-08,1.209202959984168e-08
1877,9.27722432209066e-09,2.5976227391311113e-08
1878,1.2078177569208037e-08,1.0266450800600069e-08
1879,1.0996785704264767e-08,1.221865097988939e-08
1880,2.3104245627791897e-08,1.7328185109022343e-08
1881,2.5101027034679646e-08,1.1156012114099667e-08
1882,1.0648616211028639e-08,3.9932310791357395e-09
1883,1.2638677659992936e-08,5.687405213450347e-09
1884,2.6406787867472303e-09,1.1883054540362536e-08
1885,7.7347630522695e-09,1.2246707647989297e-08
1886,3.2267319927115068e-09,3.872078213618124e-09
1887,9.793386546164129e-09,1.3057849246322917e-09
1888,8.242799331981132e-09,1.7119660356001987e-08
1889,8.14467782106476e-09,6.891650361495749e-09
1890,1.0487018364813139e-08,6.554386366985909e-09
1891,1.529812720946211e-08,1.211101796627645e-08
1892,6.8953633913793055e-09,5.014809900671935e-09
1893,7.390100087434348e-09,4.926733243593162e-09
1894,6.301539290376468e-10,6.301539290376468e-09
1895,6.018614495673091e-09,6.018614495673091e-09
1896,1.179405795248556e-09,1.0024948871034667e-08
1897,5.2440420894583895e-09,1.1070755867592652e-08
1898,5.092519295146758e-09,3.3950129374460403e-09
1899,7.185851913504848e-09,3.3165470370022376e-09
1900,5.19105292084987e-09,1.038210628578895e-09
1901,5.58873880507349e-09,7.265360757457984e-09
1902,2.455141867585553e-09,3.437198747846537e-09
1903,3.2401321625741275e-09,7.560307935250421e-09
1904,1.0749250378694342e-09,9.674325340824907e-09
1905,7.2250627702885595e-09,4.1286072338664326e-09
1906,1.1317205839134203e-08,5.658602919567102e-09
1907,1.1828539925318182e-08,6.1714118260169926e-09
1908,4.4202499438483756e-09,5.40252820258047e-09
1909,6.0510818578052294e-09,3.850688656825696e-09
1910,4.809735720812114e-09,1.068830135508847e-09
1911,4.788336838146279e-09,3.1922244847493175e-09
1912,5.2094213387476884e-09,1.510732161591477e-08
1913,1.0075680734189518e-08,4.772690687104841e-09
1914,4.68772043404897e-09,1.339348720819089e-08
1915,0.0,1.1780761921542648e-09
1916,2.197492410260793e-09,3.2962386153911893e-09
1917,7.676496771580332e-09,1.0966424213165737e-08
1918,2.2972752589112133e-09,3.44591288836682e-09
1919,5.524709134618888e-09,4.603924352863942e-09
1920,6.815008557481406e-09,9.086678076641874e-09
1921,3.0290989716519334e-09,0.0
1922,2.951174193910333e-09,2.951174193910333e-09
1923,0.0,1.2739137744688378e-08
1924,1.1602462102189293e-08,1.2891624656674594e-08
1925,5.499089184013428e-09,2.1996355847875293e-09
1926,4.458455382660986e-09,1.5604593173179637e-08
1927,3.3447675740205796e-09,7.804457524684949e-09
1928,2.2852082448565625e-09,2.2852082448565625e-09
1929,7.798284684668033e-09,4.4561625500705304e-09
1930,6.302162347537887e-09,1.05036033204442e-08
1931,3.4216069977333063e-09,3.4216069977333063e-09
1932,3.287861094491973e-09,2.1919073223131136e-09
1933,8.02946331646126e-09,6.882397318719313e-09
1934,2.3963160344919743e-09,1.1981580172459871e-09
1935,1.196828414151696e-09,5.98414207075848e-09
1936,2.424942913137329e-09,1.2124714565686645e-09
1937,3.777335333410292e-09,2.5182236296217297e-09
1938,1.2965214457594243e-09,1.2965214457594243e-09
1939,3.058810094103137e-09,4.588215141154706e-09
1940,2.5357829169792012e-09,0.0
1941,0.0,2.9515025978810172e-09
1942,0.0,1.517105907566929e-08
1943,5.806470415592457e-09,0.0
1944,6.4263723231761105e-09,6.4263723231761105e-09
1945,4.357008087652048e-09,2.178504043826024e-09
1946,2.7842208538686464e-09,8.352662561605939e-09
1947,8.344609447874518e-09,4.7683483828109274e-09
1948,3.2615663503321457e-09,6.523132700664291e-09
1949,3.9268033269479474e-09,4.908504269707237e-09
1950,2.1270722960764488e-09,1.0635361480382244e-09
1951,2.1322803522849654e-09,5.330700769690111e-09
1952,9.490323193972472e-09,0.0
1953,1.508335856215126e-08,1.0773827385790469e-09
1954,4.886268278880834e-09,1.9545072227344917e-09
1955,0.0,8.447047505910632e-09
1956,1.744228317335228e-09,6.976913269340912e-09
1957,8.835037701437898e-10,2.6505113659425206e-09
1958,1.6544486891589827e-09,4.1361216673863055e-09
1959,4.650448914844674e-09,6.975672928177801e-09
1960,8.305000243069571e-09,9.689166802218097e-09
1961,6.94815938118154e-09,2.08444772553662e-09
1962,2.5367825617905737e-09,3.805173953708163e-09
1963,3.2330267352165265e-09,7.759263453976928e-09
1964,9.734349326606662e-09,7.909158661334459e-09
1965,4.924839203113152e-09,2.188817349590977e-09
1966,2.215629901769489e-09,1.6617224263271169e-09
1967,7.888536934785861e-09,4.930335695263466e-09
1968,2.6948494546985557e-09,4.4914158503495116e-10
1969,4.087581828571274e-09,2.7250546263957176e-09
1970,2.2993624781975086e-09,1.3796175313274261e-09
1971,6.166076982339064e-09,4.624557625731995e-09
1972,5.130146973897354e-09,4.104117490300041e-09
1973,3.3079223804577396e-09,1.1026407342740185e-08
1974,4.500457340128605e-09,1.1251143350321513e-09
1975,2.8557400888473694e-09,1.7134440533084216e-09
1976,5.142174241967723e-09,1.7140580066410394e-09
1977,2.3507127355770763e-09,2.938390863960194e-09
1978,4.752473081737207e-09,3.5643548113029055e-09
1979,1.1703946700691858e-09,3.5111840102075575e-09
1980,1.1370301367108482e-09,1.7055452605774235e-09
1981,3.795329828193417e-09,0.0
1982,4.966001831974154e-09,3.1037510339615437e-09
1983,2.5261264191556165e-09,3.157658134966823e-09
1984,1.1598016991243298e-09,5.799008495621649e-10
1985,1.2031116103372597e-09,3.609334831011779e-09
1986,3.5966913891627428e-09,1.7983456945813714e-09
1987,2.4443267410134695e-09,1.2221633705067347e-09
1988,3.597932174415064e-09,1.1993107618124554e-09
1989,2.1952488715726304e-09,5.488121956886971e-09
1990,2.179460389939436e-09,3.814055737905164e-09
1991,5.861465202094962e-10,5.861465202094962e-10
1992,3.856960972825618e-09,2.2039776670368383e-09
1993,3.323524566667402e-09,4.985286850001103e-09
1994,4.747434001473039e-09,1.0549853213248639e-09
1995,3.253470381991974e-09,1.0844901643380922e-09
1996,1.6014276571496566e-09,0.0
1997,2.3974471297094624e-09,2.876936688878118e-09
1998,3.814503379828693e-09,2.3840645013706308e-09
1999,1.3710603763428253e-09,2.285100553223174e-09
2000,2.2090156370779823e-09,2.2090156370779823e-09
2001,4.3812117822561447e-10,3.066848330846028e-09
2002,1.752488598683044e-09,3.9430991805033955e-09
2003,0.0,2.5001538617175356e-09
2004,2.642874807889939e-09,2.2023955992267474e-09
2005,2.702249757291497e-09,3.602999676388663e-09
2006,2.4707338397433887e-09,3.294311934354255e-09
2007,3.994479469415779e-10,6.391167151065247e-09
2008,2.9802078582719105e-09,3.8316958494988285e-09
2009,5.245011536203492e-09,2.384096253749135e-09
2010,9.447586046817946e-10,4.723792912386671e-09
2011,5.353560705856353e-09,9.177532511728259e-09
2012,2.382976926895708e-09,7.489355802192676e-09
2013,3.3469500504423877e-09,5.578249862026041e-09
2014,4.114345752981308e-09,1.2343037703033133e-08
2015,5.319781060109108e-09,9.309617077235544e-09
2016,8.285359953674742e-09,1.118523584864306e-08
2017,3.773417134311785e-09,8.049956257139002e-09
2018,3.614053500911041e-09,8.518839855753413e-09
2019,5.612172948588068e-09,9.183556137770665e-09
