year,nous_PRON avions_VERB,nous_PRON savions_VERB
2007,2.0346280052763177e-05,1.255864333415957e-06
2008,2.2167636416270398e-05,1.3066082260593248e-06
2009,2.3558209250040818e-05,1.4123385767561558e-06
2010,2.4834870146150934e-05,1.7322149119536334e-06
2011,2.7014067654818064e-05,1.7192577388414065e-06
2012,3.0223976864363067e-05,2.0697856939477788e-06
2013,3.410709450690774e-05,2.268116475079296e-06
2014,3.526925593178021e-05,2.415121059584635e-06
2015,3.314267814857885e-05,2.1152778799660155e-06
2016,3.5472527088131756e-05,2.1622718691105547e-06
2017,3.3455869925091974e-05,2.1742428657489654e-06
2018,3.805133565037977e-05,2.4121224555528897e-06
2019,3.360416212672135e-05,2.097677224810468e-06
