year,plusieurs_DET orties_NOUN,plusieurs_DET sorties_NOUN
1884,6.601696966868076e-10,3.234831602583199e-08
1885,6.445635691854079e-10,1.5469525327382883e-08
1886,6.453463874400711e-10,4.323820945728585e-08
1887,0.0,3.0685945340280796e-08
1888,0.0,2.346027461186395e-08
1889,6.265136742733546e-10,3.884384724983647e-08
1890,6.554386478008212e-10,2.8183862632591428e-08
1891,0.0,3.378336543846672e-08
1892,0.0,3.134256187919959e-08
1893,0.0,2.832871559554917e-08
1894,0.0,2.4576003676557434e-08
1895,0.0,3.009307292245467e-08
1896,0.0,2.7126333179694484e-08
1897,0.0,1.9228154402028963e-08
1898,0.0,1.1316709791486801e-08
1899,0.0,3.592926134388108e-08
1900,0.0,4.51621607888697e-08
1901,0.0,1.5089595406525547e-08
1902,0.0,3.6827129457073227e-08
1903,0.0,1.2960528428251905e-08
1904,0.0,2.2573425795258117e-08
1905,0.0,1.5998352531632065e-08
1906,0.0,1.697580892523476e-08
1907,0.0,1.7999951307245965e-08
1908,0.0,2.7503777921822348e-08
1909,5.500983557560346e-10,2.0903737851796222e-08
1910,0.0,1.8704527593449427e-08
1911,0.0,2.606983307007482e-08
1912,0.0,1.7191090051493774e-08
1913,0.0,2.4924052155483878e-08
1914,0.0,3.951078841879507e-08
1915,0.0,5.419150594931921e-08
1916,0.0,3.29623865980011e-08
1917,0.0,5.044555084765534e-08
1918,0.0,4.135095466040184e-08
1919,0.0,5.1563951330990676e-08
1920,0.0,1.4387239843927091e-08
1921,0.0,3.0290989272430124e-08
1922,0.0,1.770704471937279e-08
1923,0.0,2.3355085865262026e-08
1924,0.0,1.5469948877466777e-08
1925,0.0,1.8696903136827814e-08
1926,0.0,1.3375366592072169e-08
1927,0.0,2.4528294062520217e-08
1928,0.0,2.8565102283550914e-08
1929,0.0,2.0052731253272782e-08
1930,0.0,1.1553964007759987e-08
1931,0.0,2.3951248984133144e-08
1932,0.0,1.6439304584281444e-08
1933,0.0,1.605892707701173e-08
1934,0.0,2.036868629318178e-08
1935,0.0,1.196828414151696e-08
1936,0.0,1.33371855781661e-08
1937,0.0,7.554670666820584e-09
1938,0.0,2.3337385357535823e-08
1939,0.0,1.3764645423464117e-08
1940,0.0,1.2678914806940611e-08
1941,0.0,5.9030051957620344e-09
1942,0.0,1.517105907566929e-08
1943,0.0,8.709705623388686e-09
1944,0.0,2.5705489292704442e-08
1945,0.0,1.9606536394434215e-08
1946,0.0,3.201854159584627e-08
1947,0.0,2.503382945384658e-08
1948,0.0,1.5220643190261285e-08
1949,0.0,1.668891380646187e-08
1950,0.0,2.552486688678357e-08
1951,0.0,2.3455084208201527e-08
1952,0.0,1.7926166662185494e-08
1953,0.0,1.2928593307037772e-08
1954,0.0,2.3454086006680086e-08
1955,0.0,2.1586897602787758e-08
1956,0.0,9.593255967388359e-09
1957,0.0,1.3252556385623393e-08
1958,0.0,2.0680609225109947e-08
1959,0.0,2.712761748568937e-08
1960,0.0,3.391208480696406e-08
1961,0.0,2.7792637857793068e-08
1962,0.0,2.4099435003144265e-08
1963,0.0,1.8104948651398445e-08
1964,0.0,2.1902286151398442e-08
1965,0.0,2.462419479432043e-08
1966,0.0,3.489616973162413e-08
1967,0.0,3.5498414874268747e-08
1968,0.0,3.0541628559532796e-08
1969,9.083515606356229e-10,2.3162965545608927e-08
1970,0.0,2.6672605457633836e-08
1971,0.0,2.7747346198481182e-08
1972,0.0,3.642404333703553e-08
1973,0.0,3.252790353736046e-08
1974,0.0,4.556713073533558e-08
1975,0.0,5.5401358611817386e-08
1976,0.0,4.056603941648973e-08
1977,0.0,3.7023727028628883e-08
1978,0.0,1.9009892548993435e-08
1979,0.0,2.0481905949054635e-08
1980,0.0,2.2172088276484203e-08
1981,0.0,3.7320742052315836e-08
1982,0.0,2.6071509395819703e-08
1983,0.0,2.5892796351456582e-08
1984,0.0,1.913672886821871e-08
1985,0.0,2.346067629055426e-08
1986,0.0,1.8582905214614698e-08
1987,0.0,1.711028740913889e-08
1988,0.0,2.4585871116755698e-08
1989,0.0,2.469654925008058e-08
1990,0.0,2.070487314931313e-08
1991,0.0,2.6376593631471934e-08
1992,0.0,1.5978838474595136e-08
1993,0.0,2.2710751168553145e-08
1994,0.0,2.531964848895285e-08
1995,0.0,1.6809597935818488e-08
1996,0.0,2.081855932090093e-08
1997,0.0,2.7330897989230607e-08
1998,0.0,2.0026142966145244e-08
1999,0.0,1.5081663584659566e-08
2000,0.0,1.8997535100595542e-08
2001,0.0,1.752484712902458e-08
2002,0.0,2.3658595527109583e-08
2003,0.0,2.7501691257647565e-08
2004,0.0,1.8940601642647437e-08
2005,0.0,2.4320248148690382e-08
2006,0.0,2.2648394271129746e-08
2007,0.0,3.555086691697795e-08
2008,0.0,3.193079733954107e-08
2009,0.0,2.9085975405962472e-08
2010,0.0,4.771030859274106e-08
2011,0.0,4.627006111590504e-08
2012,0.0,5.174464146051605e-08
2013,0.0,3.625862721179374e-08
2014,0.0,3.724565678098202e-08
2015,0.0,4.1893276403470736e-08
2016,0.0,4.8676490393972927e-08
2017,0.0,4.1004463380289735e-08
2018,0.0,4.87897198198084e-08
2019,0.0,5.3315645232032693e-08
