year,ils_PRON auraient_VERB,ils_PRON sauraient_VERB
1951,4.113168813546508e-06,6.716683120799871e-08
1952,4.2463925638003275e-06,8.22494694574516e-08
1953,4.038030567699025e-06,5.602390107384281e-08
1954,4.06146591558354e-06,7.622578124255597e-08
1955,3.832143647741759e-06,6.569925625754536e-08
1956,3.60270354349268e-06,5.232684863187842e-08
1957,3.9607473354408285e-06,5.212672160581633e-08
1958,3.771315789435903e-06,5.2942358941265866e-08
1959,3.7157086012484797e-06,6.510628125511175e-08
1960,3.626516786425782e-06,7.128458356930878e-08
1961,3.815234265402978e-06,4.655266705455574e-08
1962,4.123539952161082e-06,6.976152189253071e-08
1963,3.97532943452461e-06,6.530713747565642e-08
1964,4.005076391422335e-06,6.631525462097443e-08
1965,3.886792342200351e-06,9.247753585128748e-08
1966,4.008628366136691e-06,5.5944655574791113e-08
1967,3.906304925749282e-06,6.458739587600348e-08
1968,4.097967689631332e-06,7.141350977235561e-08
1969,4.4350263692649605e-06,6.222208170925114e-08
1970,4.06849204637183e-06,7.863819639908343e-08
1971,3.7654177162949054e-06,6.731300672413454e-08
1972,3.6639508493863104e-06,6.412683717371692e-08
1973,3.612802515817748e-06,5.733731978097012e-08
1974,3.703876359395508e-06,5.963105831341409e-08
1975,3.4463071187929017e-06,5.026102378735686e-08
1976,3.624090084031195e-06,4.513686091556224e-08
1977,3.499035983622889e-06,4.99526446873233e-08
1978,3.5108895417579333e-06,5.940591218944746e-08
1979,3.6943508234799083e-06,5.910493072747158e-08
1980,3.441221792854776e-06,6.765329452207425e-08
1981,3.550530891516246e-06,5.123695068220968e-08
1982,3.4886163007286086e-06,4.717701740375446e-08
1983,3.4525832575127424e-06,5.115406054301275e-08
1984,3.49274279187739e-06,5.5090580985961424e-08
1985,3.3813451523201365e-06,5.353846699307496e-08
1986,3.6338571476335346e-06,5.3350919237971084e-08
1987,3.472166213214223e-06,4.216463533879278e-08
1988,3.478001133316866e-06,6.356347181935007e-08
1989,3.7456433688021207e-06,6.750390291188069e-08
1990,3.4277462646059575e-06,3.70508259628366e-08
1991,3.3592056070119725e-06,5.4511628100328835e-08
1992,3.5214053468735074e-06,4.90385030360585e-08
1993,3.7483816299754835e-06,5.871559949355287e-08
1994,3.7209331935628143e-06,6.382660977521937e-08
1995,3.589662412650796e-06,4.446409684888408e-08
1996,3.393425231479341e-06,5.071187647587294e-08
1997,3.6508326957118697e-06,4.171558209975501e-08
1998,3.7324916206671332e-06,5.626392418633941e-08
1999,3.7822984495505807e-06,4.250286922413693e-08
2000,3.7239587413750996e-06,5.25745758039875e-08
2001,3.666636132493295e-06,5.5641391050187394e-08
2002,3.6701492263091495e-06,4.950780319035175e-08
2003,3.887739126184897e-06,5.583676632170409e-08
2004,3.691655592774623e-06,5.065510055857203e-08
2005,3.734509107289341e-06,4.72893706415789e-08
2006,3.899641797033837e-06,7.165128401709353e-08
2007,4.1722337300598156e-06,6.870504787315213e-08
2008,4.352806399765541e-06,7.407944924153753e-08
2009,4.456352712622902e-06,9.250293686591249e-08
2010,5.283090217744757e-06,8.691779385117115e-08
2011,5.6334755527132074e-06,1.1624874396432006e-07
2012,6.270633548410842e-06,1.3685096078575043e-07
2013,6.695852334814845e-06,1.7264684615270198e-07
2014,7.050472959235776e-06,1.6132566571513962e-07
2015,6.49766911919869e-06,1.5227873362277933e-07
2016,6.8538568029907765e-06,1.6508579747664953e-07
2017,6.557444066856988e-06,1.4540233550519588e-07
2018,6.8429521888901945e-06,1.675371841258766e-07
2019,6.447366558859358e-06,1.5203886860604143e-07
