year,trois_DET sentiers_NOUN
1908,1.1296195090437777e-08
1909,4.950885035270858e-09
1910,1.3894791539570406e-08
1911,3.19222459577162e-09
1912,8.335073964360618e-09
1913,5.833288629908395e-09
1914,3.348371913070025e-09
1915,0.0
1916,1.538244687182555e-08
1917,0.0
1918,0.0
1919,2.762354511798293e-09
1920,2.2716695191604686e-09
1921,6.058197998815018e-09
1922,8.853522692753302e-09
1923,4.246379248229459e-09
1924,5.156649773851996e-09
1925,9.898360353588487e-09
1926,6.687683296036084e-09
1927,3.344767462998277e-09
1928,7.998228745975666e-09
1929,8.912325100141061e-09
1930,1.05036033204442e-08
1931,9.124285327288817e-09
1932,4.38381475564853e-09
1933,6.882397318719313e-09
1934,7.188948103475923e-09
1935,2.393656828303392e-09
1936,1.2124714565686645e-08
1937,6.295559185076627e-09
1938,1.555825734911309e-08
1939,0.0
1940,2.5357829169792012e-09
1941,2.3612020783048138e-08
1942,3.034211770724937e-09
1943,1.7419411024732767e-08
1944,3.2131861615880553e-09
1945,8.714016175304096e-09
1946,5.568441707737293e-09
1947,5.960435478513659e-09
1948,9.784699273041042e-09
1949,3.9268033269479474e-09
1950,2.1270722960764488e-09
1951,3.1984206394497505e-09
1952,1.0544803918932644e-09
1953,1.0773827385790469e-09
1954,1.9545072227344917e-09
1955,1.0324168631115072e-08
1956,8.721141808720745e-09
1957,7.951533931294108e-09
1958,4.9633461784992505e-09
1959,2.3252243464000344e-09
1960,5.536666736194462e-09
1961,4.16889545107324e-09
1962,6.976152100435229e-09
1963,5.1728425987107585e-09
1964,8.517555494247375e-09
1965,2.188817405102128e-09
1966,4.985167278981351e-09
1967,3.451234853457663e-09
1968,8.982831367632116e-09
1969,3.6334061870313406e-09
1970,5.5184699032651e-09
1971,8.735275613958038e-09
1972,4.104117490300041e-09
1973,7.16716475057666e-09
1974,5.063014507644681e-09
1975,5.140332159925265e-09
1976,2.856763492431469e-09
1977,2.3507127910882275e-09
1978,5.940591352171509e-10
1979,5.266776015311336e-09
1980,3.411090521154847e-09
1981,7.590659656386833e-09
1982,9.932003552926005e-09
1983,6.315316269933646e-09
1984,7.538710988796993e-09
1985,1.0226448576844405e-08
1986,1.1988970927134801e-09
1987,7.944061852782625e-09
1988,5.99655392008458e-09
1989,8.232183157375061e-09
1990,8.172976739828641e-09
1991,2.344586080837985e-09
1992,7.162927362358573e-09
1993,5.539207315052863e-09
1994,4.219941229788304e-09
1995,2.1689803286761844e-09
1996,7.473329066698398e-09
1997,6.7128522740489416e-09
1998,6.198567992221626e-09
1999,6.398281460207045e-09
2000,6.185244316725402e-09
2001,3.943090687297257e-09
2002,3.504977141854937e-09
2003,1.12506919336397e-08
2004,7.04766583980998e-09
2005,4.954124666056714e-09
2006,1.6883348052942893e-08
2007,1.677681371603512e-08
2008,2.086145478585877e-08
2009,1.9549589502787512e-08
2010,2.220182704348872e-08
2011,4.3210883760025354e-08
2012,3.0978699605554993e-08
2013,3.7932101459858814e-08
2014,2.3386808933878456e-08
2015,3.98983575067291e-08
2016,2.7341688912940754e-08
2017,3.270294701707144e-08
2018,2.1942467398616827e-08
2019,3.443833485050618e-08
