year,trois_DET airs_NOUN,trois_DET serres_NOUN
1863,1.7481173175681874e-08,3.995696662428827e-09
1864,2.205574833880064e-08,1.1986819536957682e-08
1865,1.788600795249451e-08,1.694463946932956e-08
1866,1.5569961597794446e-08,1.1677471434268227e-08
1867,3.930777303651212e-08,2.5719900875742496e-08
1868,1.4819621863004784e-08,6.915823469455518e-09
1869,1.2697150109097777e-08,8.30198221279943e-09
1870,2.752343331025031e-08,4.013834153937523e-09
1871,1.0621176826930423e-08,1.1683295220166201e-08
1872,1.0885210954825197e-08,4.8378714367913744e-09
1873,1.8556614689302364e-08,8.380406590902112e-09
1874,1.0156835816843568e-08,4.779687312606029e-09
1875,3.2612703648737806e-08,1.4875970122396609e-08
1876,1.9951849505872588e-08,1.4510435519810017e-08
1877,2.1646856307455664e-08,1.0514186854493346e-08
1878,5.555961629655215e-08,1.509772207253235e-08
1879,2.443730195977878e-08,9.774920095573236e-09
1880,3.1447447090826586e-08,9.626769603698904e-09
1881,1.8128519574389657e-08,1.8128519574389657e-08
1882,3.5273542087210785e-08,1.8635078369300118e-08
1883,3.47563645641813e-08,7.58320695126713e-09
1884,2.178560087884307e-08,7.2618666635548834e-09
1885,1.740321664556177e-08,3.2228177904158883e-09
1886,2.0651084398082276e-08,6.4534639854230136e-09
1887,1.1099172247952538e-08,1.5016526688782506e-08
1888,2.4094335415725254e-08,1.1413106904001324e-08
1889,1.37833008340138e-08,8.771191772893872e-09
1890,2.1629475988049762e-08,8.520702365899524e-09
1891,1.593555043477579e-08,5.099376032546843e-09
1892,1.4417578020342603e-08,1.002961980134387e-08
1893,1.0469308309168923e-08,1.29326747089209e-08
1894,1.8274464830270176e-08,1.0082462864602348e-08
1895,2.7083765896662726e-08,1.805584282088546e-08
1896,1.120435499935013e-08,2.712633340173909e-08
1897,1.514945524583311e-08,1.514945524583311e-08
1898,2.4896761985360172e-08,1.7540900287826844e-08
1899,1.492446166651007e-08,3.8693048765026106e-09
1900,1.193942211763499e-08,3.114631930145606e-08
1901,1.6207343245255856e-08,1.0059729993461275e-08
1902,1.2766737556013652e-08,4.419255406062916e-09
1903,1.296052865029651e-08,2.1060859722865644e-08
1904,9.13686282189019e-09,8.599400302955473e-09
1905,2.3223415190898322e-08,1.1353670004154992e-08
1906,1.286046086290682e-08,4.115347618238729e-09
1907,1.0799971361663552e-08,8.74283373475393e-09
1908,2.0136695866312948e-08,1.0313917053750288e-08
1909,2.035363966257364e-08,6.601180213561264e-09
1910,1.2825961404061559e-08,1.2291546336307135e-08
1911,1.1704822999725195e-08,5.3203743632934675e-09
1912,8.335073853338315e-09,2.0837684910901544e-09
1913,1.803016558277193e-08,1.8030165027660416e-08
1914,3.013534694007447e-08,1.205413840965619e-08
1915,9.424609315189514e-09,7.068456930880984e-09
1916,1.098746182925936e-08,3.2962386153911893e-09
1917,2.0836207093033465e-08,6.57985488317081e-09
1918,6.89182577673364e-09,3.44591288836682e-09
1919,3.038589924120316e-08,3.6831393490643904e-09
1920,1.514446301698058e-08,8.329454903588385e-09
1921,2.6504615391331754e-08,2.2718242842501013e-09
1922,1.2542490324118916e-08,1.1066903560230656e-08
1923,2.0170301873179142e-08,2.1231896241147297e-09
1924,1.5469949321555987e-08,1.0313299547703991e-08
1925,2.5295809669145797e-08,7.698724324711748e-09
1926,2.5636118672345276e-08,1.894843526528689e-08
1927,2.787306219165231e-08,6.689535148041159e-09
1928,1.599645738092903e-08,7.998228745975666e-09
1929,3.0079096546842266e-08,1.1140406375176326e-09
1930,1.6805765667982087e-08,9.453243299262226e-09
1931,1.596749932275543e-08,1.710803587684495e-08
1932,1.6439305028370654e-08,3.287861094491973e-09
1933,1.7205993074753678e-08,4.588264879146209e-09
1934,2.875579241390369e-08,0.0
1935,1.3165112555668657e-08,8.377798899061872e-09
1936,3.8799086166108054e-08,1.2124714565686645e-09
1937,7.554670666820584e-09,2.5182236296217297e-09
1938,1.815129979654273e-08,6.482607339819424e-09
1939,7.647025235257843e-09,3.058810094103137e-09
1940,2.5357829391836617e-08,0.0
1941,2.9515025978810172e-08,0.0
1942,1.517105863158008e-08,3.034211770724937e-09
1943,1.4516176038981143e-08,0.0
1944,1.6065930807940276e-08,1.6065930807940276e-08
1945,1.089252066321933e-08,0.0
1946,1.8097434661967782e-08,2.7842208538686464e-09
1947,7.152522574216391e-09,3.5762612871081956e-09
1948,2.283096534050344e-08,1.0871887834440486e-09
1949,1.1780409536754632e-08,9.817008317369869e-10
1950,7.444752814222966e-09,8.508289184305795e-09
1951,9.595261474260042e-09,5.330700769690111e-09
1952,2.003512733494972e-08,4.2179215675730575e-09
1953,1.2928593307037772e-08,3.232148326759443e-09
1954,2.149957989416862e-08,2.9317608341017376e-09
1955,1.595553333899602e-08,1.8771215692936494e-09
1956,2.616342431593921e-08,0.0
1957,1.7670074847764283e-08,1.7670075402875796e-09
1958,2.3162281925781514e-08,8.272243445794913e-10
1959,2.0927019450667217e-08,1.5501495642666896e-09
1960,1.2457499920515147e-08,1.3841666701708277e-09
1961,1.528595028332802e-08,2.0844477810477713e-09
1962,2.980719426837197e-08,1.9025869213429303e-09
1963,2.392439757414877e-08,3.879631726988464e-09
1964,1.7643507821407667e-08,7.300761772910391e-09
1965,1.969935559120728e-08,1.0944086747954884e-09
1966,1.8832854831174473e-08,4.431259803538978e-09
1967,3.5498416095514074e-08,6.409436315024664e-09
1968,4.042274323601269e-08,4.4914158503495116e-10
1969,2.0892085200729937e-08,3.6334062425424918e-09
1970,1.4256047398131244e-08,2.2993624781975086e-09
1971,2.3636628876388954e-08,1.0276794970565106e-09
1972,6.976999489261004e-08,1.0260293725750103e-09
1973,1.3783009289447534e-08,4.410563081425067e-09
1974,1.0688586071783135e-08,2.8127858930915295e-09
1975,1.2565256835017635e-08,2.2845920710778955e-09
1976,1.0855701004786056e-08,1.142705374768127e-09
1977,2.7033196681180982e-08,3.526069047854463e-09
1978,2.4950484345254154e-08,4.752473081737207e-09
1979,9.363157360553487e-09,5.266775904289034e-09
1980,1.0233271230397634e-08,1.7055452605774235e-09
1981,1.581387426563552e-08,1.8976649140967083e-09
1982,2.0484757445871082e-08,3.103751144983846e-09
1983,1.894594880980094e-08,6.315316269933646e-09
1984,2.0296529013030806e-08,7.538710988796993e-09
1985,1.7445117794778753e-08,4.812446441349039e-09
1986,2.3378494251602433e-08,8.392279760016663e-09
1987,1.8943531576720574e-08,1.0388388482773792e-08
1988,1.1393452181707175e-08,2.398621523624911e-09
1989,1.7013178643665583e-08,3.841685636274406e-09
1990,2.3974063900755738e-08,4.3589208909011745e-09
1991,3.165191153620128e-08,5.861465202094962e-10
1992,1.5978837863972473e-08,3.8569610283367695e-09
1993,1.7725463929973984e-08,1.1078414852150331e-09
1994,1.1077345929422222e-08,2.637463358823311e-09
1995,3.5788176366846614e-08,1.626735190995987e-09
1996,2.2953797085278893e-08,2.135236876199542e-09
1997,1.917957748176491e-08,3.835915585170824e-09
1998,1.7642078242730008e-08,3.337690568372409e-09
1999,2.4222066408174925e-08,3.1991408688814005e-09
2000,1.855573217302009e-08,8.836062992401139e-10
2001,2.9792239869541604e-08,4.8193329327261836e-09
2002,1.5772397665703153e-08,9.200564976552528e-09
2003,2.291807654764e-08,2.5001538617175356e-09
2004,2.1583477477493673e-08,8.809582507929292e-10
2005,1.3511248564412881e-08,4.503749484463526e-09
2006,2.1413028072903018e-08,1.2353669198716943e-09
2007,1.2382886022122008e-08,1.5977917877663117e-09
2008,2.5118894686482207e-08,1.2772318758180745e-09
2009,1.764231316592202e-08,5.721831008997924e-09
2010,2.361896572766753e-08,4.723792912386671e-09
2011,1.5295888000643743e-08,3.823971805871906e-09
2012,1.6680839043381468e-08,4.085103366691101e-09
2013,1.1156499835074385e-08,5.29933741333366e-09
2014,1.450848315098785e-08,5.630157673408576e-09
2015,1.3077794874805093e-08,4.433150652127793e-09
2016,1.3463710424321818e-08,2.4856081637381067e-09
2017,8.301517390174595e-09,2.264050280587071e-09
2018,1.4198067277426674e-08,4.130346731301415e-09
2019,1.3520235098152256e-08,4.591778124396484e-09
