year,aux_ADP airs_NOUN,aux_ADP serres_NOUN
1922,1.7190590284599239e-07,8.558405173442196e-08
1923,1.910870719434854e-07,8.49275858527676e-08
1924,1.4825367922188804e-07,1.0313299658726294e-07
1925,2.0236647046978362e-07,7.038833582662107e-08
1926,1.0700293096022051e-07,6.35329868714507e-08
1927,1.4939961312521177e-07,6.466550517281178e-08
1928,1.5996458113676226e-07,5.3702394975374546e-08
1929,1.1697426360868235e-07,7.01845621620123e-08
1930,1.6385622059189586e-07,5.776981970573303e-08
1931,1.4370748857572835e-07,7.29942852828458e-08
1932,9.534796863164274e-08,9.206010753715077e-08
1933,8.144170404733586e-08,3.6706120587481905e-08
1934,1.3778817731235904e-07,8.027658360276746e-08
1935,9.095895769917206e-08,5.98414207075848e-08
1936,1.6125869706229423e-07,8.851041410906646e-08
1937,1.170974018860349e-07,6.421469911366273e-08
1938,1.1150084711086805e-07,6.352954906585495e-08
1939,9.635251796424882e-08,6.423501375252272e-08
1940,1.0143131645712344e-07,5.832300775665544e-08
1941,1.9184767552360427e-07,5.017554416397729e-08
1942,1.5474480608013153e-07,1.0316320242509391e-07
1943,8.419382258040287e-08,3.193558839598154e-08
1944,1.2210107591670294e-07,5.7837350908584995e-08
1945,1.219962295628818e-07,5.2284097495913784e-08
1946,1.1972149405181653e-07,5.0115975369635635e-08
1947,1.0728783705893363e-07,2.6225916327504706e-08
1948,1.06544502331829e-07,5.870819363984481e-08
1949,1.0995049448681016e-07,3.926803215925645e-08
1950,1.2230665924484185e-07,6.168509547599399e-08
1951,1.3113524643948438e-07,3.5182626145768836e-08
1952,8.96308345321728e-08,4.112473384054738e-08
1953,1.0342874157132087e-07,5.602390418246728e-08
1954,1.2508846047865063e-07,2.6385847951004848e-08
1955,1.2764426982059263e-07,4.598947889178362e-08
1956,1.552363162460324e-07,5.755953558228555e-08
1957,9.718541371661615e-08,8.128234529891643e-08
1958,8.603133344609049e-08,4.7979013650945035e-08
1959,8.525822625671253e-08,2.7127616819555556e-08
1960,1.0727291965828556e-07,4.014083337944285e-08
1961,1.0908610048598888e-07,4.794230068494443e-08
1962,1.1098423446931349e-07,5.327243268737902e-08
1963,1.1832877122586183e-07,5.8841083117044946e-08
1964,8.517555871723204e-08,4.6238157636047106e-08
1965,1.1491290985432556e-07,4.213473481229357e-08
1966,1.2739872157219168e-07,4.4866504067542223e-08
1967,1.1980715464154912e-07,5.374065747965062e-08
1968,1.6797895230347137e-07,5.92866901960587e-08
1969,8.720174657361746e-08,5.177603856765245e-08
1970,1.0439106001847165e-07,4.5067503950946275e-08
1971,1.346260187773396e-07,5.703621308583706e-08
1972,1.3697492673436784e-07,3.8989115491716575e-08
1973,9.31731425346527e-08,5.127279584238309e-08
1974,6.075617275946854e-08,5.569315969511379e-08
1975,8.224531455880424e-08,5.882824494207739e-08
1976,9.998671690603089e-08,4.228009747864192e-08
1977,9.344082807505316e-08,4.1725150667915045e-08
1978,9.504946363314559e-08,5.6435616291317103e-08
1979,9.772795150908564e-08,5.6764141609377816e-08
1980,9.835310998962399e-08,5.6851506613497804e-08
1981,9.867857464485041e-08,5.186950780000643e-08
1982,9.497478570263951e-08,5.2763767577346243e-08
1983,7.767838539063376e-08,5.5574780333245144e-08
1984,1.3627670258919977e-07,6.610869568435263e-08
1985,9.083492735761922e-08,6.316336031986225e-08
1986,1.1689246526280783e-07,5.514926521010821e-08
1987,1.1549443801328607e-07,4.949761578387779e-08
1988,8.215278701761974e-08,5.876622832801104e-08
1989,1.1909225272610513e-07,6.146696995834589e-08
1990,1.0951788154134334e-07,5.721083495835444e-08
1991,1.2250461961516024e-07,4.396098884917876e-08
1992,1.1405584365853372e-07,5.9507397009994634e-08
1993,1.3903410955862228e-07,5.594599539193723e-08
1994,1.0497104285800418e-07,5.7496698513404e-08
1995,1.3664575782001975e-07,5.314001860767803e-08
1996,1.1797184074069378e-07,5.2313302134621154e-08
1997,1.2179031649850458e-07,5.2743839740188037e-08
1998,1.2397135984443253e-07,5.4356674938915717e-08
1999,1.2385245440338366e-07,6.398281515718196e-08
2000,1.3784258490190382e-07,4.462211855571496e-08
2001,1.2355017253717904e-07,6.703254204487585e-08
2002,1.58162092089853e-07,6.790893358754602e-08
2003,1.7001045560238737e-07,4.5419461081053214e-08
2004,1.5064385938678981e-07,4.2285994317214914e-08
2005,1.5582973145189527e-07,5.404499681116448e-08
2006,1.7583389411157668e-07,4.735573377878666e-08
2007,1.9652838578743115e-07,4.953154486564415e-08
2008,2.494859703272567e-07,4.214865451102057e-08
2009,2.3364142820447853e-07,4.577464940425102e-08
2010,2.5225053845723266e-07,6.140930874920514e-08
2011,3.6518933521634267e-07,4.359327906988675e-08
2012,3.5744652374103403e-07,7.591483203173155e-08
2013,3.2521199094803777e-07,7.195942774984587e-08
2014,3.5123521820168424e-07,7.514094468863419e-08
2015,3.5598200205655406e-07,7.58068808837109e-08
2016,3.657986657190637e-07,8.161079456669995e-08
2017,3.569652507473542e-07,6.817307007800366e-08
2018,4.2852346959776355e-07,8.028361286882557e-08
2019,5.130036373479641e-07,8.953967189917478e-08
