year,leurs_DET ombres_NOUN,leurs_DET sombres_ADJ
1940,1.8004059132437078e-07,2.028626333583361e-08
1941,2.951502686698859e-07,4.132103725851266e-08
1942,2.821816833531443e-07,1.2136847082899749e-08
1943,3.3096881768557296e-07,4.645176332473966e-08
1944,2.956131357478853e-07,5.462416474699694e-08
1945,3.4856063990673647e-07,3.921307367704685e-08
1946,3.6194870745021035e-07,4.5939644088832665e-08
1947,3.3616855965590275e-07,3.2186353138285995e-08
1948,3.413772802218773e-07,4.348755311411878e-08
1949,2.4051671054792223e-07,1.570721330779179e-08
1950,3.2969620988865245e-07,3.190608532932515e-08
1951,2.1322803434031812e-07,1.8124382994422206e-08
1952,2.509663268313034e-07,2.9525450528922192e-08
1953,2.73655210492052e-07,2.5857186614075545e-08
1954,3.0588037525092204e-07,2.8340354063516315e-08
1955,2.581042117810739e-07,2.0648336374051723e-08
1956,2.625063713068698e-07,2.0058624983221307e-08
1957,2.2440996261252621e-07,3.534015108330735e-08
1958,2.456856265098395e-07,4.549734056169541e-08
1959,2.456987022725343e-07,2.7902691712711203e-08
1960,2.7683333492234397e-07,2.2146666722733244e-08
1961,2.431855694595697e-07,2.848745239703021e-08
1962,2.7650929901312793e-07,2.3465238641051656e-08
1963,2.7610046515746944e-07,2.3277792138287623e-08
1964,2.397083544991574e-07,3.0419842422801935e-08
1965,2.3420345662827913e-07,2.6813013420667886e-08
1966,2.4205756510298215e-07,3.6003986569888013e-08
1967,2.455307193116596e-07,3.007504645324843e-08
1968,2.70383246459005e-07,3.143991064713525e-08
1969,2.1982108222573515e-07,3.2700655044903826e-08
1970,2.1062160016072085e-07,2.8971968296653827e-08
1971,2.4253235864080125e-07,2.2608949379332444e-08
1972,2.0623189911361806e-07,3.026786687954086e-08
1973,2.436836075148108e-07,2.8117339789801576e-08
1974,1.6032879468497185e-07,1.912694358452427e-08
1975,1.7819818598496795e-07,2.513051278185685e-08
1976,1.714058077695313e-07,1.9425991482080462e-08
1977,1.90407732247877e-07,1.9981057530760182e-08
1978,1.8059397888237072e-07,2.9108898402796513e-08
1979,1.9311512478026316e-07,2.1067103617156135e-08
1980,1.8647293664741937e-07,2.1035057307106086e-08
1981,2.220267916186458e-07,2.909752794266751e-08
1982,2.0608907558283818e-07,1.5518755946963836e-08
1983,2.311405662425159e-07,2.1472075117934253e-08
1984,2.331201365279867e-07,2.0876431250371752e-08
1985,2.297943222373533e-07,2.9476234453262862e-08
1986,2.2599210502960432e-07,2.0980699844130868e-08
1987,2.0837884839863818e-07,2.383218494772521e-08
1988,1.9368869086378027e-07,2.5785181989590455e-08
1989,2.1019507556729877e-07,2.359892514736117e-08
1990,1.8198494800003573e-07,2.45189291092629e-08
1991,2.2683870781747828e-07,1.817054240405014e-08
1992,1.978070010011379e-07,2.3692759310023348e-08
1993,1.8833305759358154e-07,2.049506697687775e-08
1994,2.1310704134691605e-07,2.637463225596548e-08
1995,2.185247716113281e-07,9.760411145975922e-09
1996,2.0978701886775752e-07,2.6690460064315857e-08
1997,2.5125247571367026e-07,2.7330898433319817e-08
1998,2.5271085490885525e-07,2.002614329921215e-08
1999,2.2622496231861078e-07,2.3765045709112087e-08
2000,2.1913436221154825e-07,1.8997536099796264e-08
2001,2.0504070530336094e-07,1.3581756164171566e-08
2002,2.260710250112652e-07,2.6725451796050237e-08
2003,2.137631458509759e-07,2.4584845714770154e-08
2004,1.9292985786734107e-07,1.673820673731008e-08
2005,2.013176008119899e-07,3.377812163307681e-08
2006,2.639567426854228e-07,3.129596243267585e-08
2007,2.157018972326341e-07,2.1170741965059747e-08
2008,2.4437703860513693e-07,3.363377487630714e-08
2009,2.8466108048519345e-07,2.8132336238329003e-08
2010,2.909856426924762e-07,2.928751607900182e-08
2011,3.189192590014045e-07,2.9062187323347644e-08
2012,4.061273486399841e-07,3.6425504390535934e-08
2013,4.239470108302612e-07,4.3789261439108884e-08
2014,4.05587893936854e-07,4.244272500120161e-08
2015,4.3444878627951766e-07,4.8986316558696785e-08
2016,4.364313426208355e-07,6.234733351817567e-08
2017,3.9042288690893656e-07,3.547011806492861e-08
2018,4.507240802809065e-07,4.9822306724678356e-08
2019,3.78311494131367e-07,4.336679171323965e-08
