year,ils_PRON auront_VERB,ils_PRON sauront_VERB
1898,4.467271253361105e-06,4.085332356851268e-07
1899,4.799596354132518e-06,5.002458607350491e-07
1900,4.070823933943757e-06,3.88290786190737e-07
1901,4.419574679559446e-06,3.8506409794081264e-07
1902,3.7411452353808272e-06,3.609058509823626e-07
1903,4.380658651825797e-06,3.947561069139738e-07
1904,4.090089760211413e-06,3.7299898281162314e-07
1905,4.709192694463127e-06,4.74273747386178e-07
1906,4.3802730260722456e-06,4.079338182805259e-07
1907,4.416673959894979e-06,4.211988695601576e-07
1908,4.501288003666559e-06,3.2316940234977665e-07
1909,4.255560952515225e-06,3.8836943616615827e-07
1910,4.269976329851488e-06,4.28066464053245e-07
1911,4.0110301142703975e-06,3.623174720246425e-07
1912,4.327466285758419e-06,4.4748928473836713e-07
1913,4.185119450994534e-06,4.10451391985589e-07
1914,4.3656072534759005e-06,4.2323421212131507e-07
1915,5.6312040896955295e-06,6.173119402319571e-07
1916,5.770615075562091e-06,5.834342289290362e-07
1917,5.451409492707171e-06,5.450312983157346e-07
1918,5.477852710100706e-06,5.70872913385756e-07
1919,5.360809382182197e-06,4.290857447131202e-07
1920,4.646321485779481e-06,4.6947836551680666e-07
1921,3.7159471162340196e-06,4.23316571129817e-07
1922,3.869727208893892e-06,4.448895154496313e-07
1923,3.8111253388706245e-06,4.1296038233440413e-07
1924,3.390497226973821e-06,3.86748737923881e-07
1925,3.4116349070245633e-06,3.6074023768151164e-07
1926,3.3917699511221144e-06,3.065188067807867e-07
1927,3.232160338484391e-06,3.4005135773895745e-07
1928,3.270132879151788e-06,2.6508416084425335e-07
1929,3.371086904735421e-06,3.330981570570657e-07
1930,3.166836563650577e-06,2.762447763871023e-07
1931,3.396515182885196e-06,3.455823147646697e-07
1932,2.9952412887723767e-06,2.860438996776793e-07
1933,3.0328431535053824e-06,2.064719240024715e-07
1934,3.0121692020657065e-06,2.8875609814349446e-07
1935,3.0423378802879597e-06,2.5851493745676635e-07
1936,2.969342517644691e-06,2.570439505689137e-07
1937,3.159111599870812e-06,2.7700460236701474e-07
1938,3.07534889998351e-06,3.0468253697790715e-07
1939,2.919634312092967e-06,2.3094016654567895e-07
1940,2.9795449734137947e-06,2.7132877278290835e-07
1941,3.211234854916256e-06,2.774412521944214e-07
1942,3.1404091487274854e-06,3.125238237089434e-07
1943,3.16162305580292e-06,3.2516233972046393e-07
1944,3.1939071050146595e-06,3.309581799726402e-07
1945,3.609781288105296e-06,3.2895410839728356e-07
1946,3.1698353950559977e-06,3.508118311401631e-07
1947,2.822862199991505e-06,2.980217672643448e-07
1948,2.746238862982864e-06,3.2398225613405884e-07
1949,2.5278795305894164e-06,2.925468436387746e-07
1950,2.603536472634005e-06,2.9672658286017395e-07
1951,2.6248370090797835e-06,2.3348469468942312e-07
1952,2.3778533204676933e-06,2.414760089664014e-07
1953,2.4510456739790243e-06,2.768873628156143e-07
1954,2.4998147978294583e-06,2.785172767971744e-07
1955,2.398961385097209e-06,2.534114145191779e-07
1956,2.306742032942566e-06,2.546573298900512e-07
1957,2.328915854832303e-06,2.3677900884422343e-07
1958,2.4535474381082167e-06,2.6471178671272355e-07
1959,2.6220779432151176e-06,2.5887497656640335e-07
1960,2.1980566771162557e-06,2.422291736081661e-07
1961,2.319295560937462e-06,2.786211794614246e-07
1962,2.6211304771095456e-06,2.3718916608572727e-07
1963,2.3465307208425656e-06,2.664014004949422e-07
1964,2.6836385131900897e-06,2.9446407268096664e-07
1965,2.4525697881472297e-06,2.8181022670992206e-07
1966,2.3014855514702504e-06,2.453810097335918e-07
1967,2.655478851920634e-06,2.5046104568104965e-07
1968,2.407398994819232e-06,3.179922458684814e-07
1969,4.1052947494790715e-06,3.097478753488758e-07
1970,2.9772146490358864e-06,2.662661771068997e-07
1971,2.508565671632823e-06,2.754181025466096e-07
1972,2.3126701762521407e-06,2.2213535899595627e-07
1973,2.2764018581256096e-06,2.6628773497350267e-07
1974,2.2496661529203266e-06,2.2727309811898522e-07
1975,2.111534200821552e-06,2.2446116787477877e-07
1976,2.1539996737374167e-06,2.50823823932933e-07
1977,2.090958957978728e-06,2.4388644703776663e-07
1978,2.1546524635596143e-06,2.1683158735186225e-07
1979,2.277002863593225e-06,2.4753846616931696e-07
1980,2.0898613684039447e-06,2.1660424209812845e-07
1981,2.095022011872061e-06,2.3531044845981341e-07
1982,2.2595308450945595e-06,2.414718380805425e-07
1983,2.0310055788286263e-06,2.0903696906771074e-07
1984,2.0766249235748546e-06,2.2500153207261064e-07
1985,2.0404772556048556e-06,2.3039586949380464e-07
1986,2.005155437245776e-06,2.1520202864167004e-07
1987,2.003736881306395e-06,2.7743108432787267e-07
1988,1.9146996237395797e-06,2.080804186732621e-07
1989,2.2638503764937923e-06,2.2556181988875323e-07
1990,2.03561597800217e-06,1.966962983601661e-07
1991,1.9266636286374705e-06,2.3270015958587464e-07
1992,1.8430762906973541e-06,2.1874478051131518e-07
1993,2.041751884007681e-06,2.2821534884087669e-07
1994,2.1168280568417686e-06,2.3684420824565677e-07
1995,2.006306772273092e-06,2.499749882645119e-07
1996,1.981499877956594e-06,1.868332333287981e-07
1997,2.002347912366531e-06,2.2248309861083726e-07
1998,1.9124965717765008e-06,2.5461810793103723e-07
1999,1.956046048690041e-06,2.4267768594654626e-07
2000,2.092379759233154e-06,2.699417294138584e-07
2001,1.9364956358458585e-06,2.2168931224086919e-07
2002,2.034201116885015e-06,2.1993732346459183e-07
2003,1.9926225718336354e-06,1.9917890980991615e-07
2004,2.0244420397830254e-06,2.5195406294642453e-07
2005,1.9884053870100615e-06,2.1302735220274371e-07
2006,2.0675925043178722e-06,2.495441329131154e-07
2007,2.0259999473637436e-06,2.548477908703717e-07
2008,2.1781061718684214e-06,2.80139531128043e-07
2009,2.347381155232142e-06,3.356807525278782e-07
2010,2.129013523699541e-06,3.2594171983646447e-07
2011,2.526880734876613e-06,4.431983455788213e-07
2012,2.562381041570916e-06,5.344676878848986e-07
2013,2.4798110302981513e-06,5.221242105335477e-07
2014,2.6665291557037563e-06,5.242542755468094e-07
2015,2.4291450131386227e-06,5.067091279897795e-07
2016,2.6115454829778173e-06,5.491122436751539e-07
2017,2.8184909410811088e-06,1.0062445596759062e-06
2018,2.4913735501286283e-06,5.475290834056068e-07
2019,2.4451217655041546e-06,5.64023409310721e-07
