year,plusieurs_DET eaux_NOUN,plusieurs_DET sauts_NOUN
2008,1.8306990812178014e-08,6.811903568992861e-09
2009,3.909917967170884e-08,9.53638501499654e-09
2010,1.842279351293996e-08,9.919965293647692e-09
2011,2.6003009412356448e-08,1.453109360616267e-08
2012,3.3702101359667225e-08,1.4638286915946708e-08
2013,2.0081699469987058e-08,1.2551062633647803e-08
2014,4.8505972405354925e-08,1.2776126337432636e-08
2015,4.1449958687600486e-08,1.4629397609988715e-08
2016,4.018399568650466e-08,1.2842307939298081e-08
2017,2.5659235902697475e-08,1.38358619283796e-08
2018,2.039358665273383e-08,1.4198066722315161e-08
2019,3.6989323326519497e-08,1.2754938882864053e-08
