year,puissions_VERB avoir_VERB,puissions_VERB savoir_VERB
1855,1.5920811335945473e-07,3.980202833986368e-08
1856,1.325360443615864e-07,1.346069211649592e-08
1857,1.6108980105400406e-07,3.3194261561675376e-08
1858,1.6295940952204546e-07,2.936205589776364e-08
1859,1.3443337820717716e-07,2.189634606963864e-08
1860,1.3411148813702312e-07,3.4328881071132855e-08
1861,1.7260427398468892e-07,2.1221836732365773e-08
1862,1.441237600374734e-07,6.144461650592348e-08
1863,1.3435530377137184e-07,2.6970951694238465e-08
1864,1.8555597591785045e-07,1.726102105692462e-08
1865,1.6332749908087862e-07,2.8241066374334878e-08
1866,1.917051548616655e-07,2.432806489593986e-08
1867,1.2229085655235394e-07,2.9602150064533816e-08
1868,1.7635350957334595e-07,3.359114231216154e-08
1869,1.2306468022416084e-07,2.0022428159904848e-08
1870,1.4507143930586608e-07,2.9243649279919737e-08
1871,1.625040084718421e-07,1.4869648623516696e-08
1872,1.6811603131827724e-07,3.3260366905096816e-08
1873,1.364809065762529e-07,2.9331422624068182e-08
1874,1.5115760731987393e-07,2.2106053876314036e-08
1875,1.430381786349244e-07,1.5448122780981066e-08
1876,1.590101845749814e-07,2.7811667635546655e-08
1877,1.1751150452710135e-07,1.793596560162314e-08
1878,1.0870359545833708e-07,9.662541877730746e-09
1879,2.1138265537956613e-07,2.443730195977878e-08
1880,1.6108793943203636e-07,2.888030792291829e-08
1881,1.1713812853031413e-07,2.8587281875047665e-08
1882,9.184431348785438e-08,1.6638463051776853e-08
1883,1.8642049326444976e-07,3.349249766415596e-08
1884,1.0892799906514483e-07,2.442627788923346e-08
1885,1.4244854185108125e-07,2.707166935067562e-08
1886,1.342320530284269e-07,2.452316216761119e-08
1887,1.233966742120174e-07,2.0239665943222462e-08
1888,1.1286294210322012e-07,2.4094335415725254e-08
1889,1.0776034997661554e-07,1.8795409673089125e-08
1890,1.5075089265792485e-07,3.080561583601593e-08
1891,1.3003409549128264e-07,1.0836173736095134e-08
1892,1.341461626225282e-07,2.570090096298827e-08
1893,1.1947328459882556e-07,1.7859408174558666e-08
1894,1.4178463914049644e-07,3.0247388593807045e-08
1895,1.4685419102988817e-07,2.888934957923084e-08
1896,1.0201860334291268e-07,2.7716035688740703e-08
1897,1.0021947360883132e-07,2.155884004650943e-08
1898,1.4202470310920035e-07,2.8291774256672397e-08
1899,1.475863484756701e-07,1.7688250864011934e-08
1900,1.2873812238467508e-07,3.010810800674335e-08
1901,1.3412973487447744e-07,3.017919070202879e-08
1902,1.266853217885e-07,2.258730624760119e-08
1903,1.2798521709100896e-07,2.376096830403185e-08
1904,1.289910045443321e-07,3.117282432185675e-08
1905,1.4914593293724465e-07,3.6641388589941926e-08
1906,1.3529205489248852e-07,3.395161840558103e-08
1907,9.462831940254546e-08,2.262851062084792e-08
1908,1.119796735338241e-07,3.241516921548282e-08
1909,1.402750768875194e-07,3.190570296851547e-08
1910,1.2131222604239156e-07,5.183825990684454e-08
1911,1.447141784183259e-07,5.001151848205154e-08
1912,1.2919365133257088e-07,2.7088990606216612e-08
1913,1.2727174691917753e-07,2.1742257771961704e-08
1914,1.171930179566516e-07,2.6117300322425763e-08
1915,2.1440986586185318e-07,4.7123048574349014e-08
1916,1.8129311740722187e-07,2.6369908923129515e-08
1917,1.3927359532317496e-07,2.4126133979507358e-08
1918,1.3553923849940475e-07,2.067547733020092e-08
1919,1.5469184688754467e-07,2.301962176431971e-08
1920,1.2797072201919946e-07,1.590168707821249e-08
1921,1.0450391130234493e-07,3.862101038976107e-08
1922,1.2911387159419974e-07,2.8036154731125862e-08
1923,1.242065934548009e-07,2.866305948145964e-08
1924,1.7790441120268952e-07,3.0939897754933554e-08
1925,1.0228305313830788e-07,3.519416935660047e-08
1926,1.0811753980988215e-07,2.7865345586519652e-08
1927,1.0703256236865855e-07,1.2264147031260109e-08
1928,1.2225864054471458e-07,1.9424270192303084e-08
1929,1.1029002422446865e-07,3.230717737778832e-08
1930,1.3654684494213143e-07,3.046045193855207e-08
1931,1.1519410492155657e-07,2.737285598186645e-08
1932,1.3151444022696523e-07,2.9590749406338546e-08
1933,1.0323596200123575e-07,2.7529589274877253e-08
1934,1.1502316965561477e-07,1.7972370258689807e-08
1935,9.215578700150218e-08,2.393656828303392e-08
1936,9.093535879856063e-08,2.7886843056990074e-08
1937,9.695160940736969e-08,3.273690651894867e-08
1938,8.557041297763135e-08,3.3709557811789637e-08
1939,1.269406197934586e-07,1.2235240376412548e-08
1940,7.60734906180005e-08,3.550096039361961e-08
1941,1.0920559390115159e-07,3.836953510472085e-08
1942,1.061974117533282e-07,3.3376331032286544e-08
1943,1.1903264152124393e-07,2.6129116648121453e-08
1944,1.1567470181716999e-07,5.1410978585408884e-08
1945,1.5903079031431844e-07,4.1391576388605245e-08
1946,1.1972149138728128e-07,4.037120149291695e-08
1947,1.1920870690573793e-07,2.622591566137089e-08
1948,1.2285232742215157e-07,2.9354097819123126e-08
1949,1.3743812132815947e-07,3.8286334103077024e-08
1950,1.1698897850465073e-07,4.1477910883713776e-08
1951,1.1087858098335346e-07,1.7058242818279723e-08
1952,1.1388388543309702e-07,2.319856839960721e-08
1953,1.045061281956805e-07,2.0470272588113403e-08
1954,9.6748109967848e-08,4.10446503451567e-08
1955,1.2013578043479356e-07,4.786659957289885e-08
1956,1.0465370081647052e-07,2.0930739808022736e-08
1957,9.276789825207743e-08,3.003912851795576e-08
1958,9.099467490614188e-08,2.5643954515430778e-08
1959,8.990867428337879e-08,3.332821663093455e-08
1960,1.0104416503509128e-07,1.7302083321624195e-08
1961,1.1881352435239023e-07,3.196153386397782e-08
1962,8.054284705849568e-08,3.7417542841922113e-08
1963,9.505098574891235e-08,2.651081842941494e-08
1964,1.216793634739588e-07,3.4070222199034106e-08
1965,1.1381850129055238e-07,3.0643441562006046e-08
1966,9.194864247774603e-08,2.437192847537517e-08
1967,1.1635592045422527e-07,3.056808139945133e-08
1968,1.0959054463910434e-07,2.245707975134792e-08
1969,1.0355207535894806e-07,2.2708789515490935e-08
1970,1.1220888751495295e-07,2.3913370839068193e-08
1971,9.043579751732977e-08,2.6205826841874114e-08
1972,8.926455308255754e-08,2.924183739594355e-08
1973,7.387693301552645e-08,4.3002987837326145e-08
1974,8.550868813017587e-08,3.206575982517279e-08
1975,9.309712822869187e-08,1.8847885030481848e-08
1976,9.02737227193029e-08,2.9138986334942274e-08
1977,8.109959281910051e-08,2.6445517775641747e-08
1978,9.980193738101661e-08,3.683166482915112e-08
1979,7.666085366508923e-08,2.808947208166046e-08
1980,1.1029192137357313e-07,2.5014662341504845e-08
1981,8.412980889715982e-08,2.909752794266751e-08
1982,9.621628294098628e-08,2.9796010991844923e-08
1983,7.452072736668924e-08,3.789189761960188e-08
1984,1.0380225035078183e-07,3.827345551599137e-08
1985,6.857736423171445e-08,2.4062231318566774e-08
1986,7.792831269171074e-08,3.7165808208783346e-08
1987,9.105117015906217e-08,1.711028652096047e-08
1988,8.754968661150997e-08,2.818380373525997e-08
1989,1.0537194583548626e-07,3.347754429228189e-08
1990,9.698598546492576e-08,2.1249737969242233e-08
1991,1.0609252143467529e-07,2.4618154625954958e-08
1992,8.154717079378315e-08,2.8100714644097025e-08
1993,1.190929594940826e-07,1.883330469354405e-08
1994,1.0233357272682042e-07,2.0572214154412904e-08
1995,9.109717069577528e-08,1.3013881527967897e-08
1996,9.448422844116067e-08,2.5622842514394506e-08
1997,7.911575750085831e-08,1.965906726297817e-08
1998,7.342919161601458e-08,2.0026142522056034e-08
1999,9.277508183913596e-08,1.96518641359944e-08
2000,8.880243029807389e-08,2.2531960297555997e-08
2001,8.981484000969431e-08,1.9715452381774412e-08
2002,8.455757694036947e-08,1.9715496790695397e-08
2003,7.29211535599461e-08,2.0001230893740285e-08
2004,8.148863628321124e-08,1.5857247959161214e-08
2005,8.917424310084243e-08,2.0717248361279417e-08
2006,1.0130009542308471e-07,2.1001238081908014e-08
2007,9.267192524475831e-08,1.9572949483404045e-08
2008,7.365370890966005e-08,1.4049550856043425e-08
2009,1.049002378294972e-07,2.1933685090402832e-08
2010,8.927968764282923e-08,1.5588517143783065e-08
2011,8.298019338326412e-08,1.0707121411712706e-08
2012,9.25956769037839e-08,1.0893608681783462e-08
2013,1.0068741573832085e-07,1.2551062411603198e-08
2014,1.0155937957279093e-07,1.1693403578760808e-08
2015,1.1548358003210524e-07,1.5072712855612735e-08
2016,1.0957388951737812e-07,1.5742184444889062e-08
2017,1.1571812308375229e-07,9.056201122348284e-09
2018,1.048075475296173e-07,1.6005094138904497e-08
2019,1.1096796725951208e-07,1.4540630033366142e-08
