year,des_DET antennes_NOUN,des_DET centaines_NOUN
1958,4.3760166912321097e-07,5.540748531984718e-06
1959,4.084644000812432e-07,5.3549916856354685e-06
1960,4.4293334600098433e-07,5.46884240293366e-06
1961,4.398184856313492e-07,5.760718750025262e-06
1962,4.5915764435022766e-07,6.265852846354392e-06
1963,3.401144068604367e-07,5.6390450140497705e-06
1964,4.094510615004765e-07,5.448802028240607e-06
1965,3.6334368491708346e-07,5.130040790390922e-06
1966,3.6668675296169795e-07,5.225563313615567e-06
1967,3.6829607275024046e-07,5.379982098929759e-06
1968,3.5122872255044513e-07,5.653345112932584e-06
1969,3.23373165578289e-07,5.359274439342698e-06
1970,3.821540488502251e-07,5.439371989268693e-06
1971,3.08817701188957e-07,4.982704069789179e-06
1972,3.6321440877173927e-07,5.338430696610885e-06
1973,3.4292126560586667e-07,5.458623149934283e-06
1974,3.4203475518523874e-07,5.525999199562648e-06
1975,3.7181734846569725e-07,5.232286980572098e-06
1976,4.2565774194258665e-07,5.4209942277339e-06
1977,3.737633180733724e-07,6.070715528494475e-06
1978,3.2613845490914173e-07,5.5538586707371e-06
1979,3.4409603699714353e-07,5.739615346556093e-06
1980,3.797680783179658e-07,5.917104658692551e-06
1981,3.934491807910945e-07,6.080118112095079e-06
1982,3.637596259764564e-07,6.1025954778415326e-06
1983,3.631306775275789e-07,6.385415872500744e-06
1984,4.036109784166797e-07,6.322079116216628e-06
1985,3.5311325063958066e-07,6.178579496918246e-06
1986,3.9983217980932295e-07,6.423091008400661e-06
1987,3.91092274121263e-07,6.24647702807124e-06
1988,3.4120389980074606e-07,6.825277353073034e-06
1989,4.1764610703154403e-07,6.82612630953372e-06
1990,4.06469376379448e-07,7.274493952991179e-06
1991,3.8275368119400355e-07,6.783473793348094e-06
1992,4.3638758118191845e-07,6.7629053432938235e-06
1993,3.8442100791513667e-07,6.866955686746223e-06
1994,4.124992738496758e-07,7.198692571819265e-06
1995,3.567972637341654e-07,7.031834400095249e-06
1996,3.6565930905396726e-07,6.8856051598231716e-06
1997,3.0063987210837695e-07,6.832245333043829e-06
1998,3.5427200106852297e-07,6.962422389733547e-06
1999,3.79783704929082e-07,7.008403599684243e-06
2000,3.3091055051670537e-07,6.8475068815132545e-06
2001,3.097516847461179e-07,6.833376176018646e-06
2002,3.202672793634065e-07,7.213681328721577e-06
2003,3.416876808159941e-07,7.403372023873089e-06
2004,3.5722858271469704e-07,7.876647771354328e-06
2005,3.1571285319387243e-07,7.748250993699912e-06
2006,3.0719457821959395e-07,8.084241642336565e-06
2007,3.003848521032637e-07,8.097608770185616e-06
2008,3.312288114898365e-07,9.040247334723972e-06
2009,3.514157782547045e-07,8.987566388896084e-06
2010,3.7365202842920553e-07,1.0241655218123924e-05
2011,3.797204062294668e-07,1.1080723311351903e-05
2012,4.405103091187357e-07,1.2209012197672564e-05
2013,4.063755181249462e-07,1.203368026381213e-05
2014,3.845830658377736e-07,1.2534895631688414e-05
2015,3.054440771421696e-07,1.1416693382670928e-05
2016,3.121509326575733e-07,1.1110668083347264e-05
2017,3.5092776862200026e-07,1.2255304113750753e-05
2018,3.2862070575845337e-07,1.2844087564189977e-05
2019,2.9642477183955407e-07,1.1969744491580059e-05
