year,deux_DET ondes_NOUN,deux_DET sondes_NOUN
1925,1.605733954690436e-07,1.3197813508725176e-08
1926,1.749943685513955e-07,6.687683296036084e-09
1927,1.5831899835561103e-07,1.5608915271414503e-08
1928,1.5539415609833185e-07,1.599645738092903e-08
1929,1.2811467287043854e-07,1.1140405931087116e-08
1930,1.869641472751482e-07,2.9410089474879442e-08
1931,2.007342780885324e-07,2.3951248984133144e-08
1932,1.4795374003728767e-07,2.082312011708609e-08
1933,1.915600620350233e-07,1.8353059516584835e-08
1934,1.8811080160219262e-07,7.188948103475923e-09
1935,1.7473694846614762e-07,1.795242621227544e-08
1936,2.5825642868682053e-07,2.9099314957647948e-08
1937,2.0523522170634578e-07,4.406891340735797e-08
1938,2.5671123893289405e-07,3.500607925754906e-08
1939,3.257632830155899e-07,2.2941076593951948e-08
1940,3.017581615694098e-07,1.7750480196809804e-08
1941,1.8004165447393916e-07,1.1806010835613279e-08
1942,1.4260795921927638e-07,6.068423541449874e-09
1943,1.7129087837020052e-07,1.4516175816936538e-08
1944,1.0924833304670756e-07,2.8918675454292497e-08
1945,1.7645882310901584e-07,1.0456819543591678e-07
1946,2.2552189182789562e-07,2.227376683094917e-08
1947,1.8000515478178158e-07,1.6689219783927456e-08
1948,2.2396088339426967e-07,3.80516074205417e-08
1949,1.8161465753507855e-07,2.945102517415421e-08
1950,2.105801515384087e-07,2.4461331182834556e-08
1951,1.5032577183049511e-07,2.5587364227419584e-08
1952,2.119505526643195e-07,2.8470970914185045e-08
1953,2.0793486532610927e-07,2.2625037399137682e-08
1954,2.736310102946504e-07,1.7590565448699635e-08
1955,2.684283901821516e-07,4.5050918995315214e-08
1956,2.947745745274233e-07,2.4419196664737797e-08
1957,2.6681813453111047e-07,3.445664875645349e-08
1958,4.103032784641414e-07,3.3916197683669935e-08
1959,1.7361675475058291e-07,5.03798602835559e-08
1960,2.2838749402787073e-07,3.3220000972278285e-08
1961,1.8829511316820202e-07,4.029932343385667e-08
1962,2.1245554604476524e-07,5.0101457205187216e-08
1963,1.9786122962273112e-07,4.590897972889252e-08
1964,1.837358367673403e-07,3.7720603307533906e-08
1965,1.5759484606192586e-07,5.417322945788783e-08
1966,2.453810008518076e-07,6.97923412396051e-08
1967,1.8192937867311798e-07,5.127548918792968e-08
1968,1.7606349611565264e-07,3.503304313312583e-08
1969,1.7031592380867266e-07,6.540131192167564e-08
1970,1.747515505634567e-07,4.0008907742361544e-08
1971,1.7367784099775463e-07,6.114693018588468e-08
1972,1.6057359741861177e-07,4.206720483068693e-08
1973,1.2073916544341756e-07,3.748978594231289e-08
1974,1.1757444728921485e-07,5.400548896972168e-08
1975,1.473561863640782e-07,5.540135639137134e-08
1976,1.4398087516687141e-07,4.456550994902386e-08
1977,1.181233133529247e-07,3.58483685514166e-08
1978,7.782174549220144e-08,4.3366318092097345e-08
1979,1.0709111419870965e-07,3.101545942296724e-08
1980,9.892161978442005e-08,3.013130012163856e-08
1981,7.653914618765967e-08,2.7832417925921504e-08
1982,7.573152993600729e-08,2.7933760193832313e-08
1983,7.19945999483329e-08,3.915495838668903e-08
1984,9.510373755183821e-08,3.189454655938562e-08
1985,5.8350912768290186e-08,4.030423816914208e-08
1986,5.934540597829496e-08,5.095312483049952e-08
1987,7.088547215872154e-08,4.460896319002927e-08
1988,9.954279489576834e-08,6.116485007368055e-08
1989,5.158834748275609e-08,3.6221607047082216e-08
1990,1.1660113319322818e-07,2.397406495546761e-08
1991,5.978694367358983e-08,2.1687421636329418e-08
1992,1.0028098529346607e-07,2.3692759532067953e-08
1993,6.31469649903238e-08,1.4955859939380645e-08
1994,5.644171341412374e-08,1.3187316794116555e-08
1995,4.500634120940816e-08,1.9520823513197172e-08
1996,4.270473730194624e-08,1.441284891434691e-08
1997,2.15770258327197e-08,1.8220598585472203e-08
1998,5.67407373308626e-08,1.0966696883940585e-08
1999,5.0272211282731405e-08,1.3253582953343113e-08
2000,8.526800643338106e-08,1.4137701231931032e-08
2001,3.6802177832973015e-08,1.6648604939106804e-08
2002,6.265146668127386e-08,1.5334275182965484e-08
2003,3.000184545243201e-08,1.541761451839818e-08
2004,5.241701672709098e-08,1.938108140642214e-08
2005,4.458712254962194e-08,2.386987363323101e-08
2006,7.412201763479231e-08,8.23577994690794e-09
2007,4.713485646234972e-08,1.3181781888249589e-08
2008,5.108927458863377e-08,1.192083087797613e-08
2009,5.1019658720008465e-08,1.1443661795951243e-08
2010,1.2895955414649052e-07,1.795041404406561e-08
2011,5.391800328435892e-08,1.453109360616267e-08
2012,1.2017012185339127e-07,2.92765731657596e-08
2013,6.693900189702617e-08,1.0319762544508393e-08
2014,7.79560287433867e-08,1.212649342052785e-08
2015,7.669351198558161e-08,1.329945220618356e-08
2016,7.622531050799353e-08,1.1185236126198816e-08
2017,6.238716032669345e-08,1.4590545660553289e-08
2018,9.706314774149405e-08,1.57469470796201e-08
2019,6.173390443287019e-08,1.7601816004741977e-08
