year,deviez_VERB avoir_VERB,deviez_VERB savoir_VERB
1842,2.95163662400455e-08,1.609983613093391e-08
1843,4.3120451209688326e-08,1.3585895075607368e-08
1844,5.817874892954933e-08,2.085653250105679e-08
1845,4.2409730838244286e-08,1.7298706467272496e-08
1846,3.8639708321852595e-08,2.751615646445771e-08
1847,2.9123407685460734e-08,1.0247124926365814e-08
1848,1.609044275596716e-08,9.65426583121598e-09
1849,2.1786478399121734e-08,8.379414495607307e-09
1850,5.702756666892128e-08,9.504594444820214e-09
1851,5.159551008659946e-08,4.514607354622058e-09
1852,3.841221740685796e-08,1.0416872697760482e-08
1853,4.478948767427937e-08,1.1943863675867306e-08
1854,4.1045748133683446e-08,1.3508727469968562e-08
1855,3.980202833986368e-08,2.388121700391821e-08
1856,5.177189166261087e-08,1.4496129630003907e-08
1857,6.394776619345066e-08,8.78671624349181e-09
1858,6.900083349137276e-08,1.9085335978274998e-08
1859,4.1755821911237945e-08,5.601390462572908e-09
1860,3.8906062371779626e-08,1.0527522853465143e-08
1861,3.4426534512022045e-08,1.6034276129062164e-08
1862,7.228778287071691e-08,1.7620147119146168e-08
1863,4.04564275413577e-08,2.8968800691586694e-08
1864,8.103090465283458e-08,1.6302074357099627e-08
1865,3.106517354467542e-08,3.247722446531043e-08
1866,3.795178216137174e-08,2.0435575009969398e-08
1867,1.9896527092555516e-08,2.2808213984149006e-08
1868,2.5687345583946808e-08,5.433861360870651e-09
1869,3.027781758646597e-08,2.24641887314192e-08
1870,2.981705193860762e-08,3.4404294524392753e-08
1871,3.504988654867702e-08,1.911811864374613e-08
1872,4.051717183983783e-08,3.0236694925633856e-08
1873,4.19020302899753e-08,1.6760813181804224e-08
1874,4.958925714504403e-08,1.9118749250424116e-08
1875,4.520006413599731e-08,1.4875970677508121e-08
1876,2.478866001354163e-08,1.6928840551599933e-08
1877,3.710889728836264e-08,9.27722432209066e-09
1878,4.7708802242141246e-08,5.435179861734696e-09
1879,4.581993806596074e-08,3.176849006081284e-08
1880,4.2357786611546544e-08,1.4761046607247863e-08
1881,2.7890029841159958e-08,1.045876096839038e-08
1882,3.3276926103553706e-08,8.652000893505374e-09
1883,4.73950407808843e-08,7.58320695126713e-09
1884,2.8387297845711146e-08,7.922036360241691e-09
1885,2.513797880965285e-08,1.0313017106966527e-08
1886,2.0005737511041843e-08,7.098810428374236e-09
1887,3.982643903555072e-08,1.4363633837888301e-08
1888,3.1703073943845084e-08,8.876860135842435e-09
1889,2.8193115397812107e-08,1.0650732740202784e-08
1890,1.3764211992395303e-08,6.554386478008212e-10
1891,3.4420789774003424e-08,1.2748440081367107e-09
1892,2.2566645441202127e-08,1.002961980134387e-08
1893,2.894455697344256e-08,3.695050043717174e-09
1894,2.457600345451283e-08,2.520615716150587e-09
1895,1.5046536461227333e-08,6.6204757231957956e-09
1896,2.299841384001411e-08,1.0024948871034667e-08
1897,1.1653426668090106e-08,1.5149455023788505e-08
1898,2.319925584970406e-08,9.619203211741478e-09
1899,1.4371703827009696e-08,1.6029977345510815e-08
1900,2.906989848838748e-08,9.863001082521805e-09
1901,2.1237207548097103e-08,6.706486921359556e-09
1902,1.6203935970793282e-08,1.0802624572647801e-08
1903,1.8900770726304472e-08,1.0800440541913758e-08
1904,1.5586412160928376e-08,2.6873125946735854e-09
1905,3.973784501454247e-08,6.192911072844254e-09
1906,3.9095802151223324e-08,5.144184633820714e-09
1907,1.0799970695529737e-08,3.0857059130084963e-09
1908,1.4734167663732478e-08,1.8663278922304016e-08
1909,4.1807474815414025e-08,9.901770070541716e-09
1910,1.3894791983659616e-08,5.878565634276356e-09
1911,1.9153347352585115e-08,1.3832972989291648e-08
1912,1.719108944087111e-08,9.897900277167082e-09
1913,2.969674284258872e-08,4.772690687104841e-09
1914,2.0759905794420774e-08,1.5402511266415786e-08
1915,2.9451904026700504e-08,9.424609537234119e-09
1916,2.5271162940043723e-08,2.197492410260793e-09
1917,2.1932848426331475e-08,8.773139548168274e-09
1918,2.5270027848023346e-08,1.1486376294556067e-09
1919,2.2098836538475553e-08,6.4454939163738345e-09
1920,3.180337415642498e-08,3.028892692213958e-09
1921,2.574734203619755e-08,1.5145494858259667e-09
1922,2.0658220023506146e-08,6.640141769764796e-09
1923,2.229349149729387e-08,7.431163684401554e-09
1924,1.5469948877466777e-08,5.156649773851996e-09
1925,3.189471442510694e-08,7.698724324711748e-09
1926,2.452150482668003e-08,1.1146138456652466e-09
1927,4.5711821883287485e-08,1.1149224876660924e-09
1928,1.1426041446327417e-08,4.570416489713125e-09
1929,1.893869061575515e-08,3.342121912552898e-09
1930,3.886333388436469e-08,1.1553964007759987e-08
1931,2.8513390759599133e-08,2.2810713318222042e-09
1932,1.2055489939655217e-08,2.1919073223131136e-09
1933,2.1794258842078307e-08,4.588264879146209e-09
1934,2.156684431042777e-08,2.3963160344919743e-09
1935,8.377798899061872e-09,1.196828414151696e-09
1936,7.274828739411987e-09,1.091224355320719e-08
1937,1.1332006444320086e-08,7.554670666820584e-09
1938,1.4261735792331365e-08,5.186085783037697e-09
1939,1.6823456405745674e-08,1.070583532936098e-08
1940,1.0143131667916805e-08,7.607348528892999e-09
1941,1.7709016475464523e-08,0.0
1942,1.2136847082899749e-08,6.068423541449874e-09
1943,2.9032351633873077e-08,2.9032352077962287e-09
1944,1.6065930807940276e-08,3.2131861615880553e-09
1945,1.742803235060819e-08,6.535512131478072e-09
1946,2.3665876369705074e-08,1.6705325123211878e-08
1947,1.907339353124371e-08,1.4305045148432782e-08
1948,2.717971980814582e-08,4.348755133776194e-09
1949,1.8652315247891238e-08,8.835307596655184e-09
1950,2.6588404367089424e-08,2.3397795700930146e-08
1951,2.6653504292539765e-08,4.264560704569931e-09
1952,1.1599284199803606e-08,3.1634410646574906e-09
1953,8.619061908632375e-09,3.232148326759443e-09
1954,2.052232517257835e-08,5.863521668203475e-09
1955,2.1586897602787758e-08,7.508486277174597e-09
1956,1.5698054411927842e-08,6.104799332717903e-09
1957,2.03205861026845e-08,6.184526224473075e-09
1958,1.7371711180658167e-08,4.1361216673863055e-09
1959,2.015194411342236e-08,1.5501495642666896e-09
1960,1.7302083321624195e-08,4.844583401109048e-09
1961,1.111705483225478e-08,9.03260666262895e-09
1962,1.4586500007851555e-08,6.341956293454132e-09
1963,2.651081842941494e-08,7.759263453976928e-09
1964,3.04198408684897e-08,6.083968440151466e-09
1965,2.8454625322638094e-08,6.0192477668863376e-09
1966,3.5450078428311826e-08,1.0524241922382771e-08
1967,3.3526280418527676e-08,1.5284040699725665e-08
1968,3.0092486724697665e-08,6.737123747768692e-09
1969,2.5888018839737015e-08,5.904285060864822e-09
1970,2.207388050123882e-08,2.2993624781975086e-09
1971,1.849823050292798e-08,1.284599360218408e-08
1972,1.898154344814884e-08,5.130146973897354e-09
1973,1.9847533394568018e-08,6.615844760915479e-09
1974,2.0814615808717463e-08,3.3753431161187564e-09
1975,1.6563292959403952e-08,3.998036124386317e-09
1976,1.199840671262109e-08,5.713526984862938e-09
1977,1.057820764316375e-08,3.526069214387917e-09
1978,1.3663360221016774e-08,2.3762365408686037e-09
1979,2.3993090181306798e-08,2.925986564150662e-09
1980,1.3644362084619388e-08,3.97960553399912e-09
1981,2.1506869174459098e-08,6.325549417596221e-09
1982,1.1173503899897241e-08,2.483000915987077e-09
1983,1.4525227243211702e-08,3.78918940668882e-09
1984,1.5657322549600394e-08,5.219107812592938e-09
1985,1.4437339324047116e-08,6.015557829641693e-09
1986,2.2779044428489215e-08,2.3977941854269602e-09
1987,2.199894133525504e-08,2.4443267410134695e-09
1988,1.199310784016916e-08,5.396898483667201e-09
1989,1.3720305780395847e-08,4.939309850016116e-09
1990,1.0897301727652575e-08,6.538381391862913e-09
1991,2.1101275393675678e-08,4.10302547493302e-09
1992,1.8733810946969243e-08,2.2039776670368383e-09
1993,1.883330469354405e-08,1.1632335983335906e-08
1994,1.8462243289718572e-08,5.802419433820205e-09
1995,1.2471637056421514e-08,5.422450821690461e-10
1996,2.1352368761995422e-08,4.804283193493575e-09
1997,1.2466725429760572e-08,3.835915585170824e-09
1998,1.0489884516573511e-08,2.3840645013706308e-09
1999,1.6452723627935484e-08,3.656160929565999e-09
2000,1.4579503826439577e-08,4.418031274155965e-09
2001,1.5334240544007116e-08,3.5049694258049158e-09
2002,1.3143664823189738e-08,4.381221607729913e-09
2003,1.2084076850271686e-08,1.6667691671301554e-09
2004,1.3214373595360485e-08,2.2023955992267474e-09
2005,1.5763124139311913e-08,4.503749373441224e-09
2006,1.3589036562677848e-08,3.294311934354255e-09
2007,2.676301313897511e-08,7.589511241690161e-09
2008,2.0435710013089192e-08,5.960415716543821e-09
2009,3.7191902890754136e-08,1.4781396551200032e-08
2010,3.542844595472161e-08,1.0864724231396394e-08
2011,3.9004515173246546e-08,1.7590270573464295e-08
2012,4.936166320135271e-08,1.736168897537027e-08
2013,6.10818418067538e-08,2.2870825233667347e-08
2014,5.8033929661860384e-08,2.295371892557796e-08
2015,8.068334267363753e-08,2.1944096317838557e-08
2016,7.042556404712741e-08,2.2991875070488277e-08
2017,6.037467414898856e-08,1.4590545660553289e-08
2018,5.653411960793164e-08,2.6589107804397827e-08
2019,6.658078177679272e-08,2.1428297358738746e-08
