year,avais_VERB eu_VERB,avais_VERB su_VERB
1906,1.7798878104713367e-07,5.041300710217911e-08
1907,1.9439947607224894e-07,5.2457004073858116e-08
1908,1.7582772215973819e-07,5.893667065492991e-08
1909,1.6447940254238347e-07,3.5756393401698006e-08
1910,2.062842128225384e-07,7.161161619251288e-08
1911,2.11218846857264e-07,5.160762839295785e-08
1912,2.0212554829868168e-07,5.62617508137464e-08
1913,1.8984702876423398e-07,5.3560196278112926e-08
1914,1.553644608520699e-07,3.8171439342704616e-08
1915,1.5668413766434242e-07,2.0027295377644805e-08
1916,1.648119365427192e-07,3.076489463182952e-08
1917,1.7436614996313438e-07,3.728584374584898e-08
1918,1.7689019671252026e-07,3.445912710731136e-08
1919,1.6113735057388112e-07,4.511845830279526e-08
1920,1.915774561211947e-07,4.619061400035207e-08
1921,1.885614153707138e-07,7.345565222749428e-08
1922,2.257648219483599e-07,5.3858929760508545e-08
1923,2.717682718866854e-07,8.280439800500972e-08
1924,2.552541502609529e-07,7.34822620529485e-08
1925,2.188637466815635e-07,8.13865170812278e-08
1926,2.831119161328388e-07,9.028372005559504e-08
1927,2.5197249442499015e-07,1.0703256236865855e-07
1928,2.570859294337424e-07,5.713020456710183e-08
1929,2.707118653688667e-07,7.686880110213679e-08
1930,2.4578432089583657e-07,8.823027286553042e-08
1931,1.9503160331169056e-07,6.50105320687544e-08
1932,2.564531484949839e-07,4.4934100884574946e-08
1933,2.213837859699197e-07,3.785318369864399e-08
1934,1.941016023465636e-07,4.912448048344231e-08
1935,2.1901959712522512e-07,5.984141893122796e-08
1936,1.7217094239185826e-07,5.456121598967911e-08
1937,1.9768054926316836e-07,2.895957251780601e-08
1938,1.892921375201695e-07,4.926781471681352e-08
1939,1.4682288451695058e-07,7.035263394072899e-08
1940,1.0396709626547818e-07,3.296517903095264e-08
1941,1.9479917057196872e-07,4.7224041566096275e-08
1942,2.0632640485018783e-07,5.76500234217292e-08
1943,1.9741999324196513e-07,7.548411673496958e-08
1944,2.249230277584502e-07,5.7837350908584995e-08
1945,1.808158316407571e-07,5.2284097051824574e-08
1946,2.0464023009481025e-07,6.682130049284751e-08
1947,3.1709515724287485e-07,1.2397705972944095e-07
1948,1.8482209895864798e-07,6.958008214041911e-08
1949,2.1204738231972442e-07,6.97007607186606e-08
1950,1.9356357938704605e-07,9.359118280372059e-08
1951,2.9851923954993254e-07,8.848963517493758e-08
1952,2.3409464233736799e-07,3.690681538159879e-08
1953,2.0578009696237132e-07,6.033343424860504e-08
1954,3.303117068753636e-07,8.893007930055319e-08
1955,1.8771216048207862e-07,7.41462997666531e-08
1956,2.1977277242513082e-07,8.372295923209094e-08
1957,1.546131613849866e-07,6.361226922990681e-08
1958,2.547851067902229e-07,7.610464081153623e-08
1959,2.3329751286382816e-07,7.828255377262394e-08
1960,2.387687629834545e-07,8.720250121996287e-08
1961,2.244255483674351e-07,6.94815938118154e-08
1962,1.9977161969109147e-07,5.390662849436012e-08
1963,2.0497388675266848e-07,6.918676831446646e-08
1964,2.2389004072920216e-07,6.38816644027429e-08
1965,2.0082399032617104e-07,5.4720434405908236e-08
1966,2.0605358486136538e-07,7.699313897546745e-08
1967,2.03129829401405e-07,5.472672626183339e-08
1968,2.0570684000631445e-07,6.243067929290191e-08
1969,1.6849921280481794e-07,5.631779842474316e-08
1970,1.7107257122006558e-07,6.530189722298019e-08
1971,1.5466576996914227e-07,5.343933295876013e-08
1972,1.559564708486505e-07,4.719735002822745e-08
1973,1.6043422590428236e-07,4.9618833486420044e-08
1974,1.3838906909313664e-07,5.006758740933037e-08
1975,1.2165452289991663e-07,4.283610266497817e-08
1976,1.4112411861333385e-07,4.513686135965145e-08
1977,1.3927973441241193e-07,4.2312830572655e-08
1978,1.5267319497525023e-07,4.158414057542359e-08
1979,1.5156611254951713e-07,4.037861600636461e-08
1980,1.6998600926854124e-07,3.752199617679253e-08
1981,1.4865041464418027e-07,5.060439534076977e-08
1982,1.7877606239835586e-07,4.4694015599588965e-08
1983,1.572513639302997e-07,4.7996401519867504e-08
1984,1.5599333380578173e-07,4.929157171318366e-08
1985,1.1910805142179015e-07,4.4515129360434e-08
1986,1.6484834475249954e-07,5.035367678374314e-08
1987,1.6254773527180078e-07,5.071978037562985e-08
1988,2.560528571393661e-07,4.137622156008547e-08
1989,2.0690220026153838e-07,4.445378820605583e-08
1990,1.5910060824353423e-07,4.195461400513523e-08
1991,1.600180041805288e-07,4.396098773895574e-08
1992,1.7356323667172546e-07,4.7385519508225116e-08
1993,1.8500952592148678e-07,4.763718308709031e-08
1994,1.593027860735674e-07,5.5386728092798876e-08
1995,1.8382108635250916e-07,6.181593903420435e-08
1996,1.7615704450690828e-07,5.604996644592575e-08
1997,1.3425704992187093e-07,4.4592518122499314e-08
1998,1.9597011657879193e-07,4.577404055794432e-08
1999,1.6498425736699573e-07,6.261175400368302e-08
2000,1.8732453099801205e-07,5.3016378842585254e-08
2001,1.901445898511156e-07,5.476514886026962e-08
2002,2.1292736107625387e-07,5.827024551763316e-08
2003,2.0084569030132116e-07,5.416999826479696e-08
2004,2.356563300054404e-07,5.9905161720053e-08
2005,2.211341012525736e-07,6.440362199100491e-08
2006,2.3060184162204678e-07,6.918055106552856e-08
2007,3.1516444209955807e-07,1.102476332448532e-07
2008,3.235654162381252e-07,1.1665384391790212e-07
2009,3.285284719822812e-07,1.2683392469625687e-07
2010,4.076633501881588e-07,1.464375856130573e-07
2011,4.458751448055409e-07,1.713139425874033e-07
2012,5.225527957009035e-07,1.8144666569241963e-07
2013,6.501450684481824e-07,2.3344976796124683e-07
2014,6.732369115525216e-07,2.4079750460259675e-07
2015,6.6652421537583e-07,2.1899765556554485e-07
2016,6.381798698384955e-07,2.38825521137187e-07
2017,6.648760972893797e-07,2.2640502095327975e-07
2018,7.749563337711152e-07,2.609862974622956e-07
2019,6.96164534019772e-07,2.3111948621590273e-07
