year,leurs_DET eaux_NOUN,leurs_DET sots_NOUN
1993,3.1628873653488654e-07,4.4313659408601325e-09
1994,3.492001487970242e-07,1.5824779264761446e-09
1995,3.134176509433928e-07,1.0844901865425527e-08
1996,3.4484074618035265e-07,0.0
1997,3.2988873677197716e-07,1.438468344439059e-09
1998,3.156501664491884e-07,1.43043876743576e-09
1999,3.656160831866373e-07,1.3710603763428253e-09
2000,3.127966237137514e-07,8.836062992401139e-10
2001,3.0537047379652904e-07,2.190605918883648e-09
2002,3.369159262689436e-07,2.6287327870022636e-09
2003,3.3460391435369274e-07,4.166922806803086e-09
2004,2.858709411412974e-07,8.809582507929292e-10
2005,2.940948569118973e-07,1.8014998381943315e-09
2006,3.471381315733879e-07,1.2353669198716943e-09
2007,3.1236829656222653e-07,1.5977917877663117e-09
2008,3.2995157628334937e-07,1.2772318758180745e-09
2009,3.247139055417847e-07,2.384096253749135e-09
2010,3.131874706241433e-07,2.8342759250676863e-09
2011,3.5486458749289795e-07,1.529588788962144e-09
2012,3.8570182425701205e-07,2.0425516833455504e-09
2013,2.783546673157389e-07,1.1156500168141292e-09
2014,3.109579207460911e-07,4.114345752981308e-09
2015,3.754878585837673e-07,2.659890530054554e-09
2016,4.2669605626599605e-07,5.3854840587064245e-09
2017,2.8350940928234536e-07,2.264050280587071e-09
2018,3.198437168450141e-07,3.3559066636712487e-09
2019,3.431078550164557e-07,3.5713827450933877e-09
