year,nos_DET eaux_NOUN,nos_DET sots_NOUN
1866,3.5129725728388905e-07,2.432806400776144e-09
1867,4.682963172797372e-07,2.91168689159349e-09
1868,4.954693952896605e-07,4.93987406535723e-10
1869,3.750542578728755e-07,1.0255389870650333e-08
1870,6.748975378556565e-07,3.4404292748035914e-09
1871,3.016414447110094e-07,1.274541272522356e-08
1872,5.140238581446965e-07,3.0236697590169115e-09
1873,4.561335344988038e-07,7.781805422268917e-09
1874,4.098581971589965e-07,1.7923826867161097e-09
1875,5.321020166704216e-07,2.1741802469499305e-08
1876,3.845265357238503e-07,1.4510435519810017e-08
1877,4.490176337412777e-07,5.566334282391949e-09
1878,3.2973425279081425e-07,3.0195443923020093e-09
1879,4.765273846629725e-07,0.0
1880,3.5426511679759187e-07,7.059630879879819e-09
1881,3.186436088320477e-07,1.0458761634524194e-08
1882,4.166271019290235e-07,2.2628309892525067e-08
1883,3.791603362945928e-07,2.5277356319186595e-09
1884,3.307450313627669e-07,3.300848483434038e-09
1885,5.143617218816843e-07,4.511945039809007e-09
1886,4.175391046246091e-07,3.2267319927115068e-09
1887,4.119751542130956e-07,3.9173548849191775e-09
1888,4.6793736685479814e-07,4.4384300679212174e-09
1889,3.6024536420597997e-07,2.5060546970934183e-09
1890,4.155481057033228e-07,7.209825181320184e-09
1891,3.129742042196071e-07,6.374220040683554e-10
1892,3.91782009945274e-07,9.402768341715273e-09
1893,4.27394099777878e-07,4.310891643655168e-09
1894,3.1444679748915405e-07,8.822155006527055e-09
1895,3.141716815591167e-07,6.6204759452404005e-09
1896,3.408482802669255e-07,5.897029087265082e-09
1897,3.589255677116654e-07,2.9133566670225264e-09
1898,3.3271127719558535e-07,1.1316709791486801e-08
1899,3.742170449072546e-07,2.7637891975018647e-09
1900,3.389757836647078e-07,6.22926377147337e-09
1901,3.576792846349264e-07,8.38310842965484e-09
1902,3.3439032454118944e-07,1.4730852093691738e-09
1903,4.741393360152557e-07,2.1600881083827517e-09
1904,4.3158239471097204e-07,4.299700151477737e-09
1905,4.051195880983016e-07,9.28936660926638e-09
1906,3.8375617172903276e-07,0.0
1907,3.455990824074995e-07,9.771402353919711e-09
1908,2.93209934998373e-07,6.384805573134145e-09
1909,3.11905774097454e-07,3.300590023513905e-09
1910,3.04082187874144e-07,9.085056262847502e-09
1911,2.9262058276469105e-07,5.852411444351446e-09
1912,2.938113508044182e-07,1.0939784855779067e-08
1913,5.531018267834753e-07,1.590896969716482e-09
1914,2.765755140465842e-07,6.696743715117748e-10
1915,2.81560214587806e-07,1.1780761921542648e-09
1916,3.812649200796159e-07,3.2962386153911893e-09
1917,5.549011046213081e-07,2.631941953268324e-08
1918,4.812791596364718e-07,1.1486376294556067e-09
1919,2.771562306325137e-07,3.6831393490643904e-09
1920,2.3549641259279497e-07,2.2716695191604686e-09
1921,2.983662596989234e-07,7.572747429129834e-10
1922,1.741192794391111e-07,2.951174138399182e-09
1923,1.85779090333682e-07,6.369568872344189e-09
1924,2.2560342816113632e-07,5.156649773851996e-09
1925,2.694553526971788e-07,1.7597084678300234e-08
1926,2.7642423017226747e-07,2.229227691330493e-09
1927,1.6612345454802835e-07,1.0034302388994831e-08
1928,1.553941626486477e-07,0.0
1929,2.1723792831274125e-07,3.342121912552898e-09
1930,2.405325290055771e-07,1.3654684494213143e-08
1931,2.2354499051857601e-07,1.1405356659111021e-09
1932,2.2795836351896526e-07,1.3151443600811774e-08
1933,1.3535381349072395e-07,2.2941324395731044e-09
1934,2.671892360694983e-07,1.1981580172459871e-08
1935,2.6330223867887526e-07,5.98414207075848e-09
1936,2.303695834093844e-07,7.274828739411987e-09
1937,2.669316977454983e-07,6.295559185076627e-09
1938,1.7243734884431206e-07,0.0
1939,2.707046968808413e-07,1.5294050470515685e-09
1940,2.738645619171365e-07,7.607348750937604e-09
1941,2.597322330544216e-07,1.1806010391524069e-08
1942,1.8508691357332907e-07,0.0
1943,2.4967822320753896e-07,8.709705845433291e-09
1944,2.6348126702657737e-07,3.2131861615880553e-09
1945,2.2438591429363441e-07,0.0
1946,3.020879564274992e-07,8.352662561605939e-09
1947,2.4914621166161055e-07,2.3841741914054637e-09
1948,1.9895554714821628e-07,0.0
1949,3.54393992818558e-07,6.8719057111366055e-09
1950,3.2437852026667713e-07,1.3825969924496917e-08
1951,1.9936821149535433e-07,1.3859822622919182e-08
1952,2.2882223937870094e-07,4.2179215675730575e-09
1953,3.092088525225023e-07,1.0773827385790469e-09
1954,1.6320135864944518e-07,1.9545072227344917e-09
1955,1.3796843267854797e-07,3.754243138587299e-09
1956,2.206448850294862e-07,8.72114158667614e-10
1957,3.0834280984048945e-07,6.184526224473075e-09
1958,1.6958099247066372e-07,2.4816730892496253e-09
1959,2.6740080061316007e-07,2.325224457422337e-09
1960,1.930912449932265e-07,8.305000243069571e-09
1961,1.7022990411730277e-07,6.2533435096767676e-09
1962,1.636224816192744e-07,5.7077609305622445e-09
1963,1.4483959220878972e-07,4.526237162849611e-09
1964,1.782602789823784e-07,2.4335873316516654e-09
1965,1.1764892937637939e-07,8.755269398363907e-09
1966,1.2241355173969737e-07,3.3234448526542337e-09
1967,1.6220804321953608e-07,5.916402479044791e-09
1968,1.7741092078749077e-07,7.186265305048067e-09
1969,2.011998722628583e-07,4.5417577476669635e-09
1970,2.1338084646438382e-07,7.817832603507213e-09
1971,1.7265015805900674e-07,5.138397263237948e-09
1972,1.6929484125682848e-07,5.643161493651405e-09
1973,1.5822894761097217e-07,9.923766697284009e-09
1974,1.3838906975927046e-07,1.1251143350321513e-09
1975,1.3936011811210847e-07,2.8557400888473694e-09
1976,1.3941006160589353e-07,7.427584769459372e-09
1977,1.1283420953134282e-07,5.876781949964993e-09
1978,1.44356371079013e-07,0.0
1979,1.293286091552659e-07,5.266776015311336e-09
1980,2.0693947977434846e-07,1.1370301367108482e-09
1981,1.3916208974062982e-07,3.795329828193417e-09
1982,1.4711780194076596e-07,1.2415004579935385e-09
1983,1.3514776053824562e-07,6.315316047889041e-10
1984,1.7628986359596865e-07,7.538710988796993e-09
1985,1.906931972328607e-07,7.820225356169885e-09
1986,1.1809136313267743e-07,4.795588426365072e-09
1987,1.1732768312455732e-07,2.4443267410134695e-09
1988,1.007421059906477e-07,1.7989661427186832e-09
1989,1.5202097858324493e-07,2.744061089465788e-09
1990,1.1496653717912864e-07,3.8140557934163155e-09
1991,1.1840159991338695e-07,5.8614650910726596e-09
1992,9.917899335132319e-08,1.1019888335184191e-09
1993,1.1521551146476128e-07,5.539207426075166e-10
1994,1.2079581757085123e-07,1.5824779819872958e-09
1995,6.235818150734929e-08,5.422450821690461e-10
1996,8.434185394534666e-08,2.135236876199542e-09
1997,9.445941828722937e-08,5.274383707565278e-09
1998,6.389293227826442e-08,9.536258449571733e-10
1999,9.231806299969669e-08,1.8280804925385752e-09
2000,7.819915959217383e-08,2.6508188977203417e-09
2001,7.754744640875444e-08,4.3812117822561447e-10
2002,7.448076444482865e-08,2.6287327870022636e-09
2003,7.042099459120266e-08,8.333845835650777e-10
2004,8.325055622648847e-08,2.2023955992267474e-09
2005,7.070886676174837e-08,0.0
2006,6.382729184073455e-08,2.8825228870488218e-09
2007,9.347081686428282e-08,1.997239706952314e-09
2008,1.0132706734777841e-07,4.683183729703444e-09
2009,7.10460670294566e-08,2.860915504498962e-09
2010,7.038451477203722e-08,4.723793023408973e-10
2011,7.265547086188207e-08,7.64794394481072e-10
2012,7.285101005782835e-08,1.3617010852229328e-09
2013,6.666008856015537e-08,3.0680375462388554e-09
2014,9.09486965322559e-08,2.3819897165822113e-09
2015,7.846676788880735e-08,2.659890446787827e-09
2016,1.0128852867552496e-07,4.556948152156792e-09
2017,7.270116775259794e-08,2.264050197320344e-09
2018,7.641141158698517e-08,2.5814667625745358e-09
2019,7.372354449142193e-08,3.316284080678855e-09
