year,leurs_DET eaux_NOUN,leurs_DET sauts_NOUN
1881,1.3680059565146507e-06,1.5339516323820135e-08
1882,1.1893173095245402e-06,2.3959386252769832e-08
1883,1.2802980187132107e-06,1.516641390253426e-08
1884,1.1658596577035496e-06,2.706695756415911e-08
1885,1.3155542504250661e-06,1.8692343672910283e-08
1886,1.0938621457512454e-06,1.613365974151293e-08
1887,1.1477849781726945e-06,1.3710741875172516e-08
1888,1.0512739123669235e-06,2.980088864568131e-08
1889,1.122712486534283e-06,4.009687515349469e-08
1890,1.1135903026371352e-06,1.6385966361553983e-08
1891,9.873666328985564e-07,1.8485238229004608e-08
1892,1.2223599092919812e-06,2.6327752422616868e-08
1893,1.1091308387278787e-06,2.46336657738766e-08
1894,1.182798868626378e-06,1.827446460822557e-08
1895,1.0255718585483464e-06,2.046328972937772e-08
1896,1.116897330177835e-06,3.007484750128242e-08
1897,9.142113661653184e-07,9.905413378419325e-09
1898,1.0864041177782724e-06,1.640922964174507e-08
1899,9.535072944544254e-07,3.205995469102163e-08
1900,1.0812963360251615e-06,3.7375581518617196e-08
1901,1.02273922308882e-06,2.6267072072982955e-08
1902,8.376944222732163e-07,1.7185992740031963e-08
1903,9.909404106167585e-07,1.83607493653426e-08
1904,9.486213539133814e-07,1.7198800605910947e-08
1905,1.0636324176971357e-06,9.805441791854719e-09
1906,1.0067168751959343e-06,1.8004646384905953e-08
1907,1.030111567601466e-06,1.9542804707839423e-08
1908,1.0613511740587e-06,8.349361202419914e-09
1909,8.565031279772484e-07,1.1552065082298668e-08
1910,1.091810023723383e-06,1.2291546447329438e-08
1911,9.816089772129999e-07,9.576673676292558e-09
1912,8.710152243907032e-07,1.1460726589973547e-08
1913,8.452965651883915e-07,2.0681659052002033e-08
1914,9.187932459298054e-07,1.205413840965619e-08
1915,8.505709878647849e-07,1.4136913861761968e-08
1916,8.097759307545971e-07,2.966614687238689e-08
1917,8.246751193041746e-07,1.6449636319748606e-08
1918,7.546549269932257e-07,1.9526840588923733e-08
1919,6.832223444774854e-07,2.301962176431971e-08
1920,6.565124976987136e-07,3.180337415642498e-08
1921,7.345565116168018e-07,4.316466117870732e-08
1922,8.366578896357169e-07,2.87739485571592e-08
1923,7.484243660371703e-07,1.9108706172943357e-08
1924,8.792087937692372e-07,4.640984840875717e-08
1925,9.579412996174597e-07,2.3096173862313663e-08
1926,7.612812815693815e-07,1.671920735191179e-08
1927,7.726413127073783e-07,3.5677519605314956e-08
1928,8.032506730870637e-07,1.4853853258500749e-08
1929,8.656096017745085e-07,2.0052731031228177e-08
1930,7.100435919227266e-07,2.10072066408884e-08
1931,7.00288884658562e-07,1.8248570654577634e-08
1932,8.121016694673244e-07,1.753525857850491e-08
1933,6.744749416753848e-07,2.1794258842078307e-08
1934,6.110605959008808e-07,1.1981580172459871e-08
1935,6.259412757003702e-07,1.3165112555668657e-08
1936,7.068708445245875e-07,1.33371855781661e-08
1937,7.013253018328669e-07,6.295559074054324e-09
1938,6.210337772927232e-07,2.463390735840676e-08
1939,7.310556071615792e-07,1.070583532936098e-08
1940,7.50591727438632e-07,5.0715658339584024e-09
1941,7.644391892824842e-07,8.854508237732261e-09
1942,7.555187195862345e-07,3.034211815133858e-08
1943,6.067761706418651e-07,8.709705845433291e-09
1944,5.815866721547991e-07,1.2852744646352221e-08
1945,5.315549813644793e-07,2.3963544037997053e-08
1946,5.554520754458281e-07,1.5313214696277555e-08
1947,4.816031857757253e-07,1.0728784083369192e-08
1948,4.7510149592255857e-07,2.5005341797168512e-08
1949,6.253434357006427e-07,7.853606653895895e-09
1950,6.26422774985258e-07,2.339779503479633e-08
1951,6.51411619756459e-07,1.0661401650402524e-08
1952,6.35851671759724e-07,1.370824520563474e-08
1953,6.572034489948919e-07,1.6160740301529586e-08
1954,5.482392735345343e-07,1.7590565004610426e-08
1955,5.302868579803999e-07,3.003394466460918e-08
1956,5.119310024781498e-07,2.4419195998603982e-08
1957,5.48655819443411e-07,1.1485549233913872e-08
1958,5.931198465702892e-07,2.0680609225109947e-08
1959,5.138746086430501e-07,1.3176271629333769e-08
1960,4.830741744399347e-07,1.038124963770315e-08
1961,4.947089333739996e-07,1.1811870759270704e-08
1962,4.718415551607791e-07,2.3465239085140865e-08
1963,4.972395082347703e-07,9.052474103654617e-09
1964,5.305220174278702e-07,6.083968440151466e-09
1965,4.492547596157692e-07,1.8057742523502895e-08
1966,4.7248308021607954e-07,1.8832853498906843e-08
1967,4.5457693609307626e-07,1.4791006530678885e-08
1968,5.048351185976685e-07,2.649935382237345e-08
1969,5.068601822699748e-07,1.4987800667221052e-08
1970,4.796470083334725e-07,1.931464446713882e-08
1971,4.83523194816371e-07,1.5929032315398217e-08
1972,5.022413542832282e-07,2.2059631621385023e-08
1973,4.972909701805861e-07,1.268036875501366e-08
1974,4.7029780070317884e-07,1.1813700240281833e-08
1975,4.2836102398524645e-07,1.5420996479775795e-08
1976,4.86221148676691e-07,1.7711933142372516e-08
1977,4.266543554010127e-07,3.055926645068041e-08
1978,4.556433665925397e-07,1.3663360221016774e-08
1979,3.9149702502072614e-07,1.462993370893173e-08
1980,4.349140336756818e-07,1.591842213599648e-08
1981,3.529656584788654e-07,2.84649726012276e-08
1982,4.1714415122129367e-07,1.5518756057986138e-08
1983,3.8333967289361226e-07,1.0104505676622466e-08
1984,4.0477079465972565e-07,2.145633182237816e-08
1985,3.9702681675635176e-07,1.6242006850575308e-08
1986,3.3089560824706155e-07,1.1389522436289212e-08
1987,3.8375929101164274e-07,1.4665960446080817e-08
1988,3.1601838568207086e-07,1.139345240375178e-08
1989,3.709970526344364e-07,1.2073869015694072e-08
1990,4.173666727780301e-07,1.1442167213715493e-08
1991,3.1182993787126634e-07,7.6199047072123e-09
1992,3.818391354215578e-07,1.8182815253453555e-08
1993,3.1628873653488654e-07,1.1632335983335906e-08
1994,3.492001487970242e-07,1.160483886764041e-08
1995,3.134176509433928e-07,1.7351842074297963e-08
1996,3.4484074618035265e-07,7.473328622609188e-09
1997,3.2988873677197716e-07,9.589788629860152e-09
1998,3.156501664491884e-07,1.6211639364271946e-08
1999,3.656160831866373e-07,1.279656292041409e-08
2000,3.127966237137514e-07,1.502130686503733e-08
2001,3.0537047379652904e-07,1.533424121014093e-08
2002,3.369159262689436e-07,1.752488643091965e-08
2003,3.3460391435369274e-07,1.9584538435424292e-08
2004,2.858709411412974e-07,2.0262039879259675e-08
2005,2.940948569118973e-07,1.306087415997581e-08
2006,3.471381315733879e-07,1.729513776638214e-08
2007,3.1236829656222653e-07,1.5578470069499417e-08
2008,3.2995157628334937e-07,1.9158478581360328e-08
2009,3.247139055417847e-07,2.0026408975581944e-08
2010,3.131874706241433e-07,1.6533275637442557e-08
2011,3.5486458749289795e-07,1.9884654700597082e-08
2012,3.8570182425701205e-07,2.1787216974988866e-08
2013,2.783546673157389e-07,2.5659950830814182e-08
2014,3.109579207460911e-07,2.4252985231232316e-08
2015,3.754878585837673e-07,2.79288497884167e-08
2016,4.2669605626599605e-07,3.666271974900326e-08
2017,2.8350940928234536e-07,2.2388940479345365e-08
2018,3.198437168450141e-07,2.7621693821089366e-08
2019,3.431078550164557e-07,2.6275174147549762e-08
