year,petites_ADJ orties_NOUN,petites_ADJ sorties_NOUN
2003,4.1669229178253886e-10,1.4584229823810801e-08
2004,0.0,9.690540647699919e-09
2005,0.0,1.4411998705554652e-08
2006,0.0,1.070651389767363e-08
2007,0.0,1.917350189728495e-08
2008,0.0,1.3198063086861112e-08
2009,0.0,2.384096253749135e-08
2010,4.723793023408973e-10,1.3698999823397173e-08
2011,7.64794394481072e-10,2.370862617340208e-08
2012,0.0,2.0765941854961056e-08
2013,0.0,2.7891251197509348e-08
2014,2.1654451842767486e-10,2.2520630693634303e-08
2015,2.2165753954528356e-10,2.4160671685535817e-08
2016,0.0,2.982729632727832e-08
2017,0.0,2.3898308498804255e-08
2018,5.162933414126769e-10,3.639868140226099e-08
2019,0.0,2.806086563111876e-08
