year,es_VERB en_ADP,es_VERB sans_ADP
1869,3.369628132077196e-08,1.953407746668745e-08
1870,1.6628741050794815e-08,1.9495765002375265e-08
1871,2.1242353653860846e-08,3.9298356568906456e-08
1872,4.051717183983783e-08,1.2094679036067646e-08
1873,3.4718826924518e-08,3.591602570907071e-09
1874,2.2584022474347876e-07,2.2106053876314036e-08
1875,5.607096653648114e-08,1.2587359599081083e-08
1876,2.8416270225761764e-08,1.5115036333668286e-08
1877,2.6594708657512456e-08,1.6699003069220453e-08
1878,4.1065803202400275e-08,2.4760263173106978e-08
1879,7.331190232662266e-08,1.3440515367335593e-08
1880,3.5939940801199555e-08,1.3477476912271413e-08
1881,3.346803723047742e-08,1.673401861523871e-08
1882,2.3959387362992857e-08,9.317538740560849e-09
1883,3.09647596452578e-08,8.21514056781325e-09
1884,4.357119820497246e-08,3.630933420595284e-08
1885,3.996294140051759e-08,2.6427105837001363e-08
1886,4.646494033977433e-08,1.7424351739236954e-08
1887,3.395040693021656e-08,1.697520346510828e-08
1888,4.5018364147608736e-08,1.0779045211961602e-08
1889,3.633779144252003e-08,1.7542383545787743e-08
1890,2.818386235503567e-08,2.2940351840361473e-08
1891,1.8485238229004608e-08,1.8485238229004608e-08
1892,9.026658176480851e-08,7.522214851007902e-09
1893,2.771287377356657e-08,1.1085149687062312e-08
1894,2.7096618282484997e-08,9.452309157609307e-09
1895,2.2870734639468537e-08,1.023164486468886e-08
1896,2.7716035688740703e-08,1.2973464080801023e-08
1897,3.088158351260972e-08,9.905413378419325e-09
1898,3.395012981854961e-08,1.4145887128336199e-08
1899,3.814029270188257e-08,7.738609753005221e-09
1900,2.906989848838748e-08,1.5054054003371675e-08
1901,3.4650181390816215e-08,1.5089595351014395e-08
1902,3.0443761289689064e-08,1.6694965410124496e-08
1903,4.212171944573129e-08,2.430099144135056e-08
1904,4.03096898082822e-08,1.289910045443321e-08
1905,3.612531429553201e-08,1.2385822145688508e-08
1906,2.623534101076075e-08,1.7490227932626112e-08
1907,2.262851062084792e-08,1.7485668024619372e-08
1908,2.89771957540097e-08,1.620758460774141e-08
1909,3.740668930163338e-08,1.320236009405562e-08
1910,5.2907090264397993e-08,1.0153886620400954e-08
1911,1.8621308939259507e-08,1.1704822888702893e-08
1912,3.229841283314272e-08,1.40654377034366e-08
1913,3.075734156254839e-08,1.5378670781274195e-08
1914,4.486818383497848e-08,1.0045115850232378e-08
1915,3.7698438148936475e-08,1.4136913861761968e-08
1916,2.7468654906215306e-08,5.493730803607377e-09
1917,2.7416060532914344e-08,9.869782324756216e-09
1918,4.5945505178224266e-08,1.378365155346728e-08
1919,2.3940405213807026e-08,1.3811772170413406e-08
1920,4.0132828615924154e-08,4.543339038320937e-09
1921,3.180553775905537e-08,3.7863738810983705e-09
1922,2.5822775029382683e-08,1.475587119159627e-08
1923,3.3971033985835675e-08,2.229349149729387e-08
1924,2.836157442231979e-08,1.4180787211159895e-08
1925,2.969508017258704e-08,1.6497267552040284e-08
1926,6.576221522891501e-08,1.0031524944054127e-08
1927,2.1183527820767267e-08,6.689535148041159e-09
1928,3.085031252680892e-08,2.0566874425753667e-08
1929,2.33948540540041e-08,1.1140405931087116e-08
1930,3.466189113510154e-08,1.470504518152893e-08
1931,3.649714130915527e-08,6.843213995466613e-09
1932,3.287861005674131e-08,5.4797681947604815e-09
1933,2.2941325283909464e-08,4.588264879146209e-09
1934,4.7926320689839486e-08,1.1981580172459871e-08
1935,2.8723881939640705e-08,1.0771455727365264e-08
1936,2.9099314957647948e-08,2.7886843056990074e-08
1937,2.7700460591972842e-08,2.2664012888640173e-08
1938,3.8895642262559704e-08,7.779128452511941e-09
1939,2.7529290846928234e-08,3.058810094103137e-09
1940,4.057252667166722e-08,0.0
1941,5.312704587367989e-08,2.9515025978810172e-09
1942,5.76500234217292e-08,9.102635090130207e-09
1943,5.8064703267746154e-08,1.7419411690866582e-08
1944,4.819779064746399e-08,2.5705489292704442e-08
1945,4.1391576388605245e-08,2.3963544037997053e-08
1946,2.3665876369705074e-08,1.6705325123211878e-08
1947,5.1259746669529704e-08,2.0265479960812627e-08
1948,4.022598432129598e-08,1.848220954059343e-08
1949,3.6322930441201606e-08,1.8652315247891238e-08
1950,8.401935502888591e-08,1.808011518278363e-08
1951,2.8785784422780125e-08,1.5992101864981123e-08
1952,3.268889159357968e-08,1.7926167217297007e-08
1953,3.663101466599983e-08,2.1547654327491728e-08
1954,3.224936762080688e-08,1.3681550115052232e-08
1955,2.2525458831523792e-08,2.3464020060259827e-08
1956,5.4943193106282706e-08,1.3953826538681824e-08
1957,4.59421976017893e-08,1.236905244894615e-08
1958,2.5643954515430778e-08,1.3235589513271862e-08
1959,3.720359131875739e-08,1.0851047171911432e-08
1960,3.252791813679323e-08,1.868625076895114e-08
1961,4.238377115939329e-08,2.779263752472616e-08
1962,5.2638238656754766e-08,9.512934440181198e-09
1963,4.332255798544793e-08,1.3578711488548834e-08
1964,5.1105335074908e-08,2.007709554163739e-08
1965,3.8851506900527966e-08,9.849678406226303e-09
1966,4.3204781974282014e-08,1.7725039214155913e-08
1967,5.571279260152551e-08,1.5284040699725665e-08
1968,3.8626176035450044e-08,2.1558795637588446e-08
1969,4.859681013158479e-08,2.361714024345929e-08
1970,5.28853369985427e-08,2.1614008360870685e-08
1971,5.1897814046242274e-08,1.6956711590410123e-08
1972,3.796308689629768e-08,1.2825367434743384e-08
1973,3.583582497412863e-08,1.4885650045926013e-08
1974,3.037808582462276e-08,1.518904291231138e-08
1975,4.7976435268992645e-08,1.7134439644905797e-08
1976,3.428116102099921e-08,1.314111219841152e-08
1977,3.937443793233797e-08,2.2331770210826107e-08
1978,4.514849294423584e-08,1.9603952239322098e-08
1979,3.043026097770962e-08,1.8141117053005473e-08
1980,3.865902442612423e-08,1.3644362084619388e-08
1981,3.858585273519566e-08,1.0753434587229549e-08
1982,3.662426451001011e-08,1.1173503899897241e-08
1983,3.915495838668903e-08,1.2630632539867293e-08
1984,3.2474446243213606e-08,1.5657322549600394e-08
1985,3.007778914820847e-08,1.5038894574104233e-08
1986,4.3160294893596074e-08,8.991728250862252e-09
1987,3.6053819485459826e-08,1.1610551631235921e-08
1988,4.9771397669928774e-08,1.0793796967334401e-08
1989,3.951447880012893e-08,1.2622680678475717e-08
1990,3.8140555602694803e-08,1.0897301727652575e-08
1991,4.9822453718206816e-08,1.1722930182145319e-08
1992,5.4548447536717504e-08,1.8182815253453555e-08
1993,4.154405530698568e-08,1.827938511667071e-08
1994,4.0616935592652226e-08,1.3714808844156323e-08
1995,4.175286960617086e-08,1.1929391696696712e-08
1996,4.217092808289635e-08,1.3879040139386234e-08
1997,5.178485906753849e-08,1.8220598363427598e-08
1998,4.72044803245808e-08,1.6688451509594415e-08
1999,4.2959889867688617e-08,1.0968483010742602e-08
2000,3.976228413193894e-08,1.4137700787841823e-08
2001,4.600272518473503e-08,1.445799924226776e-08
2002,4.5126579806265e-08,1.1391176002462089e-08
2003,6.333722524232144e-08,9.58392298855415e-09
2004,4.801222530659288e-08,1.761916479381398e-08
2005,5.044199724579812e-08,1.3511249008502091e-08
2006,6.094477100759832e-08,1.6883348052942893e-08
2007,6.91044945710928e-08,1.677681460421354e-08
2008,7.365370890966005e-08,2.3415918093405708e-08
2009,7.343016505956257e-08,1.6211854969583328e-08
2010,1.1100913610562202e-07,2.172944846279279e-08
2011,1.189255272038281e-07,2.1796640936599943e-08
2012,1.3548925892337138e-07,2.5872321174347235e-08
2013,1.584222957262682e-07,3.346950094851309e-08
2014,1.7063707957731822e-07,3.572984397237633e-08
2015,1.6380492695589055e-07,3.8568412463746427e-08
2016,1.7047128153535596e-07,4.163393541034566e-08
2017,1.9546300222827995e-07,3.848885299362337e-08
2018,2.0987324944599095e-07,3.5882386839602987e-08
2019,1.9974234533037816e-07,3.851991436931712e-08
