year,bonnes_ADJ herbes_NOUN
1900,2.8550791952852705e-08
1901,2.459045056468767e-08
1902,2.8479647085077886e-08
1903,2.592105730059302e-08
1904,1.666133897515465e-08
1905,8.257214467732865e-09
1906,2.777859720026754e-08
1907,1.6457098794830927e-08
1908,3.437972395659017e-08
1909,1.925344328412848e-08
1910,3.153049021875631e-08
1911,3.511446777793026e-08
1912,1.927485904218429e-08
1913,8.484783542428431e-09
1914,2.276892807628883e-08
1915,8.246533234057551e-09
1916,7.69122365795738e-09
1917,9.869782324756216e-09
1918,1.8378202071289707e-08
1919,7.366278698128781e-09
1920,1.817335615328375e-08
1921,1.060184651180407e-08
1922,1.623145884366295e-08
1923,1.9108707505210987e-08
1924,2.4494086758863887e-08
1925,1.7597084678300234e-08
1926,2.3406890647947876e-08
1927,2.5643217327342427e-08
1928,2.8565102283550914e-08
1929,3.4535258208734376e-08
1930,1.1553964007759987e-08
1931,1.9389105432310316e-08
1932,2.4110979879310435e-08
1933,3.670611903316967e-08
1934,3.354842448288764e-08
1935,3.8298509252854274e-08
1936,2.5461901032031165e-08
1937,1.1332006444320086e-08
1938,1.5558256905023882e-08
1939,7.647025235257843e-09
1940,7.100192078723921e-08
1941,3.836953510472085e-08
1942,3.034211815133858e-08
1943,6.096794180621146e-08
1944,2.2492303131116387e-08
1945,2.6142048525912287e-08
1946,2.0881657292193267e-08
1947,2.7418003867296648e-08
1948,3.8051606310318675e-08
1949,1.1780409536754632e-08
1950,3.19060831088791e-08
1951,5.863770979885885e-08
1952,2.741649041126948e-08
1953,1.6160740301529586e-08
1954,1.172704333640695e-08
1955,1.407841132561316e-08
1956,1.3953826538681824e-08
1957,1.3252556385623393e-08
1958,1.5717262158432277e-08
1959,1.5501495198577686e-08
1960,2.7683333403416555e-09
1961,1.389631876236308e-08
1962,9.512934440181198e-09
1963,1.1638896069143811e-08
1964,1.2776333768727e-08
1965,2.188817305182056e-08
1966,1.5509408868297214e-08
1967,1.9228309611207806e-08
1968,1.4821671889819754e-08
1969,1.090021850558287e-08
1970,2.6212733317265702e-08
1971,2.5178147566862208e-08
1972,1.2825367434743384e-08
1973,1.1026407342740185e-08
1974,1.6314157136321228e-08
1975,1.599214449754527e-08
1976,1.1427053969725876e-08
1977,2.2331770210826107e-08
1978,2.3762364520507617e-08
1979,1.8726314721106974e-08
1980,1.4781392110307934e-08
1981,1.5813874654213578e-08
1982,2.7313010519947056e-08
1983,3.789189761960188e-08
1984,1.4497521405587577e-08
1985,3.789801539255677e-08
1986,2.2779044428489215e-08
1987,1.649920555735207e-08
1988,1.798966131616453e-08
1989,1.8659616074501173e-08
1990,2.6153525567451652e-08
1991,1.52398094144246e-08
1992,1.652983172562017e-08
1993,2.8803878393546256e-08
1994,2.637463225596548e-08
1995,1.6809597269684673e-08
1996,2.2953797085278893e-08
1997,2.3015493511024943e-08
1998,2.2410207023426665e-08
1999,1.8737825513426287e-08
2000,1.767212509662386e-08
2001,2.3220422917802352e-08
2002,2.3658596859377212e-08
2003,2.5834921757450502e-08
2004,1.4095332012686868e-08
2005,2.477062288619436e-08
2006,2.5119128110873135e-08
2007,1.757570977645173e-08
2008,2.1287197782271505e-08
2009,2.62250594573743e-08
2010,1.6533276081531767e-08
2011,1.9502257586623273e-08
2012,2.8595723122748495e-08
2013,1.840822605458925e-08
2014,2.8800421603136783e-08
2015,2.1722438958704515e-08
2016,1.9263461936702697e-08
2017,2.0124890198758294e-08
2018,1.6005094138904497e-08
2019,2.984655722571006e-08
