year,mieux_ADV eu_VERB,mieux_ADV su_VERB
1917,1.5352993543160665e-08,6.908847183240141e-08
1918,8.040463406189247e-09,1.0912057746281789e-07
1919,2.762354567309444e-09,1.0589025795093576e-07
1920,9.843901693784574e-09,9.389567168227586e-08
1921,7.572747762196741e-09,9.238751630391562e-08
1922,3.6889677978990676e-09,9.73887510080651e-08
1923,3.1847844361720945e-09,1.2208340649522142e-07
1924,6.445812328337297e-09,1.0957880625106498e-07
1925,3.299453377181294e-09,1.0228305313830788e-07
1926,1.2260752413340015e-08,1.0031524766418443e-07
1927,3.3447675740205796e-09,9.476841000832792e-08
1928,4.570416489713125e-09,7.998228568339982e-08
1929,7.798284684668033e-09,1.0137770090068443e-07
1930,5.2518016602221e-09,7.562594817045465e-08
1931,1.3686427990933225e-08,1.094914239274658e-07
1932,7.6716757391182e-09,9.206011075679754e-08
1933,3.4411986593596566e-09,6.76769076335404e-08
1934,7.188948103475923e-09,5.99079026386562e-08
1935,1.196828414151696e-09,1.05320897780814e-07
1936,1.2124714565686645e-09,7.032334670142859e-08
1937,8.813782592653752e-09,1.0954272511298768e-07
1938,1.2965214457594243e-09,6.871563584809337e-08
1939,9.176430282309411e-09,1.1164657109929976e-07
1940,2.5357829169792012e-09,6.339457314652464e-08
1941,2.9515025978810172e-09,7.67390702094417e-08
1942,3.034211815133858e-08,9.709477666319799e-08
1943,0.0,1.1903264152124393e-07
1944,0.0,7.069009200222354e-08
1945,4.357008087652048e-09,1.1546071476686848e-07
1946,4.1763312808029696e-09,1.0162406116620559e-07
1947,4.7683483828109274e-09,1.2040079400144066e-07
1948,6.523132700664291e-09,1.0002136874298628e-07
1949,4.908504269707237e-09,1.0406029105070047e-07
1950,2.1270722960764488e-09,7.12569203642488e-08
1951,0.0,1.130108557845233e-07
1952,5.272402070488624e-09,7.27591498161928e-08
1953,0.0,7.864893802889128e-08
1954,1.9545072227344917e-09,9.674810907966958e-08
1955,3.754243138587299e-09,8.822471642133678e-08
1956,5.232684952005684e-09,5.5815306154727296e-08
1957,3.534015080575159e-09,4.4175187952077977e-08
1958,7.445019267748876e-09,9.099467457307497e-08
1959,3.100299128533379e-09,7.673240531858028e-08
1960,3.460416619915918e-09,6.021125031896446e-08
1961,4.86371165564492e-09,9.4494964741898e-08
1962,5.7077609305622445e-09,7.546928132429187e-08
1963,9.69907976156037e-09,8.664511463862823e-08
1964,1.8251904432275978e-09,9.369311526619128e-08
1965,2.188817349590977e-09,7.879742369709675e-08
1966,4.431259803538978e-09,5.926809976131153e-08
1967,5.916402479044791e-09,9.90997435224017e-08
1968,6.287982134978165e-09,9.47688722774398e-08
1969,7.2668124850849836e-09,5.813449988067987e-08
1970,7.3579600190498695e-09,6.714138792163205e-08
1971,1.0276794970565106e-09,7.347908592691965e-08
1972,1.5390440033513642e-09,6.823095333174933e-08
1973,5.513203782392395e-10,6.174788325097325e-08
1974,2.2502286700643026e-09,5.7943387088421616e-08
1975,2.2845920710778955e-09,4.512069251561002e-08
1976,5.142174241967723e-09,5.999203267492703e-08
1977,2.3507127355770763e-09,5.465406971438824e-08
1978,5.940591352171509e-10,7.128709711423653e-08
1979,1.7555920051037788e-09,6.43717058546045e-08
1980,1.1370301367108482e-09,6.196814000825057e-08
1981,2.5302198114474095e-09,5.7562500155317053e-08
1982,4.966001831974154e-09,4.8418517195614186e-08
1983,3.157658134966823e-09,4.862793190341108e-08
1984,5.219107812592938e-09,6.262929019840158e-08
1985,4.210890747202711e-09,6.496802673616742e-08
1986,2.3977941854269602e-09,4.91547815784088e-08
1987,1.2221633705067347e-09,4.460896363411848e-08
1988,5.996553809062277e-10,5.4568641161267806e-08
1989,2.7440609784434855e-09,5.872290709252326e-08
1990,0.0,5.394164404037838e-08
1991,1.7584396161396398e-09,5.3925480969496675e-08
1992,3.30596661157756e-09,5.950739634386082e-08
1993,5.539207426075166e-10,5.096070998522606e-08
1994,1.5824779264761446e-09,5.327675722810454e-08
1995,1.626735190995987e-09,5.31400172754104e-08
1996,2.6690460952494277e-09,4.4306165847274315e-08
1997,0.0,6.137464758637634e-08
1998,2.86087753487152e-09,5.292623583841305e-08
1999,2.7421207526856506e-09,5.804155378541509e-08
2000,1.7672125984802278e-09,5.1249165244904304e-08
2001,3.066848330846028e-09,4.644084636296064e-08
2002,1.3143663935011318e-09,5.5203390303404376e-08
2003,2.5001538617175356e-09,5.792022994555168e-08
2004,1.3214374039449694e-09,5.197653757393894e-08
2005,2.251874686720612e-09,4.053374724755088e-08
2006,1.6471559671771274e-09,5.023825622174627e-08
2007,3.1955835755326234e-09,4.154258662070198e-08
2008,1.2772318758180745e-09,4.981204523857308e-08
2009,3.337734755248789e-09,5.4357395695703303e-08
2010,2.3618964561933353e-09,4.156937905008817e-08
2011,1.1471915639660324e-09,4.932924013711926e-08
2012,3.4042526575461807e-09,4.4936136478490596e-08
2013,1.9523875849358774e-09,3.988448643577058e-08
2014,3.031623174720721e-09,5.608503075849036e-08
2015,1.994917786518613e-09,5.2532837108154595e-08
2016,3.72841224560716e-09,4.909075868031465e-08
2017,7.54683426862357e-10,4.301695355479751e-08
2018,2.581466596041082e-09,5.059674745844234e-08
2019,5.867272001580659e-09,4.693817601264527e-08
