year,avez_VERB eu_VERB,avez_VERB su_VERB
1856,2.460200221321429e-06,4.188346167666168e-07
1857,2.294309297212749e-06,3.01677260949873e-07
1858,2.703756081245956e-06,3.6653634083450015e-07
1859,2.2069480110076256e-06,3.931157834813348e-07
1860,2.5174510938086314e-06,4.426136968049832e-07
1861,2.549450073274784e-06,4.6452242941086297e-07
1862,2.8196752737130737e-06,6.871857181067753e-07
1863,2.4833254883560585e-06,4.5351157496043015e-07
1864,2.533534143367433e-06,4.1810028506006347e-07
1865,2.6226537102047587e-06,4.391485788346472e-07
1866,2.5053041099454276e-06,4.0335930862056557e-07
1867,2.414758910163073e-06,3.8143099345688825e-07
1868,2.146869292118936e-06,3.5616491800283256e-07
1869,2.454456762279733e-06,4.395167252368992e-07
1870,2.2523342977365246e-06,3.6181847917760024e-07
1871,2.555455239416915e-06,4.715802788268775e-07
1872,2.6076127142005134e-06,4.50526783879468e-07
1873,2.2633082608081168e-06,3.9866790757514536e-07
1874,2.4071700863714796e-06,4.4869315729556547e-07
1875,2.570109927546582e-06,5.017779471927497e-07
1876,2.3156237602961482e-06,3.7908512240392156e-07
1877,2.49186246037425e-06,3.8716947869943397e-07
1878,2.0538941498671193e-06,3.677805011648161e-07
1879,2.3618651994183892e-06,3.787781679420732e-07
1880,2.452258968332899e-06,3.683843772250839e-07
1881,2.448047325742664e-06,4.0789169020172267e-07
1882,2.6847824301512446e-06,3.800224988026457e-07
1883,2.396925310677034e-06,3.3050142178581154e-07
1884,2.034643102888367e-06,3.300848447906901e-07
1885,1.8421626464260044e-06,3.783588056194276e-07
1886,1.8463359765519272e-06,3.258999186073197e-07
1887,1.9162393982696813e-06,4.3025613649660954e-07
1888,1.7962961464945693e-06,3.842412468202383e-07
1889,1.9515900930855423e-06,3.671370052416023e-07
1890,1.9617277757788543e-06,3.6573476336343447e-07
1891,1.7707583310766495e-06,3.218981134978094e-07
1892,1.833539840845333e-06,3.7109592199158214e-07
1893,1.7582278815098107e-06,3.861327115828317e-07
1894,1.7852261180451023e-06,3.7746221437373606e-07
1895,1.7748893696989398e-06,3.5630196748570597e-07
1896,1.6081197600215091e-06,3.320027417430538e-07
1897,1.7054790077963844e-06,3.61256240921648e-07
1898,2.094722958645434e-06,3.7231976079965534e-07
1899,1.8451056575941038e-06,3.7863912893953966e-07
1900,1.674633722359431e-06,3.0160018127389776e-07
1901,1.5654057961000944e-06,3.347654740082362e-07
1902,1.4779953971810755e-06,3.1082097962098487e-07
1903,1.5271823485818459e-06,3.520943607782101e-07
1904,1.777926058821322e-06,3.0957841090639704e-07
1905,1.8042013607555418e-06,3.1532238153886283e-07
1906,1.6060143934737425e-06,3.5083337479591137e-07
1907,1.6318241478074924e-06,3.5022762290282117e-07
1908,1.7268444025830831e-06,3.334833138524118e-07
1909,1.852181185313384e-06,3.6416511761672155e-07
1910,1.85548913123057e-06,4.398235944336193e-07
1911,1.6285665651594172e-06,3.192224369286123e-07
1912,1.7717242144499323e-06,4.4227985540601367e-07
1913,1.5304428870877018e-06,4.0302722936758073e-07
1914,1.4920344710844802e-06,3.8774146560172085e-07
1915,1.4325406709758681e-06,3.652036184575991e-07
1916,1.582194499860634e-06,2.604028566111083e-07
1917,1.5484591813219595e-06,4.2220733575959457e-07
1918,1.5276880276360316e-06,3.216185291421425e-07
1919,1.5082455320225563e-06,4.2264022681592905e-07
1920,1.6931510344875278e-06,3.5513767215888947e-07
1921,1.564529611641774e-06,2.9912351351413236e-07
1922,1.6954495549725834e-06,3.8807939972684835e-07
1923,1.766493824106874e-06,3.662502194856643e-07
1924,1.8525264522395446e-06,3.8417041992033774e-07
1925,1.857592224041582e-06,3.6843894690719026e-07
1926,1.6786084415798541e-06,4.0460483319293417e-07
1927,2.238764409412397e-06,3.8018856685084756e-07
1928,1.7196191492985236e-06,3.142161233427032e-07
1929,2.0721156488434644e-06,3.509227894937794e-07
1930,1.7246917423108243e-06,3.2351098866456596e-07
1931,1.6115768630697858e-06,3.3987961955972423e-07
1932,1.6362588439733372e-06,3.0577106713280955e-07
1933,1.5405099702547886e-06,2.9823721092725464e-07
1934,1.6055317928476143e-06,3.067284524149727e-07
1935,1.6181120372493751e-06,3.494739075904363e-07
1936,1.416166696799337e-06,2.728060906065366e-07
1937,1.4832337456027744e-06,3.047050540772034e-07
1938,1.4871101257085684e-06,2.9819992164448195e-07
1939,1.4605818705604179e-06,2.492930093467294e-07
1940,1.1132086683574016e-06,2.332920274739081e-07
1941,1.7207260043505812e-06,2.597322179553885e-07
1942,1.514071641395276e-06,3.974817559537769e-07
1943,1.5387146277134889e-06,3.2225909762928495e-07
1944,1.84436885319883e-06,4.498460555169004e-07
1945,1.7950873143490753e-06,3.0281205454230076e-07
1946,1.5661241832276573e-06,3.160090784604108e-07
1947,2.2768863345845602e-06,3.9577292909598327e-07
1948,1.6057778111644438e-06,2.6744842784864886e-07
1949,1.5245814211084507e-06,2.522971271901042e-07
1950,1.7644064200794674e-06,3.19060831088791e-07
1951,1.888134306682332e-06,3.9660415040998487e-07
1952,1.4984166227804963e-06,3.2583443498879205e-07
1953,1.5201870837699971e-06,3.2106004255183507e-07
1954,1.557742280056118e-06,2.9610785645672877e-07
1955,1.6171402421605308e-06,3.0221656288631493e-07
1956,1.6081785361166112e-06,2.9564668579951103e-07
1957,1.6044429003159166e-06,3.0745931667297555e-07
1958,1.5609723504894646e-06,3.2344470923817426e-07
1959,1.6888880054466426e-06,2.7747677222578204e-07
1960,1.5668766764065367e-06,2.9551958391493827e-07
1961,1.6084989056253107e-06,3.0849827226120397e-07
1962,1.8442409555063932e-06,3.5261277275822067e-07
1963,1.620392936274584e-06,3.1425020097231027e-07
1964,2.0551644865918206e-06,3.0541519890903146e-07
1965,1.570476456436154e-06,2.58827640209347e-07
1966,1.531000293653051e-06,2.4316537405866256e-07
1967,1.698993628451717e-06,3.199787670382648e-07
1968,1.642061647544324e-06,2.919420296620956e-07
1969,1.5750815691717435e-06,3.283690830357955e-07
1970,1.5741435390737024e-06,3.8905213273210393e-07
1971,1.5980416492311633e-06,3.283435887624364e-07
1972,1.357949827252014e-06,2.652285786552966e-07
1973,1.3060779338047723e-06,2.122583424579716e-07
1974,1.2623783050003112e-06,2.2839820701392455e-07
1975,1.2285394177524722e-06,2.284592142132169e-07
1976,1.1849854217871325e-06,2.633935878293414e-07
1977,1.1248160944887786e-06,1.8629398823577503e-07
1978,1.2142568266426679e-06,2.4534642761864234e-07
1979,1.4916680584065034e-06,2.2003419530847168e-07
1980,1.3144068589099334e-06,2.336596907070998e-07
1981,1.345444388789474e-06,2.2392445941932237e-07
1982,1.2222571967868134e-06,1.887080713913747e-07
1983,1.2933767266076757e-06,2.1787840864817554e-07
1984,1.220691274284036e-06,2.3833925411054224e-07
1985,1.0581367178019718e-06,2.1716164155805018e-07
1986,1.2978060794921475e-06,2.4877115833987773e-07
1987,1.1421116141718812e-06,2.5176564122375567e-07
1988,1.1387455742806196e-06,2.02083867861802e-07
1989,1.4230701026463066e-06,2.5519767632431467e-07
1990,1.1333194152030046e-06,2.163114487530038e-07
1991,1.206875708703592e-06,2.2683870781747828e-07
1992,1.031461579259485e-06,2.1929577087576035e-07
1993,1.2153020634286804e-06,2.60342744695663e-07
1994,1.3588211231763125e-06,2.558339531333331e-07
1995,1.0514131645322777e-06,2.1581354303634726e-07
1996,1.09964696548559e-06,2.3968033247001586e-07
1997,1.0898795608227374e-06,2.3830625650589354e-07
1998,1.0661536862244247e-06,2.040759312649243e-07
1999,1.1768267995648785e-06,2.2393986398583365e-07
2000,9.450169500269112e-07,2.3283025996079232e-07
2001,1.0931123597401893e-06,1.8488714204067946e-07
2002,1.049740717462555e-06,1.910212574784964e-07
2003,1.1121517218271038e-06,1.845946826506406e-07
2004,9.981256425817264e-07,1.9689416319579323e-07
2005,1.0691901479731314e-06,1.9636348724816344e-07
2006,1.181010816253547e-06,2.66839265350427e-07
2007,1.5163044508881285e-06,2.620378438678017e-07
2008,1.4603018598791095e-06,2.4011958998926275e-07
2009,1.6278609109576792e-06,2.837074646322435e-07
2010,1.97690746972512e-06,3.292483654604439e-07
2011,2.227463710369193e-06,3.6786610735362046e-07
2012,2.707061867113225e-06,3.7514865880439174e-07
2013,3.035683675989276e-06,3.862938058318832e-07
2014,3.1468248380406294e-06,4.2594305682541744e-07
2015,3.217580797354458e-06,3.9654534589317336e-07
2016,3.2928091968642548e-06,4.2856024151660677e-07
2017,2.8154722713225055e-06,3.609902137213794e-07
2018,3.226317176086013e-06,4.3265382032586785e-07
2019,3.3479163903393783e-06,4.308618315462809e-07
