year,ses_DET ombres_NOUN,ses_DET sombres_ADJ
1837,1.9273357465543484e-07,1.5585675372520313e-07
1838,2.947779655926297e-07,1.2056228926304868e-07
1839,2.244263460626783e-07,1.3913036323032202e-07
1840,2.3121970249562196e-07,1.178392423639707e-07
1841,2.9406110924057316e-07,1.4767261680148636e-07
1842,2.7235557320537396e-07,1.3014033717340112e-07
1843,2.8884794511796485e-07,1.1754752904380439e-07
1844,3.3425337919723574e-07,1.0538037775731368e-07
1845,2.8459162781935277e-07,1.1216258144486346e-07
1846,1.9963849240411946e-07,1.1065007488042511e-07
1847,3.0094186964646497e-07,1.0193192956364783e-07
1848,1.9791245220446285e-07,1.0941501216166216e-07
1849,2.756827561789521e-07,1.3742239790559552e-07
1850,2.4779835694488384e-07,1.0522943760804537e-07
1851,2.1799102345454457e-07,7.932809453770062e-08
1852,2.766981754831477e-07,1.2630458146034584e-07
1853,2.3947446559091645e-07,1.230218023007268e-07
1854,3.6473563191918856e-07,1.1170678926308852e-07
1855,3.269073225453667e-07,1.6186158546815932e-07
1856,3.1063134331432707e-07,1.1803991328829255e-07
1857,3.1729810245906265e-07,1.3717041058569635e-07
1858,2.8089699943834034e-07,1.2136316618338583e-07
1859,3.8649596900697247e-07,1.5123754226742392e-07
1860,3.730404776192131e-07,1.5150479368286618e-07
1861,2.8625898507161907e-07,1.3393337339184797e-07
1862,3.252950053767023e-07,1.206302331357989e-07
1863,3.366374499158553e-07,1.5133701358749363e-07
1864,3.744682528505905e-07,1.3329343406809357e-07
1865,2.706435380250838e-07,1.557965553233842e-07
1866,2.3208973232158314e-07,1.3088498818092376e-07
1867,2.790366533389488e-07,1.25687817487119e-07
1868,2.746570029188433e-07,1.0620729540278262e-07
1869,2.6468675096147365e-07,1.362501892421264e-07
1870,3.0046416288342925e-07,9.919904586652706e-08
1871,1.9436753961876718e-07,1.2001930826954776e-07
1872,2.068190061432773e-07,1.1852785208876782e-07
1873,2.3165837736982553e-07,1.0236067315982922e-07
1874,2.4197166847983453e-07,9.61912078878413e-08
1875,2.3229400869517747e-07,1.4532679415424354e-07
1876,2.769074693986795e-07,6.952917308566953e-08
1877,2.214164180891487e-07,1.8059662743041827e-07
1878,2.500182592068967e-07,1.0024887098225577e-07
1879,1.9122187522313538e-07,8.736335388448424e-08
1880,2.1435606800679352e-07,1.0204375278100031e-07
1881,1.8965220249800296e-07,9.761510938455231e-08
1882,2.1763109536721004e-07,8.785108618347692e-08
1883,1.889482348360616e-07,9.731782163457936e-08
1884,1.960704016923387e-07,1.0496698443773766e-07
1885,1.5018331478433566e-07,7.799219231552357e-08
1886,1.574645165369759e-07,8.583107047321903e-08
1887,1.7823963593954772e-07,1.0380990289604597e-07
1888,1.9338874479579715e-07,8.24279879907408e-08
1889,1.8294198778079362e-07,8.395283401796405e-08
1890,1.920435259705755e-07,9.503860659565433e-08
1891,1.2365986634677029e-07,8.605197032718337e-08
1892,1.4542948845175374e-07,6.644623340434919e-08
1893,1.9583764310215912e-07,7.759604958579303e-08
1894,1.5501786787552874e-07,6.67963135914107e-08
1895,1.6009514958170712e-07,9.088108043897591e-08
1896,1.3740077520196792e-07,7.84304887702092e-08
1897,1.182822828571517e-07,7.982597338695996e-08
1898,1.533414196730476e-07,6.393941065496733e-08
1899,1.420587576461685e-07,5.5275783950037294e-08
1900,1.240661631207729e-07,6.073532432537831e-08
1901,1.2854100028825144e-07,6.65059938231849e-08
1902,1.0900829972015913e-07,5.745032255477511e-08
1903,1.2906527047107375e-07,6.156251219913145e-08
1904,1.7360038917502152e-07,6.127072893491459e-08
1905,1.4501732703564585e-07,6.605771735168631e-08
1906,1.87762735803787e-07,8.590788413975758e-08
1907,1.3114250724255427e-07,5.348557152728972e-08
1908,1.4832394623631728e-07,4.37113645279652e-08
1909,1.9528491357334588e-07,7.756387149226995e-08
1910,1.64065429464344e-07,6.947396213874413e-08
1911,1.521627019940297e-07,7.501727317116291e-08
1912,1.59408293676222e-07,7.345283847826067e-08
1913,1.9674091689125817e-07,5.886318543701918e-08
1914,1.6206120445616534e-07,9.107571763422584e-08
1915,1.1545146350044888e-07,5.183535367603298e-08
1916,1.164670968556436e-07,9.778841092433765e-08
1917,2.017822048339113e-07,8.77313937053259e-08
1918,1.562147131650704e-07,8.155327080316965e-08
1919,1.1970202695721355e-07,9.48408382939192e-08
1920,1.7037521393703514e-07,7.723676187509909e-08
1921,2.0294962688183205e-07,8.405749585271849e-08
1922,1.992042628629065e-07,6.713921302248238e-08
1923,1.751631399926623e-07,9.129715383693338e-08
1924,1.7016944253711586e-07,7.73497496053821e-08
1925,1.9796720751585895e-07,7.58874247885899e-08
1926,2.0731817906849415e-07,1.0365908842402405e-07
1927,2.4305309764827143e-07,9.811317891461613e-08
1928,2.296634223908356e-07,7.19840591578702e-08
1929,1.7601842561276726e-07,5.7930112706827686e-08
1930,1.8276269564410086e-07,8.297846676441623e-08
1931,1.5055070967662232e-07,7.413481917240006e-08
1932,2.3234217971790372e-07,6.13734061349902e-08
1933,2.0303072045813053e-07,6.423570808600232e-08
1934,1.5456238955380286e-07,6.47005329312833e-08
1935,2.0585448101684278e-07,9.215579144239427e-08
1936,1.5155892585383413e-07,5.69861571264596e-08
1937,1.5612985915236521e-07,7.428759962735398e-08
1938,1.7762343906824185e-07,5.575042294481136e-08
1939,1.621169367638231e-07,3.364691014695609e-08
1940,1.6736167651743017e-07,6.085878823114399e-08
1941,1.7709015098787972e-07,9.149658097840074e-08
1942,2.214974539338499e-07,5.4615812983271894e-08
1943,2.3516204805673624e-07,1.0161323160673419e-07
1944,1.6065931163211644e-07,8.032965581605822e-08
1945,2.4181395286149154e-07,6.97121307347004e-08
1946,2.4222722050382117e-07,8.213451341276823e-08
1947,2.4199367576471786e-07,7.986983563412764e-08
1948,2.109146270967699e-07,9.349823826276804e-08
1949,1.5805384068201533e-07,7.166416238213458e-08
1950,2.063260069462558e-07,8.082874414228058e-08
1951,1.833761138492207e-07,4.904244965686644e-08
1952,2.0878711914917858e-07,5.905090350033504e-08
1953,2.456432688369148e-07,4.955960619668076e-08
1954,2.2281382738853495e-07,4.202190595492539e-08
1955,1.9146640362066591e-07,6.194501311895806e-08
1956,1.944814524978966e-07,7.500181786745941e-08
1957,2.1204090361326422e-07,6.62627832603846e-08
1958,1.9191604261337147e-07,4.880623505343351e-08
1959,1.7594198231662972e-07,4.5729410480532806e-08
1960,2.2907957841766802e-07,7.751333641614622e-08
1961,2.3345815503006406e-07,4.6552668553356824e-08
1962,2.340181923798923e-07,5.010145409656275e-08
1963,2.554091169670869e-07,5.754787302247877e-08
1964,2.3362438361651527e-07,6.935724150558542e-08
1965,2.1340969746930227e-07,6.511731465153048e-08
1966,2.2765597540441718e-07,5.262120894578004e-08
1967,2.021437588428654e-07,8.381570237858682e-08
1968,2.470278592792141e-07,7.770149679231508e-08
1969,1.9211636181903913e-07,5.813449988067987e-08
1970,2.1246109582762074e-07,5.6104443757476474e-08
1971,2.0913277953837905e-07,6.57714886997951e-08
1972,2.6368953687239127e-07,6.002271957239458e-08
1973,2.045398557193323e-07,5.568335681438441e-08
1974,1.5020276245003572e-07,4.1629231617434925e-08
1975,1.587791422785756e-07,4.169380662943922e-08
1976,2.0111614396078892e-07,3.256710257026896e-08
1977,1.8688166658620275e-07,3.055926606210235e-08
1978,1.9603950729418784e-07,5.465343932975486e-08
1979,1.8843353766229143e-07,5.676414227551163e-08
1980,1.6714342732093712e-07,4.32071438627446e-08
1981,2.0937569589207783e-07,3.668818771007665e-08
1982,1.7753456882374508e-07,3.600351294874571e-08
1983,2.3366668733260099e-07,4.8627934345901735e-08
1984,2.0296530434116278e-07,3.9433258713916786e-08
1985,2.0272431100476496e-07,3.9702683474196476e-08
1986,2.3018824046872055e-07,5.035367867112228e-08
1987,2.2426697388056027e-07,3.910922857786048e-08
1988,1.9368869152991408e-07,3.1781734577407406e-08
1989,1.9537715179041015e-07,4.939310083162951e-08
1990,1.9342710505521055e-07,3.759569211503333e-08
1991,2.0632356828587106e-07,5.216703924393329e-08
1992,2.0882688600565302e-07,3.636563050690711e-08
1993,1.9608794232794935e-07,3.545092752688106e-08
1994,1.904248558837196e-07,3.903445722208687e-08
1995,2.2340497629613765e-07,5.58512436299452e-08
1996,2.129898810654396e-07,2.9893315600659776e-08
1997,1.9515220150978507e-07,3.6920688173402993e-08
1998,2.2267163557465608e-07,4.3866790422342206e-08
1999,2.1479946088476254e-07,3.7932668228712885e-08
2000,2.3150485528589115e-07,5.964342641995302e-08
2001,2.050407128528775e-07,4.9945813707097386e-08
2002,2.1818483353364115e-07,4.644094619976613e-08
2003,2.3501445900464546e-07,4.458607438806439e-08
2004,1.986560893563194e-07,4.1405036066421985e-08
2005,2.0266873890228965e-07,4.638862194372706e-08
2006,2.071298623729234e-07,4.282605625682834e-08
2007,2.0052286520133578e-07,6.431111787552624e-08
2008,2.175551695182687e-07,7.109923960690878e-08
2009,2.1933685978581252e-07,8.439700893703161e-08
2010,2.220182704348872e-07,9.636537579016391e-08
2011,2.045825051588679e-07,8.795135814088084e-08
2012,2.437444956981949e-07,1.2255309922437618e-07
2013,2.3261303283561574e-07,1.441977621752244e-07
2014,2.7544463732098734e-07,1.3252524411200284e-07
2015,2.469265032445378e-07,1.5471696368507537e-07
2016,2.9495883024921454e-07,1.793780510794818e-07
2017,2.3093311618538337e-07,1.2955397732383744e-07
2018,2.6950512488355116e-07,1.4146437599116268e-07
2019,2.3265008808337484e-07,1.4055943120538927e-07
