year,énormes_ADJ sommes_NOUN
1963,2.3277792138287623e-08
1964,2.068549243006146e-08
1965,2.2435377999840966e-08
1966,2.7141465963609335e-08
1967,2.9582013283402375e-08
1968,2.919420261093819e-08
1969,2.043791091921321e-08
1970,1.8854771965948203e-08
1971,3.494110245583215e-08
1972,1.7955514408640738e-08
1973,1.6539610570021068e-08
1974,3.431598827319249e-08
1975,2.9699696924012642e-08
1976,2.856763359204706e-08
1977,3.408533544302372e-08
1978,3.2079192635592335e-08
1979,3.043026097770962e-08
1980,3.354238842234736e-08
1981,2.7199863694704618e-08
1982,3.1658260013500694e-08
1983,4.104955309003344e-08
1984,3.479405208395292e-08
1985,3.7296459254321235e-08
1986,3.7165808208783346e-08
1987,3.483165755824302e-08
1988,2.5785181989590455e-08
1989,3.237991919036176e-08
1990,2.942271493111548e-08
1991,4.9822453718206816e-08
1992,3.526364267258941e-08
1993,2.4926434250005514e-08
1994,3.850696472795789e-08
1995,2.76544991351102e-08
1996,3.3629980578098184e-08
1997,2.4453962410575514e-08
1998,3.909865853302108e-08
1999,2.696418732739403e-08
2000,3.048441854502926e-08
2001,2.190605918883648e-08
2002,2.3220474432150695e-08
2003,2.6668306674082487e-08
2004,2.2464435645019876e-08
2005,2.1167622321627277e-08
2006,1.7706927479821388e-08
2007,2.836080348345149e-08
2008,1.830699147831183e-08
2009,2.2887324035991696e-08
2010,2.220182793166714e-08
2011,2.370862617340208e-08
2012,2.4170194734551842e-08
2013,2.5659950608769577e-08
2014,2.3603352161671864e-08
2015,2.2830725754374726e-08
2016,2.3406142801718488e-08
2017,2.1131135952145996e-08
2018,2.5298373174109656e-08
2019,1.6836519733942623e-08
