year,deux_DET eaux_NOUN,deux_DET seaux_NOUN
1841,2.3370796498056734e-07,5.8426990356963415e-08
1842,1.9319803179485007e-07,3.6895457800056874e-08
1843,1.9374668625005143e-07,4.6664598629675424e-08
1844,1.877087925095111e-07,6.256959839134879e-08
1845,2.2209307815046486e-07,7.700714821368138e-08
1846,2.3944911009543546e-07,4.859236257814814e-08
1847,1.65032645327301e-07,1.0678583084455795e-07
1848,1.5125016261663404e-07,4.183515400768556e-08
1849,1.5585712276333652e-07,3.7707368560901955e-08
1850,1.6904599853262425e-07,4.412847331991543e-08
1851,1.5027193001060368e-07,4.2566297153712185e-08
1852,2.0833745395520964e-07,4.622487170813372e-08
1853,2.538071157687227e-07,7.226037679330943e-08
1854,1.8964175563240815e-07,4.0006614743237634e-08
1855,2.3668939874710304e-07,7.376642585654736e-08
1856,1.8275478141926982e-07,7.610468344410037e-08
1857,2.7580525463477557e-07,6.394777196661039e-08
1858,2.025981833408963e-07,2.9851423999360804e-08
1859,2.597008528226752e-07,8.351164204611905e-08
1860,2.4716792201839866e-07,7.506581889415997e-08
1861,2.1316155418560356e-07,6.602349000850438e-08
1862,2.512000492060906e-07,5.2860439692103967e-08
1863,2.2625632700723486e-07,4.844782086621535e-08
1864,3.1932889443808676e-07,4.027571565146104e-08
1865,3.0406213258338255e-07,4.283228216550583e-08
1866,3.0604706369175005e-07,5.838735595009581e-08
1867,2.0964146330015865e-07,6.308654754150211e-08
1868,3.7197252522602753e-07,6.668829843903268e-08
1869,2.500361775403803e-07,6.690421239241573e-08
1870,2.9645032917358094e-07,8.02766848551073e-08
1871,3.313807326321694e-07,5.8416475212652585e-08
1872,2.3100835733202985e-07,7.559173909044148e-08
1873,2.4722197355941944e-07,1.1852288395175492e-07
1874,2.4973866263877653e-07,6.990292644726281e-08
1875,3.2269414429464405e-07,7.323554984672853e-08
1876,2.9867314310649817e-07,1.1729268778459812e-07
1877,3.6861502650253897e-07,8.349501534610226e-08
1878,2.6571990474622e-07,8.575505949792728e-08
1879,3.048553307571922e-07,9.469454420596435e-08
1880,2.7147488346201953e-07,8.407378659924802e-08
1881,3.158545851533745e-07,4.6715799728591634e-08
1882,3.108064907664243e-07,4.991538782306293e-08
1883,3.4756363653798417e-07,4.0443769777631644e-08
1884,3.630933216314247e-07,7.129832990671048e-08
1885,2.945655560582239e-07,5.9299847698923713e-08
1886,3.4913240387624e-07,5.6145136539953455e-08
1887,3.832478638887693e-07,6.594214130295484e-08
1888,3.265416665954035e-07,8.052580291462164e-08
1889,2.618827292799608e-07,5.325366103647866e-08
1890,2.91670203989014e-07,6.226667448316903e-08
1891,2.5305653839069464e-07,4.334469738687119e-08
1892,2.3757662592771567e-07,6.83267842305213e-08
1893,2.4818419330774333e-07,5.788911483506354e-08
1894,2.6340435121952055e-07,6.679631692207977e-08
1895,2.5518925816925275e-07,6.319545065025522e-08
1896,2.2054888337841305e-07,4.658652930089602e-08
1897,3.123118581527251e-07,5.4188436404700724e-08
1898,2.3878257504605926e-07,6.337357705277213e-08
1899,3.0346405388570474e-07,6.356714976618605e-08
1900,2.922562937213158e-07,7.942311319730777e-08
1901,2.0957771351692855e-07,6.427049514812211e-08
1902,2.563168124414261e-07,7.365426046845869e-08
1903,2.543503780927381e-07,7.668312940189992e-08
1904,3.257022891389738e-07,6.180819056567088e-08
1905,3.158384638268785e-07,5.728442431518488e-08
1906,2.6441109790553696e-07,7.304742322133961e-08
1907,3.342848184928471e-07,5.91426991825017e-08
1908,3.153111804987674e-07,4.518477858539427e-08
1909,3.2455802134734313e-07,6.271121089085341e-08
1910,3.014100866671754e-07,6.519863848808427e-08
1911,2.2185960579790276e-07,5.1607629170113967e-08
1912,2.7870402474761136e-07,4.8447616363134216e-08
1913,2.487102257475726e-07,5.780258893750556e-08
1914,2.2634993790404678e-07,4.1519810090040465e-08
1915,4.1703897180056515e-07,5.4191506282386115e-08
1916,2.5820535798359856e-07,6.482602388224734e-08
1917,2.9499682341338485e-07,5.3735478733329956e-08
1918,2.6533529240424514e-07,7.925599732061528e-08
1919,2.0349345597470148e-07,5.893022803071801e-08
1920,2.1126525950876385e-07,4.921950669256603e-08
1921,2.0219235352669784e-07,4.8465583157852876e-08
1922,2.7150802139885855e-07,4.721878654745382e-08
1923,2.590291372506215e-07,4.4586980774141693e-08
1924,2.6427831256725653e-07,7.219309905437399e-08
1925,2.111650161396028e-07,6.268961572075682e-08
1926,3.2546725425852685e-07,4.681378040771733e-08
1927,3.177529165343529e-07,7.692965475758484e-08
1928,2.742249889386983e-07,4.456156144083678e-08
1929,2.428608536497734e-07,6.572839739149572e-08
1930,2.2897855211923002e-07,6.722306378215137e-08
1931,2.2582605918586296e-07,5.360517718600022e-08
1932,1.9727166034044785e-07,6.466126856174981e-08
1933,2.7070761943193133e-07,5.850037765320337e-08
1934,2.132721306224994e-07,5.03226385006883e-08
1935,2.1901960156611722e-07,2.6330225111337313e-08
1936,2.012702564613278e-07,5.334874408902124e-08
1937,2.0523522925586235e-07,5.666003266568964e-08
1938,1.9966430764295495e-07,6.223303006258618e-08
1939,3.3646911745677244e-07,5.047036566452334e-08
1940,3.575453888515767e-07,3.042939566988423e-08
1941,2.774412468653509e-07,8.854507971278736e-08
1942,2.973527655214525e-07,4.8547388331598995e-08
1943,3.280655676007882e-07,3.193558706371391e-08
1944,2.634812688029342e-07,9.639558129492798e-08
1945,3.7034567412774777e-07,8.931866934958066e-08
1946,3.549881455455761e-07,1.0301617159313992e-07
1947,3.0159803565688037e-07,6.437270450021515e-08
1948,2.989769223304961e-07,6.088257009650988e-08
1949,2.7487622922262034e-07,3.9268034157657894e-08
1950,2.190884502706325e-07,5.317680740191122e-08
1951,2.9851923954993254e-07,6.39684123449058e-08
1952,2.4463944647834523e-07,3.796129366406831e-08
1953,2.95202881805956e-07,4.74048422738349e-08
1954,3.3422074663391754e-07,5.374894840315392e-08
1955,3.0127802119750413e-07,4.8805161689813303e-08
1956,2.9739092788361177e-07,5.668742031339491e-08
1957,2.9509026200358335e-07,5.389372931263736e-08
1958,2.4072228282934205e-07,5.2942356720819816e-08
1959,2.7437647753814076e-07,3.4878365084978213e-08
1960,2.6368374606011713e-07,6.643999683753066e-08
1961,2.9668640832980486e-07,5.836453853547141e-08
1962,2.3592077491585428e-07,6.278536801573864e-08
1963,2.586421374850545e-07,7.177319094608947e-08
1964,2.482258998348641e-07,5.96228892923989e-08
1965,2.8016862541058174e-07,8.755269575999591e-08
1966,2.902475080279743e-07,4.597431946251618e-08
1967,2.9434104042991294e-07,6.606649671780929e-08
1968,2.748746443514971e-07,4.6261583425133423e-08
1969,2.566093195155439e-07,3.633406397973715e-08
1970,2.3085599709649074e-07,6.024329612941415e-08
1971,2.3020020112340944e-07,5.703621075436871e-08
1972,2.7189778095682016e-07,4.668433528642879e-08
1973,2.519534116895983e-07,6.229920401779054e-08
1974,2.396493653522569e-07,4.669224407116701e-08
1975,2.096113220773077e-07,5.25456176347916e-08
1976,1.8797503975598318e-07,4.57082156568589e-08
1977,2.3154519812607077e-07,5.171568151496331e-08
1978,2.405939536487267e-07,6.772274252497823e-08
1979,2.744575454682874e-07,6.203091729162225e-08
1980,2.4105039431177033e-07,4.8323780754699897e-08
1981,2.897101820664716e-07,5.692994431427678e-08
1982,2.805791071702757e-07,4.159026412153821e-08
1983,2.5892794663917584e-07,3.220811239934562e-08
1984,2.8705092197656157e-07,6.552879838750414e-08
1985,2.8092657089473505e-07,4.210890613975948e-08
1986,2.0680974399667207e-07,4.555808930106764e-08
1987,2.16322919133205e-07,5.499735289404839e-08
1988,2.3386559155902376e-07,5.037105266225694e-08
1989,2.145855804158714e-07,4.664903929807451e-08
1990,2.1086279988757894e-07,5.4486510414619715e-08
1991,2.2039109204285978e-07,5.3339333394575306e-08
1992,2.639263274595294e-07,5.840540850954312e-08
1993,2.647741190742181e-07,7.422538006451873e-08
1994,2.4475659177181086e-07,5.591422036488325e-08
1995,2.2774293917393607e-07,5.368226485558125e-08
1996,2.0871940553668367e-07,6.192187029796514e-08
1997,2.330318693566369e-07,6.137464980682239e-08
1998,2.3792964931601546e-07,6.627699811190269e-08
1999,2.170845561089152e-07,5.5756454564459546e-08
2000,2.4210811866431925e-07,6.052703083181399e-08
2001,2.760163293480389e-07,4.7317087803477875e-08
2002,2.729500869769197e-07,6.352771020345926e-08
2003,2.470985251967761e-07,6.708746091987905e-08
2004,2.466683159951799e-07,5.946468029094376e-08
2005,2.5626335187212135e-07,5.269386949002808e-08
2006,2.9278198265814126e-07,6.67098136730715e-08
2007,2.328781548155412e-07,6.630835613918862e-08
2008,2.7503059163436205e-07,5.917841217062403e-08
2009,3.156543451066085e-07,6.770833516078767e-08
2010,2.9051327343765365e-07,8.077686208807222e-08
2011,3.3612713035147124e-07,9.292251657022632e-08
2012,3.8808481539476247e-07,1.0178715381670145e-07
2013,3.645386483785984e-07,1.1212282968742215e-07
2014,4.1576546716548535e-07,1.2949361671843462e-07
2015,3.86127433360528e-07,1.1858678705678471e-07
2016,3.5772043593951253e-07,1.2200192545108735e-07
2017,3.3457630377320413e-07,1.0364319003031142e-07
2018,3.9238293014776104e-07,1.0687271956300037e-07
2019,3.576484872702679e-07,9.770282893839521e-08
