year,grosses_ADJ heures_NOUN
2004,5.285749615779878e-09
2005,4.053374524914943e-09
2006,3.294311934354255e-09
2007,1.0785094956000663e-08
2008,4.257439734089985e-09
2009,8.582746957586096e-09
2010,3.7790344187271785e-09
2011,4.206369030868018e-09
2012,7.489355802192676e-09
2013,9.483025031897796e-09
2014,6.9294245896855955e-09
2015,8.201329393386914e-09
2016,7.042556315894899e-09
2017,5.534344982294215e-09
2018,7.486253394972664e-09
2019,7.397864543179367e-09
