year,trois_DET eaux_NOUN,trois_DET seaux_NOUN
1873,8.021245889722195e-08,1.0176207432266438e-08
1874,3.823749850084823e-08,1.1351757200905865e-08
1875,3.833423067867159e-08,6.865832347102696e-09
1876,7.37613781165436e-08,6.650616057868319e-09
1877,8.844287080478352e-08,1.6699003735354268e-08
1878,6.03908887342186e-08,1.9325083755461492e-08
1879,5.742765785132775e-08,1.0996785704264767e-08
1880,4.941741771347097e-08,1.9895323832841427e-08
1881,4.3229546664580454e-08,1.2550513628362125e-08
1882,5.856738738430067e-08,2.4624924321869912e-08
1883,4.170763850952497e-08,2.0853818671895397e-08
1884,4.68720466884065e-08,8.582206056928499e-09
1885,6.896829862768072e-08,1.4824961702686323e-08
1886,4.711028545045792e-08,1.5488313243050555e-08
1887,3.003305382165422e-08,1.1752064210668323e-08
1888,2.346027505595316e-08,9.510921827882157e-09
1889,7.2675589102289e-08,7.518164202302557e-09
1890,5.636772321127026e-08,7.865263829121005e-09
1891,7.585322059355804e-08,1.8485238229004608e-08
1892,6.017771747579559e-08,5.641661360300532e-09
1893,4.310891554837326e-08,1.1700991287000306e-08
1894,4.348062221382065e-08,8.192000855444803e-09
1895,2.1667012850556944e-08,1.1435367319734269e-08
1896,3.3613064720494634e-08,7.076434549446731e-09
1897,4.078699333831537e-08,5.826713334045053e-09
1898,1.4711722839955144e-08,1.1882545614128048e-08
1899,2.7085134135518274e-08,2.1004797901014172e-08
1900,4.204752979131143e-08,8.30568502863116e-09
1901,1.676621691482083e-08,6.147612641171918e-09
1902,3.830021244599635e-08,1.2275710059572731e-08
1903,1.836074892125339e-08,1.1340462791054051e-08
1904,3.117282698639201e-08,1.289910045443321e-08
1905,2.4255568054076804e-08,5.160758931310738e-09
1906,1.4403717052413612e-08,5.658602919567102e-09
1907,1.7999951751335175e-08,8.228549397415463e-09
1908,2.2592390180875555e-08,7.858222517143076e-09
1909,2.6954820153690662e-08,1.320236009405562e-08
1910,1.6566866989364826e-08,6.947395991829808e-09
1911,1.1704823332792103e-08,3.1922244847493175e-09
1912,2.7609931674277277e-08,1.0418842677495377e-08
1913,1.3787773367468503e-08,1.3787773589513108e-08
1914,1.004511551716547e-08,8.036092680185902e-09
1915,5.890381071793627e-09,3.062998032987707e-08
1916,8.789969641043172e-09,3.2962386153911893e-09
1917,1.7546279096336548e-08,3.289927263949721e-08
1918,1.9526838812566893e-08,0.0
1919,1.6574126959767455e-08,8.287063479883727e-09
1920,2.4231140649533245e-08,0.0
1921,1.8931869016913794e-08,3.7863738810983705e-09
1922,3.3938504784281065e-08,2.951174193910333e-09
1923,1.3800732556745743e-08,3.1847844361720945e-09
1924,1.2891624545652292e-08,1.0313299325659386e-08
1925,1.3197813952814386e-08,1.0998178368026856e-08
1926,2.452150482668003e-08,4.458455493683289e-09
1927,1.3379070296082318e-08,6.689535148041159e-09
1928,9.14083297942625e-09,1.2568645679778001e-08
1929,3.119313873867213e-08,2.2280812750352652e-09
1930,2.520864939015155e-08,1.8906487042613662e-08
1931,2.3951248984133144e-08,3.4216069977333063e-09
1932,1.8631212128639163e-08,5.4797681947604815e-09
1933,2.0647192178202545e-08,6.882397318719313e-09
1934,1.4377896206951846e-08,9.585264137967897e-09
1935,1.6755597798123745e-08,1.3165112555668657e-08
1936,2.182448710641438e-08,1.091224310911798e-08
1937,1.1332006222275481e-08,6.295558963032022e-09
1938,6.482607339819424e-09,3.8895642262559704e-09
1939,1.6823456405745674e-08,6.117620188206274e-09
1940,1.0143131667916805e-08,1.5214697723919812e-08
1941,1.7709016475464523e-08,1.1806010391524069e-08
1942,6.068423541449874e-09,1.8205270180260413e-08
1943,1.7419411690866582e-08,2.9032352077962287e-09
1944,3.2131861615880553e-09,6.4263723231761105e-09
1945,8.714016175304096e-09,1.5249527862692958e-08
1946,1.3921104269343232e-08,9.744772988540262e-09
1947,2.8610090296865565e-08,7.152522574216391e-09
1948,1.0871888278529696e-08,9.784698828951832e-09
1949,1.3743811422273211e-08,1.3743811422273211e-08
1950,1.70165788127008e-08,1.3825969924496917e-08
1951,1.0661401539380222e-08,1.5992101864981123e-08
1952,1.7926167217297007e-08,1.0544804140977249e-08
1953,1.185120990232491e-08,5.386913581872932e-09
1954,1.2704296725729591e-08,1.1727043114362345e-08
1955,4.6928039232341234e-09,1.407841132561316e-08
1956,2.8779767013986657e-08,1.5698054633972447e-08
1957,2.47381048978923e-08,9.718541194025931e-09
1958,1.8198935247681902e-08,1.4062813691317899e-08
1959,1.705164498488898e-08,6.975672928177801e-09
1960,9.689166802218097e-09,4.152500121534786e-09
1961,8.33779090214648e-09,5.55852741612739e-09
1962,1.268391242037481e-08,5.7077609305622445e-09
1963,2.392439713005956e-08,9.052474103654617e-09
1964,1.0951143103454797e-08,9.734349326606662e-09
1965,1.860494691641179e-08,8.20806533852192e-09
1966,1.1632056873267516e-08,6.092982118843793e-09
1967,1.4791006530678885e-08,1.1832804958089582e-08
1968,1.7067379731727783e-08,7.63540694559417e-09
1969,1.0446042669753908e-08,8.175163657142548e-09
1970,1.655541059797372e-08,7.817832381462608e-09
1971,2.6719667811647696e-08,8.735275613958038e-09
1972,1.8468529372484e-08,1.3338381954497436e-08
1973,1.0475087075523248e-08,1.4885650156948316e-08
1974,1.2938814686336286e-08,6.750685899170605e-09
1975,2.1703624231150798e-08,6.8537762132336866e-09
1976,1.142705374768127e-08,5.1421741309454205e-09
1977,2.8796231177352638e-08,1.2928920156696222e-08
1978,1.8415833413776284e-08,2.613860106137622e-08
1979,2.0481905949054635e-08,1.2289143924704149e-08
1980,1.8192481354706302e-08,7.959211123509391e-09
1981,3.09951919685858e-08,9.488324403950088e-09
1982,1.8622506647858472e-08,9.932003663948308e-09
1983,2.084054306905614e-08,1.073603728141137e-08
1984,1.681712458179163e-08,1.2757819078945687e-08
1985,3.128090220183566e-08,7.218669662023558e-09
1986,1.3187867908825979e-08,6.593933843390687e-09
1987,2.077677729861449e-08,6.721898593298192e-09
1988,1.798966176025374e-08,1.499138480021145e-08
1989,1.8659615408367358e-08,6.036934507847036e-09
1990,1.9070277801347402e-08,6.538381003284854e-09
1991,2.2859715009815318e-08,1.0550637086215175e-08
1992,1.1019888224161889e-08,9.366904696328504e-09
1993,2.4926434250005514e-08,9.970573700002205e-09
1994,2.215469208088905e-08,7.912389854425328e-09
1995,1.8436332793747567e-08,8.675921037148981e-09
1996,1.3345230698291743e-08,1.2811421035152648e-08
1997,8.151320618488e-09,1.0069277966984203e-08
1998,1.8118891276230897e-08,1.0489884183506604e-08
1999,1.1882523187622951e-08,8.683381846896765e-09
2000,1.6788519130450652e-08,1.1928684928719235e-08
2001,1.8401088985875447e-08,7.0099388516098315e-09
2002,1.2267419968736704e-08,1.1391175724906333e-08
2003,1.750107614384433e-08,2.0417922907967068e-08
2004,1.3214373428827031e-08,7.92862434040309e-09
2005,1.0808999029165989e-08,1.1259374210759177e-08
2006,1.4412614657288714e-08,1.1118302722934459e-08
2007,1.2382886716011399e-08,9.187302835167444e-09
2008,1.0217855089811323e-08,9.792111205220166e-09
2009,1.1443661795951243e-08,8.105927040702454e-09
2010,1.1809482836078189e-08,1.2754240885648471e-08
2011,6.1183551280930004e-09,9.55992968121322e-09
2012,7.829781378809741e-09,1.531913684793551e-08
2013,6.972812605088308e-09,1.4224537714380148e-08
2014,9.311414264634443e-09,1.9272462070674123e-08
2015,7.536356427806368e-09,1.4851055163411786e-08
2016,7.45682449121432e-09,1.63635870409351e-08
2017,4.528100561174142e-09,1.6099913069389515e-08
2018,7.48625367252842e-09,1.4456213892621861e-08
2019,5.35707450621814e-09,1.530592691478816e-08
