year,elles_PRON auraient_VERB,elles_PRON sauraient_VERB
1847,1.5791358620731444e-06,3.074137477909744e-08
1848,1.6009991554710723e-06,1.769948809737798e-08
1849,1.9381586753297597e-06,1.508294644736452e-08
1850,1.7359462418653493e-06,8.82569484161877e-09
1851,1.722000163795201e-06,7.739326290945314e-09
1852,1.4902639122738037e-06,1.4974254725075298e-08
1853,1.6404896285848736e-06,1.0749477752369785e-08
1854,1.434003436884268e-06,1.0910895131832632e-08
1855,1.4397720775605194e-06,3.1841622671890946e-09
1856,1.529341673744966e-06,1.9155599773057475e-08
1857,1.5694051569425937e-06,1.1715622250108026e-08
1858,1.4788688531552907e-06,1.4191660291373864e-08
1859,1.5439470146816348e-06,1.7822606723782997e-08
1860,1.4665296959037732e-06,6.408057640072684e-09
1861,1.4020560143990224e-06,2.8295781717702084e-08
1862,1.5356635287844256e-06,1.1746764561060274e-08
1863,1.4868986113469873e-06,2.097740692263983e-08
1864,1.466227772084494e-06,6.712618905169165e-09
1865,1.5010126190873052e-06,8.001635798393636e-09
1866,1.45141238050428e-06,1.7516206540779677e-08
1867,1.4519611539753896e-06,1.94112459439566e-08
1868,1.4597328146237487e-06,1.8771521559379778e-08
1869,1.4821480078808236e-06,2.490594752657671e-08
1870,1.4788112139285658e-06,1.490852596930381e-08
1871,1.6505309190506523e-06,3.18635318130589e-09
1872,1.6938597013904655e-06,9.675742762560446e-09
1873,1.4306550895071268e-06,1.6760813348337678e-08
1874,1.4613893739578998e-06,1.4339061493728877e-08
1875,1.3834652179411933e-06,1.1443054226401017e-08
1876,1.331937042436948e-06,1.874264521362079e-08
1877,1.3798324829394915e-06,1.1132669119895411e-08
1878,1.4040881524124416e-06,2.113680963589104e-08
1879,1.366045140116512e-06,1.7717043832021773e-08
1880,1.3471059077119207e-06,1.2835692730917003e-08
1881,1.36103348324923e-06,1.3247764274471052e-08
1882,1.4908062553331547e-06,8.652000893505374e-09
1883,1.4464967250660266e-06,6.951272890631799e-09
1884,1.3698520717753127e-06,1.4523733327109767e-08
1885,1.4045040614973914e-06,8.379326565943757e-09
1886,1.237774398532565e-06,1.3552273858685737e-08
1887,1.4853303724748912e-06,1.4363634504022116e-08
1888,1.4856060346346567e-06,7.60873763994141e-09
1889,1.4046436831449682e-06,1.50363277384713e-08
1890,1.4164028812047036e-06,2.0318598359381213e-08
1891,1.5527600254472418e-06,5.736798147637501e-09
1892,1.3364467861265439e-06,1.191017329205124e-08
1893,1.389954618957745e-06,9.23762488724833e-09
1894,1.478341062011168e-06,1.827446372004715e-08
1895,1.567849025718715e-06,7.22233739480771e-09
1896,1.4058516626391793e-06,4.7176231254830725e-09
1897,1.3413094848147011e-06,1.6897470089816125e-08
1898,1.3738485762360142e-06,5.092519295146758e-09
1899,1.4100853036325134e-06,1.326618814800895e-08
1900,1.422348603341561e-06,1.9206897405865675e-08
1901,1.4949876714354104e-06,1.5089595462036698e-08
1902,1.3488549797102678e-06,1.4239823320494338e-08
1903,1.4575194171584371e-06,1.6740681951787906e-08
1904,1.3592427308140032e-06,2.8485514391718425e-08
1905,1.5523563661190565e-06,2.0643036169332163e-08
1906,1.3436609691552803e-06,1.0802787553387816e-08
1907,1.4682817948141746e-06,2.0571372827404844e-08
1908,1.4498420597419681e-06,1.178733355367001e-08
1909,1.3477409339657243e-06,1.6502950561658736e-08
1910,1.2366364501303906e-06,6.947395991829808e-09
1911,1.3481828062822387e-06,1.702519769608557e-08
1912,1.2955830186456296e-06,6.772247651554153e-09
1913,1.48695835378021e-06,1.6969567084856862e-08
1914,1.319928188081576e-06,9.37544131218715e-09
1915,1.6940735463322198e-06,2.0027295377644805e-08
1916,1.601972030584875e-06,1.3184954461564757e-08
1917,1.5298162026056161e-06,3.289927441585405e-09
1918,1.604646769237661e-06,2.986457836584577e-08
1919,1.4750973207355855e-06,1.6574127403856664e-08
1920,1.5076313673034747e-06,9.843901249695364e-09
1921,1.3047844049651758e-06,1.817459427400081e-08
1922,1.3929542461710298e-06,1.5493664740073854e-08
1923,1.3376094614159229e-06,1.3800732556745743e-08
1924,1.3059216001920504e-06,1.4180786767070686e-08
1925,1.2097995494286806e-06,7.698724768800957e-09
1926,1.152510719748534e-06,6.6876830739914794e-09
1927,1.2420236572552312e-06,1.3379069629948503e-08
1928,1.232869877298981e-06,1.5996457491951332e-08
1929,1.330164565160885e-06,1.4482528287729224e-08
1930,1.3119001067707359e-06,7.352522590764465e-09
1931,1.1485194590932224e-06,1.2545892325022123e-08
1932,1.1639028087984116e-06,2.082311922890767e-08
1933,1.2560374926806617e-06,9.176529758292418e-09
1934,1.1202777159269317e-06,1.0783422155213884e-08
1935,1.0831297032609655e-06,5.98414207075848e-09
1936,1.1566977349275476e-06,9.699771652549316e-09
1937,1.0022529863817908e-06,1.0072894518486919e-08
1938,1.0929675937632055e-06,7.779128785578848e-09
1939,1.0262308052233493e-06,1.070583532936098e-08
1940,9.91491120316823e-07,1.0143131667916805e-08
1941,1.059589436636088e-06,2.9515025978810172e-09
1942,1.1954794558732829e-06,6.068423541449874e-09
1943,1.1322617154974068e-06,8.709705845433291e-09
1944,1.3656041062404256e-06,3.2131861615880553e-09
1945,1.152428637851699e-06,6.535512131478072e-09
1946,1.0259853979732725e-06,1.80974355501462e-08
1947,1.0335395188576513e-06,2.026548062694644e-08
1948,1.0165215371671366e-06,6.523132922708896e-09
1949,1.029804167274051e-06,1.0798709482173763e-08
1950,9.603731143670302e-07,1.2762433554414088e-08
1951,1.028825266757849e-06,6.396841278899501e-09
1952,1.0397176737342306e-06,6.326882129314981e-09
1953,1.0666089025335168e-06,2.1547654771580937e-09
1954,1.0446841258726636e-06,6.840775501615326e-09
1955,9.62024799378014e-07,8.447047505910632e-09
1956,9.610697873085883e-07,2.616342476002842e-09
1957,1.0336994336057614e-06,9.718541527092839e-09
1958,1.0025958943060687e-06,8.272243334772611e-09
1959,1.027749163995395e-06,5.425523585955716e-09
1960,1.006289181759712e-06,6.2287499602575735e-09
1961,1.0693216836443753e-06,1.1117054610210175e-08
1962,1.0736932409827205e-06,4.43936931660005e-09
1963,9.608555018303377e-07,6.466053470433053e-09
1964,9.344975069325301e-07,9.125952438182594e-09
1965,9.762125614543038e-07,1.1491291473930687e-08
1966,9.54382571194401e-07,7.20079718075084e-09
1967,9.278891468511574e-07,6.409436315024664e-09
1968,1.0132634002957275e-06,8.533690087908496e-09
1969,1.1195433131661048e-06,9.083515217778171e-09
1970,1.0039016871132844e-06,5.058597540852361e-09
1971,8.925396599579472e-07,6.166076871316761e-09
1972,9.772929558948817e-07,1.1799337673590315e-08
1973,8.754967382174073e-07,5.513203893414698e-09
1974,9.16968190267653e-07,4.500457451150908e-09
1975,8.567220106669993e-07,3.4268881066168433e-09
1976,9.735849602066082e-07,3.999468867199596e-09
1977,8.638869388732928e-07,5.289103488514968e-09
1978,8.970292668664115e-07,5.940591130126904e-09
1979,9.047150797414361e-07,8.777959914496591e-09
1980,9.289536251344543e-07,5.685150683554241e-09
1981,9.17837212455197e-07,5.692994575756671e-09
1982,9.025708607168781e-07,9.311253434951539e-09
1983,9.239307132702379e-07,1.073603728141137e-08
1984,1.0101873044732201e-06,4.639206629963866e-09
1985,8.66240370100968e-07,6.015558051686298e-09
1986,9.429325444898495e-07,4.7955883708539204e-09
1987,8.976790155657e-07,7.33298027855156e-09
1988,8.856910085341951e-07,6.596209134457354e-09
1989,9.488963144121954e-07,4.939310072060721e-09
1990,8.276500551573918e-07,2.724325487424295e-09
1991,9.507296567790036e-07,1.1136783606424672e-08
1992,8.722241773284622e-07,1.1570882474387645e-08
1993,8.768565606942502e-07,5.539207537097468e-09
1994,9.510692535741327e-07,1.5297287436766283e-08
1995,8.806060378674374e-07,3.253470381991974e-09
1996,9.592551890591494e-07,1.1209994044136806e-08
1997,1.0318613021809142e-06,1.2466725207715967e-08
1998,9.068981938753495e-07,8.582632826659164e-09
1999,1.0159557035649414e-06,6.398281821029528e-09
2000,9.83895603212659e-07,6.1852442057031e-09
2001,9.524754602807661e-07,9.200544992538084e-09
2002,9.358289361216521e-07,5.257465740537981e-09
2003,9.363076145518789e-07,1.2084076406182476e-08
2004,9.267680951552393e-07,8.369103188243798e-09
2005,8.755289400141919e-07,5.404499514582994e-09
2006,9.141715651139748e-07,7.823991010624809e-09
2007,9.450938591726299e-07,1.2382886493966794e-08
2008,9.09814858118807e-07,1.021785517307805e-08
2009,1.0242077337352384e-06,1.2397300519495502e-08
2010,1.0066403035580151e-06,1.1337102812092326e-08
2011,9.835255809775845e-07,1.2619107314648659e-08
2012,1.2302969025768107e-06,2.1787217807656134e-08
2013,1.1903985921435378e-06,1.589801268409019e-08
2014,1.2061529446327768e-06,2.273717480960613e-08
2015,1.1557224297575885e-06,1.9062548206605356e-08
2016,1.2129767128499225e-06,2.1334802369210593e-08
2017,1.1015861787200265e-06,1.660303472483804e-08
2018,1.1954772389799473e-06,1.9361000358486535e-08
2019,1.15916881782141e-06,1.9642605764147447e-08
