year,ces_DET airs_NOUN,ces_DET cerfs_NOUN
1842,3.481589700982113e-07,1.475818356411196e-08
1843,3.691819294715515e-07,3.662284708827457e-08
1844,3.9956725217393796e-07,2.6893950177964143e-08
1845,3.7499130378648715e-07,3.4039390861551055e-08
1846,3.4424467898475086e-07,1.9905304071698993e-08
1847,2.998632275819091e-07,3.775256551818984e-09
1848,3.041093847855336e-07,1.287235429359157e-08
1849,3.578010066007664e-07,1.8434712867332337e-08
1850,2.966791328162799e-07,1.425689166723032e-08
1851,2.7281125092315506e-07,1.9348316282474798e-09
1852,5.546984809257083e-07,3.841221829503638e-08
1853,3.702597801691354e-07,2.5679307569248522e-08
1854,5.268403597824545e-07,1.6626126697616428e-08
1855,3.5184992697168127e-07,2.4942604426314574e-08
1856,4.498977546063543e-07,2.6403665698282452e-08
1857,4.266438917710502e-07,1.7573432820050527e-08
1858,3.4402541970735e-07,3.327699671373807e-08
1859,5.356966497060967e-07,1.3748868266105774e-08
1860,3.712096017238764e-07,2.6547666953646853e-08
1861,4.456585642742539e-07,2.169343249480704e-08
1862,3.194216411372963e-07,1.626475087945778e-08
1863,3.041724134789092e-07,2.247579322656179e-08
1864,3.490561972796513e-07,2.0617330509509202e-08
1865,4.2079188133925527e-07,6.118897832863013e-09
1866,3.649209681100274e-07,1.3623716377253459e-08
1867,3.3532926302370925e-07,2.523461972714358e-08
1868,3.665386465456777e-07,1.7289559117728004e-08
1869,4.2193605054308136e-07,8.30198265688864e-09
1870,2.712205091626174e-07,6.880858549607183e-09
1871,2.655294260023311e-07,1.0621177048975028e-08
1872,3.319989190231354e-07,1.5723082058549664e-08
1873,3.3162464418978743e-07,1.915521358197836e-08
1874,3.0231522352153206e-07,9.559374625212058e-09
1875,2.4888642258247273e-07,4.005068943158108e-09
1876,2.6844305978102057e-07,2.2974855351520773e-08
1877,3.117147393538744e-07,1.1751150275074451e-08
1878,3.907290277993525e-07,1.2078177291652281e-08
1879,3.097427843101741e-07,1.1607718231054776e-08
1880,2.5350492194320395e-07,9.626769381654299e-09
1881,3.249188438303463e-07,1.1156011892055062e-08
1882,2.622221639825284e-07,1.4641847290164378e-08
1883,2.4076681448548243e-07,1.4534479397809719e-08
1884,3.129204415586173e-07,1.7824581810543805e-08
1885,2.391330813367176e-07,1.933690679800648e-08
1886,3.175104374975035e-07,1.0970888808525814e-08
1887,2.872726856395502e-07,1.501652691082711e-08
1888,2.460158547989977e-07,8.876860579931645e-09
1889,3.0887123614320444e-07,9.397705280633772e-09
1890,2.5758738786407775e-07,5.898947663673937e-09
1891,2.2373512464923806e-07,1.3385861641346253e-08
1892,2.3506920854288182e-07,4.387958441043338e-09
1893,1.9460596156761767e-07,1.046930814263547e-08
1894,2.350474090917487e-07,6.9316934414587195e-09
1895,2.4194829784107696e-07,6.018614717717696e-09
1896,2.1642096648122333e-07,2.7716036132829913e-08
1897,2.1966709518039806e-07,7.574727622916555e-09
1898,2.2633420115880654e-07,2.4896761097181752e-08
1899,2.5150482407809704e-07,5.527578395003729e-09
1900,2.3515470104484848e-07,4.6719478286050276e-09
1901,2.1851968501351848e-07,1.6766216637265074e-08
1902,1.9935752160193942e-07,1.6694965854213706e-08
1903,2.694710055095584e-07,8.100330406435319e-09
1904,1.9348650681649815e-07,3.7622376325430196e-09
1905,1.9610884827159225e-07,9.289366165177171e-09
1906,1.8879157437368121e-07,7.201858220895474e-09
1907,2.000566077242638e-07,4.628558980535047e-09
1908,2.681618447297751e-07,5.893666887857307e-09
1909,2.2884090888908304e-07,9.351672214386042e-09
1910,2.933938674232195e-07,1.0688301577133075e-08
1911,2.0270625533669318e-07,6.916486494645824e-09
1912,2.9745795515623286e-07,3.1256527366352316e-09
1913,2.6196769375985696e-07,3.71209285532359e-09
1914,2.270196119980028e-07,3.3483718020477227e-09
1915,1.684648918143239e-07,7.068456930880984e-09
1916,1.4173825491070602e-07,0.0
1917,2.5771097966753587e-07,0.0
1918,2.63038021586226e-07,1.1486376294556067e-09
1919,2.2282992784283806e-07,1.2890987832747669e-08
1920,2.559414298275442e-07,2.2716695191604686e-09
1921,3.612200565328294e-07,6.058198054326169e-09
1922,3.1430005975607855e-07,2.21338064543275e-09
1923,2.6964508137439225e-07,2.1231896241147297e-09
1924,3.0166401998599213e-07,3.867487219366694e-09
1925,3.1894715490921044e-07,2.1996355847875293e-09
1926,3.35498771875109e-07,1.0031524610987219e-08
1927,3.7015426102016136e-07,5.574612438330462e-09
1928,2.685119735446051e-07,7.998228745975666e-09
1929,3.130454260258375e-07,8.912325100141061e-09
1930,3.445182059635954e-07,4.201441416995522e-09
1931,2.919771411313832e-07,6.843213995466613e-09
1932,2.1590287069273018e-07,3.287861094491973e-09
1933,2.2253084708268034e-07,5.735331098932761e-09
1934,2.1447027975796118e-07,9.585264137967897e-09
1935,2.5492445665520336e-07,3.590485242455088e-09
1936,3.0918022098092024e-07,2.424942913137329e-09
1937,1.586480848914107e-07,1.2591118259130951e-08
1938,1.970712553145404e-07,5.186085672015395e-09
1939,1.529405118105842e-07,0.0
1940,1.3946805843545462e-07,5.0715658339584024e-09
1941,3.5418031529843574e-07,8.854507793643052e-09
1942,1.8205270713167465e-07,0.0
1943,1.9451676003257035e-07,2.3225881884414434e-08
1944,2.7954719428180397e-07,0.0
1945,2.091363882072983e-07,0.0
1946,2.0324812055605435e-07,8.352662561605939e-09
1947,1.8954184177744082e-07,9.536696765621855e-09
1948,2.58750922910167e-07,8.697510045507784e-09
1949,2.130290823743053e-07,1.472551280912171e-08
1950,1.7441992206101986e-07,1.1698897184331258e-08
1951,2.1855874088316796e-07,8.529121520162164e-09
1952,1.6660790080891275e-07,1.3708244650523227e-08
1953,1.853098279269716e-07,9.696444758233724e-09
1954,2.277000969996834e-07,1.2704297169818801e-08
1955,2.017905682549781e-07,1.3139850985055546e-08
1956,2.2936601773437815e-07,5.232684952005684e-09
1957,1.899533081939353e-07,8.835037423882142e-09
1958,1.7537156615787808e-07,1.6544486891589827e-09
1959,1.8524288059040828e-07,3.875373910666724e-09
1960,2.159299992143815e-07,4.152499955001332e-09
1961,1.9732772749136984e-07,4.16889545107324e-09
1962,1.953322588121864e-07,8.87873907728931e-09
1963,2.3342452060148844e-07,9.05247421467692e-09
1964,1.898198114247407e-07,1.216793676928063e-08
1965,1.931631334883832e-07,9.302473735761652e-09
1966,1.9275980278621319e-07,5.539074865446025e-09
1967,2.760987953820404e-07,5.423369253687582e-09
1968,3.265259405083043e-07,8.982831700699023e-09
1969,1.7349514536135757e-07,6.8126366770115965e-09
1970,1.9590568989258372e-07,4.598724956395017e-09
1971,2.3585244868229438e-07,3.083038491169532e-09
1972,3.539801411989174e-07,2.5650734314375256e-09
1973,1.6429347304836028e-07,6.615844483359723e-09
1974,1.4176440465973883e-07,6.750686232237513e-09
1975,1.2565256346519504e-07,7.996072248772634e-09
1976,1.142705370327235e-07,3.999468867199596e-09
1977,1.3575366342166717e-07,2.9383909749824966e-09
1978,1.841583285866477e-07,3.5643548113029055e-09
1979,1.4805492387637287e-07,9.948354584565777e-09
1980,1.4553986193988067e-07,1.1938816379952755e-08
1981,1.3030631418331495e-07,9.48832401537203e-09
1982,1.502215489779246e-07,5.586752171993226e-09
1983,1.591459621863578e-07,5.052252616266628e-09
1984,2.1456332177649529e-07,7.538711266352749e-09
1985,1.3715471602893103e-07,1.3234227269620646e-08
1986,1.492626822141574e-07,4.196139768986029e-09
1987,1.796580146873339e-07,6.110816852533674e-09
1988,1.3192418135687944e-07,5.99655392008458e-09
1989,1.388494963450171e-07,5.488122178931576e-09
1990,1.422097835046543e-07,1.0352437018745775e-08
1991,1.9460065026066786e-07,7.033758298025106e-09
1992,1.3885059324536542e-07,3.856960861803316e-09
1993,1.5066644287742292e-07,2.7696036575264316e-09
1994,1.329281484885314e-07,4.2199412852994556e-09
1995,1.5887781223966613e-07,4.880205906054869e-09
1996,1.564061022918395e-07,5.3380919684542505e-09
1997,1.3138010679369927e-07,3.835915585170824e-09
1998,1.320771794155462e-07,4.291316191284977e-09
1999,1.5584385515410304e-07,4.570201023179621e-09
2000,1.586073281600875e-07,9.277866142021196e-09
2001,1.349413158990842e-07,3.0668482198237257e-09
2002,1.5991459179076628e-07,7.009954394732176e-09
2003,1.6084323029019743e-07,8.750538516011375e-09
2004,1.6870350627584685e-07,5.285749449246424e-09
2005,1.4186810837202302e-07,4.954124332989807e-09
2006,1.8365789244967345e-07,5.765045663075341e-09
2007,1.633742110485059e-07,6.790615098006825e-09
2008,1.8775308419094472e-07,8.940623436037853e-09
2009,1.7165492316451036e-07,6.198650481792356e-09
2010,1.620261036450188e-07,5.668551850135373e-09
2011,1.5181169388256421e-07,4.588766366886432e-09
2012,1.9846793719580091e-07,4.765953853791416e-09
2013,1.676264123062765e-07,1.3666712650461932e-08
2014,2.7154682591401524e-07,7.579058103335257e-09
2015,2.4138505594351045e-07,9.30961691070209e-09
2016,2.479394041188243e-07,1.0563834668131378e-08
2017,1.5395541641538557e-07,1.0817128970330714e-08
2018,2.1632690661022025e-07,6.711813271831346e-09
2019,2.522926862980057e-07,1.3520235597752617e-08
