year,leurs_DET yeux_NOUN,leurs_DET cieux_NOUN
1992,5.308280250915232e-06,7.162927251336271e-09
1993,5.2051934034125225e-06,5.539207315052863e-09
1994,5.308158563366305e-06,5.802419378309054e-09
1995,5.491858274808692e-06,2.22320488130201e-08
1996,5.3023267696517e-06,7.473329288743003e-09
1997,5.610506050857111e-06,2.876936688878118e-09
1998,5.7556086261456585e-06,6.198568103243929e-09
1999,5.572903276629404e-06,9.597422245821718e-09
2000,5.7805523425713545e-06,5.3016377954406835e-09
2001,5.735882581348051e-06,3.066848330846028e-09
2002,5.925602266643182e-06,3.9430991805033955e-09
2003,5.913696980996974e-06,4.166922806803086e-09
2004,6.121778795886712e-06,5.726228824443069e-09
2005,6.043131406840985e-06,1.4411998927599257e-08
2006,6.222131645472473e-06,7.000413027036245e-09
2007,6.366800676005369e-06,7.589511241690161e-09
2008,6.497704362118384e-06,7.663391698997657e-09
2009,6.932951862381742e-06,4.768192729542875e-09
2010,7.4834328529505e-06,6.140930874920514e-09
2011,7.442978869676153e-06,1.1089518608953242e-08
2012,8.761184346894879e-06,8.510632198976964e-09
2013,9.546896023948648e-06,7.530637446961919e-09
2014,9.69729649114015e-06,9.961047500728348e-09
2015,9.496695838606684e-06,8.201328866030977e-09
2016,9.80116669779818e-06,1.118523584864306e-08
2017,9.753528217970597e-06,1.0062445099379147e-08
2018,9.9389051797516e-06,6.7118136048982535e-09
2019,9.215188526923157e-06,8.418259866971312e-09
