year,deux_DET airs_NOUN,deux_DET serres_NOUN
1867,6.939520247328801e-08,2.814630661873707e-08
1868,4.6434817546625595e-08,2.4205383586384244e-08
1869,8.399653195212409e-08,1.5138908793232986e-08
1870,4.587238944253613e-08,1.3188311775991224e-08
1871,2.1242353653860846e-08,7.434824311758348e-09
1872,5.019291648977742e-08,1.6327815544059376e-08
1873,6.105724315030869e-08,1.8556614189702003e-08
1874,4.779687134970345e-08,1.792382703369455e-08
1875,5.893172794202428e-08,2.2313955738706426e-08
1876,6.287855258690911e-08,1.6928841217733748e-08
1877,7.050690165044671e-08,1.793596560162314e-08
1878,1.316521327510145e-07,3.985798524563933e-08
1879,3.6655949942066e-08,2.2604502714074215e-08
1880,5.005920211686998e-08,2.2462461446437487e-08
1881,9.41288524902717e-08,1.8825770387032037e-08
1882,7.587138917131142e-08,4.3925541426403925e-08
1883,7.140853064413477e-08,2.401348719871521e-08
1884,4.291103117282091e-08,1.386356363042296e-08
1885,4.318576085626802e-08,1.8047779715146817e-08
1886,4.9046325889534614e-08,2.000573828819796e-08
1887,5.35371814103236e-08,3.6561978777882587e-08
1888,4.755461202599065e-08,2.4728397995943396e-08
1889,5.889228527067303e-08,1.1903760088749493e-08
1890,2.9494738484903138e-08,3.0150179242127706e-08
1891,4.653180718516836e-08,2.358461337337303e-08
1892,2.820830502514582e-08,1.880553779365357e-08
1893,5.4194064402768305e-08,2.5249507373814595e-08
1894,4.2850465620247746e-08,3.0247388149717835e-08
1895,6.43991759918805e-08,1.2639089774779677e-08
1896,4.0099797649073565e-08,3.3023361822870356e-08
1897,4.3700353113962365e-08,3.26295968022805e-08
1898,4.413516951906615e-08,2.6028431632241222e-08
1899,4.5878900678530954e-08,3.6482019183381453e-08
1900,4.412395127051383e-08,3.010810889492177e-08
1901,3.5767929285057676e-08,1.7325090917452712e-08
1902,2.995273185035785e-08,2.4060391012881155e-08
1903,4.6981915247101824e-08,3.294134298670315e-08
1904,4.568431410945095e-08,2.8485514391718425e-08
1905,4.4898605056076235e-08,1.909480884521031e-08
1906,3.9610220603503166e-08,1.18316245689698e-08
1907,7.611407992769159e-08,3.548561933186534e-08
1908,6.041008471235898e-08,1.2278472460991452e-08
1909,3.960708294670212e-08,1.7603147828282317e-08
1910,5.0235016701982715e-08,2.1911018444065178e-08
1911,3.724261854465283e-08,1.5429085231666306e-08
1912,6.668059038261731e-08,1.2502610502451716e-08
1913,7.848425115364321e-08,1.856046338843953e-08
1914,8.906668824693043e-08,9.375441423209452e-09
1915,2.8273827723523937e-08,7.0684572639478915e-09
1916,1.0987461607214755e-08,6.592477230782379e-09
1917,3.947912752266802e-08,5.483212217605171e-09
1918,1.8378202071289707e-08,1.2635013924011673e-08
1919,5.5247090680055067e-08,1.3811773058591825e-08
1920,7.04217537617069e-08,7.572231730534895e-09
1921,6.739745078698789e-08,6.058198054326169e-09
1922,5.459672369756419e-08,1.0329109789708468e-08
1923,7.006525715169687e-08,1.4862326924713898e-08
1924,3.867487285980076e-08,4.769901007506405e-08
1925,5.27912540349007e-08,1.3197813952814386e-08
1926,3.901148493135054e-08,1.894843526528689e-08
1927,6.801026863900717e-08,1.4493992006592293e-08
1928,1.0626218438503088e-07,7.998228745975666e-09
1929,6.01581959802644e-08,7.798284684668033e-09
1930,9.348206830850359e-08,8.402882833991043e-09
1931,7.185374428786417e-08,1.1405356659111021e-08
1932,7.342889585260082e-08,1.3151444377967891e-08
1933,7.341223895451776e-08,3.4411986593596566e-09
1934,7.7880272897346e-08,1.1981580172459871e-08
1935,6.582556189016486e-08,1.196828414151696e-08
1936,1.0790995830234351e-07,3.6374143697059935e-09
1937,3.147779614742774e-08,1.2591118370153254e-08
1938,7.779128574636474e-08,1.8151300906765755e-08
1939,4.129393449403551e-08,9.176430282309411e-09
1940,2.02862628917444e-08,1.7750480196809804e-08
1941,1.0330259003765718e-07,1.1806010391524069e-08
1942,6.675265851185941e-08,6.068423541449874e-09
1943,4.0645293575281016e-08,8.709705623388686e-09
1944,5.7837349132228155e-08,2.5705489292704442e-08
1945,7.189063611079405e-08,8.714016175304096e-09
1946,1.238978297735116e-07,9.744772988540262e-09
1947,6.198852764427443e-08,9.53669698766646e-09
1948,7.284165093324191e-08,2.0656587551570738e-08
1949,4.613993886959378e-08,5.890204768377316e-09
1950,1.0635361658017928e-07,1.4889506516624351e-08
1951,5.330700991734716e-08,1.0661401539380222e-08
1952,3.2688891704601986e-08,0.0
1953,7.649417432809003e-08,5.386913581872932e-09
1954,5.374894862519852e-08,1.856781906006688e-08
1955,6.100644922568677e-08,8.447047061821422e-09
1956,8.28508484040924e-08,2.1802854632824165e-08
1957,4.770920514207688e-08,1.501956425897788e-08
1958,5.2115132875840686e-08,6.617794756635931e-09
1959,5.8905684330312624e-08,4.650448581777766e-09
1960,4.083291726963978e-08,1.3841666979264033e-08
1961,4.655266566677696e-08,4.863711433600315e-09
1962,4.5027890527293835e-08,5.0735651235811474e-09
1963,6.724695289506144e-08,4.526237162849611e-09
1964,2.5552667426431697e-08,6.692365273064382e-09
1965,5.6909250478742734e-08,3.830430417295361e-09
1966,4.7636043665200134e-08,9.416426860475724e-09
1967,9.909974391097975e-08,4.437302025817047e-09
1968,1.0914140513573756e-07,7.635406862327443e-09
1969,5.6317797758609345e-08,6.358460813427058e-09
1970,7.128024118174814e-08,5.058597540852361e-09
1971,6.320229040124303e-08,7.193756701440179e-09
1972,1.9699764414182752e-07,1.3338381954497436e-08
1973,6.009392056194329e-08,1.2129048099218664e-08
1974,3.206575832637171e-08,1.5189044022534404e-08
1975,4.169380662943922e-08,1.3707552426467373e-08
1976,5.5421210287676104e-08,1.085570122683066e-08
1977,5.230335708983347e-08,1.057820764316375e-08
1978,7.12870956709466e-08,1.485147826940647e-08
1979,5.091216703778656e-08,7.022368020415115e-09
1980,4.832377969998802e-08,1.7055452272707328e-08
1981,6.768338045581856e-08,8.22321433169293e-09
1982,6.021277043632978e-08,9.311253323929236e-09
1983,5.999550367619122e-08,1.3893695416378193e-08
1984,5.972978722734723e-08,1.5077422255149742e-08
1985,5.594469065783869e-08,1.3234227602687554e-08
1986,4.6756987059914934e-08,4.795588481876223e-09
1987,6.355249421163833e-08,1.4054879038383206e-08
1988,6.296381349635283e-08,1.0793796745289796e-08
1989,5.707646888453155e-08,7.134558943633351e-09
1990,5.775569966726124e-08,1.0352436907723472e-08
1991,9.319729549206457e-08,1.817054195996093e-08
1992,5.234446837087958e-08,1.487684930800981e-08
1993,8.69655588653373e-08,1.2186256448387667e-08
1994,6.22441331254997e-08,8.967375231261343e-09
1995,8.892819269856744e-08,7.049186012686448e-09
1996,5.2313302134621154e-08,9.608566164942545e-09
1997,4.986690405051064e-08,7.192341611172992e-09
1998,3.671459680720801e-08,7.152193726156497e-09
1999,6.261175472532798e-08,1.3710603763428253e-08
2000,6.847948741395271e-08,1.0603275812925972e-08
2001,6.440381200567558e-08,1.6210484149459248e-08
2002,3.943099197156741e-08,1.1829297874577094e-08
2003,7.417122760422501e-08,1.0000614780736328e-08
2004,5.197653624167131e-08,7.047665923076707e-09
2005,5.854874474131577e-08,9.908248665979613e-09
2006,6.7533397873909e-08,1.6471559671771274e-09
2007,4.673540981992019e-08,3.5950315224742013e-09
2008,6.897052448606722e-08,6.811903485726134e-09
2009,5.531103197675691e-08,7.15228898329201e-09
2010,5.3378861386566e-08,8.502827608669605e-09
2011,4.053410118665113e-08,1.1854312975678738e-08
2012,4.4255286657524096e-08,1.5319136875691086e-08
2013,3.709536461338203e-08,1.3387799924213795e-08
2014,6.886115722082309e-08,1.1693404244894623e-08
2015,4.8764659379973985e-08,8.86630147078904e-09
2016,3.438424314716748e-08,9.735298012181204e-09
2017,4.075290205296511e-08,1.1823373613495392e-08
2018,3.1752039775234664e-08,1.1616600015251777e-08
2019,2.90812607328661e-08,8.928457417844982e-09
