year,vous_PRON aviez_VERB,vous_PRON saviez_VERB
2010,7.302511448870064e-06,1.4998042559000169e-06
2011,8.746953540139657e-06,1.7108450265368447e-06
2012,1.0670630445019924e-05,2.323742933185713e-06
2013,1.1862149221997242e-05,2.703777738588542e-06
2014,1.184974871648592e-05,2.794723513943609e-06
2015,1.2287586059755995e-05,2.854284161912801e-06
2016,1.2315359754211386e-05,3.010278533110977e-06
2017,1.0848825240827864e-05,2.3445497276952665e-06
2018,1.2083845831512008e-05,2.7670741928886855e-06
2019,1.1867960665767896e-05,2.7520056278262928e-06
