year,trois_DET hommes_NOUN,trois_DET sommes_NOUN
1981,1.2625797296550445e-06,5.06043967840597e-09
1982,1.1899781640067886e-06,4.966001831974154e-09
1983,1.2024361666362893e-06,3.78918940668882e-09
1984,1.2386682612941513e-06,5.219107812592938e-09
1985,1.31680562276415e-06,2.4062232206745193e-09
1986,1.4242897634630935e-06,1.7983456390702202e-09
1987,1.2404958056322357e-06,7.944062296871834e-09
1988,1.3324342660325783e-06,4.197587610832443e-09
1989,1.2864158520642377e-06,7.683371050504206e-09
1990,1.2613626552138157e-06,5.4486510858708925e-09
1991,1.2467336034660548e-06,4.68917216167597e-09
1992,1.2821639927551587e-06,5.509944056569793e-09
1993,1.3111304042467964e-06,6.64704896680135e-09
1994,1.280224694255594e-06,2.6374633033121597e-09
1995,1.2699380249614478e-06,9.760411145975922e-09
1996,1.2256259935838898e-06,8.007137841659073e-09
1997,1.20975192885453e-06,9.589788629860152e-09
1998,1.2511571156892387e-06,7.629006870679689e-09
1999,1.2161305278368673e-06,7.312321859131998e-09
2000,1.16282583917382e-06,1.1045078851523726e-08
2001,1.2512740710235448e-06,4.8193329327261836e-09
2002,1.3020990650147723e-06,4.81934359086722e-09
2003,1.2925794692364434e-06,4.583615265119079e-09
2004,1.2721037023766257e-06,5.285749615779878e-09
2005,1.2308748154055138e-06,4.954124332989807e-09
2006,1.2234250732490182e-06,4.941467901531382e-09
2007,1.4056573434118036e-06,8.787854999248168e-09
2008,1.4024006134150113e-06,7.6633914214419e-09
2009,1.3408156860350573e-06,2.384096253749135e-09
2010,1.6235676127962506e-06,5.668551683601919e-09
2011,1.7773821525679523e-06,3.823971805871906e-09
2012,2.2665514904929296e-06,4.085103366691101e-09
2013,2.3679671699028404e-06,5.020424964641279e-09
2014,2.43504308627962e-06,3.031623174720721e-09
2015,2.4477641318298993e-06,4.2114931125825095e-09
2016,2.370234398085813e-06,4.556948152156792e-09
2017,2.265559544412099e-06,5.282783821503045e-09
2018,2.4560075075896748e-06,7.486253394972664e-09
2019,2.443846256028337e-06,5.867271724024903e-09
