year,des_DET ailes_NOUN,des_DET selles_NOUN
1842,2.4015588842019042e-06,5.822774351571525e-07
1843,2.514572081224742e-06,6.916992703054348e-07
1844,2.2832414412476965e-06,5.060453354133188e-07
1845,2.2281849361149852e-06,4.938501874107715e-07
1846,2.5297300965121394e-06,6.340424931750022e-07
1847,2.0790876673615344e-06,4.1851416376914585e-07
1848,2.176232372974596e-06,6.259182399048768e-07
1849,2.207975822621222e-06,8.128032771281823e-07
1850,2.4888458867167174e-06,5.465141885707681e-07
1851,1.9277373208836934e-06,4.4307643243257644e-07
1852,2.5423680991565334e-06,5.195415049286112e-07
1853,2.5141833859265716e-06,6.855777661129991e-07
1854,2.1494463302573763e-06,4.566989182386294e-07
1855,2.582355694613625e-06,7.92325693055318e-07
1856,2.245864727967728e-06,4.1262199346192574e-07
1857,2.5295980883299762e-06,4.168808758198139e-07
1858,2.4899023998159464e-06,3.161314778843405e-07
1859,2.645383954558156e-06,3.355742264066208e-07
1860,3.210894529814823e-06,4.137774229917568e-07
1861,2.6244337902880943e-06,4.781987299473656e-07
1862,2.627660830256673e-06,4.2559431578936824e-07
1863,2.7775087119152886e-06,4.1705082498566526e-07
1864,2.5368904701394968e-06,2.915194716734959e-07
1865,2.5407545223288253e-06,5.271665755035571e-07
1866,2.652245701284528e-06,5.099162549981884e-07
1867,3.180047258410923e-06,4.6247293106205234e-07
1868,2.586518171199259e-06,4.5693835737381505e-07
1869,2.7440494854147346e-06,4.6686444044041764e-07
1870,2.6479838286519453e-06,5.109037539696715e-07
1871,2.1869004989127916e-06,3.1757320106962084e-07
1872,2.493317971641318e-06,3.5135042542044914e-07
1873,2.5183120619942656e-06,5.740578483681702e-07
1874,2.71008264363104e-06,5.305452814852174e-07
1875,2.2668691102012417e-06,4.142385754413169e-07
1876,2.367014884541163e-06,3.948047639923402e-07
1877,2.674314547590484e-06,4.2551533674384245e-07
1878,2.851053711339091e-06,3.726117832059117e-07
1879,2.3924116803186735e-06,3.977170829339016e-07
1880,2.293096414973661e-06,3.0163876463262795e-07
1881,2.1656607920306215e-06,4.824975103900897e-07
1882,2.3573374505758693e-06,3.3276924682468234e-07
1883,2.2307266540622095e-06,3.747367873785379e-07
1884,2.6367177881070347e-06,5.750078209132425e-07
1885,2.2849779348632637e-06,5.201627795159425e-07
1886,2.2806542183673173e-06,2.807256700432248e-07
1887,2.185230982831854e-06,4.5114869196005714e-07
1888,2.2731102937711967e-06,3.6712158291152264e-07
1889,2.1313994942318004e-06,4.69885263809644e-07
1890,2.2062065312411505e-06,3.899860070433192e-07
1891,2.172971587555139e-06,3.684299318962303e-07
1892,1.9984017818330813e-06,4.901976655702356e-07
1893,2.066764640318297e-06,3.4733469078673807e-07
1894,2.1885246077602005e-06,4.801772894857947e-07
1895,1.8531314367464802e-06,4.219048896914046e-07
1896,2.0492176773245774e-06,3.632569756106818e-07
1897,1.8237613517158024e-06,4.917746032617742e-07
1898,1.806146858740476e-06,3.3157959078433663e-07
1899,1.857819114547965e-06,3.8803600155290496e-07
1900,1.8973299269475774e-06,4.3033830809946494e-07
1901,1.6224109451457025e-06,4.247441620641723e-07
1902,2.277880600587423e-06,3.8447521344409097e-07
1903,1.88251676291884e-06,4.1041673215502783e-07
1904,1.7548151234336729e-06,4.681298406694623e-07
1905,1.7515616157481873e-06,4.495021134198751e-07
1906,1.6836916323370588e-06,5.488845107315399e-07
1907,1.9897661260870336e-06,5.096557904593624e-07
1908,2.044120080313405e-06,4.3662248216946864e-07
1909,2.5601576894018763e-06,4.5548144755880315e-07
1910,2.5438156754375996e-06,4.825767853100515e-07
1911,2.280844398683257e-06,4.820259169591168e-07
1912,2.215045896036827e-06,4.6415943577571284e-07
1913,2.250058450670167e-06,6.14086215211529e-07
1914,2.0927323589603475e-06,4.7412946457825456e-07
1915,1.748265066936483e-06,4.453127990799999e-07
1916,2.221664878732099e-06,6.152978975215717e-07
1917,2.0847173800575547e-06,6.579854643362637e-07
1918,2.2478838772599374e-06,5.593865370911999e-07
1919,2.3535261490792436e-06,4.373728024198442e-07
1920,2.099779919717548e-06,6.194085515609515e-07
1921,2.211242204452901e-06,5.104031806091314e-07
1922,2.5933443765779884e-06,4.655477425785648e-07
1923,2.5584434553138635e-06,3.874821072891166e-07
1924,2.375926314357457e-06,3.8417041592353485e-07
1925,2.5592759556047895e-06,4.0693259339974475e-07
1926,2.494505885408671e-06,3.3661336795720587e-07
1927,2.5542873487438555e-06,4.33704837821125e-07
1928,2.3640478268305287e-06,3.5763507688635343e-07
1929,2.3550819605588913e-06,3.676334086044619e-07
1930,2.2015553646781427e-06,4.464031526651979e-07
1931,2.0871803272370926e-06,4.516521165953691e-07
1932,2.125054244572766e-06,3.1782655174339425e-07
1933,1.7928645483777927e-06,4.3932636906163225e-07
1934,1.9062694320837181e-06,3.330879358998118e-07
1935,1.987932002123216e-06,3.554580381148753e-07
1936,2.2127603038768484e-06,5.747114708576362e-07
1937,1.93273668358529e-06,3.1729618565901063e-07
1938,2.0005325147565145e-06,3.5524688968280316e-07
1939,1.8490506548118901e-06,4.1752758761504083e-07
1940,1.6431873532951613e-06,3.017581695630156e-07
1941,2.172305897829574e-06,2.715382265705557e-07
1942,2.6306616547344674e-06,2.821816973419544e-07
1943,3.3300108626121983e-06,4.209691155665496e-07
1944,2.7761928578229345e-06,2.634812688029342e-07
1945,2.437746061900725e-06,2.723130108073235e-07
1946,2.3777245026224136e-06,3.132248362902601e-07
1947,2.3972870693000914e-06,2.908692620096076e-07
1948,2.5222780699607483e-06,3.3267978150064437e-07
1949,2.1155652731863483e-06,3.023638591725941e-07
1950,2.5035641293413846e-06,2.5524868063619977e-07
1951,2.169595223477927e-06,2.174925973763564e-07
1952,2.156412399756391e-06,2.1195055399658713e-07
1953,1.9705329954433637e-06,2.7796474855179554e-07
1954,2.3825442347913395e-06,2.2672284316627156e-07
1955,2.000073067165431e-06,2.7593688445293196e-07
1956,2.447152365192551e-06,2.180285403330373e-07
1957,2.130127533916948e-06,2.659346322042566e-07
1958,2.40722295075102e-06,1.6792654378150473e-07
1959,2.08030064641207e-06,1.9376870108445132e-07
1960,1.7883432974485913e-06,2.1523792259614538e-07
1961,2.0601292227695467e-06,1.9315883470483186e-07
1962,1.9355650842101113e-06,1.9596645106645383e-07
1963,1.9676200793128373e-06,1.454861945360264e-07
1964,2.0271782759095913e-06,1.4905722323099724e-07
1965,1.902629477967821e-06,1.636140940508568e-07
1966,1.8489431283796876e-06,1.4623157795767838e-07
1967,2.0362285582109507e-06,1.7453387513022278e-07
1968,2.24211479604719e-06,1.2486135347877791e-07
1969,1.7390390443239312e-06,1.262608688434863e-07
1970,1.7010683350804356e-06,1.3106366059112418e-07
1971,1.9649231504104137e-06,1.0842018860479641e-07
1972,1.7970904870878712e-06,1.0414198348129844e-07
1973,1.789034588028926e-06,1.1412332190374741e-07
1974,1.3928915159056032e-06,1.0519818804954895e-07
1975,1.4141624582464374e-06,1.0623353308147898e-07
1976,1.487231001462419e-06,8.113208394000537e-08
1977,1.4480390646554042e-06,9.109011500640918e-08
1978,1.6390091985840627e-06,9.980193582670438e-08
1979,1.5905663488524624e-06,1.158690723368494e-07
1980,1.5241889528283536e-06,1.290529168529453e-07
1981,1.5345783204168129e-06,1.0500412339631282e-07
1982,1.633193807748512e-06,1.1421804169131633e-07
1983,1.6160894062977604e-06,9.346667440013334e-08
1984,1.6718541573368384e-06,9.974294662429273e-08
1985,1.6284115780251796e-06,5.5343134963692364e-08
1986,1.82771863421749e-06,9.411342505316611e-08
1987,1.7036957160598831e-06,9.59398236410891e-08
1988,1.5704974298813568e-06,7.675588875599715e-08
1989,1.5882625845620169e-06,8.890758151913758e-08
1990,1.6373196007890556e-06,9.317193377933464e-08
1991,1.5738034306878035e-06,8.206051510528667e-08
1992,1.5885169553087053e-06,7.658822603895388e-08
1993,1.7719924727543912e-06,1.0136749395428524e-07
1994,1.8177396832186332e-06,8.28163491117806e-08
1995,1.803507174713559e-06,1.1387146958696803e-07
1996,1.6313210231544417e-06,8.327423683951451e-08
1997,1.8115111863892253e-06,7.527984169364288e-08
1998,1.654064041289871e-06,1.3493805717246232e-07
1999,1.6653812693334658e-06,1.581289548191478e-07
2000,1.6748757332152309e-06,1.1398521448935384e-07
2001,1.6149147050725787e-06,1.0471096500985766e-07
2002,1.739344899220896e-06,1.318747668843656e-07
2003,1.8538640507159698e-06,1.3959191402790339e-07
2004,1.697166013059359e-06,1.3831045198031688e-07
2005,1.7154782732120566e-06,1.2520423586792617e-07
2006,1.8065183304827315e-06,1.3794930620036894e-07
2007,1.979664045137497e-06,1.5099132899543122e-07
2008,2.0865712784257084e-06,2.401196006474038e-07
2009,2.0851306814506643e-06,1.6688674131515313e-07
2010,2.4880217495137913e-06,1.9414789864669046e-07
2011,2.7930291537359153e-06,3.1471287975648465e-07
2012,3.3416144589182295e-06,3.1727635363409945e-07
2013,3.705631485217964e-06,1.8993940997802383e-07
2014,3.796891583363049e-06,1.8406283430749681e-07
2015,3.8122879146840205e-06,2.0259498789698682e-07
2016,3.999757744566068e-06,2.4296819400859704e-07
2017,3.5857524807170194e-06,1.931989483949792e-07
2018,4.0221833188525125e-06,2.1839208308449543e-07
2019,3.8127062111925625e-06,1.607122355196111e-07
