year,trois_DET eaux_NOUN,trois_DET sauts_NOUN
1864,3.068625842317374e-08,2.5412058235474433e-08
1865,2.729969672543575e-08,2.2592853810010638e-08
1866,1.0217787504984699e-08,3.0653360127974594e-08
1867,4.610170911689693e-08,2.4749338578544666e-08
1868,5.532658775564414e-08,2.1241458370013788e-08
1869,4.2974966696363026e-08,2.6371003158942585e-08
1870,3.268407855472333e-08,3.4404294524392753e-08
1871,1.3807530230280918e-08,5.629224020253787e-08
1872,4.898344840853497e-08,3.084143074261192e-08
1873,8.021245889722195e-08,1.4366410283628284e-08
1874,3.823749850084823e-08,3.4055272379873713e-08
1875,3.833423067867159e-08,1.716458086775674e-08
1876,7.37613781165436e-08,2.6602464231473277e-08
1877,8.844287080478352e-08,1.9172929910382663e-08
1878,6.03908887342186e-08,2.113680963589104e-08
1879,5.742765785132775e-08,2.6270098985037293e-08
1880,4.941741771347097e-08,3.786529179095055e-08
1881,4.3229546664580454e-08,3.834879080955034e-08
1882,5.856738738430067e-08,4.2594464844114555e-08
1883,4.170763850952497e-08,2.0853818227806187e-08
1884,4.68720466884065e-08,3.762967182296961e-08
1885,6.896829862768072e-08,2.2559724754955823e-08
1886,4.711028545045792e-08,2.1296431285122708e-08
1887,3.003305382165422e-08,3.133883907935342e-08
1888,2.346027505595316e-08,1.5851536971922542e-08
1889,7.2675589102289e-08,3.00726554769426e-08
1890,5.636772321127026e-08,3.211649257650606e-08
1891,7.585322059355804e-08,1.7210394442912502e-08
1892,6.017771747579559e-08,3.5103668860614334e-08
1893,4.310891554837326e-08,2.4017824451494363e-08
1894,4.348062221382065e-08,2.520615716150587e-08
1895,2.1667012850556944e-08,2.9491211250842753e-08
1896,3.3613064720494634e-08,1.47425724961181e-08
1897,4.078699333831537e-08,1.7480140002135158e-08
1898,1.4711722839955144e-08,1.3014216371232123e-08
1899,2.7085134135518274e-08,2.04520400615138e-08
1900,4.204752979131143e-08,2.906989848838748e-08
1901,1.676621691482083e-08,3.24146860464225e-08
1902,3.830021244599635e-08,1.5221880644844532e-08
1903,1.836074892125339e-08,1.1880484152015924e-08
1904,3.117282698639201e-08,1.8811188162715098e-08
1905,2.4255568054076804e-08,3.457708591669828e-08
1906,1.4403717052413612e-08,3.137952420129153e-08
1907,1.7999951751335175e-08,1.7999952361957838e-08
1908,2.2592390180875555e-08,1.3260750719723546e-08
1909,2.6954820153690662e-08,2.9705311987981986e-08
1910,1.6566866989364826e-08,2.137660359835536e-08
1911,1.1704823332792103e-08,2.3941684190731394e-08
1912,2.7609931674277277e-08,2.344239469209697e-08
1913,1.3787773367468503e-08,1.856046338843953e-08
1914,1.004511551716547e-08,2.9465672568562695e-08
1915,5.890381071793627e-09,7.068456930880984e-09
1916,8.789969641043172e-09,1.9777431248257926e-08
1917,1.7546279096336548e-08,9.869782324756216e-09
1918,1.9526838812566893e-08,2.5270027848023346e-08
1919,1.6574126959767455e-08,8.287063479883727e-09
1920,2.4231140649533245e-08,2.1202249289586916e-08
1921,1.8931869016913794e-08,3.332009046452811e-08
1922,3.3938504784281065e-08,1.549366501762961e-08
1923,1.3800732556745743e-08,2.9724654737606215e-08
1924,1.2891624545652292e-08,2.3204924204378585e-08
1925,1.3197813952814386e-08,8.798542117105512e-09
1926,2.452150482668003e-08,2.563611833927837e-08
1927,1.3379070296082318e-08,2.0068604555945058e-08
1928,9.14083297942625e-09,1.8281665847830197e-08
1929,3.119313873867213e-08,4.790374674712439e-08
1930,2.520864939015155e-08,4.621585603103995e-08
1931,2.3951248984133144e-08,3.421607086551148e-08
1932,1.8631212128639163e-08,3.3974561830518724e-08
1933,2.0647192178202545e-08,3.4411986149507356e-08
1934,1.4377896206951846e-08,2.156684431042777e-08
1935,1.6755597798123745e-08,3.111753787976568e-08
1936,2.182448710641438e-08,2.9099314957647948e-08
1937,1.1332006222275481e-08,1.510934133364117e-08
1938,6.482607339819424e-09,2.463390735840676e-08
1939,1.6823456405745674e-08,1.3764645423464117e-08
1940,1.0143131667916805e-08,1.5214697057785997e-08
1941,1.7709016475464523e-08,2.6563523380929155e-08
1942,6.068423541449874e-09,1.517105907566929e-08
1943,1.7419411690866582e-08,4.3548528338988035e-08
1944,3.2131861615880553e-09,2.8918675454292497e-08
1945,8.714016175304096e-09,3.0499057501742755e-08
1946,1.3921104269343232e-08,3.480276244971492e-08
1947,2.8610090296865565e-08,2.2649655262441115e-08
1948,1.0871888278529696e-08,3.58772298536536e-08
1949,1.3743811422273211e-08,2.846932467548413e-08
1950,1.70165788127008e-08,3.6160228367165814e-08
1951,1.0661401539380222e-08,3.3050344683260846e-08
1952,1.7926167217297007e-08,2.214408811873625e-08
1953,1.185120990232491e-08,3.555363037310855e-08
1954,1.2704296725729591e-08,1.8567819282111486e-08
1955,4.6928039232341234e-09,2.0648337262230143e-08
1956,2.8779767013986657e-08,2.703553869665143e-08
1957,2.47381048978923e-08,3.445664664702974e-08
1958,1.8198935247681902e-08,1.6544487224656734e-08
1959,1.705164498488898e-08,2.40273188012452e-08
1960,9.689166802218097e-09,2.629916728835724e-08
1961,8.33779090214648e-09,2.779263752472616e-08
1962,1.268391242037481e-08,2.0294261215969556e-08
1963,2.392439713005956e-08,3.879631904624148e-08
1964,1.0951143103454797e-08,2.6161064370366915e-08
1965,1.860494691641179e-08,2.517139974234084e-08
1966,1.1632056873267516e-08,2.880318916709257e-08
1967,1.4791006530678885e-08,3.007504723040455e-08
1968,1.7067379731727783e-08,3.5033043549459464e-08
1969,1.0446042669753908e-08,2.4071315607443466e-08
1970,1.655541059797372e-08,3.0351585439403195e-08
1971,2.6719667811647696e-08,2.928886644326667e-08
1972,1.8468529372484e-08,3.2319926623891604e-08
1973,1.0475087075523248e-08,2.039885482751913e-08
1974,1.2938814686336286e-08,1.5751601134539328e-08
1975,2.1703624231150798e-08,1.770558855085369e-08
1976,1.142705374768127e-08,1.371246471926213e-08
1977,2.8796231177352638e-08,2.35071267451481e-08
1978,1.8415833413776284e-08,1.841583330275398e-08
1979,2.0481905949054635e-08,2.399308984823989e-08
1980,1.8192481354706302e-08,4.434417455456696e-08
1981,3.09951919685858e-08,1.960920431587354e-08
1982,1.8622506647858472e-08,2.4830009714982282e-08
1983,2.084054306905614e-08,1.9577480414589843e-08
1984,1.681712458179163e-08,3.827345551599137e-08
1985,3.128090220183566e-08,2.5866899400206478e-08
1986,1.3187867908825979e-08,2.09806990114636e-08
1987,2.077677729861449e-08,1.5888123483520644e-08
1988,1.798966176025374e-08,1.679035044332977e-08
1989,1.8659615408367358e-08,1.92084268491044e-08
1990,1.9070277801347402e-08,2.942271493111548e-08
1991,2.2859715009815318e-08,1.1136783939491579e-08
1992,1.1019888224161889e-08,2.0937788391961476e-08
1993,2.4926434250005514e-08,1.440193975188464e-08
1994,2.215469208088905e-08,1.7407257413282196e-08
1995,1.8436332793747567e-08,2.0063068595366218e-08
1996,1.3345230698291743e-08,2.829188927577775e-08
1997,8.151320618488e-09,1.5823152121896555e-08
1998,1.8118891276230897e-08,2.3840645457795517e-08
1999,1.1882523187622951e-08,1.8280805091919206e-08
2000,1.6788519130450652e-08,2.2531959853466788e-08
2001,1.8401088985875447e-08,1.4896119893137438e-08
2002,1.2267419968736704e-08,2.2344229300141905e-08
2003,1.750107614384433e-08,2.458484549272555e-08
2004,1.3214373428827031e-08,2.4226352701717246e-08
2005,1.0808999029165989e-08,1.3961624190095279e-08
2006,1.4412614657288714e-08,1.729513732229293e-08
2007,1.2382886716011399e-08,2.276853305893667e-08
2008,1.0217855089811323e-08,2.0435710179622646e-08
2009,1.1443661795951243e-08,2.527142117791925e-08
2010,1.1809482836078189e-08,2.2674206179296164e-08
2011,6.1183551280930004e-09,3.250376212626804e-08
2012,7.829781378809741e-09,3.3021250012144066e-08
2013,6.972812605088308e-09,2.7333425800524225e-08
2014,9.311414264634443e-09,3.984419216784829e-08
2015,7.536356427806368e-09,3.5465207437468393e-08
2016,7.45682449121432e-09,4.2462471983029104e-08
2017,4.528100561174142e-09,2.7671724911471074e-08
2018,7.48625367252842e-09,3.975458717775382e-08
2019,5.35707450621814e-09,4.260149599755181e-08
