year,six_DET heures_NOUN,six_DET soeurs_NOUN
1881,8.419999915076914e-06,6.972507571312292e-10
1882,8.38778146317054e-06,0.0
1883,9.069515002124717e-06,6.319338941018771e-10
1884,9.215968887588133e-06,1.3203393933736152e-09
1885,9.53245094592603e-06,0.0
1886,8.237201100769198e-06,6.453463874400711e-10
1887,9.376841830999183e-06,1.9586774424595887e-09
1888,9.176771499141978e-06,6.340614699951175e-10
1889,8.773070760526025e-06,1.2530273485467092e-09
1890,9.578580232982858e-06,6.554386478008212e-10
1891,9.077526868850327e-06,0.0
1892,8.45434267660039e-06,6.268512375839919e-10
1893,8.252894204474615e-06,6.158416554491453e-10
1894,8.245564600883881e-06,2.520615716150587e-09
1895,9.12722867951743e-06,0.0
1896,8.37614030047007e-06,5.89702897624278e-10
1897,8.777360932299416e-06,1.7480140668268973e-09
1898,7.955081031241207e-06,1.6975064687230201e-09
1899,7.894487538351314e-06,5.527578395003729e-10
1900,7.395174364432933e-06,1.038210628578895e-09
1901,7.303922899382087e-06,5.588738916095792e-10
1902,7.355114306051291e-06,0.0
1903,7.330258995352779e-06,5.400220270956879e-10
1904,7.317014762975305e-06,1.0749250378694342e-09
1905,7.324149180476525e-06,5.160759042333041e-10
1906,7.058850044927567e-06,5.144184522798412e-10
1907,6.919695678675453e-06,5.142843373384665e-10
1908,7.314040516348541e-06,3.437972351250096e-09
1909,7.212339625084496e-06,1.6502950117569526e-09
1910,7.480741942345048e-06,3.206490406526541e-09
1911,7.235708793018603e-06,1.0640748282497725e-09
1912,7.079082337213549e-06,5.209421227725386e-10
1913,6.798962971288347e-06,1.060597942803554e-09
1914,6.880234380446382e-06,0.0
1915,8.625873419987329e-06,1.1780761921542648e-09
1916,7.556077491699398e-06,0.0
1917,7.027284624427921e-06,1.0966424435210342e-09
1918,6.938919909771357e-06,0.0
1919,6.628730204738531e-06,0.0
1920,5.5254574249374855e-06,7.572231730534895e-10
1921,6.05819786869688e-06,0.0
1922,6.044004777550072e-06,0.0
1923,5.0574378462897585e-06,1.0615948120573648e-09
1924,5.9636653872985335e-06,3.867487330388997e-09
1925,5.271426900321785e-06,0.0
1926,5.4092208472411585e-06,1.1146138456652466e-09
1927,6.152142134396854e-06,1.1149224876660924e-09
1928,5.724446708654796e-06,1.1426041224282812e-09
1929,5.345167053860678e-06,0.0
1930,4.6951107890436106e-06,1.0503603542488804e-09
1931,4.868946959390996e-06,1.1405356659111021e-09
1932,4.998644854481427e-06,3.287861094491973e-09
1933,4.9989147044016136e-06,2.2941324395731044e-09
1934,4.79622664784074e-06,1.1981580172459871e-09
1935,4.57068786374748e-06,3.590485242455088e-09
1936,4.495844336815935e-06,0.0
1937,5.455731525216834e-06,0.0
1938,4.843804219945014e-06,1.2965214457594243e-09
1939,4.6126854584827015e-06,0.0
1940,4.047109641192037e-06,2.5357829169792012e-09
1941,5.147420694129323e-06,2.9515025978810172e-09
1942,4.654480989074727e-06,3.034211770724937e-09
1943,4.9296935884513005e-06,8.709705623388686e-09
1944,4.71374423227644e-06,0.0
1945,5.404868574032662e-06,0.0
1946,5.102084827512954e-06,2.7842208538686464e-09
1947,5.390617985767676e-06,0.0
1948,4.618377744236568e-06,1.0871887834440486e-09
1949,4.438269584738919e-06,9.817008317369869e-10
1950,4.5976668019420686e-06,0.0
1951,5.33709766159518e-06,0.0
1952,4.469942581408759e-06,3.163441175679793e-09
1953,4.614430267224634e-06,2.1547654771580937e-09
1954,4.663454404862932e-06,9.772536113672459e-10
1955,4.69374262479505e-06,2.815682353940474e-09
1956,5.034715115925792e-06,0.0
1957,4.0049226441851715e-06,0.0
1958,4.284195028958493e-06,0.0
1959,4.140449505030119e-06,2.325224457422337e-09
1960,4.555984759235798e-06,6.920833350854139e-10
1961,4.456549504538998e-06,1.3896318540318475e-09
1962,4.717781365570772e-06,6.341956404476434e-10
1963,4.433126179037572e-06,6.466053248388448e-10
1964,4.172385260403644e-06,4.258777774879263e-09
1965,4.00389407673174e-06,0.0
1966,4.399687128398e-06,5.539074754423723e-10
1967,4.488084584863827e-06,0.0
1968,4.3827236169136086e-06,4.4914158503495116e-10
1969,5.212575530322283e-06,1.8167031212712459e-09
1970,3.848672861295199e-06,1.3796175035718505e-09
1971,3.89696063507472e-06,1.541519245584766e-09
1972,3.5280018977346117e-06,0.0
1973,4.1790086839910145e-06,2.7566018356850464e-09
1974,3.5531110995634663e-06,0.0
1975,3.2955239674947734e-06,1.1422960355389478e-09
1976,3.3081319799066478e-06,1.142705374768127e-09
1977,3.031244148132828e-06,2.938390863960194e-09
1978,3.1170283705250768e-06,4.158414057542359e-09
1979,3.2162444938421686e-06,1.1703946700691858e-09
1980,3.3462797830452473e-06,2.8425753972882717e-09
1981,3.568875101223057e-06,6.325549528618524e-10
1982,3.3241174293152653e-06,6.207502289967692e-10
1983,3.347748986470833e-06,3.1576580239445207e-09
1984,3.1766968362489933e-06,2.3196033982486597e-09
1985,3.3368300336178436e-06,3.0077789148208467e-09
1986,3.3257404936648527e-06,3.596691222629289e-09
1987,3.169680638848149e-06,3.666490056009053e-09
1988,3.212353831827386e-06,2.3986214681137596e-09
1989,4.8279012361263085e-06,2.744061089465788e-09
1990,3.2550241968465343e-06,3.8140557934163155e-09
1991,3.3340014198302015e-06,1.7584396161396398e-09
1992,3.5136914959821297e-06,1.1019888335184191e-09
1993,3.4969017264074864e-06,2.7696037130375828e-09
1994,3.1269765514707615e-06,4.747433890450736e-09
1995,3.0620579991591512e-06,3.253470548525428e-09
1996,2.9178011899944067e-06,4.804283193493575e-09
1997,2.925365137684821e-06,4.315404922294874e-09
1998,3.1593623219805522e-06,6.198567992221626e-09
1999,3.1081937805765847e-06,1.8280804647829996e-09
2000,3.2697851821694712e-06,3.97622823555821e-09
2001,2.962137386930408e-06,8.762423564512289e-10
2002,3.4348775557191402e-06,1.752488598683044e-09
2003,3.3331215263388003e-06,8.333845835650777e-10
2004,3.339712620231694e-06,0.0
2005,3.426452693133797e-06,4.5037495954858286e-10
2006,3.5043242121446383e-06,2.4707338397433887e-09
2007,3.7404304862320714e-06,3.994479469415779e-10
2008,3.6873685473892692e-06,8.514879357157668e-10
2009,3.7187134154237356e-06,0.0
2010,4.276449686813066e-06,9.447586046817946e-10
2011,4.6162988951437e-06,0.0
2012,7.037951831989631e-06,6.808505426114664e-10
2013,6.7120292328581854e-06,0.0
2014,7.344323847746637e-06,8.661780737106994e-10
2015,7.4844883783953264e-06,1.10828768384863e-09
2016,7.903405133902197e-06,2.0713400439298368e-10
2017,5.640252169314408e-06,2.515611330355938e-10
2018,6.873154944742055e-06,2.5814667070633845e-10
2019,6.9598599452547205e-06,2.55098775436835e-10
