year,des_DET iles_NOUN,des_DET cils_NOUN
1874,3.202390500001151e-07,4.6840934686542823e-07
1875,2.408762899697159e-07,4.251094622986784e-07
1876,2.6118783247319755e-07,3.682022988726885e-07
1877,2.6903949634782265e-07,3.129516978894742e-07
1878,3.5147495380805083e-07,2.55453449948817e-07
1879,2.55369798862759e-07,2.590353913589638e-07
1880,2.5928099334215915e-07,2.4195280179384326e-07
1881,2.398542626735889e-07,3.8418517789295947e-07
1882,2.4891141303662323e-07,3.8401571100799003e-07
1883,2.8437025501037994e-07,3.7852841439089957e-07
1884,2.6208736603194893e-07,3.8157807402683375e-07
1885,2.5524716767977296e-07,2.5718087126591627e-07
1886,4.1302168496404335e-07,2.697547796248756e-07
1887,2.7356194121086475e-07,3.159999648616463e-07
1888,2.6250144835593403e-07,3.6141503745312775e-07
1889,2.8381070227290195e-07,2.2993051995712221e-07
1890,3.080561583601593e-07,2.4447861601828436e-07
1891,3.065999781837192e-07,2.498694264829737e-07
1892,3.3661910570081943e-07,2.5700901673531007e-07
1893,3.1469507943970854e-07,2.6727528323888805e-07
1894,2.999532626724033e-07,2.4134895237892806e-07
1895,4.02645318642314e-07,2.088459201132764e-07
1896,3.0723520905162616e-07,2.783397574646074e-07
1897,2.517140242908056e-07,2.5462737340831154e-07
1898,3.202628796605822e-07,3.123411982386415e-07
1899,3.0788611304899405e-07,4.2341251393906987e-07
1900,3.457241364301922e-07,3.1353960316948815e-07
1901,2.827901864344007e-07,5.387544037560588e-07
1902,2.9265292644797825e-07,2.558257869988978e-07
1903,2.862116745827592e-07,2.727111150235828e-07
1904,2.977542230553354e-07,3.4881318722312926e-07
1905,3.2203136557384937e-07,2.900346594003622e-07
1906,3.0042038612343447e-07,2.752138601458398e-07
1907,3.065134617785681e-07,2.6485642301565804e-07
1908,2.7307323913206005e-07,2.0873403139276547e-07
1909,2.3764248185953463e-07,2.998035935064536e-07
1910,2.2071342020701934e-07,2.4155560351957206e-07
1911,2.851720566354743e-07,2.255838600362381e-07
1912,2.2660981902067334e-07,2.0368836528561474e-07
1913,2.9007354140908603e-07,3.3514893815755897e-07
1914,3.1273792622243946e-07,2.343860359133032e-07
1915,1.9673872431180683e-07,1.8495796527684405e-07
1916,2.329341886042613e-07,2.6260034280412015e-07
1917,2.7745054276273606e-07,1.7326950330076585e-07
1918,3.779017720972888e-07,1.745929232299659e-07
1919,2.633444605160129e-07,2.3295856088623168e-07
1920,2.4685474775409944e-07,2.1050804921429744e-07
1921,2.764052838277742e-07,2.3854154651559156e-07
1922,2.8036153909560824e-07,2.5896554323168175e-07
1923,3.089240911968716e-07,2.1338056210851164e-07
1924,2.900615425627251e-07,2.513866905751172e-07
1925,3.6733915020903396e-07,2.9805062773391455e-07
1926,3.421864506192307e-07,2.753096151053569e-07
1927,3.389364319206223e-07,2.40823251118627e-07
1928,3.7934457652877285e-07,2.3994686504380525e-07
1929,3.8322997597539654e-07,2.8853653333271723e-07
1930,3.3821604183970067e-07,2.2582748293586974e-07
1931,3.786578508524485e-07,2.2354499051857601e-07
1932,3.945433156848921e-07,2.1261501226277346e-07
1933,3.544434568070187e-07,2.466192259298339e-07
1934,3.1032292646671067e-07,2.1686659934516683e-07
1935,4.3085821399557744e-07,2.1064180355523376e-07
1936,3.394920011778879e-07,2.0005778500475913e-07
1937,3.437375163395373e-07,2.883366034822643e-07
1938,3.5265383513394255e-07,2.0873995509873566e-07
1939,4.236451891515003e-07,2.0799908373447806e-07
1940,4.6911983586639394e-07,2.6372142825081824e-07
1941,4.604344150394013e-07,2.8629575954397524e-07
1942,5.582949653692992e-07,2.548737967345005e-07
1943,4.761305880673916e-07,3.251623468258913e-07
1944,3.373845327558911e-07,3.759427791294456e-07
1945,3.899522149630741e-07,2.897410293911662e-07
1946,2.54756209905338e-07,2.018560136818337e-07
1947,2.7894838017239465e-07,2.0384689025654268e-07
1948,3.098488061681337e-07,5.381584440300458e-07
1949,3.848267143835571e-07,2.1401077709981564e-07
1950,5.200691852724759e-07,2.829006113813648e-07
1951,4.147285166400394e-07,2.0896348074117554e-07
1952,3.2688892559473715e-07,2.6572906097754867e-07
1953,3.555362915186322e-07,2.585718643643986e-07
1954,3.2933446703076186e-07,2.560404415152817e-07
1955,3.707314979450871e-07,2.665512499611111e-07
1956,4.6047627311196493e-07,3.235543495350157e-07
1957,2.871387184133489e-07,2.341284970341917e-07
1958,3.1434524905282757e-07,2.34104489127418e-07
1959,3.325070978554834e-07,1.7051644629617613e-07
1960,2.6022332927366776e-07,2.5607082587697505e-07
1961,2.7375748085090024e-07,2.89043412315948e-07
1962,2.4416532529158985e-07,2.0991875215869982e-07
1963,2.508828623737358e-07,2.2113902176101874e-07
1964,2.579602567109873e-07,1.612251572247203e-07
1965,2.22712167929906e-07,3.3653065933947346e-07
1966,2.9855612926343866e-07,2.221169026483949e-07
1967,2.4207947352250514e-07,1.725617488901321e-07
1968,3.0721284627333034e-07,1.976222918642634e-07
1969,2.4434656620275774e-07,1.6849921280481794e-07
1970,3.2742922262407603e-07,1.457795759662872e-07
1971,2.0861894356460908e-07,1.9782829685510706e-07
1972,2.6317653811780417e-07,1.5698248878592835e-07
1973,2.475428494408405e-07,1.3893274086740348e-07
1974,2.4640003593034976e-07,1.2938814736296322e-07
1975,2.890008938827293e-07,1.279371533158269e-07
1976,2.2796971899108343e-07,1.3655329622608292e-07
1977,2.8796230316929794e-07,1.363413426602733e-07
1978,2.156434619760006e-07,1.182177706837706e-07
1979,2.0013748391889408e-07,1.1762466700648844e-07
1980,2.109190956334217e-07,1.4497134892543784e-07
1981,2.2329190269010368e-07,1.5877129966312964e-07
1982,2.278153385937287e-07,1.440140504627152e-07
1983,1.9766939629572988e-07,1.1493875362589279e-07
1984,2.6037547817825413e-07,1.4091590339049276e-07
1985,2.1174764142095626e-07,1.4918583701728494e-07
1986,1.834312574056085e-07,1.7923511697048866e-07
1987,2.352664495441914e-07,1.3871553861122266e-07
1988,2.422607744412275e-07,1.2532797155628828e-07
1989,1.7616871561543235e-07,1.5202098513356077e-07
1990,1.427546527654755e-07,1.1932545462833843e-07
1991,1.5591497648514974e-07,1.1664315435755412e-07
1992,1.3719761166042233e-07,1.3389164821298039e-07
1993,1.4069587184195598e-07,1.1466159266504405e-07
1994,1.2290579309848226e-07,1.593027856294782e-07
1995,1.198361637144707e-07,1.2742759114559021e-07
1996,1.0889708468297954e-07,1.2064088372731874e-07
1997,9.493891051093328e-08,1.0692614438312376e-07
1998,1.0728290666950357e-07,1.1062059890321052e-07
1999,8.409170007550593e-08,9.368912723406453e-08
2000,9.233685660525737e-08,9.322046645721116e-08
2001,8.280490079726199e-08,1.1610211014811966e-07
2002,1.06025561996681e-07,9.463438366275057e-08
2003,7.708807425732545e-08,1.1125683929691377e-07
2004,9.998875899475124e-08,1.070364239463828e-07
2005,8.467049295024509e-08,1.346621094633349e-07
2006,7.123949535836616e-08,1.519501440228055e-07
2007,6.311277447879071e-08,3.139660762485619e-07
2008,6.93962661779679e-08,3.312288057166768e-07
2009,9.011883905785112e-08,4.0672680778897075e-07
2010,3.30665506087513e-08,5.394571687133976e-07
2011,4.512286755353756e-08,6.32484972840075e-07
2012,2.9276573776382264e-08,7.383823867890271e-07
2013,3.1238200304262165e-08,7.474854921696306e-07
2014,3.70291119711208e-08,9.666547065023678e-07
2015,4.012001621200856e-08,8.790938297309481e-07
2016,4.080539783846149e-08,9.484665790537861e-07
2017,2.4904552170523786e-08,9.717806648268379e-07
2018,1.8586560124322915e-08,1.117258748628558e-06
2019,2.7550668413311996e-08,1.001262730504493e-06
