year,aux_ADP eaux_NOUN,aux_ADP sots_NOUN
1852,3.4011089322660837e-06,8.919447225252952e-08
1853,3.696625697102718e-06,1.4034039508281637e-07
1854,3.664502229661082e-06,7.689583658709864e-08
1855,3.744044054343476e-06,1.3479620264433834e-07
1856,3.5986641719887302e-06,1.6308145456278567e-07
1857,4.2073725019520225e-06,1.093458039669315e-07
1858,3.873833929191051e-06,1.0619277213130829e-07
1859,4.611981612612226e-06,1.176292010462987e-07
1860,4.119007746439252e-06,1.2266853186004845e-07
1861,3.6874119793139926e-06,1.1789909448722824e-07
1862,3.82718618041622e-06,5.2408641038059756e-08
1863,3.674542448095508e-06,8.241124582752946e-08
1864,3.6171427453268734e-06,8.82229951315594e-08
1865,3.7061691671169683e-06,9.225415187330555e-08
1866,3.5197844674428325e-06,1.016913101503647e-07
1867,3.5323615446003487e-06,1.2714366270927258e-07
1868,3.5329979581888438e-06,7.311013927591148e-08
1869,3.425300214132676e-06,1.1964621993154623e-07
1870,3.923236146619047e-06,1.1238735941887512e-07
1871,3.2256515467565805e-06,4.779529749754374e-08
1872,3.2159749991933495e-06,8.224381109478429e-08
1873,4.123159801139309e-06,9.33816693970968e-08
1874,3.550112662509264e-06,7.229277398934641e-08
1875,3.733296491503779e-06,1.0584825343995519e-07
1876,4.018786015080877e-06,1.1971109437070027e-07
1877,3.7486169475187125e-06,1.224593546567121e-07
1878,3.6820324211817024e-06,1.3708731988471e-07
1879,3.814662775880606e-06,1.2951769035041139e-07
1880,3.3039072224738675e-06,1.3092406447867688e-07
1881,3.977118396392143e-06,1.289913922342123e-07
1882,3.624522761924709e-06,9.450646731856693e-08
1883,3.839630316804232e-06,7.077659303078576e-08
1884,3.39525268344687e-06,8.384154792651088e-08
1885,3.6933492033597304e-06,7.154655889962669e-08
1886,3.4371147457079587e-06,8.583106847481758e-08
1887,3.7286687710746946e-06,6.13718913466954e-08
1888,3.3586235552718335e-06,5.5163347667530616e-08
1889,3.472138734750274e-06,6.139834063390026e-08
1890,3.6737336674974586e-06,7.013193492610981e-08
1891,3.140578314742015e-06,6.756673209817876e-08
1892,3.5279188104198056e-06,6.14314212832312e-08
1893,3.449329160076786e-06,4.8035648847477574e-08
1894,3.5118477423878858e-06,4.411077569876909e-08
1895,3.2873672566324785e-06,7.402896073926968e-08
1896,3.3837152635385337e-06,6.191880586037257e-08
1897,3.165653367886989e-06,3.3212266714599536e-08
1898,3.2614757063953448e-06,4.9793524414809553e-08
1899,3.372928309985923e-06,5.085372123403431e-08
1900,3.1634277384284815e-06,5.5544267740792463e-08
1901,3.0631878296105697e-06,6.985923306501718e-08
1902,2.8243951923911936e-06,6.481574532646306e-08
1903,3.4285998609107082e-06,4.48218282489421e-08
1904,3.286045743067234e-06,4.622177574020725e-08
1905,3.0236887518242384e-06,5.109151468563056e-08
1906,3.360181295875009e-06,5.349951948119269e-08
1907,2.879992280213628e-06,5.3999855254005524e-08
1908,3.0941751774093973e-06,7.023286308083243e-08
1909,3.0101382684222244e-06,5.996072205416425e-08
1910,3.3903293044090788e-06,5.397592228728598e-08
1911,2.9544037545292667e-06,7.767746179609958e-08
1912,3.0068778951175545e-06,1.0783501647182447e-07
1913,2.7899029930722463e-06,8.219634134443154e-08
1914,2.698787728405705e-06,7.701255011482999e-08
1915,2.220673532615791e-06,1.6493066468115103e-08
1916,2.2172698876943286e-06,3.8456117179563876e-08
1917,2.071557680949354e-06,5.4832123286274737e-08
1918,2.064101794374551e-06,2.986457925402419e-08
1919,2.204358924728922e-06,3.6831394822911534e-08
1920,2.267883445483676e-06,7.420787317968802e-08
1921,2.3990464246281817e-06,5.5281057564915415e-08
1922,2.7563966220611746e-06,6.04990697539165e-08
1923,2.380095640575064e-06,7.112685240784344e-08
1924,2.5615658660882445e-06,3.480738508532255e-08
1925,2.5691744021116847e-06,8.358614977943546e-08
1926,2.1980185849201916e-06,1.0031524466658226e-07
1927,2.65909023866584e-06,1.036877916860135e-07
1928,2.3274845055709648e-06,4.456156144083678e-08
1929,2.3829329673930033e-06,1.0694789809306826e-07
1930,2.5124620428584876e-06,6.827342424742255e-08
1931,2.185266243515116e-06,6.158892684737793e-08
1932,2.266432183262168e-06,4.383814555808385e-08
1933,2.4696335252372137e-06,2.6382522388956886e-08
1934,2.4358552295211666e-06,3.834105655187159e-08
1935,2.161472160366884e-06,6.941604802079837e-08
1936,2.2600467524114265e-06,4.4861445669397426e-08
1937,2.116566883980653e-06,4.155069155409308e-08
1938,2.1651907946562687e-06,4.148868626430158e-08
1939,2.2145785747440527e-06,4.282334131744392e-08
1940,2.426744296180061e-06,5.325144059042941e-08
1941,2.2815115485741444e-06,7.083606234914441e-08
1942,2.4273693295384646e-06,5.76500234217292e-08
1943,2.4416208086464053e-06,5.516146917017295e-08
1944,1.7351205627846866e-06,7.390327994016843e-08
1945,1.8582639409459034e-06,5.2284098384092204e-08
1946,1.8501147280858277e-06,4.315542412314244e-08
1947,1.80243573399963e-06,1.0847992415463636e-07
1948,1.9960786410422315e-06,9.132385669907706e-08
1949,1.848542678928311e-06,7.853606343033448e-08
1950,2.0292270388466704e-06,7.87016745107394e-08
1951,2.0757748222521855e-06,6.716683031982029e-08
1952,2.1015794349210637e-06,6.64322624688296e-08
1953,1.87787811967155e-06,6.67977295698563e-08
1954,2.0688458768347573e-06,6.352148407273717e-08
1955,1.8911999255522005e-06,4.223523353275027e-08
1956,1.823590656258034e-06,6.45364464091358e-08
1957,2.0585638385028915e-06,4.3291683571311523e-08
1958,2.0589614422306113e-06,7.362296711166394e-08
1959,1.926835943244498e-06,7.518225431102366e-08
1960,1.8630882969716822e-06,4.9137916846575536e-08
1961,1.9711927397025875e-06,6.878677449861925e-08
1962,1.7319882541499965e-06,7.102991128604685e-08
1963,1.8292464885050208e-06,5.625466481529173e-08
1964,1.8750789969601556e-06,6.02312879571798e-08
1965,1.7395626281668797e-06,7.441979343880689e-08
1966,1.699942078658978e-06,6.868452639974265e-08
1967,1.5688328369733995e-06,8.677390406219843e-08
1968,1.7224580073360585e-06,9.207402734690007e-08
1969,1.5637272010593506e-06,4.678010676051336e-08
1970,1.7167040438081926e-06,5.472482778046128e-08
1971,1.678200632682092e-06,4.7273257419711e-08
1972,1.6442120243098657e-06,4.6171320600141286e-08
1973,1.5420430745649583e-06,4.024638644573031e-08
1974,1.4710869749023914e-06,5.51306017504416e-08
1975,1.5980722078978715e-06,3.084199162728396e-08
1976,1.4443795803842363e-06,5.3707154168414206e-08
1977,1.3710532495991856e-06,3.5848367496704725e-08
1978,1.448316185648224e-06,3.207919463399378e-08
1979,1.7269173215872513e-06,4.740098380473512e-08
1980,1.5548887062344363e-06,4.43441763309238e-08
1981,1.3789697419497315e-06,4.174862616723729e-08
1982,1.544426535993182e-06,3.724501340673925e-08
1983,1.343899265648929e-06,2.5261265079734585e-08
1984,1.3813238100013336e-06,3.3054349146688367e-08
1985,1.6097633457334837e-06,3.789801583664598e-08
1986,1.5879391597195536e-06,4.375974227421864e-08
1987,1.4452081895655056e-06,3.299840972692536e-08
1988,1.2604755763589992e-06,3.17817343553628e-08
1989,1.3753234755498056e-06,3.292873429483478e-08
1990,1.4270017452133743e-06,3.0512445514663256e-08
1991,1.3768581208495334e-06,2.6376593631471934e-08
1992,1.428728560348702e-06,3.581463658974826e-08
1993,1.2668167705953692e-06,5.982344036814524e-08
1994,1.433197537537012e-06,5.116678902794547e-08
1995,1.2363187735786596e-06,3.416144167545099e-08
1996,1.254451706955706e-06,4.217092719471793e-08
1997,1.1771465757703936e-06,2.541294130686822e-08
1998,1.1305234552949628e-06,4.291316391125122e-08
1999,1.268687850775052e-06,4.844413387106172e-08
2000,1.173870980863967e-06,4.108769169341997e-08
2001,1.1649642326361231e-06,3.285908997674447e-08
2002,1.1776723436440761e-06,4.20597260908373e-08
2003,1.1921566098749281e-06,2.583492253460662e-08
2004,1.191495990759961e-06,3.303593487657963e-08
2005,1.1597155742393284e-06,3.8732247853445756e-08
2006,1.1707160831875285e-06,4.406142045665362e-08
2007,1.119253095094308e-06,3.395307507370049e-08
2008,1.3449252431740888e-06,3.363377520937405e-08
2009,1.325557462017457e-06,3.2900526969470434e-08
2010,1.300460217734667e-06,2.7398000146394708e-08
2011,1.3873370336980884e-06,2.638540580468529e-08
2012,1.4781264763286117e-06,3.029784917396583e-08
2013,1.2366980790545767e-06,4.490491456454748e-08
2014,1.382203651090208e-06,3.811183352242509e-08
2015,1.5352001083712707e-06,5.452775406200594e-08
2016,1.8057942234861457e-06,5.9447457761985234e-08
2017,1.313400698421674e-06,2.5910795869998893e-08
2018,1.3883128469061035e-06,4.23360537737949e-08
2019,1.5050827668616762e-06,5.255034640772038e-08
