year,aux_ADP ailes_NOUN,aux_ADP selles_NOUN
1916,1.7909563680973406e-06,2.0876177231343718e-08
1917,1.5342027346321174e-06,3.289927263949721e-08
1918,1.4886343535636115e-06,2.5270028736201766e-08
1919,1.5634926704422014e-06,1.9336481860143806e-08
1920,1.2107998497157269e-06,4.316171953178127e-08
1921,1.2956970891764286e-06,3.0290991048786964e-08
1922,1.623883548518279e-06,2.0658220023506146e-08
1923,1.5722218762448392e-06,2.0170300985000722e-08
1924,1.2105235374093581e-06,1.675911143195208e-08
1925,1.5760388905050604e-06,1.8696902470694e-08
1926,1.3408804484527082e-06,1.3375366592072169e-08
1927,1.4248709305775265e-06,4.6826745148109694e-08
1928,1.5105226225387014e-06,2.3994686904060814e-08
1929,1.350217242901408e-06,2.7851015937940815e-08
1930,1.308748981188046e-06,3.361153133596417e-08
1931,1.6013121211244652e-06,3.649714219733369e-08
1932,1.2603467496319354e-06,2.4110980323399644e-08
1933,1.1883606134688307e-06,1.605892663292252e-08
1934,1.3515222434534735e-06,2.516131836216573e-08
1935,1.4278162723257992e-06,5.0266793394371234e-08
1936,1.2706701113529562e-06,4.849885959501421e-08
1937,1.4832337598136291e-06,3.021868399954997e-08
1938,1.2718874913275613e-06,3.630260181353151e-08
1939,1.2525827060017036e-06,2.5999884911698246e-08
1940,1.3769301290267322e-06,1.5214697057785997e-08
1941,1.1038620080228156e-06,1.7709016475464523e-08
1942,1.8539033845854647e-06,2.730790527039062e-08
1943,1.5387146206080615e-06,8.709705845433291e-09
1944,2.1046368630095458e-06,1.2852744646352221e-08
1945,1.941047102604898e-06,2.178504132643866e-08
1946,1.2877021973167757e-06,2.227376683094917e-08
1947,1.2481151756560394e-06,1.1920871401116528e-08
1948,1.2426567508327935e-06,1.4133454406817236e-08
1949,1.0808525985339656e-06,2.6505922789965553e-08
1950,1.6676246161750896e-06,9.571825110299415e-09
1951,1.2239289759463645e-06,1.1727541604500402e-08
1952,1.3065012467450288e-06,7.381362632230548e-09
1953,1.2670021334315607e-06,1.0773827163745864e-08
1954,1.908576280129637e-06,1.5636057781875934e-08
1955,1.4801103844774843e-06,1.970977647758332e-08
1956,1.3369510298844034e-06,2.0930739808022736e-08
1957,1.2907990054600305e-06,1.3252556385623393e-08
1958,1.1672135755702584e-06,9.926692356998501e-09
1959,1.103706445348962e-06,1.3951345856355601e-08
1960,9.253154331645419e-07,1.5225833038812198e-08
1961,1.1256018410676916e-06,2.7792637857793068e-08
1962,1.4110852504245486e-06,2.029426049432459e-08
1963,9.084804943881863e-07,2.2631185814248056e-08
1964,1.2192272436095664e-06,1.5818317322668918e-08
1965,1.0665012872834723e-06,1.860494691641179e-08
1966,1.0319295746796797e-06,2.1602390987141007e-08
1967,1.0107188224139918e-06,1.5284040699725665e-08
1968,1.2122331440878042e-06,1.7965663151597866e-08
1969,8.411335450375645e-07,1.589615195030092e-08
1970,8.061565175410124e-07,1.8854771965948203e-08
1971,9.500896887004728e-07,1.5415192677892264e-08
1972,1.0583492837668018e-06,1.7442499000708267e-08
1973,9.736317636566127e-07,1.4885650045926013e-08
1974,7.842046780837109e-07,1.2938814464291681e-08
1975,7.310694556394992e-07,1.1422960355389478e-08
1976,8.8388258490113e-07,1.1427053969725876e-08
1977,9.044367459409841e-07,1.1165885105413054e-08
1978,8.334649663765958e-07,1.3069301307844228e-08
1979,8.380026041976407e-07,1.580032804593401e-08
1980,8.180932109524974e-07,1.3075846183596695e-08
1981,7.97019252374298e-07,1.454876419337836e-08
1982,9.354705952091535e-07,1.2415004135846175e-08
1983,8.721451472126773e-07,1.894594880980094e-08
1984,7.347343782271309e-07,9.278413870550395e-09
1985,8.848885979517718e-07,7.218669662023558e-09
1986,9.045678659447276e-07,8.991728472906857e-09
1987,7.77907006366263e-07,1.3443797020062931e-08
1988,9.20470981213839e-07,1.139345240375178e-08
1989,1.1673235746911814e-06,1.0976244135818547e-08
1990,9.022965947735884e-07,4.90378582185258e-09
1991,7.713688248145445e-07,1.4067516318494455e-08
1992,8.094107926126526e-07,7.713921945651236e-09
1993,8.186948576849318e-07,1.1078414630105726e-08
1994,7.701392643610916e-07,1.5297286992677073e-08
1995,7.352843152119704e-07,1.3013881527967897e-08
1996,7.051619750342297e-07,1.441284935843612e-08
1997,7.532779147112478e-07,1.1987236092636522e-08
1998,7.457354254114534e-07,1.1920323395031573e-08
1999,7.449428078842857e-07,1.7823784226322914e-08
2000,6.887711307967948e-07,1.7230322058026104e-08
2001,7.018701193572952e-07,1.664860427297299e-08
2002,7.553225662704222e-07,1.752488643091965e-08
2003,7.104603305663204e-07,1.7084383685528337e-08
2004,6.157898071457168e-07,1.8500122545006548e-08
2005,6.354790480500583e-07,2.161799728117586e-08
2006,7.523385043839426e-07,2.882522948111088e-08
2007,7.381798337036116e-07,1.7975157362570826e-08
2008,7.420717382800035e-07,2.299017509699297e-08
2009,6.975865449732055e-07,2.622505901328509e-08
2010,7.435250175547026e-07,3.448369056968659e-08
2011,8.756895653050378e-07,3.02093789705804e-08
2012,1.0280843065757495e-06,3.472337795074054e-08
2013,1.0445272975445619e-06,2.9285812108703624e-08
2014,1.129063106120043e-06,3.3347855546428384e-08
2015,1.0431203394389854e-06,2.9702109938245513e-08
2016,1.1696857313836517e-06,3.500564518810201e-08
2017,8.809670801745995e-07,2.792328501755037e-08
2018,1.0651131527872337e-06,2.7879840602818007e-08
2019,9.77283363567949e-07,2.7550667525133576e-08
