year,ses_DET yeux_NOUN,ses_DET cieux_NOUN
1856,2.945717051261454e-05,1.2942972693608112e-08
1857,2.9637593456754985e-05,1.903788604540324e-08
1858,3.2142153486347524e-05,2.985142333322699e-08
1859,3.377689392891625e-05,2.2914779851390676e-08
1860,3.403914411137521e-05,1.0069804545764782e-08
1861,3.206100916486321e-05,1.1789909493131745e-08
1862,3.181746592417767e-05,1.3553959066214816e-08
1863,3.1499575811722025e-05,2.0477945228414285e-08
1864,3.088284211116843e-05,7.671564494771133e-09
1865,3.0833125492790714e-05,8.47231973466478e-09
1866,3.026362662694737e-05,4.865612912574591e-09
1867,2.9755984428447846e-05,1.261730986357179e-08
1868,2.7807538685920008e-05,4.939874176379533e-09
1869,3.133558868739783e-05,6.8369265804335555e-09
1870,2.7837659672513837e-05,1.490852641339302e-08
1871,2.523166926948761e-05,3.18635318130589e-09
1872,2.850897101325245e-05,6.652073114565837e-09
1873,2.59906325936754e-05,3.591602570907071e-09
1874,2.674354573173332e-05,4.182226565063729e-09
1875,2.760522409062105e-05,4.577221712764867e-09
1876,2.577174291218398e-05,8.464420941933781e-09
1877,2.7753742756431166e-05,4.947852683123699e-09
1878,2.380186060690903e-05,4.831270938865373e-09
1879,2.6109422719855502e-05,9.16398767980553e-09
1880,2.544547635352501e-05,1.0268554229142524e-08
1881,2.6306573772671982e-05,1.743126887276958e-08
1882,2.7382916186979855e-05,1.3976308554930483e-08
1883,2.506439420812967e-05,6.319339107552224e-09
1884,2.6408109079056885e-05,5.941527270181268e-09
1885,2.534423981614964e-05,5.156508497972112e-09
1886,2.5025241370713047e-05,1.8069698626277386e-08
1887,2.5954434477171162e-05,1.566941953967671e-08
1888,2.543030336710217e-05,8.242799331981132e-09
1889,2.489201551725273e-05,1.3156786826673539e-08
1890,2.4050009869824862e-05,1.0487018253790836e-08
1891,2.3258890792021703e-05,6.3742202627281586e-09
1892,2.3844168026698753e-05,1.817868566789116e-08
1893,2.403075677648303e-05,6.7742580989182954e-09
1894,2.451361785915651e-05,5.671385361338821e-09
1895,2.5231236463696405e-05,6.6204759452404005e-09
1896,2.5228078925465525e-05,4.717623180994224e-09
1897,2.4360906650144898e-05,4.07869948926276e-09
1898,2.444579104121658e-05,5.09251940616906e-09
1899,2.457008554301865e-05,1.6582735185011188e-09
1900,2.5483398189862783e-05,9.34389543516545e-09
1901,2.4263509772026737e-05,6.706486588292648e-09
1902,2.0536279976113292e-05,6.38336894454028e-09
1903,2.296767604548222e-05,7.020286130199338e-09
1904,2.162480484457774e-05,1.827372564378038e-08
1905,2.1227749357422e-05,8.257214467732865e-09
1906,2.3070638349054207e-05,1.9547901075611662e-08
1907,2.2676854200653906e-05,3.5999904168804164e-09
1908,2.4040759058152616e-05,1.080505640516094e-08
1909,2.5009121486618824e-05,1.5402753461568608e-08
1910,2.574544578237692e-05,1.5498036631811374e-08
1911,2.3100532303033106e-05,5.852411444351446e-09
1912,2.394510534031724e-05,6.772247651554153e-09
1913,2.3600955387337308e-05,9.545381485231985e-09
1914,2.313256209163228e-05,1.8750882013751635e-08
1915,2.030414259479585e-05,2.3561523843085297e-09
1916,2.251770524708263e-05,1.0987462051303964e-09
1917,2.385964899076498e-05,4.3865698851064394e-09
1918,2.3923824073790456e-05,3.44591288836682e-09
1919,2.4282016966026276e-05,1.3811772781036069e-08
1920,2.517615621400182e-05,1.1358348039891553e-08
1921,2.6653041459212545e-05,6.815472630705699e-09
1922,3.0297491548481048e-05,2.87739485571592e-08
1923,2.939556088676909e-05,1.4862327368803108e-08
1924,2.855623733921675e-05,1.418078654502608e-08
1925,2.9337639489313005e-05,1.979672004104316e-08
1926,2.8118362706663902e-05,5.57306911730393e-09
1927,3.374758989593829e-05,1.895368273441278e-08
1928,2.7269389647699427e-05,1.2568645346711094e-08
1929,2.776300607365556e-05,1.1140406153131721e-08
1930,2.4234965167124756e-05,8.402882945013346e-09
1931,2.3296581730392063e-05,1.0264820993199919e-08
1932,2.393891554675065e-05,1.0959536611565568e-08
1933,2.244120264549565e-05,2.2941324395731044e-09
1934,2.2078457845964294e-05,7.188948103475923e-09
1935,2.3255572386915446e-05,1.555876849579363e-08
1936,2.2744752413927927e-05,1.576212893539264e-08
1937,2.2588465981243644e-05,8.813782481631449e-09
1938,2.350593445044069e-05,1.2965214679638848e-08
1939,2.29762515573384e-05,7.647025235257843e-09
1940,1.739293509217532e-05,2.2822045586678996e-08
1941,2.465980355736974e-05,5.9030051957620344e-09
1942,2.3460526108465274e-05,3.034211770724937e-09
1943,2.7197506824450102e-05,1.1612940831184915e-08
1944,2.7729797238862375e-05,6.4263723231761105e-09
1945,2.97910421522829e-05,6.535512131478072e-09
1946,2.959905191346479e-05,8.352662561605939e-09
1947,3.0138346346575418e-05,1.0728784083369192e-08
1948,2.7695046355802333e-05,8.697510045507784e-09
1949,2.4242120616690954e-05,1.7670614971265763e-08
1950,2.7718941964849364e-05,1.914365110877725e-08
1951,2.5707837721711257e-05,9.595261474260042e-09
1952,2.4764471390881226e-05,4.217921456550755e-09
1953,2.3633466980754747e-05,4.3095309543161875e-09
1954,2.6442529133419157e-05,1.661331139324318e-08
1955,2.31815120059764e-05,1.970977647758332e-08
1956,2.5506723432044964e-05,7.849027428008526e-09
1957,2.3631075919183786e-05,8.835037590415595e-09
1958,2.4361757141377893e-05,9.099467956907858e-09
1959,2.289880944772449e-05,1.007597205671118e-08
1960,2.5553100158504094e-05,1.1765416640940884e-08
1961,2.5488627443337464e-05,1.3896318484807324e-08
1962,2.5705852294777287e-05,5.07356523460345e-09
1963,2.5544142999933683e-05,1.3578711932638043e-08
1964,2.467475110279338e-05,1.1559539714323108e-08
1965,2.3595450784341665e-05,1.2585700148726175e-08
1966,2.5762790528460755e-05,7.754704767215514e-09
1967,2.5816222660068888e-05,5.42336914266528e-09
1968,2.613464971545909e-05,1.66182389793601e-08
1969,2.1883551198698115e-05,5.904285033109247e-09
1970,2.1228174318821402e-05,9.197450023812337e-09
1971,2.3115081603464205e-05,1.2332153853655825e-08
1972,2.1097216290399956e-05,9.234264186641639e-09
1973,1.9676624333442305e-05,1.1577727554445971e-08
1974,1.6812583908176748e-05,3.937900117101378e-09
1975,1.6530736729691853e-05,5.711480177694739e-09
1976,1.7641657564126945e-05,3.9994687561772935e-09
1977,1.7709094777274004e-05,1.1165885493991112e-08
1978,1.9831475924547703e-05,1.009900552073617e-08
1979,2.041987602297013e-05,7.60756546647201e-09
1980,1.982355286145321e-05,5.685150683554241e-09
1981,2.0960341089448775e-05,8.223214220670627e-09
1982,2.1080677015561378e-05,1.0552753892945077e-08
1983,2.0978848624508828e-05,1.326216381158929e-08
1984,2.1018505776737584e-05,1.3337719650952096e-08
1985,2.078615830214403e-05,6.617113634810323e-09
1986,2.2094474616096704e-05,1.1988970705090196e-08
1987,2.1305974087226787e-05,8.555143815591748e-09
1988,2.1288365132932086e-05,7.195864626385884e-09
1989,2.1377883058448788e-05,6.585746725740194e-09
1990,2.0478209876273468e-05,1.0352436463634263e-08
1991,2.0018662212351046e-05,2.9307326565586322e-09
1992,2.095762340559304e-05,1.4325854780228298e-08
1993,2.2123041162558366e-05,7.2009697094088665e-09
1994,2.1615593823298695e-05,8.439882348554306e-09
1995,2.2442982299253345e-05,1.0302656838767632e-08
1996,2.0995250793021114e-05,1.4946658577486005e-08
1997,2.1406326141004683e-05,1.054876808126437e-08
1998,2.237682974737254e-05,1.621164003040576e-08
1999,2.15448421840847e-05,1.0511462644746672e-08
2000,2.149902434211981e-05,1.3695897971288673e-08
2001,2.216279722233594e-05,2.059169507129255e-08
2002,2.341149456697167e-05,7.00995456126563e-09
2003,2.3864384502303437e-05,7.500461418619153e-09
2004,2.387969561823411e-05,7.488145048473172e-09
2005,2.418468466203194e-05,8.106749382896794e-09
2006,2.7035594030166976e-05,1.1530091548195287e-08
2007,3.5550069696910214e-05,1.5578470069499417e-08
2008,3.8624769786110846e-05,1.2772319202269955e-08
2009,4.330901447247015e-05,1.1443662240040453e-08
2010,5.668835001415573e-05,1.4643758927679329e-08
2011,6.225770448509138e-05,1.3001504650667073e-08
2012,7.59090453357203e-05,1.6680837877647292e-08
2013,8.730100580578437e-05,1.7850400213514916e-08
2014,9.296148164139595e-05,1.7540106256319632e-08
2015,9.480293101660209e-05,1.4407739723498736e-08
2016,9.763862180989236e-05,1.8434925974641914e-08
2017,9.928338113240898e-05,1.7106157046420378e-08
2018,0.00010974718134093564,1.2649186531543677e-08
2019,0.00010427391862322111,1.275493877184175e-08
