year,avons_VERB eu_VERB,avons_VERB su_VERB
1924,9.592657988832798e-06,2.9521820010813826e-07
1925,9.203275112668052e-06,2.4415953703282867e-07
1926,8.904649803298526e-06,2.5301733330707066e-07
1927,9.370923180540558e-06,2.408232546713407e-07
1928,9.090558705793228e-06,2.365190567843456e-07
1929,9.317835974798072e-06,2.785101571589621e-07
1930,9.359760952065699e-06,2.1742459921370028e-07
1931,1.0175859642913565e-05,3.216310631160013e-07
1932,9.32327748159878e-06,2.2357454554366996e-07
1933,9.57226802711375e-06,2.362956479373679e-07
1934,9.061669516086113e-06,2.384334436555946e-07
1935,9.441779184271581e-06,1.9508303239490488e-07
1936,9.270556802221108e-06,2.230947444559206e-07
1937,9.195293387165293e-06,2.3671302074035339e-07
1938,9.086022146220785e-06,2.2040865133021725e-07
1939,9.338546988146845e-06,1.8352861275161558e-07
1940,8.619125765108038e-06,1.927194972495272e-07
1941,8.420636731898412e-06,1.8299316195680149e-07
1942,8.702118975634221e-06,2.5183956608998415e-07
1943,8.375833203899674e-06,2.29355578085233e-07
1944,7.653809007024392e-06,2.1849666609341512e-07
1945,8.415560841967817e-06,3.790597133956908e-07
1946,7.978184839885216e-06,2.2412977784824761e-07
1947,8.28262091090437e-06,3.027901129826205e-07
1948,7.5864031714445446e-06,1.9786835991908447e-07
1949,6.922954071342247e-06,2.3757159794968175e-07
1950,7.911645298008807e-06,2.595028263385757e-07
1951,8.003514267329592e-06,2.345508391954354e-07
1952,7.269587968039559e-06,2.098416018725402e-07
1953,7.733453458058648e-06,1.885419749214634e-07
1954,7.76427987148054e-06,2.1206403744145064e-07
1955,7.70652241044445e-06,1.736337509328223e-07
1956,7.633615496160928e-06,1.9186511224233982e-07
1957,7.201439075288363e-06,1.7139973351731896e-07
1958,7.0032810981501825e-06,1.7868045176783198e-07
1959,6.5966614783974364e-06,1.8446779392888857e-07
1960,6.834322903159773e-06,2.0624082708309288e-07
1961,6.663284693786409e-06,2.2303591151739965e-07
1962,6.6355887611280195e-06,2.5558082938914595e-07
1963,6.4388959799543954e-06,2.5217607912964013e-07
1964,6.457523795688758e-06,2.7073659225607116e-07
1965,6.092026069381973e-06,2.954903379759344e-07
1966,5.880281605641358e-06,2.1934735627837654e-07
1967,6.0687502809742e-06,2.509540877326799e-07
1968,6.432605914596934e-06,2.560107077442808e-07
1969,6.42567874820088e-06,2.4071317739071674e-07
1970,6.068017682991922e-06,2.451120337809698e-07
1971,5.769906692876248e-06,2.4664308284627623e-07
1972,5.802708983537741e-06,2.0725792637676932e-07
1973,5.6355970627919305e-06,2.26041350970263e-07
1974,5.421363312052563e-06,2.070210314286669e-07
1975,5.108919140184298e-06,1.7134441065991268e-07
1976,5.307294941303553e-06,1.9711667675892386e-07
1977,5.3331796152633615e-06,2.2919449804703618e-07
1978,4.90276988784899e-06,2.1386128423728223e-07
1979,5.138617780175991e-06,1.9955228935941705e-07
1980,5.519144451682223e-06,2.2058384274714626e-07
1981,4.768199232785264e-06,2.0241758136307908e-07
1982,4.720184733741917e-06,2.3650584068946046e-07
1983,4.919631010125158e-06,2.38718939726823e-07
1984,4.8183960643655155e-06,2.0992411009501666e-07
1985,4.591073775372934e-06,2.0934142241912923e-07
1986,4.976621767127654e-06,2.493706006134744e-07
1987,4.346623882156564e-06,2.4076618387880444e-07
1988,4.2311685319873504e-06,2.044824896074715e-07
1989,4.64789081888739e-06,2.3214757050027401e-07
1990,4.308248207962606e-06,2.789709299122478e-07
1991,4.608870312949875e-06,2.666966736342147e-07
1992,3.890571406373056e-06,1.9339904611115344e-07
1993,4.252449343766784e-06,2.1602909328066744e-07
1994,4.860317403654335e-06,2.7957111115028965e-07
1995,4.188843377050944e-06,2.7058030127591337e-07
1996,4.202679974696366e-06,2.2206464223017974e-07
1997,4.262181846570456e-06,2.2344208616686956e-07
1998,4.267952590453206e-06,2.43174582692518e-07
1999,4.330722731538117e-06,2.8472354074438044e-07
2000,4.0884465306589846e-06,2.62872873690867e-07
2001,4.4346625145408325e-06,2.4140476284628676e-07
2002,4.234888820064953e-06,2.6155890964219e-07
2003,4.144838385400362e-06,2.5084875687753083e-07
2004,4.171337423031218e-06,2.6032316213786544e-07
2005,3.928170372091699e-06,2.2969122426275135e-07
2006,4.10883058066247e-06,2.536620229420805e-07
2007,4.140278178965673e-06,2.5404889925084717e-07
2008,3.9653791645832825e-06,2.4991172153931984e-07
2009,4.333333436079556e-06,2.3650234481920052e-07
2010,4.4243047341296915e-06,2.432753376524488e-07
2011,4.209428425383521e-06,2.760907875654084e-07
2012,4.742464625451248e-06,2.8187213274577516e-07
2013,5.023493031330872e-06,2.685927427137358e-07
2014,5.2700438573083375e-06,3.224348006369837e-07
2015,4.956706106895581e-06,2.775152267986414e-07
2016,5.391698323364835e-06,3.2872165434127965e-07
2017,5.015877377445577e-06,2.709313378090883e-07
2018,5.350347692001378e-06,3.151970986436936e-07
2019,4.749429081130074e-06,2.9285340019669093e-07
