year,veux_VERB avoir_VERB,veux_VERB savoir_VERB
1858,4.306434959744365e-07,4.0813259261085477e-07
1859,3.0603962386521744e-07,3.6612726717066835e-07
1860,3.240646151425608e-07,3.423733687668573e-07
1861,3.574700428998767e-07,4.267947133484995e-07
1862,3.578245184598927e-07,4.6128639041853603e-07
1863,4.5451048436007113e-07,4.3752879719249904e-07
1864,3.979624239036639e-07,4.641296698082442e-07
1865,3.756061914828024e-07,4.786860472449916e-07
1866,3.488644324534107e-07,4.3985141928715166e-07
1867,4.3869414412256447e-07,4.2025348534480145e-07
1868,4.1247949411626905e-07,3.7543043163168477e-07
1869,3.921465747680486e-07,5.156996394362068e-07
1870,3.1250564802576264e-07,4.3005366023862734e-07
1871,2.5278401949435647e-07,3.802381343120942e-07
1872,2.6124504870495e-07,4.221042786411999e-07
1873,2.633842086652294e-07,3.1426523605659895e-07
1874,2.7124724510940723e-07,3.4354002309555653e-07
1875,3.1983336157281883e-07,4.691652293331572e-07
1876,3.2346179068554193e-07,3.639700878466101e-07
1877,3.2222891377386986e-07,4.360295235983358e-07
1878,3.0437007580985664e-07,3.375850496922794e-07
1879,2.3643089264169248e-07,3.7511256323341513e-07
1880,3.561904691196105e-07,3.151162388803641e-07
1881,2.844783182354149e-07,3.618731341248349e-07
1882,3.194584792254318e-07,4.1995480160039733e-07
1883,2.5024581873367424e-07,2.906895986143354e-07
1884,2.6604837444210716e-07,2.944356936041004e-07
1885,2.1335054611881787e-07,2.339765785563941e-07
1886,1.9424926733790926e-07,2.74272224487504e-07
1887,1.8999170947608945e-07,2.722561589507677e-07
1888,1.9655905703075405e-07,2.6376957862339623e-07
1889,2.0674951883847825e-07,2.8506372018455295e-07
1890,1.7696844167858217e-07,3.414835418880102e-07
1891,1.9250144589477713e-07,2.5114425739047874e-07
1892,1.9432388853601879e-07,2.3005441107670777e-07
1893,2.075386333899587e-07,2.53110925996225e-07
1894,1.8400494639081444e-07,2.489107941983093e-07
1895,2.0102172015867836e-07,2.2750363370960258e-07
1896,1.881152229543659e-07,2.742118567766738e-07
1897,2.0160429414772807e-07,2.470526681008778e-07
1898,1.9181823063263437e-07,2.602843380827835e-07
1899,2.2663071774786658e-07,3.3110194408436655e-07
1900,2.0868033345777803e-07,2.2477260586128978e-07
1901,2.1293095642249682e-07,2.2243180808345642e-07
1902,1.3601486159586784e-07,2.3814877181393967e-07
1903,1.668668119236827e-07,2.3004938043413858e-07
1904,2.1820977735842462e-07,2.2089709261763346e-07
1905,1.9404454576488206e-07,2.70939835900208e-07
1906,1.9650785532121517e-07,2.1708459030378435e-07
1907,1.8565664561265294e-07,2.581707292392821e-07
1908,1.9498214953728166e-07,2.549010957864084e-07
1909,1.9638511616903997e-07,2.3159141449013987e-07
1910,2.61328978012898e-07,2.8644646477005153e-07
1911,1.8195679274413123e-07,2.6761480853565445e-07
1912,2.2869359384003474e-07,2.745364895417879e-07
1913,1.9833181852391135e-07,2.7787666567746783e-07
1914,2.2768928431560198e-07,2.451008072057448e-07
1915,1.3430069145670132e-07,2.3679331206949428e-07
1916,1.3624452321892022e-07,1.856881084449924e-07
1917,1.1514745779095392e-07,2.522277497973846e-07
1918,1.6884973774722312e-07,2.1594387078494037e-07
1919,1.9612717494510434e-07,2.044142348722744e-07
1920,1.749185543076237e-07,2.9834592396582593e-07
1921,1.8553231484474964e-07,2.968517094359413e-07
1922,1.9551528396277718e-07,3.939817645459698e-07
1923,2.3248927050190105e-07,3.874821175031684e-07
1924,2.281817472749026e-07,4.6925512720008555e-07
1925,2.1776392600258987e-07,4.5202511955722e-07
1926,2.0397433786456531e-07,3.655933369373088e-07
1927,2.5643217327342427e-07,4.6269283870969957e-07
1928,2.2395040844003233e-07,3.0507530368595326e-07
1929,2.57343373277763e-07,4.545285889889783e-07
1930,2.520864939015155e-07,3.4661891845644277e-07
1931,2.0073427720035397e-07,3.4786339142556244e-07
1932,1.9507974968746566e-07,3.419375502744515e-07
1933,1.605892663292252e-07,3.0167842623995966e-07
1934,2.288481795176267e-07,3.55852932898415e-07
1935,1.6994962948047032e-07,3.11175398337582e-07
1936,1.4185916086262296e-07,2.6916865181192406e-07
1937,1.271702956273657e-07,2.8204104296492005e-07
1938,1.5428605593115208e-07,3.020894894234516e-07
1939,1.7894039672228246e-07,3.288220966624067e-07
1940,1.141102288215734e-07,1.343965010391912e-07
1941,1.9479917057196872e-07,3.3942279742404935e-07
1942,1.365395263519531e-07,4.3085807988063607e-07
1943,1.4225852851268428e-07,3.3387203757229145e-07
1944,2.3134940363433998e-07,3.855823251797119e-07
1945,2.2438591429363441e-07,3.9866623069428897e-07
1946,1.545242582778883e-07,4.385147747143492e-07
1947,2.6225916371913627e-07,4.792190111402306e-07
1948,1.9243240956257068e-07,3.3376696251252724e-07
1949,1.992852673993184e-07,3.219978736979101e-07
1950,2.2653320286281087e-07,4.477487323129026e-07
1951,2.1322803434031812e-07,4.0513327803637367e-07
1952,1.613355067320299e-07,3.353247564064077e-07
1953,1.7453599809869047e-07,3.3183388836732775e-07
1954,2.4138165599651984e-07,4.182645341188618e-07
1955,1.7644943284267356e-07,3.482060435544554e-07
1956,2.0145837709151238e-07,4.3780130454251776e-07
1957,1.8818630564965133e-07,4.3114982872793917e-07
1958,2.250050243901569e-07,3.9706768006908533e-07
1959,1.8911825350187428e-07,4.0458903072249086e-07
1960,1.77865416617351e-07,4.5885124677624844e-07
1961,2.2303591151739965e-07,4.022984114726569e-07
1962,2.5050727003872453e-07,4.927700274492963e-07
1963,2.3859735165387974e-07,4.0477493712387513e-07
1964,2.2814880651367275e-07,4.1796863570198184e-07
1965,2.2161775348195079e-07,3.600604543407826e-07
1966,1.844511956505812e-07,3.827500734132627e-07
1967,2.124974685102643e-07,4.210506574509054e-07
1968,2.3310448682423157e-07,4.3252333625787287e-07
1969,1.8666624157503975e-07,4.1420830143579224e-07
1970,2.087821115992483e-07,3.826139334250911e-07
1971,2.3944932081576553e-07,3.7921373063909414e-07
1972,1.887894001129098e-07,3.0421770702560025e-07
1973,1.659474406778827e-07,3.815137006313307e-07
1974,1.322009381965472e-07,3.577863481041277e-07
1975,1.604925898845977e-07,3.004238635639922e-07
1976,1.5940740638598072e-07,4.0280363577949174e-07
1977,1.3751669314387982e-07,3.6200975728206686e-07
1978,1.7168308374948538e-07,3.879206076362607e-07
1979,1.8843354609998642e-07,4.037861742745008e-07
1980,1.5747868076232407e-07,4.764156358305627e-07
1981,1.8027816395260743e-07,4.2634204078240145e-07
1982,2.0733057226607343e-07,3.774161427827494e-07
1983,1.5093606009486393e-07,4.3386222614572034e-07
1984,1.5425362676069199e-07,4.4768344764634094e-07
1985,1.828729665476203e-07,4.0725328176449693e-07
1986,1.852295952176064e-07,4.891500111625646e-07
1987,1.6438097816262598e-07,4.039249859033589e-07
1988,1.4931418945707264e-07,3.729856530299003e-07
1989,1.7013178421620978e-07,4.851499966207484e-07
1990,1.411200543088853e-07,3.656044782474055e-07
1991,1.559149751528821e-07,4.5778043045174854e-07
1992,1.630943415875663e-07,3.6751328025275143e-07
1993,1.7836248389357934e-07,3.1296522706725227e-07
1994,1.7987500200433715e-07,4.6999596747809846e-07
1995,1.9358149927484192e-07,3.600507341161574e-07
1996,1.6761609344939643e-07,3.0854172905492305e-07
1997,1.4672377801616676e-07,3.7687871667912987e-07
1998,1.5496419791816152e-07,3.304313622720656e-07
1999,1.8280805136328127e-07,3.6972926409362117e-07
2000,1.5595651348121464e-07,3.3400317533960333e-07
2001,1.8444902138980979e-07,3.6057372199138626e-07
2002,1.9846933696499036e-07,4.057011153690837e-07
2003,1.8792822231716855e-07,4.025247619665606e-07
2004,1.8896554365710472e-07,4.166932399130019e-07
2005,1.7834848620168486e-07,4.1794797311922594e-07
2006,1.7871641944111616e-07,5.143244266037073e-07
2007,2.5964115479837346e-07,7.757279263387318e-07
2008,2.912088632456289e-07,7.999728950380813e-07
2009,2.8466109824876185e-07,9.865390211416525e-07
2010,3.4483687727515644e-07,1.3935189144831384e-06
2011,4.129889816795185e-07,1.5674461337766843e-06
2012,4.674039075780456e-07,2.0548068278003484e-06
2013,5.062261720922834e-07,2.34202821047802e-06
2014,5.465583399200113e-07,2.3913012228149455e-06
2015,6.084499659664289e-07,2.4548571673221886e-06
2016,6.448081535381789e-07,2.4992789349198574e-06
2017,5.826155984323123e-07,2.6313293801649706e-06
2018,7.07579999925656e-07,2.8840145205322187e-06
2019,7.07388892351446e-07,2.7071082513430156e-06
