year,leurs_DET ailes_NOUN,leurs_DET selles_NOUN
1843,1.7041438127307629e-06,9.21478124915609e-08
1844,1.4506267653757732e-06,7.190015338665035e-08
1845,1.447511102981025e-06,1.2053292541835958e-07
1846,1.3980549091741068e-06,9.894107044772227e-08
1847,1.2102393611712614e-06,9.006683487911005e-08
1848,1.0861049020149949e-06,1.1343762706950145e-07
1849,1.3851173079615364e-06,1.3826034717112634e-07
1850,1.4134689720890492e-06,9.911933851469712e-08
1851,1.140905682817106e-06,1.4511237456105164e-07
1852,1.950559401109331e-06,8.789236183304183e-08
1853,1.7300686501187101e-06,1.1585547676773444e-07
1854,1.2105898470338161e-06,1.0755025492414916e-07
1855,1.4949642093142756e-06,9.870903028286193e-08
1856,1.3512463645781736e-06,6.160855203773963e-08
1857,1.6509264142428037e-06,1.1178655601185028e-07
1858,1.1876952132894303e-06,1.3898039874504775e-07
1859,1.4202071376701042e-06,1.1711998681995794e-07
1860,1.8098185421422386e-06,1.8583367289437547e-07
1861,1.3992264236151186e-06,1.3770613715990976e-07
1862,1.2681987335838585e-06,1.0797987237687323e-07
1863,1.1837251800983495e-06,2.0627784635962598e-07
1864,1.270123478391838e-06,1.0596348543057132e-07
1865,1.1249357605436217e-06,9.319551597108955e-08
1866,1.3424226068536882e-06,7.34707565896997e-08
1867,1.6868373222678201e-06,1.116146659541073e-07
1868,1.3357419881288024e-06,1.4622027066923948e-07
1869,1.3122015865008052e-06,1.201345734003212e-07
1870,1.3056429537527947e-06,1.1009373634962571e-07
1871,1.0345026453251194e-06,5.8416475212652585e-08
1872,1.2245861533699554e-06,5.624025689598966e-08
1873,1.2887867715249968e-06,7.003625429602423e-08
1874,1.3550413271445905e-06,8.424199149370537e-08
1875,1.06992552773022e-06,6.064818691697837e-08
1876,1.0810274275740994e-06,7.436598536969541e-08
1877,1.2994297975410518e-06,1.286441712045061e-07
1878,1.3769121807172269e-06,6.703388777395958e-08
1879,1.0892927093664184e-06,1.0385852766692238e-07
1880,1.084615977475778e-06,6.09695396391885e-08
1881,1.1525554803881732e-06,7.460582862606202e-08
1882,1.0728481072419527e-06,7.187816120080015e-08
1883,1.0313161062924792e-06,6.066565516604783e-08
1884,1.0127002880722102e-06,6.865764579089273e-08
1885,1.1254080440892267e-06,8.185957167672342e-08
1886,1.129356160589623e-06,5.8726519647223085e-08
1887,1.0459337431711901e-06,1.0315700804675032e-07
1888,1.0702957666808288e-06,9.447515836313869e-08
1889,9.523007769018932e-07,7.079604635862324e-08
1890,9.595621754954209e-07,7.734176377116597e-08
1891,8.898411021363017e-07,8.350228419828909e-08
1892,8.136529094926459e-07,5.328235541668391e-08
1893,9.132931513278209e-07,8.005941520838888e-08
1894,9.433404528635947e-07,5.608369990639517e-08
1895,8.32976233766658e-07,7.282523317719836e-08
1896,8.356090113181835e-07,7.312316130381191e-08
1897,7.883543489128897e-07,9.264474654102628e-08
1898,7.548245584132474e-07,8.091447223357306e-08
1899,9.131559792763255e-07,8.78884964805593e-08
1900,7.937120471979142e-07,8.980521626344995e-08
1901,8.014251644539172e-07,8.886094710058856e-08
1902,9.246064607282278e-07,6.825294751600097e-08
1903,8.678153768926222e-07,5.778235734332782e-08
1904,8.056562901259667e-07,7.739460272659926e-08
1905,9.304848802571541e-07,9.54740420056055e-08
1906,9.300685839264133e-07,8.385020677792454e-08
1907,9.349689484849932e-07,9.205689988078802e-08
1908,9.120449426802679e-07,1.0952397344610176e-07
1909,1.0127311131924444e-06,8.08644564642691e-08
1910,1.113186586465531e-06,9.56602970170195e-08
1911,9.810770045248773e-07,1.1598415561309139e-07
1912,9.845806303587779e-07,1.2085857070687211e-07
1913,1.0579464735371857e-06,1.3416564259571828e-07
1914,8.9066694108908e-07,1.339348716378197e-07
1915,9.80159395425062e-07,8.48214827264826e-08
1916,1.0207352731939068e-06,1.42837009775576e-07
1917,1.0703230444164546e-06,1.4914337587157434e-07
1918,9.947202119775511e-07,1.263501330228678e-07
1919,9.91685304541079e-07,8.471220447336947e-08
1920,9.525867525894682e-07,8.405176998849129e-08
1921,9.60224394219722e-07,8.102839643697735e-08
1922,1.2358042376092726e-06,1.055044792641624e-07
1923,1.020192602396719e-06,4.883336179872799e-08
1924,1.0390649265445973e-06,6.961477061473431e-08
1925,1.0822206597538298e-06,1.1108159858608246e-07
1926,9.541094705411979e-07,7.133528545644197e-08
1927,1.040222681325531e-06,8.473411217124749e-08
1928,1.058051392277548e-06,8.683791630215154e-08
1929,8.411006682251809e-07,9.357941399557035e-08
1930,8.339860961825707e-07,8.612954727205135e-08
1931,8.371531841078195e-07,7.413482006057848e-08
1932,8.153895088014451e-07,7.123698797517619e-08
1933,8.339171202464968e-07,6.652983808308477e-08
1934,7.596321651703875e-07,4.7926320689839486e-08
1935,8.377798934589009e-07,9.813993173679592e-08
1936,9.20265847526025e-07,1.406466947351248e-07
1937,7.227301619394666e-07,5.917825496304374e-08
1938,8.025467757022398e-07,5.315737894306949e-08
1939,7.723495745182163e-07,6.117619921752748e-08
1940,5.959089808271756e-07,7.860927153657826e-08
1941,9.91704826702744e-07,8.264207451702532e-08
1942,1.201547846108042e-06,6.371844563091145e-08
1943,1.0741970033478765e-06,7.548411673496958e-08
1944,1.2306503300862914e-06,6.105053884652989e-08
1945,1.0522174740401624e-06,6.317661682686548e-08
1946,9.814378501005194e-07,6.264497276475822e-08
1947,9.417487873975006e-07,6.914105199484766e-08
1948,1.1067581375812097e-06,6.740570768215548e-08
1949,9.659936104355893e-07,5.595694729798595e-08
1950,9.061327865822477e-07,4.679559073572648e-08
1951,8.422507349337138e-07,4.264560748978852e-08
1952,8.404208493573151e-07,6.010538333711679e-08
1953,7.563226915863197e-07,5.4946519445486786e-08
1954,8.619377069862821e-07,4.788542651290584e-08
1955,6.935964478316237e-07,4.6928039232341234e-08
1956,7.875190668471532e-07,5.058262253498924e-08
1957,6.467247359864814e-07,3.1806135336598373e-08
1958,6.874234017573144e-07,4.4670116050582465e-08
1959,6.805156651523703e-07,4.2629112684267056e-08
1960,6.643999910238563e-07,4.775375167520579e-08
1961,6.552114193425496e-07,6.114379863531028e-08
1962,7.914761503968748e-07,5.2004040906883375e-08
1963,6.918676760392373e-07,3.2330265131719216e-08
1964,6.765372724260033e-07,5.1105333076506554e-08
1965,6.292850152078699e-07,5.0890002656345246e-08
1966,6.663506688653342e-07,4.652822871431539e-08
1967,6.882748664338578e-07,4.683818932704753e-08
1968,8.277679235391133e-07,5.1651281002262905e-08
1969,6.739968370084171e-07,4.360087524357681e-08
1970,6.346240670751513e-07,4.7366866345877057e-08
1971,7.055019644042204e-07,3.699646133892287e-08
1972,6.253649047494036e-07,4.0528158828934124e-08
1973,6.290565490729705e-07,2.3706776985932265e-08
1974,4.770484842708811e-07,3.150320015965491e-08
1975,4.683413834527528e-07,3.5982326451744484e-08
1976,4.885065729709481e-07,2.6853577028695952e-08
1977,4.5897666822725114e-07,1.4104276691018214e-08
1978,5.31682925242194e-07,3.386136926408767e-08
1979,5.430631464520275e-07,4.213420945475832e-08
1980,4.661823531648679e-07,3.979605456283508e-08
1981,5.123695068220968e-07,2.7199863694704618e-08
1982,5.307414188138182e-07,3.1037512115972277e-08
1983,5.039622017477541e-07,2.7155859227967483e-08
1984,5.016142186065053e-07,3.247444679832512e-08
1985,4.980882302163536e-07,3.067934606360012e-08
1986,5.988491231789794e-07,2.4577389956537132e-08
1987,5.023091187439377e-07,3.0554083707556856e-08
1988,4.773256971901674e-07,4.977139755890647e-08
1989,4.3191521292840207e-07,3.402635617710814e-08
1990,4.429753177603857e-07,3.214704197285201e-08
1991,4.226116541161673e-07,2.8135032359433154e-08
1992,4.832220916739516e-07,2.6447731615864e-08
1993,4.824649710855056e-07,3.2127402349590994e-08
1994,5.12722873935445e-07,2.848460306514866e-08
1995,5.21097547334648e-07,2.548551858438941e-08
1996,4.975101894899581e-07,2.5089033073300016e-08
1997,5.111357292975072e-07,3.548222082816466e-08
1998,5.092362123093608e-07,2.0979769033147022e-08
1999,4.6341840764796416e-07,4.478796969409338e-08
2000,4.413613474696376e-07,2.9159007763901457e-08
2001,4.525791634790721e-07,2.4096663997497103e-08
2002,5.099741819947212e-07,3.767850331737321e-08
2003,4.641952262574023e-07,4.041915246943972e-08
2004,4.338719268304203e-07,3.523832958762796e-08
2005,4.589320905523664e-07,3.017512206771045e-08
2006,5.213248641666723e-07,3.87081655617294e-08
2007,5.057010792341998e-07,4.4338720806003096e-08
2008,5.54744374881011e-07,3.235654266742216e-08
2009,6.112822639181559e-07,4.2913731013172196e-08
2010,6.377120662648395e-07,5.2906482084225104e-08
2011,7.586760233380119e-07,6.080115322326662e-08
2012,9.542120444905322e-07,9.055312366612611e-08
2013,1.0554049367783591e-06,9.427242830817306e-08
2014,1.0677810493575635e-06,8.336964207877884e-08
2015,1.1300101760980397e-06,1.0750390400104948e-07
2016,1.3134366909639539e-06,1.1288803047904139e-07
2017,1.2261089779030954e-06,6.867619184447449e-08
2018,1.1200983465187164e-06,8.725357136807332e-08
2019,1.0520272937242225e-06,7.372354648982338e-08
