year,premières_ADJ ailes_NOUN,premières_ADJ selles_NOUN
1995,1.0844901643380922e-09,1.0844901643380922e-09
1996,0.0,4.804283193493575e-09
1997,4.794894259418925e-09,9.58978896292706e-10
1998,9.536258449571733e-10,5.2449422582867555e-09
1999,5.0272213059088244e-09,4.570201161957499e-10
2000,8.83606254831193e-09,2.6508188977203417e-09
2001,2.628727069353687e-09,8.762423564512289e-10
2002,1.752488598683044e-09,8.762442937904069e-09
2003,1.6667691671301554e-09,5.416999737661854e-09
2004,4.404791198453495e-09,9.250062049659391e-09
2005,3.1526248278623825e-09,4.954124666056714e-09
2006,4.529678854225949e-09,5.353256671281059e-09
2007,1.997239706952314e-09,6.391167151065247e-09
2008,4.257439678578834e-10,7.2376473703172906e-09
2009,1.907277002999308e-09,9.53638501499654e-10
2010,4.2514138876015295e-09,8.030448139795254e-09
2011,1.529588788962144e-09,6.500752353089112e-09
2012,6.808505426114664e-10,1.565956214699682e-08
2013,1.9523875849358774e-09,4.741512682482352e-09
2014,1.5158115873603606e-09,5.4136130300808105e-09
2015,1.994917786518613e-09,5.319781060109108e-09
2016,3.5212781579474495e-09,1.2428039930512114e-08
2017,1.7609279590047322e-09,1.1571811953103861e-08
2018,2.581466596041082e-09,1.1358453733123497e-08
2019,1.2754939326953263e-09,9.4386549132075e-09
