year,des_DET ombres_NOUN,des_DET sombres_ADJ
1901,1.1719585195635318e-06,6.147612641171918e-09
1902,9.177320450248772e-07,6.874397495693074e-09
1903,1.222069897721667e-06,4.860198243861191e-09
1904,1.0609510390224841e-06,6.449550227216605e-09
1905,1.0801469088050908e-06,5.160759042333041e-10
1906,1.3781269814217012e-06,6.173021205313489e-09
1907,1.3062821828668802e-06,9.257117739025489e-09
1908,1.313796573754189e-06,6.875944702500192e-09
1909,1.2778784679312594e-06,2.200393367512987e-09
1910,1.5578199068499998e-06,5.344150677544235e-09
1911,1.3918098602516693e-06,4.788336727123976e-09
1912,1.3732034744862176e-06,2.6047106693738442e-09
1913,1.3724137346571297e-06,9.545381152165078e-09
1914,1.3366700599704018e-06,7.36641797560722e-09
1915,1.3064865385103985e-06,4.712304768617059e-09
1916,1.349260386973583e-06,1.0987462051303964e-09
1917,1.7546279309499369e-06,1.644963654179321e-08
1918,1.6597813896623848e-06,6.89182577673364e-09
1919,1.444711401177301e-06,2.762354567309444e-09
1920,1.4568973369932792e-06,8.329454459499175e-09
1921,1.6660044366290094e-06,7.572747762196741e-09
1922,1.6312615542801723e-06,1.2542490324118916e-08
1923,1.6263633000335176e-06,3.1847844361720945e-09
1924,1.6269230513898947e-06,6.445812328337297e-09
1925,1.6695234066332887e-06,1.2097995494286806e-08
1926,1.7053592387128447e-06,5.57306911730393e-09
1927,1.8630354929882742e-06,5.574612327308159e-09
1928,1.6407795442319184e-06,3.4278122562625413e-09
1929,1.692227712624117e-06,2.2280812750352652e-09
1930,1.485209580209812e-06,0.0
1931,1.7028197305535286e-06,6.843213995466613e-09
1932,1.4806334007744226e-06,3.287861094491973e-09
1933,1.463656531086599e-06,3.4411986593596566e-09
1934,1.363503827178647e-06,7.188948103475923e-09
1935,1.5247594049583313e-06,7.180970484910176e-09
1936,1.5119518508299734e-06,7.274828739411987e-09
1937,1.460569734490491e-06,1.2591118148108649e-09
1938,1.3937605984892798e-06,5.186085672015395e-09
1939,1.4621112072177311e-06,4.588215141154706e-09
1940,1.0827793062162527e-06,1.01431314458722e-08
1941,1.4580422487142641e-06,0.0
1942,1.4382163442405727e-06,6.068423541449874e-09
1943,1.7129088263345693e-06,2.9032352077962287e-09
1944,1.953617214667247e-06,0.0
1945,1.7733023440769102e-06,1.089252066321933e-08
1946,1.8292330850044891e-06,5.568441707737293e-09
1947,1.587860026575072e-06,2.3841741914054637e-09
1948,1.7047120621782597e-06,4.348755133776194e-09
1949,1.4391734524110689e-06,6.8719057111366055e-09
1950,1.4453456103069584e-06,3.190608444114673e-09
1951,1.4371570102866826e-06,1.0661401761424827e-09
1952,1.5384868987666778e-06,2.1089607837865287e-09
1953,1.3909010760926321e-06,3.232148326759443e-09
1954,1.4756529154169584e-06,1.9545072227344917e-09
1955,1.3900084709916882e-06,3.754243138587299e-09
1956,1.5645728552726723e-06,8.72114114258693e-09
1957,1.2846144841205387e-06,4.417518795207798e-09
1958,1.3516846166794494e-06,3.3088973783179654e-09
1959,1.3199523323237372e-06,3.100299128533379e-09
1960,1.4492225233198042e-06,3.460416619915918e-09
1961,1.4688408924712348e-06,1.1117054998788234e-08
1962,1.4586500327595786e-06,3.1709782577493684e-09
1963,1.5253419292093895e-06,3.879631726988464e-09
1964,1.6250279486484942e-06,4.8671746077921796e-09
1965,1.4670548722506283e-06,6.566451937750628e-09
1966,1.5321080866215198e-06,7.20079718075084e-09
1967,1.4924125650850328e-06,5.423369253687582e-09
1968,1.5710972292026781e-06,7.186265138514614e-09
1969,1.2644253857274634e-06,6.812636621500445e-09
1970,1.243495262315264e-06,3.678979926258208e-09
1971,1.4202531133378216e-06,1.541519245584766e-09
1972,1.219435908694777e-06,3.591102859523687e-09
1973,1.2377142653008377e-06,3.859242592163525e-09
1974,1.0936110967918466e-06,3.3753429495853027e-09
1975,1.0212126753117445e-06,2.8557400888473694e-09
1976,1.0821419849094127e-06,5.713526873840635e-10
1977,1.0936690912899394e-06,6.464460078348111e-09
1978,1.2546529077894775e-06,1.7821774056514528e-09
1979,1.1674687172558151e-06,4.681578680276743e-09
1980,1.172278039973662e-06,2.2740603289328476e-09
1981,1.230951951924908e-06,2.5302198669585607e-09
1982,1.2675719816002129e-06,4.966001831974154e-09
1983,1.2693785649275924e-06,4.420721344544631e-09
1984,1.3662464368735527e-06,5.219107479526031e-09
1985,1.2476267414740505e-06,4.812446441349039e-09
1986,1.2534469604474907e-06,3.5966913891627428e-09
1987,1.2857158964152404e-06,6.721898704320495e-09
1988,1.168128626716225e-06,7.195864737408186e-09
1989,1.1278091278654756e-06,6.585746614717891e-09
1990,1.1758188378507839e-06,3.814055737905164e-09
1991,1.274282482199851e-06,5.861465202094962e-10
1992,1.2970409031254349e-06,6.060938473329003e-09
1993,1.2213952658157723e-06,4.431365774326679e-09
1994,1.2469926815583676e-06,5.802419378309054e-09
1995,1.2064952699120113e-06,4.337960657352369e-09
1996,1.1946650104732726e-06,5.871901409548741e-09
1997,1.2390007242402135e-06,7.1923417221952946e-09
1998,1.2330382190839373e-06,2.86087753487152e-09
1999,1.205162007522631e-06,5.484241422104574e-09
2000,1.1880087242843729e-06,6.627047466345459e-09
2001,1.1505062005312539e-06,3.06684819206815e-09
2002,1.2617918159207875e-06,5.695587723675288e-09
2003,1.3038301744927594e-06,7.083769126836614e-09
2004,1.2130795212783596e-06,3.523833003171717e-09
2005,1.2079056830316404e-06,2.7022496462691947e-09
2006,1.4231427485356107e-06,3.294311934354255e-09
2007,1.4264285965737145e-06,8.787854888225866e-09
2008,1.4773315513139096e-06,5.5346716099080595e-09
2009,1.6011589849540542e-06,6.675469510497578e-09
2010,1.9745455119846156e-06,6.613310454817167e-09
2011,2.248113105451921e-06,7.647944000321871e-09
2012,2.8524233925963927e-06,8.851057109460214e-09
2013,3.01504414323972e-06,8.367375015083667e-09
2014,3.0792631093845557e-06,5.846702011425009e-09
2015,2.93962230557554e-06,9.531274269836132e-09
2016,2.9439956392707245e-06,8.492494263379058e-09
2017,2.5888155334996554e-06,9.559323388419472e-09
2018,3.107827865278523e-06,9.551426760623372e-09
2019,2.858381691339673e-06,5.867271724024903e-09
