year,voudrions_VERB avoir_VERB,voudrions_VERB savoir_VERB
1908,7.367083298959187e-08,1.11488532184012e-07
1909,5.4459736276157855e-08,7.371318133664317e-08
1910,5.9320072409718705e-08,7.909343224810073e-08
1911,3.6710581241550244e-08,6.916486228192298e-08
1912,6.459682566628544e-08,7.345283847826067e-08
1913,4.666630815108874e-08,9.704471182203633e-08
1914,4.8216556081115414e-08,6.763711013491047e-08
1915,6.597226587246041e-08,1.2487608103128878e-07
1916,3.955486249651585e-08,1.0438088793307543e-07
1917,6.141197417264266e-08,5.3735480065597585e-08
1918,3.790504266021344e-08,7.466144325007917e-08
1919,4.1435317399418636e-08,9.392005040353979e-08
1920,4.391894492528081e-08,9.238122800070414e-08
1921,4.998013380941302e-08,6.815472630705699e-08
1922,5.090775445637519e-08,7.377935418162451e-08
1923,6.688047449188161e-08,7.643483002084395e-08
1924,6.445812061883771e-08,8.766304659957314e-08
1925,6.488924952918751e-08,9.348450902280092e-08
1926,5.9074533709235766e-08,6.241837269271855e-08
1927,6.020581366783517e-08,1.0257286930936971e-07
1928,4.4561559775502246e-08,1.1083260176292242e-07
1929,5.124586976990031e-08,9.246537047147285e-08
1930,4.936693542845205e-08,1.0923747595370514e-07
1931,7.185374784057785e-08,1.0721035437200044e-07
1932,7.781270738860258e-08,6.356530946050043e-08
1933,4.817677989876756e-08,8.717703536831323e-08
1934,4.912448048344231e-08,7.428579351653752e-08
1935,5.2660450222674626e-08,1.2806063409698254e-07
1936,5.2136272188363364e-08,9.82101866497942e-08
1937,6.925115059175369e-08,7.051026074123001e-08
1938,3.8895642262559704e-08,6.482607517455108e-08
1939,3.976452944698394e-08,5.199976982339649e-08
1940,2.7893612752905028e-08,8.114505334333444e-08
1941,4.132103725851266e-08,8.559357667081713e-08
1942,3.944475324146879e-08,7.888950648293758e-08
1943,2.6129116648121453e-08,3.193558839598154e-08
1944,3.213186161588055e-08,1.124615138792251e-07
1945,6.971212940243277e-08,1.4378126422798232e-07
1946,5.8468636154884734e-08,1.0440827935553898e-07
1947,7.271731305991125e-08,1.7523680639897066e-07
1948,7.392883816237372e-08,1.6199112451431574e-07
1949,5.5956945743673714e-08,1.1289559864735565e-07
1950,5.317680873417885e-08,1.3719616731577844e-07
1951,5.330700858507953e-08,1.0768015812345766e-07
1952,4.639713679921442e-08,1.0966596164507791e-07
1953,4.8482224457302436e-08,9.911921239336152e-08
1954,4.69081733456278e-08,9.7725362024903e-08
1955,2.815682265122632e-08,1.1168873470523977e-07
1956,5.319896345667985e-08,6.976912914069544e-08
1957,4.0641172205369e-08,6.361226922990681e-08
1958,3.6397871383542224e-08,7.445019178931034e-08
1959,4.4954337141689393e-08,1.1161076685084481e-07
1960,3.668041514970355e-08,8.028166575968498e-08
1961,4.238377115939329e-08,6.80919640672073e-08
1962,2.6002021868976044e-08,6.595634971517939e-08
1963,2.909724017285953e-08,6.595374202333915e-08
1964,3.711220841751128e-08,9.430151237665996e-08
1965,4.2134733035936733e-08,6.511731953651179e-08
1966,3.489617128593636e-08,5.4836839069594134e-08
1967,3.204718268534634e-08,5.2261558636246264e-08
1968,4.177016776907294e-08,7.006608626625166e-08
1969,4.67801051229344e-08,6.267625707323532e-08
1970,3.678979965116014e-08,5.472482911272891e-08
1971,3.288574390580834e-08,4.521789875866489e-08
1972,3.026786643545165e-08,6.258779450263319e-08
1973,3.418186267367673e-08,5.292675808732383e-08
1974,3.994155761688489e-08,6.300640364997889e-08
1975,2.798625331479343e-08,5.311676432029344e-08
1976,2.628222439682304e-08,4.2280099421532213e-08
1977,3.526069036752233e-08,3.8786758693731826e-08
1978,2.4950484345254154e-08,4.3366316759829715e-08
1979,2.5163485517509798e-08,3.2185852205657284e-08
1980,3.1268328370970266e-08,4.60497204812782e-08
1981,2.783241725978769e-08,4.554395616196416e-08
1982,3.5382761609525915e-08,4.779776929808577e-08
1983,3.0945049189767815e-08,4.9890996223211914e-08
1984,2.0876431250371752e-08,4.059305780401701e-08
1985,2.4062231318566774e-08,3.2484013701150616e-08
1986,2.6975184752586756e-08,4.855533219938479e-08
1987,1.9554613928107756e-08,3.6053819485459826e-08
1988,1.798966131616453e-08,4.077656612366809e-08
1989,3.018467253923518e-08,6.3113404280557e-08
1990,1.4166492867673242e-08,2.6153525567451652e-08
1991,3.04796188288492e-08,2.6376593353916178e-08
1992,2.1488782309120324e-08,2.3692759754112558e-08
1993,2.049506697687775e-08,2.2710750613441633e-08
1994,3.270454485004848e-08,3.112206670152773e-08
1995,1.3013881527967897e-08,1.843633334885908e-08
1996,1.4412848692302305e-08,2.5089033073300016e-08
1997,2.013855748828064e-08,2.3974472185273044e-08
1998,1.2397135762398648e-08,2.9085589048349902e-08
1999,1.3253583119876566e-08,3.244842972094375e-08
2000,2.0322945104567225e-08,2.385736941334926e-08
2001,1.7524847351069184e-08,2.0591695459870607e-08
2002,1.1829298429688606e-08,1.62105191492401e-08
2003,1.5417615628621206e-08,2.5834921757450502e-08
2004,1.4535810777260849e-08,6.254803253114005e-08
2005,1.9816498664226856e-08,3.0175122844866564e-08
2006,1.3589036562677848e-08,1.8118715416903797e-08
2007,1.677681460421354e-08,2.995859560428471e-08
2008,2.426740586258802e-08,3.193079933794252e-08
2009,2.2887324035991696e-08,2.9562793102400065e-08
2010,1.6060896612657416e-08,3.7790343299093365e-08
2011,1.7207874236646603e-08,3.556294103645996e-08
2012,2.11063664323774e-08,4.1872308287338456e-08
2013,2.2312999448104165e-08,4.1000138395475005e-08
2014,1.9489005964601347e-08,5.088796228847059e-08
2015,1.8619234154471087e-08,3.8346755104612384e-08
2016,1.905632807108759e-08,4.909075812520314e-08
2017,1.1320251402935355e-08,3.8740413543791874e-08
2018,1.523065407127433e-08,6.427852383694699e-08
2019,1.224474122096808e-08,4.3621891876455265e-08
