year,plusieurs_DET eaux_NOUN,plusieurs_DET seaux_NOUN
1873,1.8915773869476737e-07,8.3804060357906e-09
1874,1.0933534699830716e-07,4.779687312606029e-09
1875,7.609631325067312e-08,5.721527251978387e-09
1876,9.189942318243993e-08,1.0278225381910033e-08
1877,7.978412686071579e-08,1.4843558382438005e-08
1878,6.703388133466603e-08,1.1474268646338714e-08
1879,5.1929266220440695e-08,3.665595160740054e-09
1880,1.0268554273551445e-07,1.2835692508872398e-08
1881,8.924809402621747e-08,5.5780060570498335e-09
1882,9.583754456699012e-08,4.6587693702804245e-09
1883,4.73950407808843e-08,1.0742875922176154e-08
1884,8.780256610663173e-08,1.650424152899177e-08
1885,8.37932674357944e-08,1.160214413431504e-08
1886,7.679621916167889e-08,3.872078213618124e-09
1887,7.508263166755569e-08,7.834709769838355e-09
1888,8.686642227750951e-08,5.706553452000662e-09
1889,8.583237531833987e-08,3.132568426877924e-09
1890,1.0552562201837645e-07,6.554386366985909e-09
1891,9.115134491644028e-08,5.099376032546843e-09
1892,7.835640758457885e-08,6.268512375839919e-09
1893,7.266931634219986e-08,1.9091091374434654e-08
1894,8.507078064212692e-08,5.671385139294216e-09
1895,7.703826376825873e-08,5.416753046105782e-09
1896,3.892039046604623e-08,4.717623180994224e-09
1897,4.952706478267288e-08,9.905413378419325e-09
1898,6.563691667960114e-08,4.52668391659472e-09
1899,5.969784488968344e-08,2.7637891975018647e-09
1900,7.630847831396892e-08,1.245852754294674e-08
1901,7.433023085923196e-08,1.676621730339889e-09
1902,5.450415019314647e-08,1.9641135384773634e-09
1903,4.8061958635159385e-08,4.320176216765503e-09
1904,5.912087619464046e-08,6.987012746151322e-09
1905,4.2318223258952514e-08,6.708986699521802e-09
1906,6.533114205176105e-08,6.173021205313489e-09
1907,6.171411826016993e-08,6.685696440911215e-09
1908,5.8445528861028606e-08,1.4734167663732478e-08
1909,4.1807473483146396e-08,3.300590023513905e-09
1910,3.954671612405036e-08,8.550641084070776e-09
1911,5.1607629170113967e-08,9.576673676292558e-09
1912,4.271725284610284e-08,1.5628263128064646e-09
1913,7.052976025434532e-08,5.833288574397244e-09
1914,3.8171439342704616e-08,1.4063162190325329e-08
1915,1.5314990164938536e-08,0.0
1916,2.6369908923129515e-08,3.2962386153911893e-09
1917,4.057576963312215e-08,3.289927441585405e-09
1918,4.5945505178224266e-08,2.2972752589112133e-09
1919,2.3940405213807026e-08,1.8415696745321952e-09
1920,3.48322650722821e-08,1.514446346106979e-09
1921,5.2251958815308086e-08,2.0446417892117097e-08
1922,2.4347187377316004e-08,7.377935484775833e-10
1923,3.927900849021171e-08,2.1231896241147297e-09
1924,1.4180787211159895e-08,6.445812328337297e-09
1925,2.1996355625830688e-08,1.4297631523163545e-08
1926,6.687682940764716e-08,5.57306911730393e-09
1927,4.7941668412931904e-08,6.689534814974252e-09
1928,2.170947854818195e-08,3.4278122562625413e-09
1929,4.790374674712439e-08,3.342121912552898e-09
1930,2.941009036305786e-08,2.100720708497761e-09
1931,3.9918746530531735e-08,3.4216069977333063e-09
1932,2.849479585620429e-08,5.4797681947604815e-09
1933,2.408838994938378e-08,4.588264879146209e-09
1934,1.677421224144382e-08,7.188948103475923e-09
1935,1.795242621227544e-08,0.0
1936,3.394919900756577e-08,0.0
1937,2.895957251780601e-08,3.777335333410292e-09
1938,3.1116513810047763e-08,3.8895642262559704e-09
1939,2.5999884911698246e-08,4.588215141154706e-09
1940,4.564409294971483e-08,0.0
1941,3.836953510472085e-08,2.066051862925633e-08
1942,3.9444752131245764e-08,9.102635090130207e-09
1943,2.6129116648121453e-08,2.9032352077962287e-09
1944,6.4263723231761105e-09,3.2131861615880553e-09
1945,2.178504043826024e-09,1.089252021913012e-08
1946,3.062642850437669e-08,6.960552134671616e-09
1947,3.337843779149807e-08,1.1920870957027319e-09
1948,2.6092530802657166e-08,2.174377566888097e-09
1949,1.570721330779179e-08,8.835307596655184e-09
1950,1.701657836861159e-08,8.508289184305795e-09
1951,2.0256663901818683e-08,2.1322803522849654e-09
1952,1.4762725264461096e-08,1.1599284199803606e-08
1953,1.723812381726475e-08,5.386913581872932e-09
1954,1.1727043114362345e-08,1.07497895029951e-08
1955,1.9709776921672528e-08,1.8771215692936494e-09
1956,1.831439710997529e-08,0.0
1957,2.297109880089465e-08,1.7670075402875796e-09
1958,2.978007690446205e-08,8.272243445794913e-10
1959,3.952881399982289e-08,1.5501495642666896e-09
1960,1.5917916873497973e-08,3.460416619915918e-09
1961,1.6675582137359868e-08,6.948159270159238e-10
1962,2.029426049432459e-08,3.170978146727066e-09
1963,2.0691370394843034e-08,7.1126584622049904e-09
1964,1.4601523545820783e-08,5.475571551727398e-09
1965,2.407699106754535e-08,3.2832261354087677e-09
1966,1.495550172592175e-08,3.8773522170743036e-09
1967,2.465167803222812e-08,8.874603940611792e-09
1968,1.9762229602759973e-08,3.593132624768458e-09
1969,1.2262746151847637e-08,5.904285060864822e-09
1970,4.092865424354386e-08,5.978342709767048e-09
1971,1.0790634386026454e-08,8.735275613958038e-09
1972,2.103360258187692e-08,3.5911027485013847e-09
1973,2.59120574996885e-08,3.859242703185828e-09
1974,1.2938814464291681e-08,4.500457340128605e-09
1975,1.8847885030481848e-08,5.140332159925265e-09
1976,9.712995741040231e-09,3.4281160132820787e-09
1977,1.0578207476630297e-08,6.464459911814657e-09
1978,3.3267311683182754e-08,7.128709622605811e-09
1979,3.5697038214266286e-08,2.3407893401383717e-09
1980,2.1603572264439208e-08,4.548120546843393e-09
1981,4.4278845257039734e-08,1.8976649140967083e-09
1982,1.7381006189864934e-08,6.207502289967692e-09
1983,1.8314416649900522e-08,1.2630632095778083e-09
1984,2.2616132966390978e-08,4.059305780401701e-09
1985,1.8046674932215012e-08,5.414002135495366e-09
1986,2.517683839187157e-08,4.7955883708539204e-09
1987,1.711028652096047e-08,1.099947066762752e-08
1988,3.17817343553628e-08,1.798966087207532e-09
1989,1.0976244468885454e-08,5.488121956886971e-09
1990,1.1987032477733806e-08,5.993515961311147e-09
1991,1.5825955934634095e-08,5.8614650910726596e-09
1992,1.597883780846132e-08,4.95894991736634e-09
1993,1.2186256448387667e-08,4.985286850001103e-09
1994,2.7429617632801495e-08,3.692448513614721e-09
1995,4.337960540778951e-08,4.880205572987961e-09
1996,1.441284891434691e-08,5.3380921904988554e-09
1997,2.0618046936426992e-08,6.233362714880286e-09
1998,1.0966697439052098e-08,2.3840645013706308e-09
1999,2.8335246704536132e-08,5.484241422104574e-09
2000,1.1928684817696933e-08,3.092622158362701e-09
2001,1.70867264781549e-08,4.381211837767296e-09
2002,1.3581786362237835e-08,3.9430991805033955e-09
2003,1.7501075477710515e-08,3.333538334260311e-09
2004,1.938108110111081e-08,5.285749532513151e-09
2005,1.4411999038621559e-08,5.404499514582994e-09
2006,1.4412615101377924e-08,7.000412693969338e-09
2007,1.677681460421354e-08,1.0785094956000663e-08
2008,1.8306990812178014e-08,8.089135583588813e-09
2009,3.909917967170884e-08,7.629108011997232e-09
2010,1.842279351293996e-08,8.975206577943595e-09
2011,2.6003009412356448e-08,1.414869643667771e-08
2012,3.3702101359667225e-08,1.9404240325648914e-08
2013,2.0081699469987058e-08,1.8966050674418256e-08
2014,4.8505972405354925e-08,1.8406284607586088e-08
2015,4.1449958687600486e-08,1.9284206592695696e-08
2016,4.018399568650466e-08,2.2163338830871737e-08
2017,2.5659235902697475e-08,1.8615524455256605e-08
2018,2.039358665273383e-08,2.1426173280048033e-08
2019,3.6989323326519497e-08,1.3010037824834342e-08
