year,nos_DET heures_NOUN,nos_DET soeurs_NOUN
1894,1.014547814648381e-07,5.041231432301174e-09
1895,1.3722440495023136e-07,1.3240951668436196e-08
1896,1.191199873185056e-07,8.845543242319565e-09
1897,1.4916387236496575e-07,9.905412823307813e-09
1898,9.95870483855299e-08,1.1882545503105746e-08
1899,9.507434484135047e-08,1.4371703827009696e-08
1900,1.1835600943754798e-07,1.142031713641245e-08
1901,9.780293241945515e-08,8.38310842965484e-09
1902,9.869670414275333e-08,6.874397273648469e-09
1903,8.046328070498987e-08,9.720396709766987e-09
1904,1.193166792035072e-07,1.5048950530172078e-08
1905,8.773290693930846e-08,6.192910739777346e-09
1906,1.1214322293007228e-07,5.144184522798412e-09
1907,1.0131401617652358e-07,9.771402353919711e-09
1908,1.1787333864532457e-07,1.3260750941768151e-08
1909,1.7713166550192838e-07,1.2102163493565854e-08
1910,1.5391153584953798e-07,1.81701124146727e-08
1911,1.4098991751865242e-07,2.34096464435396e-08
1912,1.192957461704225e-07,5.365703792392651e-08
1913,1.26211154860556e-07,1.1666577814928303e-08
1914,1.299168317370203e-07,9.375441256675998e-09
1915,1.9791679739533663e-07,1.8849218630379028e-08
1916,1.6920692136324078e-07,8.460345757299592e-08
1917,1.7107621774758996e-07,8.22481844853229e-08
1918,1.401337943462977e-07,2.756730310693456e-08
1919,2.2743385530432647e-07,2.3019621597786255e-08
1920,1.7264688123574956e-07,2.4231142425890084e-08
1921,1.363094488393557e-07,6.20965297515319e-08
1922,1.8002163260089077e-07,2.1396012961361066e-08
1923,1.868406860339178e-07,3.503262835380383e-08
1924,1.7790442086162983e-07,1.9337436318878076e-08
1925,1.6937193492161384e-07,1.539744931555731e-08
1926,1.304098180554547e-07,2.0063049221974438e-08
1927,1.6946821956853597e-07,1.2264147364327016e-08
1928,1.0968999442084737e-07,1.0283437101854531e-08
1929,9.135133072213364e-08,1.4482527843640014e-08
1930,1.4600008846343826e-07,1.2604324695075775e-08
1931,1.66518211663913e-07,1.596749932275543e-08
1932,9.753987262328678e-08,7.671675850140502e-09
1933,1.1241248798476988e-07,9.176529758292418e-09
1934,1.1262685184476595e-07,1.1981580172459871e-08
1935,1.5080037929493528e-07,8.377798899061872e-09
1936,1.3337186643980203e-07,1.576212849130343e-08
1937,1.0072894207624472e-07,7.55467088886519e-09
1938,1.0761127722247465e-07,2.2040864577910213e-08
1939,1.39175861946228e-07,9.482311558173251e-08
1940,1.7496902504632317e-07,2.02862628917444e-08
1941,1.0035108788386538e-07,2.066051862925633e-08
1942,1.2440268903901597e-07,1.5474480186128403e-07
1943,9.580676252340936e-08,1.4516176172207906e-07
1944,1.4780656520940738e-07,1.2531425674922048e-07
1945,1.6338780950420073e-07,5.664110513947662e-08
1946,1.2389782444444108e-07,3.062642939255511e-08
1947,1.609317532569321e-07,5.960435478513659e-09
1948,1.5111923645783065e-07,1.087188805648509e-08
1949,1.168224019743036e-07,4.2213136208779645e-08
1950,9.57182537675294e-08,2.0207186368637053e-08
1951,1.1087857654246136e-07,1.0661401983469432e-08
1952,7.803155188668143e-08,1.0544803918932644e-08
1953,1.1312518832795604e-07,8.619062019654677e-09
1954,1.1727043425224792e-07,4.788542540268281e-08
1955,1.0324168364661546e-07,1.595553333899602e-08
1956,1.1250272446972076e-07,1.5698054633972447e-08
1957,8.7466875742237e-08,1.23690525044573e-08
1958,7.775908850149449e-08,1.4062813691317899e-08
1959,9.920957211306813e-08,1.0075972611822692e-08
1960,9.896791652863612e-08,1.3149583255600561e-08
1961,1.0144312845294934e-07,1.5285950616394928e-08
1962,1.0464227884199317e-07,2.7270412483737516e-08
1963,9.569759029659508e-08,2.069137061688764e-08
1964,1.0768623992518656e-07,2.8594651479973976e-08
1965,9.466635114696587e-08,1.7510538796727815e-08
1966,1.1022758505951913e-07,1.5509408868297214e-08
1967,7.642019894671392e-08,2.218650990704063e-08
1968,1.3653904751276258e-07,1.5719955781534622e-08
1969,1.0627713620259271e-07,1.498780075048778e-08
1970,8.875539095343221e-08,2.98917127994347e-08
1971,8.581123889239706e-08,3.391342373593176e-08
1972,9.798580280495628e-08,1.2312352914989333e-08
1973,7.112032968104032e-08,1.0916143700079317e-07
1974,6.863197166140367e-08,7.425754694478925e-08
1975,6.739546787315476e-08,2.8557400444384484e-08
1976,6.684826692193724e-08,1.1998406657109939e-08
1977,7.110905775320475e-08,2.1156414231615628e-08
1978,7.900986354059114e-08,3.1485133611397487e-08
1979,8.602400669577293e-08,2.691907718954667e-08
1980,7.618101705020308e-08,4.2638628738878026e-08
1981,7.970192528183873e-08,3.1627747421048014e-08
1982,6.455802636917696e-08,3.6003513281812616e-08
1983,8.020451192081168e-08,2.9681984980989284e-08
1984,6.726850010352337e-08,4.8711671030154946e-08
1985,7.820225400578806e-08,4.932757613484995e-08
1986,9.051672877902206e-08,9.771011244552597e-08
1987,6.599681939833957e-08,8.86068437511156e-08
1988,7.075933394773415e-08,6.356346854419215e-08
1989,8.067539936096324e-08,4.6649038742963e-08
1990,7.573624682954971e-08,6.483894837705506e-08
1991,6.506226296609796e-08,7.737134011254199e-08
1992,8.595513023568202e-08,4.518154383958972e-08
1993,7.810282243170263e-08,5.926951907042621e-08
1994,7.226649406666397e-08,8.650879557148272e-08
1995,6.235818528210757e-08,6.77806348825527e-08
1996,6.138805885846921e-08,7.740233409769814e-08
1997,7.432086279735017e-08,1.1939287425377643e-07
1998,8.201182311040611e-08,8.391907502236506e-08
1999,7.586533937176121e-08,5.8041553174792426e-08
2000,8.482620650340778e-08,3.490244804282838e-08
2001,5.914635869963547e-08,4.7755208759658885e-08
2002,7.710949689876401e-08,3.461164926887861e-08
2003,6.625407245053339e-08,2.750169197929253e-08
2004,8.281007382593408e-08,4.580982948532153e-08
2005,7.836524107407428e-08,2.3869872411985682e-08
2006,1.0418261631173209e-07,2.511912788882853e-08
2007,9.466916084388544e-08,1.5977917683374088e-08
2008,9.706962264544039e-08,2.2990173847992068e-08
2009,7.915199606856049e-08,4.339055315050189e-08
2010,9.825489577508506e-08,1.2754241218715379e-08
2011,1.5984202378360735e-07,1.0324724297738896e-08
2012,1.1914884773256418e-07,8.851057081704639e-09
2013,1.4168755019250412e-07,6.972812605088308e-09
2014,1.4898262745699498e-07,9.094869579673315e-09
2015,1.6003674865872064e-07,8.201329393386914e-09
2016,1.8082799108087855e-07,9.113896221046858e-09
2017,1.3433365086967797e-07,7.295272969054523e-09
2018,1.930937157945678e-07,7.228106835288628e-09
2019,1.823956257140935e-07,1.3010037824834342e-08
