year,quelques_DET hommes_NOUN,quelques_DET sommes_NOUN
1850,6.076830402435007e-06,1.4121111746590032e-07
1851,5.81481378958415e-06,1.1415506961931499e-07
1852,5.0072605972673045e-06,1.9987374844099293e-07
1853,4.854583579572136e-06,1.5467302794114346e-07
1854,4.924450735188657e-06,1.9795482214535198e-07
1855,4.821883010208694e-06,1.4594077413221385e-07
1856,4.915223655643786e-06,1.635991799808778e-07
1857,5.342323618151568e-06,1.6401870084337133e-07
1858,5.093827326163591e-06,1.5610827119871828e-07
1859,5.584077428011369e-06,1.3748868332719155e-07
1860,5.567228868130769e-06,1.171759080875745e-07
1861,5.7846011713991174e-06,1.47138074391151e-07
1862,5.285140559863066e-06,1.6264750260508443e-07
1863,5.16044224241341e-06,1.8480096919404332e-07
1864,5.0234363868639775e-06,1.5007499021280069e-07
1865,4.352889732217591e-06,1.576792871826882e-07
1866,4.420409226213451e-06,1.474280733049227e-07
1867,4.152550843627978e-06,1.3054063430217866e-07
1868,4.19494108427898e-06,1.2991868914014049e-07
1869,4.34096017443153e-06,1.1280928902124288e-07
1870,4.56716981034333e-06,1.0837351993586708e-07
1871,5.596298194632254e-06,8.072094459521395e-08
1872,5.330124963620619e-06,1.0159530039466347e-07
1873,4.143512256860049e-06,7.901526205555953e-08
1874,4.033458594676631e-06,9.260644268094254e-08
1875,4.08517047389978e-06,1.253014452196055e-07
1876,3.817453688270689e-06,1.027822520427435e-07
1877,3.5605985715392308e-06,1.1812998224058902e-07
1878,3.348070634956457e-06,1.0447623566278708e-07
1879,3.6576530817455932e-06,1.0385852933225692e-07
1880,3.4605027110501396e-06,1.1231230701014283e-07
1881,3.114619175903499e-06,1.220188889927698e-07
1882,3.2138855203811545e-06,1.2179355235453215e-07
1883,2.8607647379885748e-06,1.1058843085720582e-07
1884,3.15891210789232e-06,1.2477207178562821e-07
1885,3.1403135949403804e-06,1.1086493145739951e-07
1886,3.039581542907399e-06,1.2971462126643019e-07
1887,2.8616276779303007e-06,9.532229716668894e-08
1888,3.0320818495965796e-06,1.1413106659752259e-07
1889,3.1814363978810434e-06,1.0149521728619604e-07
1890,2.7253139478489175e-06,1.402638645231491e-07
1891,3.0290294432688825e-06,1.0453721221992396e-07
1892,2.704863078406561e-06,9.716194337983097e-08
1893,2.8531943883081112e-06,7.759604891965921e-08
1894,2.9623536761391733e-06,7.876924201788427e-08
1895,3.186856332604293e-06,9.449225002455819e-08
1896,2.896030849797171e-06,1.1676117139813869e-07
1897,2.753122231524685e-06,9.206207574052883e-08
1898,2.7177078436579905e-06,1.1090375551248144e-07
1899,2.5028874119925604e-06,9.009952961491763e-08
1900,2.6718350909504807e-06,9.966822145379695e-08
1901,2.5814385651301563e-06,8.941982132526505e-08
1902,2.400146826175842e-06,8.052865263508124e-08
1903,2.421998857471408e-06,7.830319503909777e-08
1904,2.5454225749399484e-06,8.276922969230327e-08
1905,2.437942612232291e-06,6.141303288131894e-08
1906,2.271157512723221e-06,7.356183573392627e-08
1907,2.3065653067533276e-06,6.119983453345412e-08
1908,2.41198321759839e-06,9.380753107635087e-08
1909,2.2713560667853017e-06,8.581534505225363e-08
1910,2.4887709173526673e-06,9.566029879337634e-08
1911,2.3925722132389637e-06,7.767745990872044e-08
1912,2.3682028427174373e-06,7.189001349772184e-08
1913,2.239452498997707e-06,5.674198932936747e-08
1914,2.1905049152337597e-06,6.428874144148722e-08
1915,2.5929456342055346e-06,6.597226498428199e-08
1916,3.0083670310432353e-06,4.1752354462687435e-08
1917,3.2636079367875936e-06,6.689518772251546e-08
1918,2.8796344793136086e-06,3.790504266021344e-08
1919,2.4953268109584315e-06,4.0514534616065134e-08
1920,2.17777392208518e-06,3.180337415642498e-08
1921,1.963613385669305e-06,3.104826507005498e-08
1922,2.1152540909952222e-06,5.164554894854234e-08
1923,1.996859793962358e-06,7.643483002084395e-08
1924,2.110358963136605e-06,5.285566118118368e-08
1925,2.0368625541777874e-06,8.138651841349542e-08
1926,2.039743378645653e-06,4.9043008987226244e-08
1927,1.968953171171961e-06,4.5711821883287485e-08
1928,1.7207618299153182e-06,5.827281057690925e-08
1929,1.7702106163142162e-06,4.0105462062456354e-08
1930,2.0355983281206136e-06,2.6259009189288918e-08
1931,1.9024134587652952e-06,3.5356607419601005e-08
1932,1.8006518445190522e-06,3.3974561830518724e-08
1933,1.9603361636200134e-06,3.4411986149507356e-08
1934,1.7864536090428373e-06,3.834105477551475e-08
1935,1.680347139654259e-06,3.2314367182095793e-08
1936,1.6732106473682506e-06,2.9099314513558738e-08
1937,1.6444000578985651e-06,2.7700460591972842e-08
1938,1.8890317505793064e-06,2.852347158466273e-08
1939,1.8031685442565504e-06,5.8117390899781185e-08
1940,1.6127579272051662e-06,2.7893612752905028e-08
1941,1.933234173634446e-06,4.427253941230447e-08
1942,2.0602298320682166e-06,5.158160121254696e-08
1943,2.363233562618916e-06,5.2258233296242906e-08
1944,2.5416302662506496e-06,2.2492303131116387e-08
1945,2.557563789196138e-06,4.7927088075994106e-08
1946,2.337353407710907e-06,2.3665876369705074e-08
1947,2.205361084861579e-06,3.337843867967649e-08
1948,1.9580270276264855e-06,3.696441908118686e-08
1949,1.5972272393582898e-06,2.0615717133409817e-08
1950,1.8282186573514991e-06,2.5524866664738965e-08
1951,1.8625469380140203e-06,2.9851925376078725e-08
1952,1.6017556845326908e-06,1.5817205989421268e-08
1953,1.7421278641904792e-06,3.6631013111687594e-08
1954,1.5284246615010488e-06,3.127211556375187e-08
1955,1.5523795156013875e-06,2.815682265122632e-08
1956,1.6491678849206437e-06,3.1396109267944894e-08
1957,1.3005175389935175e-06,2.2087593976038988e-08
1958,1.598197400198842e-06,1.9026160036350603e-08
1959,1.5710765524090675e-06,2.6352543258667538e-08
1960,1.7004487347094255e-06,1.3149583755200922e-08
1961,1.7780339049977556e-06,2.640300555967201e-08
1962,1.8531196417370666e-06,3.614915300431676e-08
1963,1.8124347462844526e-06,3.6856504070925666e-08
1964,1.9036737057831488e-06,1.3993127434552832e-08
1965,1.7171272475025035e-06,4.4323552828018364e-08
1966,1.8190322066402587e-06,3.26805427164345e-08
1967,1.987418286830689e-06,4.634515426982233e-08
1968,2.2012428360085323e-06,3.817703528308236e-08
1969,2.1596057280248715e-06,6.494713744586988e-08
1970,1.8068390232883758e-06,4.0008906410093914e-08
1971,1.7455136855915043e-06,2.6205826841874114e-08
1972,1.7519451773750916e-06,3.385896929497534e-08
1973,1.5486589148849816e-06,3.69384653975402e-08
1974,1.6291655384748083e-06,2.81278591529599e-08
1975,1.3707552852793015e-06,2.627280792921738e-08
1976,1.4592347810093997e-06,3.142439908287997e-08
1977,1.3804560410335398e-06,2.8208553382036428e-08
1978,1.495246863214561e-06,4.0396019973520936e-08
1979,1.6169002918786646e-06,4.096381189810927e-08
1980,1.445733857963205e-06,2.78572392375942e-08
1981,1.3783372736497768e-06,1.7078983172158502e-08
1982,1.4066200435536302e-06,3.1037512115972277e-08
1983,1.3489515140463482e-06,2.5892795463278162e-08
1984,1.4265561389947834e-06,1.739702604197646e-08
1985,1.3101885087962728e-06,1.864822929409371e-08
1986,1.1737202356698617e-06,2.6375735373562748e-08
1987,1.2881601918479646e-06,2.199894133525504e-08
1988,1.3804066583134045e-06,1.9188972133488136e-08
1989,1.523502760392148e-06,2.6342986125804657e-08
1990,1.307131398675665e-06,1.3076762783725826e-08
1991,1.2690071855558926e-06,2.8721179212709558e-08
1992,1.3405693977119881e-06,1.8733810169813125e-08
1993,1.401973406700563e-06,2.3264671966671813e-08
1994,1.4284500764460972e-06,2.9012095836833396e-08
1995,1.3773025528962535e-06,2.0605312733845693e-08
1996,1.1754478492775888e-06,2.7758080056727863e-08
1997,1.3742167936925398e-06,2.2536003729811682e-08
1998,1.3655921691224648e-06,2.4794271524797296e-08
1999,1.2760001482092775e-06,3.244842972094375e-08
2000,1.2997848415352564e-06,2.3857369635393866e-08
2001,1.294210008495611e-06,2.190605918883648e-08
2002,1.3586167995072174e-06,2.102986229601811e-08
2003,1.3709176158727132e-06,2.20846910758965e-08
2004,1.3668067424532637e-06,2.4226351424960768e-08
2005,1.3700405787631098e-06,1.8014997493764895e-08
2006,1.3621979348954483e-06,2.800165077587735e-08
2007,1.227104064582818e-06,1.398067850377771e-08
2008,1.2836180616204729e-06,2.852484581872261e-08
2009,1.350828938484483e-06,2.336414262060771e-08
2010,1.3543114789626998e-06,1.2281861749841028e-08
2011,1.3380077774627352e-06,1.185431303118989e-08
2012,1.5206796888378449e-06,1.770211388585352e-08
2013,1.6321960174536798e-06,2.0918436982597655e-08
2014,1.9493338072607003e-06,1.234303714792162e-08
2015,1.9239874120557943e-06,2.4825644651116363e-08
2016,2.2494752442980825e-06,2.8584493133587685e-08
2017,1.420565752141556e-06,1.0314006759770677e-08
2018,1.6175470136658987e-06,1.6521387480317173e-08
2019,1.6076324413916154e-06,1.4795728642269523e-08
