year,plusieurs_DET yeux_NOUN,plusieurs_DET cieux_NOUN
1848,2.011305433313737e-08,9.65426583121598e-09
1849,2.7652069745087715e-08,3.3517659758786067e-09
1850,4.073397619208663e-08,1.9009188889640427e-08
1851,2.644269869733762e-08,2.3862924081186065e-08
1852,1.4323200403509873e-08,8.463708844885787e-09
1853,2.1498955282694965e-08,2.448492075757258e-08
1854,1.0391328519876453e-08,6.754363734984281e-09
1855,3.449509122788186e-08,1.1675261646360013e-08
1856,1.604928606679934e-08,1.1389816201301528e-08
1857,2.4407546206361985e-08,1.513267733344037e-08
1858,1.8106600663259087e-08,1.8595968764856252e-08
1859,8.147477359443656e-09,5.092173349652285e-09
1860,6.865776031039772e-09,9.154367819341758e-10
1861,3.4426534512022045e-08,6.13075279431996e-09
1862,2.6656119311851967e-08,1.400575744270327e-08
1863,3.246503538223422e-08,1.9978483312144135e-09
1864,1.4384183399940298e-08,4.315255264231155e-09
1865,2.6829013677343028e-08,1.5061901947888146e-08
1866,1.751620715140234e-08,4.330395597662573e-08
1867,2.5719900875742496e-08,1.6014277903764196e-08
1868,2.519335706718806e-08,1.2843672791973404e-08
1869,1.7092317561306913e-08,1.2208797528501236e-08
1870,1.8922360567330543e-08,2.2936195165357276e-09
1871,1.5931766128574054e-08,1.0621177271019633e-09
1872,1.572308139241585e-08,9.071008832961525e-09
1873,1.3767810169706962e-08,7.781805422268917e-09
1874,1.2546679251101978e-08,3.5847653734322193e-09
1875,1.37316650272723e-08,2.8607636259891933e-09
1876,2.2974855795609983e-08,3.627608879952504e-09
1877,2.783167152298205e-08,1.2369632429454214e-08
1878,1.3889904337816006e-08,3.6234530931267273e-09
1879,1.7717043832021773e-08,7.94212251520321e-09
1880,1.9253538763308597e-09,6.417846254436199e-09
1881,2.370652651961791e-08,2.091752326904839e-09
1882,1.4641846846075168e-08,1.3310770263785798e-09
1883,2.0853818227806187e-08,1.579834751908038e-08
1884,1.2543224237049344e-08,1.9805090900604227e-09
1885,1.160214413431504e-08,6.445635691854079e-10
1886,2.1296431285122708e-08,6.4534639854230136e-09
1887,9.140494583448344e-09,3.9173548849191775e-09
1888,2.4094335415725254e-08,6.340614699951175e-10
1889,2.1301465480405568e-08,0.0
1890,1.5075089621063853e-08,1.3108772956016423e-09
1891,8.92390783491237e-09,1.9122659011827636e-09
1892,6.8953633913793055e-09,3.1342561879199593e-09
1893,1.1085149687062312e-08,0.0
1894,2.3945849969564392e-08,3.150769645188234e-09
1895,1.0833506536300774e-08,8.426059849853118e-09
1896,9.435246361988447e-09,3.5382172747233653e-09
1897,6.4093846896540185e-09,2.9133566670225264e-09
1898,1.7540900731916054e-08,1.6975064687230201e-09
1899,2.04520400615138e-08,2.7637891975018647e-09
1900,5.71015834616162e-09,2.595526460424935e-09
1901,5.029864968975062e-09,5.588738916095792e-10
1902,1.1293652957267142e-08,0.0
1903,1.1880484818149739e-08,3.7801539676252105e-09
1904,1.0211787859759625e-08,6.987012746151322e-09
1905,7.2250627702885595e-09,3.6125313851442797e-09
1906,9.773950537805831e-09,5.144184522798412e-10
1907,1.1828539925318182e-08,4.6285588695127444e-09
1908,4.4202499438483756e-09,4.911389073214423e-10
1909,1.0451868703853506e-08,6.60118004702781e-09
1910,6.947395991829808e-09,3.206490406526541e-09
1911,1.1704823554836707e-08,5.320374141248863e-10
1912,1.4586379215586476e-08,5.209421227725386e-10
1913,6.36358749028787e-09,2.227255668785233e-08
1914,7.366418142140674e-09,1.4732836284281348e-08
1915,1.767114277129167e-08,5.890381071793627e-09
1916,1.648119329900055e-08,5.493730803607377e-09
1917,1.0966424213165737e-08,0.0
1918,3.101321510712296e-08,0.0
1919,7.366278698128781e-09,0.0
1920,9.086677632552664e-09,7.572231730534895e-10
1921,1.741731875393171e-08,3.7863738810983705e-09
1922,8.115729421831475e-09,1.4755870969551665e-09
1923,1.1677542488541803e-08,4.246379248229459e-09
1924,6.445812328337297e-09,1.289162443462999e-09
1925,1.4297631523163545e-08,1.3197813508725176e-08
1926,1.4489979882625903e-08,4.458455382660986e-09
1927,1.0034302277972529e-08,0.0
1928,1.4853853258500749e-08,3.4278122562625413e-09
1929,1.3368487650211591e-08,4.4561625500705304e-09
1930,6.302162347537887e-09,9.453243521306831e-09
1931,3.4216069977333063e-09,0.0
1932,3.287861094491973e-09,0.0
1933,1.4911860191091364e-08,1.1470662197865522e-09
1934,4.7926320689839486e-09,1.4377896206951846e-08
1935,1.6755597798123745e-08,1.196828414151696e-09
1936,2.424943001955171e-08,0.0
1937,8.813782592653752e-09,1.2591118148108649e-09
1938,1.55582577932023e-08,3.8895642262559704e-09
1939,1.2235240376412548e-08,3.058810094103137e-09
1940,2.5357829169792012e-09,2.5357829169792012e-09
1941,8.854508237732261e-09,0.0
1942,1.8205270180260413e-08,0.0
1943,1.4516175816936538e-08,0.0
1944,4.177142187700156e-08,1.6065930807940276e-08
1945,1.3071024262956144e-08,0.0
1946,1.2528993842408909e-08,1.3921104269343232e-09
1947,3.5762612871081956e-09,1.1920870957027319e-09
1948,8.697510267552389e-09,1.0871887834440486e-09
1949,8.835307596655184e-09,1.0798709038084553e-08
1950,5.317680518146517e-09,3.190608444114673e-09
1951,1.0661401539380222e-08,0.0
1952,0.0,1.0544803918932644e-09
1953,4.3095309543161875e-09,2.1547654771580937e-09
1954,9.772536557761669e-09,1.5636057337786724e-08
1955,9.385607846468247e-09,3.754243138587299e-09
1956,1.0465369904011368e-08,8.72114158667614e-10
1957,1.3252556385623393e-08,1.5903067751565914e-08
1958,2.4816730892496253e-09,1.0753916868111446e-08
1959,4.650448914844674e-09,1.7826719656000023e-08
1960,8.305000243069571e-09,2.076250060767393e-09
1961,1.111705483225478e-08,2.08444772553662e-09
1962,7.610347907416326e-09,0.0
1963,9.05247421467692e-09,7.1126584622049904e-09
1964,1.2167936658258327e-09,2.4335873316516654e-09
1965,1.3132904541635071e-08,3.2832261354087677e-09
1966,7.754704656193212e-09,4.431259803538978e-09
1967,5.4233690871541285e-09,3.451234853457663e-09
1968,9.88111459321317e-09,2.245707841908029e-09
1969,3.1792304344691047e-09,2.2708788183223305e-09
1970,3.219107563845469e-09,3.6789800095249348e-09
1971,6.679916619845017e-09,0.0
1972,2.565073486948677e-09,1.5390440033513642e-09
1973,2.205281512956958e-09,6.064524216142786e-09
1974,6.1881286761433785e-09,2.2502286700643026e-09
1975,3.998036124386317e-09,0.0
1976,3.999468867199596e-09,3.9994687561772935e-09
1977,3.526069214387917e-09,2.3507127355770763e-09
1978,4.158414057542359e-09,1.7821774056514528e-09
1979,7.60756546647201e-09,5.851973350345929e-10
1980,2.2740602734216964e-09,5.685150683554241e-10
1981,8.223214109648325e-09,1.8976649140967083e-09
1982,7.449002858983533e-09,4.345251713999687e-09
1983,3.157658134966823e-09,2.5261264191556165e-09
1984,2.8995041922996734e-09,5.799008495621649e-10
1985,3.609334831011779e-09,3.0077789148208467e-09
1986,2.997242676272549e-09,8.991728028817647e-09
1987,6.110816741511371e-09,0.0
1988,3.597932174415064e-09,2.99827696004229e-09
1989,3.2928733073589456e-09,1.6464366536794728e-09
1990,2.724325431913144e-09,2.179460389939436e-09
1991,5.275318681885466e-09,1.1722930404189924e-09
1992,8.815910668147353e-09,2.2039776670368383e-09
1993,5.539207592608619e-09,5.539207426075166e-10
1994,3.1649559639745917e-09,1.5824779264761446e-09
1995,7.049185846152994e-09,1.626735190995987e-09
1996,5.3380921904988554e-09,3.736664311304594e-09
1997,3.835915585170824e-09,5.753873377756236e-09
1998,4.29131630230728e-09,2.86087753487152e-09
1999,6.398281460207045e-09,4.113181045761749e-09
2000,3.97622823555821e-09,8.836062992401139e-10
2001,3.943090742808408e-09,3.066848330846028e-09
2002,3.066854992184176e-09,1.7524885431718928e-09
2003,1.0000615280336689e-08,3.333538334260311e-09
2004,7.488145215006625e-09,4.845270407116686e-09
2005,8.106749271874492e-09,5.404499514582994e-09
2006,9.471146977801936e-09,5.353256948836815e-09
2007,6.391167151065247e-09,1.5977917877663117e-09
2008,4.6831836186811415e-09,1.2772318758180745e-09
2009,1.0966842323156811e-08,9.53638501499654e-10
2010,8.030448306328708e-09,5.668551850135373e-09
2011,3.823972000160936e-09,1.911985902935953e-09
2012,7.829781156765137e-09,2.7234021704458655e-09
2013,8.646287352753745e-09,6.693900100884775e-09
2014,7.362513626540945e-09,5.630157673408576e-09
2015,8.201328866030977e-09,3.103205470367243e-09
2016,1.2635174240216429e-08,4.349814286541687e-09
2017,7.043711947041231e-09,2.0124890642847504e-09
2018,9.293279867872428e-09,1.5488800242380307e-09
2019,9.69375346659973e-09,2.2958890344426663e-09
