year,plus_ADV eu_VERB,plus_ADV su_VERB
1907,8.938261544244597e-07,5.297128780057392e-08
1908,9.130272360380332e-07,3.929111258571538e-08
1909,9.285660098612425e-07,4.950885212906542e-08
1910,9.27744565615285e-07,5.1303846504424655e-08
1911,8.108250426630548e-07,6.278041553287039e-08
1912,8.882063298187859e-07,5.365703970028335e-08
1913,9.248414016838069e-07,4.8787505591008085e-08
1914,8.123150223582343e-07,4.419850796466562e-08
1915,9.318582669948228e-07,7.186265094105693e-08
1916,1.0449076626173337e-06,5.6036057571873243e-08
1917,1.0944492032649578e-06,4.7155623406069935e-08
1918,1.010801156553498e-06,4.709414369585829e-08
1919,9.419628668183577e-07,6.169258170984904e-08
1920,8.041710088946274e-07,4.0132828615924154e-08
1921,9.208461051457562e-07,4.4679211441689404e-08
1922,8.809254836705804e-07,7.230377008227151e-08
1923,8.981091923487838e-07,6.263409346729532e-08
1924,9.320644380750309e-07,5.0277336072213075e-08
1925,9.249467893823748e-07,7.478760721824074e-08
1926,8.816595595817489e-07,5.795991953050361e-08
1927,1.0379928880865918e-06,5.351628118432927e-08
1928,1.0786183111122227e-06,6.855624690160766e-08
1929,9.580749065207783e-07,5.3473950600846365e-08
1930,8.717991022422211e-07,5.461873797685257e-08
1931,8.474179935546999e-07,4.334035708097872e-08
1932,7.923745215521194e-07,5.918149881267709e-08
1933,8.006522307368868e-07,4.817677989876756e-08
1934,8.554848136554938e-07,4.313368862085554e-08
1935,7.851194254726579e-07,5.146362269670135e-08
1936,7.105082886482705e-07,2.66743711563322e-08
1937,8.083497959887609e-07,4.784624962894668e-08
1938,6.923424393789901e-07,3.8895642262559704e-08
1939,8.029376772356045e-07,4.282334131744392e-08
1940,8.494872645314899e-07,6.339457314652464e-08
1941,7.614876835759787e-07,6.788455664263893e-08
1942,8.617161597612721e-07,9.102635090130207e-08
1943,7.432282131958345e-07,3.4838823381733164e-08
1944,8.354284091183217e-07,5.462416652335378e-08
1945,9.062576964424807e-07,5.010559434026618e-08
1946,7.684449769840285e-07,3.897909195416105e-08
1947,7.915458581919665e-07,7.390939771312333e-08
1948,7.153702199502732e-07,7.066726936955092e-08
1949,7.735802682873327e-07,6.773736060949886e-08
1950,6.806631063227542e-07,5.9558026066497405e-08
1951,8.347877837877604e-07,9.275419188270462e-08
1952,7.634437793058169e-07,4.428817490520487e-08
1953,7.767929446345079e-07,4.3095308654983455e-08
1954,7.036226179479854e-07,5.1794440736330216e-08
1955,6.128801715021837e-07,3.660387193349379e-08
1956,6.93330775902723e-07,7.412970148834575e-08
1957,6.705793680339411e-07,3.445664731316356e-08
1958,7.808997679603635e-07,3.887954491688106e-08
1959,6.20834896380984e-07,5.658045765244424e-08
1960,5.993441618556972e-07,4.3601250609981435e-08
1961,6.100484029047948e-07,5.628008992175637e-08
1962,6.811260959693755e-07,5.200404373795209e-08
1963,6.685899052172317e-07,5.948768944108451e-08
1964,6.120471880421974e-07,3.4070222199034106e-08
1965,5.898862696085416e-07,6.128688312401209e-08
1966,6.259154474719253e-07,5.4836839069594134e-08
1967,6.97642462910153e-07,5.472672626183339e-08
1968,6.108325578679796e-07,6.557467457923849e-08
1969,6.222207957762294e-07,4.67801051229344e-08
1970,6.258864573283063e-07,4.598724956395017e-08
1971,5.70875954508665e-07,4.573173839617084e-08
1972,5.812456151943479e-07,5.335352781798974e-08
1973,5.34229457116453e-07,4.9067512719602746e-08
1974,4.98988185881899e-07,3.937900316941523e-08
1975,4.86046985770372e-07,4.0551508817543436e-08
1976,5.302152885633404e-07,3.485251554025126e-08
1977,4.871852183896408e-07,4.642657813747064e-08
1978,5.150492938810203e-07,4.455443658457625e-08
1979,5.489151249093993e-07,5.0326971035019596e-08
1980,5.764742923020094e-07,5.855705254020904e-08
1981,5.256531494524097e-07,3.6055631369436014e-08
1982,5.79780703446886e-07,3.9107263205551135e-08
1983,5.658523036800034e-07,4.483874249672226e-08
1984,5.369881819206057e-07,4.001315900836744e-08
1985,5.317753561939753e-07,5.173379946654677e-08
1986,6.084403025852225e-07,6.29420995323926e-08
1987,5.542510734812822e-07,5.010869941202145e-08
1988,5.378908554121153e-07,2.938311283173789e-08
1989,5.866802439413732e-07,4.116091645300912e-08
1990,5.230704687164689e-07,3.4871366239030976e-08
1991,5.193257948121754e-07,3.634108480810028e-08
1992,5.317095883583534e-07,4.35285585353995e-08
1993,5.566903382714372e-07,4.3205819366676224e-08
1994,5.248551815384417e-07,4.272690645734656e-08
1995,5.595969128080469e-07,4.12106260228029e-08
1996,5.439516144178924e-07,4.4306165847274315e-08
1997,5.259999511508795e-07,4.219507232505748e-08
1998,5.559638793783961e-07,5.054216956068558e-08
1999,5.900129735891824e-07,4.387393204297041e-08
2000,5.597646008936863e-07,3.446064411605221e-08
2001,5.331934858077148e-07,3.461157405126869e-08
2002,5.910267759645649e-07,3.6364138367162013e-08
2003,5.767021207248035e-07,3.500215228768866e-08
2004,5.796705409011338e-07,3.4357370282123156e-08
2005,6.516925736832491e-07,4.548786947111694e-08
2006,6.242721042326593e-07,4.817931298362055e-08
2007,7.114168170119228e-07,4.47381687251891e-08
2008,7.510123509746336e-07,5.1940762801905294e-08
2009,8.558905619793222e-07,5.769512867459525e-08
2010,1.012308871395362e-06,6.518834538837837e-08
2011,9.647881142882397e-07,6.65371118202529e-08
2012,1.13191401851509e-06,8.510631488434228e-08
2013,1.2679362271228456e-06,1.0040849929282558e-07
2014,1.3300164027896244e-06,9.701194159106308e-08
2015,1.2559115702970303e-06,9.043627358096273e-08
2016,1.2599961110026925e-06,8.057512701498126e-08
2017,1.3410724477580516e-06,8.226049175164007e-08
2018,1.380826574859384e-06,8.802801687579631e-08
2019,1.3622274082081276e-06,8.749888280590312e-08
