year,leurs_DET heures_NOUN,leurs_DET soeurs_NOUN
1848,2.0756671925692416e-07,8.84974404868899e-09
1849,1.9440242171597788e-07,1.92726548053912e-08
1850,2.0366987740771947e-07,5.431196825611551e-09
1851,1.2640899682558882e-07,9.029214709244116e-09
1852,1.8034210880202295e-07,7.1615997576657264e-09
1853,2.0065691574977507e-07,4.777545470346922e-09
1854,1.7821129194572904e-07,8.313063126763609e-09
1855,1.7406753727300384e-07,9.021793090369101e-09
1856,2.034635382397454e-07,8.283502495043393e-09
1857,2.0941674128138743e-07,8.786716299002961e-09
1858,2.0113008125655085e-07,1.2723557263338847e-08
1859,2.3576762764321302e-07,1.3748867822016564e-08
1860,2.114658939067482e-07,1.4189270286513178e-08
1861,2.381561667874621e-07,4.715963619617014e-09
1862,2.2544750843955796e-07,7.680577063240435e-09
1863,2.3374826102484647e-07,1.3485476124674989e-08
1864,2.579563611604385e-07,1.7261019946701595e-08
1865,2.3722496145239802e-07,1.223779544368142e-08
1866,2.194391453547162e-07,1.1677471434268227e-08
1867,2.513756260924538e-07,1.358787216076962e-08
1868,2.2278831846023195e-07,1.1855697756857353e-08
1869,2.3587397668389798e-07,1.5627261262807224e-08
1870,1.7546189567951842e-07,1.490852685748223e-08
1871,1.4126166081318559e-07,2.1242354097950056e-08
1872,2.0137639766826254e-07,1.2094679036067646e-08
1873,2.2986257253165832e-07,1.4366410283628284e-08
1874,2.837939360733621e-07,1.0754296120296658e-08
1875,1.859496260858684e-07,1.37316650272723e-08
1876,2.2309794722730203e-07,1.5115036333668286e-08
1877,2.473926326018727e-07,1.1132668453761596e-08
1878,2.004977452951806e-07,1.8117265909722846e-08
1879,2.3948555205599575e-07,1.4662380531937913e-08
1880,1.918936050060438e-07,1.7969969734465963e-08
1881,2.572855430926779e-07,7.669758161910067e-09
1882,3.21455100760204e-07,1.5307385359264458e-08
1883,2.388710070855282e-07,1.2006743710379908e-08
1884,2.356805763881198e-07,2.0465260597291035e-08
1885,2.3010919636412552e-07,9.66845359329227e-09
1886,2.2780727548799007e-07,8.38950331427668e-09
1887,2.7617352182929267e-07,1.5669419317632105e-08
1888,2.5616084675661455e-07,1.2047167707862627e-08
1889,2.637622570911269e-07,1.7542383268231987e-08
1890,2.6872985370296476e-07,1.9007720397645755e-08
1891,2.56881076743376e-07,1.4660705538460661e-08
1892,2.733071322591485e-07,1.0656471038927862e-08
1893,3.4548716626447984e-07,1.2932674542387446e-08
1894,2.3630772494342978e-07,1.3863386216783624e-08
1895,3.177828538092342e-07,1.4444674567570814e-08
1896,2.6241780315405805e-07,1.5921977791766295e-08
1897,2.8842231669656826e-07,1.2236098578810584e-08
1898,2.5349430055054967e-07,2.037007751365394e-08
1899,2.8135373320026247e-07,1.713549302451156e-08
1900,2.8550792030568317e-07,1.3496738171525635e-08
1901,3.286178409389606e-07,1.0059729993461275e-08
1902,2.700656214216224e-07,1.1293653123800595e-08
1903,2.700110239839404e-07,1.7280705533195828e-08
1904,2.8969229148856357e-07,1.3974025492302644e-08
1905,3.106777046735232e-07,1.9610885193532823e-08
1906,3.1945385658982417e-07,2.469208632005504e-08
1907,3.20913437490411e-07,1.7485666858885196e-08
1908,2.8436942667298126e-07,2.7994917051188395e-08
1909,2.788998670899545e-07,2.53045246978445e-08
1910,2.87515299901564e-07,2.404867727179294e-08
1911,3.154981761399611e-07,1.3300935353122156e-08
1912,3.3340296934358804e-07,1.7712032729377825e-08
1913,3.505276227055987e-07,3.340883442115583e-08
1914,3.2211336975507265e-07,2.946567284611845e-08
1915,2.921629013163951e-07,3.1808056522031336e-08
1916,3.494012950078229e-07,3.296238504368887e-08
1917,4.233039817558293e-07,4.3865696186529135e-08
1918,3.56077671348487e-07,3.445912710731136e-08
1919,3.7752177661776187e-07,2.3940406213007748e-08
1920,3.725538122445471e-07,2.4988365154854364e-08
1921,2.817061943716226e-07,3.862101277674057e-08
1922,3.2094018304063e-07,2.5822775029382683e-08
1923,3.577574489987967e-07,3.290944050604594e-08
1924,3.326039104134537e-07,4.640984829773487e-08
1925,3.409435231915836e-07,3.6293985594682e-08
1926,2.708511581683837e-07,2.4521504493613122e-08
1927,2.597769386269988e-07,3.344767507407198e-08
1928,2.81080624331409e-07,3.1992914983902665e-08
1929,2.907645959560057e-07,2.33948540540041e-08
1930,3.298131447948549e-07,3.4661891690213054e-08
1931,2.69166412714128e-07,3.4216069089154644e-08
1932,2.476855401889466e-07,2.191907289006423e-08
1933,2.672664274339098e-07,2.5235456169170334e-08
1934,2.8036897781191783e-07,6.589868739581561e-08
1935,2.956166138545768e-07,4.188899271895252e-08
1936,3.807160493529693e-07,3.031178508194898e-08
1937,2.996686183642794e-07,2.0145788925951535e-08
1938,3.07275575095467e-07,3.759912203804561e-08
1939,2.67645877904954e-07,4.435274547631707e-08
1940,2.6625721116779744e-07,6.085878823114399e-08
1941,2.626837205532695e-07,4.132103725851266e-08
1942,3.0342116996706636e-07,5.158160121254696e-08
1943,2.670976471108588e-07,6.677441199975931e-08
1944,3.3738455584853e-07,2.8918675454292497e-08
1945,3.7905969341167634e-07,6.971212940243277e-08
1946,2.603246622712163e-07,4.872386316634447e-08
1947,3.0398220984828583e-07,3.695469885656166e-08
1948,3.1963349567121213e-07,2.935409759707852e-08
1949,3.2297956753524204e-07,4.0249734212238764e-08
1950,2.5418514448816154e-07,3.5096691552993775e-08
1951,2.4841066403880063e-07,2.2388943254902927e-08
1952,2.2038640046240232e-07,4.217921634186439e-08
1953,2.4779803364793906e-07,3.124409886368085e-08
1954,2.7363101207100726e-07,4.5930919290171346e-08
1955,2.8438391108664973e-07,2.627970152602188e-08
1956,2.53785207071644e-07,3.488456457034772e-08
1957,2.376625098943208e-07,3.092263228809955e-08
1958,2.3410449201399786e-07,3.143452559362103e-08
1959,2.1469571942489551e-07,3.875373788542191e-08
1960,2.733729260739892e-07,2.837541629441276e-08
1961,2.9321231798107306e-07,2.9182268324046134e-08
1962,2.479705025759671e-07,3.297817352532206e-08
1963,2.5540910630894587e-07,3.750310795247458e-08
1964,2.49442701605318e-07,3.467861880990242e-08
1965,2.5061959973982084e-07,3.447387425525861e-08
1966,2.431653793877331e-07,2.2710207048248776e-08
1967,2.479958771672841e-07,4.3879986755257505e-08
1968,2.6679009734742465e-07,3.5931325470528463e-08
1969,2.302671227027986e-07,2.815889921237158e-08
1970,2.5338973941302356e-07,3.8629289017544366e-08
1971,2.810703362277067e-07,3.083038546680683e-08
1972,2.7189779805425474e-07,3.3858970016620304e-08
1973,2.6022322352492466e-07,2.7566018800939673e-08
1974,2.8352881797921725e-07,4.162923078476766e-08
1975,2.6786841100800984e-07,4.854758017813765e-08
1976,2.7710606514963487e-07,5.542121228607755e-08
1977,2.3859733994102683e-07,7.345977126593795e-08
1978,2.2514840880560882e-07,6.950492215107573e-08
1979,2.4402730225414615e-07,6.96384845344511e-08
1980,2.1944681571905988e-07,7.959211190122772e-08
1981,2.4669644149710734e-07,8.033447607136424e-08
1982,2.4767933692881883e-07,7.883527664009904e-08
1983,2.734531712178523e-07,7.199460527740342e-08
1984,2.4123875086434765e-07,8.466552670061134e-08
1985,2.57465893938047e-07,9.504581621744279e-08
1986,2.733485249262202e-07,8.692003589105823e-08
1987,2.242669842056344e-07,1.1182794940056695e-07
1988,2.482573362994067e-07,8.035382115245682e-08
1989,2.2995231441225172e-07,6.969915489207779e-08
1990,2.457341654604761e-07,8.881300950225324e-08
1991,2.3856163045010703e-07,6.447611566873235e-08
1992,2.3196864651353621e-07,7.879220481621374e-08
1993,2.1215164908161555e-07,9.527436556355795e-08
1994,2.3315175168292512e-07,9.178372523122036e-08
1995,2.4509476825862464e-07,1.0031534303234224e-07
1996,2.5943127979211056e-07,1.1156612877982752e-07
1997,2.6515765927381807e-07,9.589788851904757e-08
1998,2.6081666604227394e-07,1.0346840184638495e-07
1999,2.600444461986484e-07,8.95759403596319e-08
2000,2.646400816264105e-07,6.008522790423854e-08
2001,2.4184288507922425e-07,6.747065892098725e-08
2002,2.536727201629674e-07,5.1698413883194405e-08
2003,2.508487697561179e-07,4.958638266661097e-08
2004,2.2816818695536867e-07,3.788120395142869e-08
2005,2.3959947614837773e-07,3.918262281299434e-08
2006,2.507794973349853e-07,3.294311773371916e-08
2007,2.3048146871595954e-07,2.8760251791215552e-08
2008,2.597038304963384e-07,4.0445676668943165e-08
2009,2.469923630066262e-07,3.290052674742583e-08
2010,3.0373988002541097e-07,2.267420740054149e-08
2011,2.9215145988525926e-07,9.177532483972684e-09
2012,2.961699899772796e-07,7.489356135259584e-09
2013,2.7556556331242987e-07,1.5340187786705428e-08
2014,3.120406533163589e-07,1.3209215943277286e-08
2015,2.945828785350102e-07,1.1304534197620342e-08
2016,2.9661589462381954e-07,1.0978102538139467e-08
2017,2.860250092329153e-07,1.3584300795344006e-08
2018,2.82154322128747e-07,8.776987081571264e-09
2019,3.1632247865509555e-07,1.1989642501042397e-08
