year,vous_PRON auriez_VERB,vous_PRON sauriez_VERB
1864,5.19316984082252e-06,2.2774957031401755e-07
1865,5.755058396061941e-06,2.2781127029247727e-07
1866,4.549348147975252e-06,2.0386918642145702e-07
1867,4.58687753734921e-06,2.0284751833798964e-07
1868,4.497261386404716e-06,2.420538258718352e-07
1869,4.9177037908521015e-06,2.1731660559964894e-07
1870,4.55971553492418e-06,2.1502683367202735e-07
1871,5.039748657509335e-06,2.5703250017272694e-07
1872,5.3156110197960516e-06,2.1044740261544348e-07
1873,4.703802119365719e-06,2.2627096640803757e-07
1874,5.068260747975728e-06,3.3039589197869645e-07
1875,5.177982245641033e-06,3.7075497161254134e-07
1876,5.33258491941524e-06,2.116105175531402e-07
1877,4.5594463244924555e-06,2.0224347885289262e-07
1878,3.8722637327737175e-06,1.5097721028922706e-07
1879,4.77565970413707e-06,1.9366561687661488e-07
1880,5.111814516567392e-06,1.9831144904003395e-07
1881,4.946994067722699e-06,2.7332230168042315e-07
1882,4.721995651379984e-06,2.0298924674477803e-07
1883,4.3780379996860574e-06,1.6999021568153694e-07
1884,3.9128257753873186e-06,1.782458163290812e-07
1885,3.702373135183734e-06,1.5469526104539e-07
1886,3.6074862919122097e-06,1.4972036321836413e-07
1887,3.868387864258693e-06,1.7171072030919277e-07
1888,3.5748386721934367e-06,1.413957075868666e-07
1889,3.4195116427326866e-06,1.4096557876541738e-07
1890,3.6717672742270224e-06,1.2387790526702247e-07
1891,3.3267053822783055e-06,9.943783041421739e-08
1892,3.4182198760390747e-06,1.3539986731814224e-07
1893,3.2713508630877186e-06,1.0900397073854151e-07
1894,3.31334945258277e-06,1.2035939978005672e-07
1895,3.5600103842625686e-06,1.1856670223409083e-07
1896,3.1460648983738793e-06,1.2560671525108091e-07
1897,3.4004700069090177e-06,1.3576242152701923e-07
1898,3.5817387811221124e-06,1.2957633011012604e-07
1899,3.6841308883595048e-06,1.5256116014938925e-07
1900,3.1322814493250917e-06,1.463876984075796e-07
1901,3.1973174827726325e-06,1.3189424397097582e-07
1902,2.874971130495396e-06,1.0900830371696202e-07
1903,3.054364640320273e-06,9.342381090959861e-08
1904,3.113520278930082e-06,1.3490309669350609e-07
1905,3.3297217783001543e-06,7.999176432349486e-08
1906,3.0294102089101216e-06,1.2809019800386068e-07
1907,3.06307748587642e-06,1.1519968978745965e-07
1908,3.252321789659618e-06,1.0363030700233367e-07
1909,3.3423975196456013e-06,1.116699674952315e-07
1910,3.6163867207505973e-06,1.3467259485366867e-07
1911,2.9969667139084777e-06,1.1225989204888265e-07
1912,3.234008659092069e-06,1.2815176386737903e-07
1913,3.0227042202568555e-06,1.1719607151405853e-07
1914,2.921119516940962e-06,1.272381302541703e-07
1915,2.4268369429591985e-06,1.2251992398404354e-07
1916,2.6908294330496574e-06,1.0218339951961752e-07
1917,2.709803368361463e-06,1.2392059822730062e-07
1918,2.7463925107440446e-06,1.102692106513814e-07
1919,2.9179671514611982e-06,1.1417732315166518e-07
1920,3.1432334708370036e-06,1.2948516570077118e-07
1921,3.005623511853628e-06,1.3025125511489932e-07
1922,3.1813657983548183e-06,1.0402889039085039e-07
1923,3.1550599146612512e-06,1.9002547801960645e-07
1924,3.5645340403789305e-06,1.2504875890329004e-07
1925,3.5634097343972826e-06,1.6057339280450833e-07
1926,3.290340089279198e-06,1.560459370608669e-07
1927,3.8464826275230735e-06,1.3379069585539582e-07
1928,2.9182108960412734e-06,9.712134829698016e-08
1929,3.6963868410566647e-06,1.414831540813566e-07
1930,3.056548621316324e-06,1.4389936886516352e-07
1931,2.966533202197752e-06,9.922660559880114e-08
1932,2.903181325564219e-06,1.3809015797505708e-07
1933,2.3468975314244744e-06,7.111810784721229e-08
1934,2.868390197363624e-06,9.705080294963864e-08
1935,2.9106868169037625e-06,1.2447015329541955e-07
1936,2.5389152824573102e-06,7.881064423287398e-08
1937,2.550960573444172e-06,1.057653902236666e-07
1938,2.5100654852394655e-06,9.464606520737107e-08
1939,2.47151854182448e-06,1.0705835595814506e-07
1940,1.8105489800746e-06,3.803674530900025e-08
1941,2.7478488959786773e-06,1.1510859865282441e-07
1942,2.7398931479183375e-06,1.7598428803111688e-07
1943,2.7377507194614736e-06,6.09679391416762e-08
1944,2.7569137728278292e-06,1.25314262078291e-07
1945,3.1370457804769103e-06,1.32888743564763e-07
1946,3.4524338161645574e-06,1.155451689882625e-07
1947,3.901701120412326e-06,2.0027063563077263e-07
1948,3.133278198674816e-06,1.337242263588223e-07
1949,2.7242197688792658e-06,1.521636301404783e-07
1950,3.3341857488267124e-06,1.3719616021035108e-07
1951,3.999091745754413e-06,1.3859822622919182e-07
1952,2.889276345285907e-06,1.0966596253325633e-07
1953,2.9962013741169358e-06,1.249763963429018e-07
1954,3.1399157478517736e-06,1.2411120398070352e-07
1955,2.8917057761645992e-06,9.667175815408768e-08
1956,2.9503622158699727e-06,1.194796386272401e-07
1957,2.8731541874549293e-06,1.1397198651508234e-07
1958,2.9498820026674366e-06,1.034030399083008e-07
1959,3.1863324352343625e-06,1.4106360879395652e-07
1960,3.0313250363178668e-06,1.384166683493504e-07
1961,3.0558003345504403e-06,1.1464462978949541e-07
1962,3.268010175361269e-06,1.1161843360696366e-07
1963,2.7034569143324916e-06,1.5324546254191773e-07
1964,3.550603992152901e-06,1.4784042612348003e-07
1965,2.9466954174495186e-06,1.099880702071232e-07
1966,2.7878162427441566e-06,1.0690414598002462e-07
1967,3.104139352672064e-06,1.3016086253259118e-07
1968,3.0335021961036546e-06,1.2531050153086198e-07
1969,3.0447943686340295e-06,9.537691703087603e-08
1970,2.8397126925483462e-06,9.979232995505072e-08
1971,2.9525231184379663e-06,1.0430947039452576e-07
1972,2.6168878548560315e-06,1.0824610097159848e-07
1973,2.38611460190441e-06,8.324937983417158e-08
1974,2.17878385910808e-06,5.5693158973468826e-08
1975,1.9253399727858778e-06,8.167416609694556e-08
1976,2.161427175906283e-06,8.798831618861414e-08
1977,1.965195849606971e-06,5.876781949964993e-08
1978,2.1190089114497823e-06,6.0594032014194e-08
1979,2.5935946155186684e-06,9.714275961414387e-08
1980,2.3957224470905203e-06,8.300319986886961e-08
1981,2.2493654228128435e-06,8.85576918463471e-08
1982,2.102481005294976e-06,7.262777579342128e-08
1983,2.213518257576652e-06,6.315316092297962e-08
1984,2.255234392123384e-06,8.814492868935986e-08
1985,1.8792603100337146e-06,6.316335898759462e-08
1986,2.484114759226941e-06,8.871838197421766e-08
1987,2.113731568442745e-06,8.066278489593515e-08
1988,2.040027595739957e-06,5.69672620187589e-08
1989,2.280314788549731e-06,6.640627780996056e-08
1990,1.8656181168807962e-06,6.483894665620937e-08
1991,2.3047280706123274e-06,6.506226313263141e-08
1992,1.9395004073885502e-06,6.281336339952759e-08
1993,2.189648739658878e-06,8.862732236991633e-08
1994,2.2919555817679793e-06,7.701392856773737e-08
1995,1.873998940027377e-06,6.615390013564593e-08
1996,1.9740264747269975e-06,7.419948033771107e-08
1997,1.7319158587270067e-06,5.6100267098457834e-08
1998,1.8753051449493796e-06,6.389293005781838e-08
1999,1.9610733374975098e-06,7.03810965063667e-08
2000,1.7994642576013575e-06,5.7876211378982134e-08
2001,1.9058271618632716e-06,6.922314366164528e-08
2002,1.9010120695384103e-06,6.966142462871971e-08
2003,1.994705939978303e-06,6.167045762950352e-08
2004,1.942953417710669e-06,6.475043168308048e-08
2005,2.0343437086012273e-06,7.341111540881684e-08
2006,2.3673749183217296e-06,7.453380490574091e-08
2007,3.0853359476168407e-06,1.0944873896079343e-07
2008,3.2237333016382763e-06,1.3070339477394555e-07
2009,3.5680384371516993e-06,1.3112529018144414e-07
2010,4.422415031513083e-06,1.6155372506432286e-07
2011,5.266756488708779e-06,1.8393304657138287e-07
2012,6.408165290849865e-06,2.474891722670236e-07
2013,7.05286038282793e-06,2.6217775328518655e-07
2014,7.34930449652893e-06,2.9493364550603474e-07
2015,7.3304365741933e-06,3.127587930862319e-07
2016,7.75323292145913e-06,3.316215355653185e-07
2017,6.4940506945276866e-06,2.409955648374762e-07
2018,7.272508128153277e-06,2.891242765201696e-07
2019,6.980523039601394e-06,2.6708842071343497e-07
