year,les_DET yeux_NOUN,les_DET cieux_NOUN
1842,8.688075115514948e-05,7.360979424220204e-06
1843,8.813111287508946e-05,7.477558526147732e-06
1844,8.758700801081432e-05,6.084070150791376e-06
1845,8.663304015499307e-05,6.057337259335327e-06
1846,8.527022941962059e-05,6.349792059268111e-06
1847,7.724228885308548e-05,5.593312380369753e-06
1848,7.969114017214451e-05,5.246288893090423e-06
1849,7.812966305209557e-05,5.419805617634665e-06
1850,8.02079159711866e-05,6.335490951414613e-06
1851,7.457421190792957e-05,5.3891511129222636e-06
1852,8.274968490695755e-05,6.678517337377343e-06
1853,8.693998051967355e-05,7.501940601173374e-06
1854,8.869934436006588e-05,7.2656169720630714e-06
1855,9.147036689682864e-05,7.97208110725478e-06
1856,8.653102509015298e-05,8.35546555322253e-06
1857,8.628359955764608e-05,8.038869310666996e-06
1858,8.937809866438329e-05,6.703357570359003e-06
1859,9.016609351419902e-05,6.903459393470257e-06
1860,9.550981121719815e-05,6.443759616558964e-06
1861,9.041587486535718e-05,6.442949711527035e-06
1862,9.06741740891448e-05,6.282711751737224e-06
1863,9.127769158112642e-05,6.190333223798916e-06
1864,8.981436417343502e-05,7.052085919667661e-06
1865,9.051920460478868e-05,6.288344245319877e-06
1866,8.949954576564778e-05,6.1365111605482525e-06
1867,9.007594735521707e-05,5.856372766288587e-06
1868,8.650509971630527e-05,5.030273698025667e-06
1869,9.100828674490913e-05,5.93982453267472e-06
1870,8.464029565402598e-05,5.75813166392436e-06
1871,8.135715438584157e-05,4.004183850270238e-06
1872,8.745117679609393e-05,4.8106583250273616e-06
1873,8.150304461196356e-05,4.180026962785632e-06
1874,8.316237426697626e-05,3.961763212600999e-06
1875,8.566041378799127e-05,4.3426392437595496e-06
1876,8.149363156917389e-05,4.416613833768679e-06
1877,8.399103944611852e-05,4.411629177525356e-06
1878,7.783841533637315e-05,4.602389623187264e-06
1879,8.255775628640549e-05,4.214212502517967e-06
1880,7.843057574064005e-05,4.271718587744999e-06
1881,8.09208345344814e-05,3.5183272757421946e-06
1882,8.345586707037e-05,3.839491625967639e-06
1883,7.672056949559192e-05,3.3884296186670326e-06
1884,7.999078206921695e-05,3.6434765036119643e-06
1885,7.592507631670742e-05,2.993353277247479e-06
1886,7.549068118350988e-05,3.570701565536183e-06
1887,7.707787062827265e-05,3.1475945547754236e-06
1888,7.691546306887176e-05,3.335797373438254e-06
1889,7.488404730793263e-05,3.337438435835338e-06
1890,7.16217475655867e-05,2.935054297381612e-06
1891,7.14715824869927e-05,3.3573016082755203e-06
1892,7.144975575101853e-05,2.835875015705369e-06
1893,7.031310201455199e-05,2.7755983396104966e-06
1894,6.984815377109044e-05,2.7575534886636888e-06
1895,7.112738217074366e-05,2.448372399044274e-06
1896,7.044944459266844e-05,2.6123837315594756e-06
1897,6.884611707391741e-05,2.6156116845754696e-06
1898,6.837385967628506e-05,2.299555504237105e-06
1899,7.045451070553099e-05,2.5957507219231957e-06
1900,6.963849637031672e-05,2.6713159115843155e-06
1901,6.706654335175699e-05,2.265115874422463e-06
1902,5.7952152701545856e-05,2.3068513712587446e-06
1903,6.513421521958662e-05,2.288613274004092e-06
1904,6.0124858009658055e-05,2.4255683186424903e-06
1905,6.228416691556049e-05,2.5592205048496908e-06
1906,6.377296722348547e-05,2.887430703424343e-06
1907,6.141326525721524e-05,2.659878504118751e-06
1908,6.458034749812214e-05,2.7695323296939023e-06
1909,6.717691326230124e-05,2.8401577836234537e-06
1910,6.658811821580457e-05,2.9654692070835154e-06
1911,6.24734284428996e-05,3.289055314326106e-06
1912,6.25526474777871e-05,3.083977404116922e-06
1913,6.287966948548274e-05,2.9627803002085784e-06
1914,6.244579503800196e-05,2.6298113340317286e-06
1915,6.146730197542638e-05,2.1181810083703567e-06
1916,6.669279355264734e-05,2.5326098906930383e-06
1917,6.632822646679415e-05,2.9675144972429734e-06
1918,6.494626632047584e-05,2.518962354258747e-06
1919,6.5563562884563e-05,2.7292062867445566e-06
1920,6.473122607530968e-05,2.5124666009901375e-06
1921,6.642511243626359e-05,2.1703494752500774e-06
1922,7.062307281557878e-05,2.4029935516978185e-06
1923,6.934443149475555e-05,3.0563313941911474e-06
1924,6.705578175569826e-05,2.7755666849316185e-06
1925,7.215354935397045e-05,2.9728074508739155e-06
1926,6.793683110117854e-05,2.5112249062431147e-06
1927,7.906138125690632e-05,2.971268330043131e-06
1928,6.573972859769128e-05,2.306917799899111e-06
1929,6.69271057631704e-05,2.5288723435323845e-06
1930,5.9882092728003045e-05,2.129080407087258e-06
1931,5.649871422974684e-05,2.1202557576316394e-06
1932,5.6748479892121395e-05,1.9803882551627794e-06
1933,5.341887481336016e-05,1.9809833773365426e-06
1934,5.376853982852481e-05,1.7672830807669015e-06
1935,5.556874475587392e-05,2.6485813720000806e-06
1936,5.466063953463163e-05,2.2818712466232682e-06
1937,5.427023643278517e-05,2.1505630058982206e-06
1938,5.6257363667100435e-05,2.821230623339943e-06
1939,5.375093974180345e-05,2.289519407838725e-06
1940,4.318945343584346e-05,1.9855180752870183e-06
1941,5.9903695046159555e-05,2.983969245917706e-06
1942,5.98346550759743e-05,2.7854063660015527e-06
1943,6.347052908495243e-05,3.335817261529428e-06
1944,6.66125638417725e-05,2.9561313397152844e-06
1945,6.836145803390536e-05,2.4508171350134944e-06
1946,6.637861179115134e-05,2.9136871262380737e-06
1947,6.748524469912809e-05,2.7787550322955212e-06
1948,6.530090445266978e-05,2.6081659711962857e-06
1949,5.644779662361543e-05,2.1509065106783964e-06
1950,6.450240493904857e-05,3.2182604101649304e-06
1951,6.14917671555304e-05,2.2719446803876053e-06
1952,5.801645852443471e-05,2.132159373502418e-06
1953,5.524926473299274e-05,1.7819909956529045e-06
1954,6.163831540106912e-05,2.6004719444472357e-06
1955,5.435393336483685e-05,2.0432467735531645e-06
1956,6.056222332517791e-05,2.205576628000472e-06
1957,5.449274522106862e-05,2.065631818481961e-06
1958,5.624629261546943e-05,2.393987315940649e-06
1959,5.4422652056018705e-05,2.0989025202311495e-06
1960,5.847758120580693e-05,2.2734937417112633e-06
1961,6.0468440324257244e-05,2.5763774900156022e-06
1962,6.054538835087442e-05,2.477168131065355e-06
1963,5.883267772333056e-05,2.5547375912537973e-06
1964,5.8592266896084766e-05,2.652610120890131e-06
1965,5.662087437485752e-05,2.8399904721254643e-06
1966,6.185484744491987e-05,2.6055806969793593e-06
1967,6.165976401462103e-05,2.6539995374719183e-06
1968,6.026357323207776e-05,3.3793412370641818e-06
1969,5.605664523500309e-05,2.289045895054187e-06
1970,5.0586896350068855e-05,2.515502686151194e-06
1971,5.2598178626794834e-05,2.7839837457577232e-06
1972,5.0103579724236624e-05,2.435280663348749e-06
1973,4.798417080564832e-05,2.0266537035240617e-06
1974,4.225254247103294e-05,1.7141116614993734e-06
1975,4.050410507261404e-05,2.0418541453182115e-06
1976,4.190871823084308e-05,1.978594411866652e-06
1977,4.175512412984972e-05,1.7025037024609446e-06
1978,4.649879224416509e-05,1.9972267821799505e-06
1979,4.845902003580704e-05,1.8726315147432615e-06
1980,4.641186342269066e-05,1.7248747212761373e-06
1981,4.859919636146515e-05,2.0602315231599277e-06
1982,4.81720808238606e-05,1.967157501781003e-06
1983,4.9551863867236534e-05,1.827652468477936e-06
1984,4.831617752643069e-05,1.9965986552961112e-06
1985,4.769435213347606e-05,1.9496423249165673e-06
1986,4.964093250237056e-05,2.208967892158853e-06
1987,4.6814357347102487e-05,2.0367352107086845e-06
1988,4.728402632281359e-05,1.8919127668937108e-06
1989,4.927235977447708e-05,1.8906580905309056e-06
1990,4.505543870436668e-05,1.8351056851884096e-06
1991,4.573349792735826e-05,1.8856333809935677e-06
1992,4.7047210955497576e-05,1.9549282086472886e-06
1993,4.831961268791929e-05,1.8705903386262435e-06
1994,4.775760294251086e-05,2.095728319773116e-06
1995,4.967344671058527e-05,2.300203647109811e-06
1996,4.583125905810448e-05,2.0017845514530563e-06
1997,4.6466365120068076e-05,2.0100197559713706e-06
1998,4.892625133834372e-05,2.055063738737317e-06
1999,4.736236405733507e-05,2.2220318172117004e-06
2000,4.753625125886174e-05,2.3649722677987484e-06
2001,4.7990040002332535e-05,2.077570613323587e-06
2002,5.195164976612432e-05,2.2260987364575158e-06
2003,5.528590031644853e-05,1.906783936078682e-06
2004,5.297818597682635e-05,2.1504190925725197e-06
2005,5.459625299408799e-05,2.6734257758675994e-06
2006,5.898342010368651e-05,1.934996440411396e-06
2007,8.397953433814109e-05,2.2936302102039008e-06
2008,8.946285424826783e-05,2.309660978028205e-06
2009,0.00010409154720036895,2.8637763875849487e-06
2010,0.0001373334152958705,2.5976137578709313e-06
2011,0.00015790594443387818,3.3111773660721155e-06
2012,0.00019461126157693798,3.5247632297341625e-06
2013,0.00021537344764510635,3.7491418822810374e-06
2014,0.00023152636549639283,3.65288948955822e-06
2015,0.00023226097437145654,3.918462070373607e-06
2016,0.00023763904755469412,4.940146041576554e-06
2017,0.00024444798691547476,7.27389013377433e-06
2018,0.0002697570835152874,3.978040112428971e-06
2019,0.00025312073648819933,4.060152036799991e-06
