year,quels_DET sentiers_NOUN
1967,7.395503320850594e-09
1968,8.98283178396575e-09
1969,4.995933389206897e-09
1970,1.1036940084085956e-08
1971,3.083038491169532e-09
1972,3.0780880067027283e-09
1973,3.3079223804577396e-09
1974,2.812785782069227e-09
1975,2.2845920710778955e-09
1976,2.856763492431469e-09
1977,6.464460078348111e-09
1978,1.1881182704343018e-09
1979,6.437170685380522e-09
1980,5.6851505725319385e-09
1981,6.958104370458074e-09
1982,2.483000915987077e-09
1983,3.78918940668882e-09
1984,5.799008384599347e-09
1985,1.0828004270990732e-08
1986,4.196139880008332e-09
1987,6.721898371253587e-09
1988,5.996553809062277e-10
1989,8.232183268397364e-09
1990,3.269190529398003e-09
1991,3.516879065745826e-09
1992,5.509944167592096e-10
1993,3.323524566667402e-09
1994,2.1099706426497278e-09
1995,2.1689803286761844e-09
1996,8.540947504798169e-09
1997,3.835915474148521e-09
1998,2.3840645013706308e-09
1999,4.570201161957499e-09
2000,1.7672125984802278e-09
2001,8.762423564512289e-10
2002,4.38122149670761e-09
2003,6.667076668520622e-09
2004,2.2023956547378987e-09
2005,3.602999676388663e-09
2006,4.117890028965121e-09
2007,3.994479469415779e-09
2008,3.8316958494988285e-09
2009,3.337734755248789e-09
2010,3.3066552274085836e-09
2011,6.1183551280930004e-09
2012,2.382976926895708e-09
2013,6.136074981455408e-09
2014,3.8978013316981475e-09
2015,6.649726283503021e-09
2016,7.456824324680866e-09
2017,3.0187335409159743e-09
2018,2.3233200197037007e-08
2019,4.336679348959649e-09
